2ec3377603bb63893a01c9cf786687727d231419c52253bde713c72e2c6fb2f2,e5e0584a532fb4a89ebeff4fbc1f70e9495aebcb5e7c863f7a226d427ef5886a,5e59fed2d250337f5932c3dea5fa4207c87c3c9b2a4757559a44dbe10909dc31,7d596aa12b4f6776775ca7f9cbbddd8aeb1a4dfa9fbbe1789918c5dc502705fd,10b239a2dc7218797b8c0b98e23e6f066595b5a9ddbbd21bd5c4faa4246cc37f,0d1f2a432fa3a4ff1df70b316a99bc8cbd9c92949671d3f6e842f94861eae53b,96d3f88dc0d10637d45d6260ad27ef84e65fa5f91e7450a7a619fc263c4f3623,8ceda5a29f9ac5d921f7a84ed4d4b14de5f90f9ef1d4f295cfc01b2e88b5d4d0,7469e935a3a64c9082384775dd03208e8e5521de707b9510dd0d1718f0662b33,4994f105bf31a8636655630208b354a427b00c7602d3212d17a916cfe9a24a6a
"0","302","1","2018/02/28 14:59:59","0","2018/01/01 15:00:00","0","0","0","10000"
"0","302","1","2018/03/15 14:59:59","0","2018/02/28 15:00:00","0","0","1","10001"
"0","302","1","2018/03/31 14:59:59","0","2018/03/15 15:00:00","0","0","1","10002"
"0","302","1","2018/04/16 14:59:59","0","2018/03/31 15:00:00","0","0","1","10003"
"0","302","1","2018/04/30 11:59:59","0","2018/04/16 15:00:00","0","0","1","10004"
"0","302","1","2018/05/15 14:59:59","0","2018/04/30 12:00:00","0","0","1","10005"
"0","302","1","2018/05/31 11:59:59","0","2018/05/15 15:00:00","0","0","1","10006"
"0","302","1","2018/06/15 14:59:59","0","2018/05/31 12:00:00","0","0","1","10007"
"0","302","1","2018/06/30 11:59:59","0","2018/06/15 15:00:00","0","0","1","10008"
"0","302","1","2018/07/17 14:59:59","0","2018/06/30 12:00:00","0","0","1","10009"
"0","302","1","2018/07/31 11:59:59","0","2018/07/17 15:00:00","0","0","1","10010"
"0","302","1","2018/08/21 14:59:59","0","2018/07/31 12:00:00","0","0","1","10011"
"0","302","1","2018/08/31 11:59:59","0","2018/08/21 15:00:00","0","0","1","10012"
"0","302","1","2018/09/18 14:59:59","0","2018/08/31 12:00:00","0","0","1","10013"
"0","302","1","2018/09/30 11:59:59","0","2018/09/18 15:00:00","0","0","1","10014"
"0","302","1","2018/10/18 14:59:59","0","2018/09/30 12:00:00","0","0","1","10015"
"0","302","1","2018/10/31 11:59:59","0","2018/10/18 15:00:00","0","0","1","10016"
"0","302","1","2018/11/19 14:59:59","0","2018/11/03 19:00:00","0","0","1","10017"
"0","302","1","2018/11/30 11:59:59","0","2018/11/19 15:00:00","0","0","1","10018"
"0","302","1","2018/12/19 14:59:59","0","2018/11/30 12:00:00","0","0","1","10019"
"0","302","1","2018/12/31 11:59:59","0","2018/12/19 15:00:00","0","0","1","10020"
"0","302","1","2019/01/18 14:59:59","0","2019/01/03 19:00:00","0","0","1","10021"
"0","302","1","2019/01/31 11:59:59","0","2019/01/18 15:00:00","0","0","1","10022"
"0","302","1","2019/02/15 22:59:59","0","2019/01/31 12:00:00","0","0","1","10023"
"0","302","1","2019/03/19 14:59:59","0","2019/02/28 12:00:00","0","0","1","10024"
"0","302","1","2019/03/26 14:59:59","0","2019/03/19 15:00:00","0","0","1","10025"
"0","302","1","2019/03/31 11:59:59","0","2019/03/26 15:00:00","0","0","1","10026"
"0","302","1","2019/04/19 14:59:59","0","2019/03/31 12:00:00","0","0","1","10027"
"0","302","1","2019/04/30 11:59:59","0","2019/04/19 15:00:00","0","0","1","10028"
"0","302","1","2019/05/14 14:59:59","0","2019/05/07 15:00:00","0","0","1","10029"
"0","302","1","2019/05/17 14:59:59","0","2019/05/14 15:00:00","0","0","1","10030"
"0","302","1","2019/05/31 11:59:59","0","2019/05/17 15:00:00","0","0","1","10031"
"0","302","1","2019/06/15 11:59:59","0","2019/05/31 12:00:00","0","0","1","10032"
"0","302","1","2019/06/18 14:59:59","0","2019/06/15 12:00:00","0","0","1","10033"
"0","302","1","2019/06/30 11:59:59","0","2019/06/18 15:00:00","0","0","1","10034"
"0","302","1","2019/07/13 11:59:59","0","2019/06/30 12:00:00","0","0","1","10035"
"0","302","1","2020/07/31 11:59:59","0","2020/07/27 12:00:00","0","90001","1","10036"
"0","302","1","2019/07/31 11:59:59","0","2019/07/18 15:00:00","0","0","1","10037"
"0","302","1","2019/08/10 11:59:59","0","2019/07/31 12:00:00","0","0","1","10038"
"0","302","1","2020/08/31 11:59:59","0","2020/08/26 12:00:00","0","90002","1","10039"
"0","302","1","2019/08/26 11:59:59","0","2019/08/15 15:00:00","0","0","1","10040"
"0","302","1","2019/08/31 11:59:59","0","2019/08/26 12:00:00","0","0","1","10041"
"0","302","1","2019/09/12 11:59:59","0","2019/09/03 21:00:00","0","0","1","10042"
"0","302","1","2019/09/16 14:59:59","0","2019/09/12 12:00:00","0","90003","1","10043"
"0","302","1","2019/09/29 11:59:59","0","2019/09/16 15:00:00","0","0","1","10044"
"0","302","1","2019/10/11 11:59:59","0","2019/09/30 12:00:00","0","0","1","10045"
"0","302","1","2019/10/16 14:59:59","0","2019/10/11 12:00:00","0","90004","1","10046"
"0","302","1","2019/10/31 11:59:59","0","2019/10/16 15:00:00","0","0","1","10047"
"0","302","1","2019/11/11 11:59:59","0","2019/10/31 12:00:00","0","0","1","10048"
"0","302","1","2019/11/15 14:59:59","0","2019/11/11 12:00:00","0","0","1","10049"
"0","302","1","2019/11/30 11:59:59","0","2019/11/15 15:00:00","0","0","1","10050"
"0","302","1","2019/12/11 11:59:59","0","2019/11/30 12:00:00","0","0","1","10051"
"0","302","1","2019/12/20 14:59:59","0","2019/12/11 12:00:00","0","90005","1","10052"
"0","302","1","2019/12/31 11:59:59","0","2019/12/20 15:00:00","0","0","1","10053"
"0","302","1","2020/01/10 11:59:59","0","2020/01/03 19:00:00","0","0","1","10054"
"0","302","1","2020/01/16 14:59:59","0","2020/01/10 12:00:00","0","90006","1","10055"
