ff4d35aafd7522bc5abc51bf85497c1372d47cab9a76fb3e8ae2acafd49f5d5f,10af3546776e499359e4aa8e9525e4e7e9e4f001ccd79d4e0c5b857c52d2884b,f5a11e0edaea07b56b012a80d8fb11e72211af401072d9e8cdda03e21842334f,20e6a685922a1b78466b039a3518123781c7181eb0bc24d8b15b1982a06f331d,54bd438b0345c0b0bcf5b2206fd2035ede5bd464712afa13c59838cd2f9a7b75,89770889e699e2d61990c2f3aa0a1f67894ea7438efebc3340edc9d7cf841388,9878a5b938ebdde1146137e474c732b41242cbef51f43bf16066adcd3e19de35
"81001105","0","1001101","1","306700","1","0"
"81001106","0","1001102","1","306700","1","0"
"81001205","0","1001201","1","306800","1","0"
"81001206","0","1001202","1","306800","1","0"
"81001305","0","1001301","1","307000","1","0"
"81001306","0","1001302","1","307000","1","0"
"81001405","0","1001401","1","307500","1","0"
"81001406","0","1001402","1","307500","1","0"
"81001505","0","1001501","1","307300","1","0"
"81001506","0","1001502","1","307300","1","0"
"81001605","0","1001601","1","307700","1","0"
"81001606","0","1001602","1","307700","1","0"
"81001705","0","1001701","1","307400","1","0"
"81001706","0","1001702","1","307400","1","0"
"81001805","0","1001801","1","307900","1","0"
"81001806","0","1001802","1","307900","1","0"
"81001905","0","1001901","1","307800","1","0"
"81001906","0","1001902","1","307800","1","0"
"81002005","0","1002001","1","308100","1","0"
"81002006","0","1002002","1","308100","1","0"
"81002101","0","1002101","1","308000","1","0"
"81002102","0","1002102","1","308000","1","0"
"81002205","0","1002201","1","308300","1","0"
"81002206","0","1002202","1","308300","1","0"
"81002301","0","1002301","1","308200","1","0"
"81002302","0","1002302","1","308200","1","0"
"81002405","0","1002401","1","304705","1","0"
"81002406","0","1002402","1","304705","1","0"
"81002501","0","1002501","1","308400","1","0"
"81002502","0","1002502","1","308400","1","0"
"81002605","0","1002601","1","305004","1","0"
"81002606","0","1002602","1","305004","1","0"
"81002701","0","1002701","1","308600","1","0"
"81002702","0","1002702","1","308600","1","0"
"81002805","0","1002801","1","305205","1","0"
"81002806","0","1002802","1","305205","1","0"
"81002901","0","1002901","1","309300","1","0"
"81002902","0","1002902","1","309300","1","0"
"81003005","0","1003001","1","305500","1","0"
"81003006","0","1003002","1","305500","1","0"
"81003101","0","1003101","1","310000","1","0"
"81003102","0","1003102","1","310000","1","0"
"81003205","0","1003201","1","306000","1","0"
"81003206","0","1003202","1","306000","1","0"
"81000605","0","1003301","1","310300","1","0"
"81003301","0","1003302","1","310300","1","0"
"81001105","0","1003401","1","306700","1","0"
"81001106","0","1003402","1","306700","1","0"
"100021","0","1003501","2.5","310500","2.5","0"
"100531","0","1003502","2.5","310500","2.5","0"
"81003601","0","1003601","0.4","310600","0.4","0"
"81003602","0","1003602","0.4","310600","0.4","0"
"81001205","0","1003701","1","306800","1","0"
"81001206","0","1003702","1","306800","1","0"
"81003801","0","1003801","1.2","310700","1.2","0"
"81003802","0","1003802","1.2","310700","1.2","0"
"81001305","0","1003901","1","307000","1","0"
"81001306","0","1003902","1","307000","1","0"
"81004001","0","1004001","1","310800","1","0"
"81004002","0","1004002","1","310800","1","0"
"81001505","0","1004101","1","307300","1","0"
"81001506","0","1004102","1","307300","1","0"
"81004201","0","1004201","1","311100","1","0"
"81004202","0","1004202","1","311100","1","0"
"81001905","0","1004301","1","307800","1","0"
"81001906","0","1004302","1","307800","1","0"
"81004401","0","1004401","1","311300","1","0"
"81004402","0","1004402","1","311300","1","0"
"81002101","0","1004501","1","308000","1","0"
"81002102","0","1004502","1","308000","1","0"
"81004601","0","1004601","1","311400","1","0"
"81004602","0","1004602","1","311400","1","0"
"81002301","0","1004701","1","308200","1","0"
"81002302","0","1004702","1","308200","1","0"
"81002405","0","1004801","1","311500","1","0"
"81002406","0","1004802","1","311500","1","0"
"81002501","0","1004901","1","308400","1","0"
"81002502","0","1004902","1","308400","1","0"
"81005001","-28","1005001","1.4","311600","1.4","0"
"81005002","-28","1005002","1.4","311600","1.4","0"
"81002701","0","1005101","1","308600","1","0"
"81002702","0","1005102","1","308600","1","0"
"81000605","0","1005201","1","312100","1","0"
"81003301","0","1005202","1","312100","1","0"
"81001705","0","1005301","1","307400","1","0"
"81001706","0","1005302","1","307400","1","0"
"81003005","0","1005401","1","312200","1","0"
"81003006","0","1005402","1","312200","1","0"
"81002901","0","1005501","1","309300","1","0"
"81002902","0","1005502","1","309300","1","0"
"81005601","0","1005601","1","312300","1","0"
"81005602","0","1005602","1","312302","1","0"
"81003101","0","1005701","1","310000","1","0"
"81003102","0","1005702","1","310000","1","0"
"100021","0","1005801","1.75","312600","1.75","0"
"100531","0","1005802","1.75","312600","1.75","0"
"101821","0","1005901","1","312700","1","0"
"101841","0","1005902","1","312700","1","0"
"81000605","0","1006001","1","310300","1","0"
"81003301","0","1006002","1","310300","1","0"
"81006101","-27","1006101","0.65","312800","0.65","0"
"81006102","-27","1006102","0.65","312800","0.65","0"
"100021","0","1006201","2.5","310500","2.5","0"
"100531","0","1006202","2.5","310500","2.5","0"
"81003601","0","1006301","0.4","310600","0.4","0"
"81003602","0","1006302","0.4","310600","0.4","0"
"81006401","-30","1006401","1","313200","1","0"
"81006402","-30","1006402","1","313200","1","0"
"81003801","0","1006501","1.2","310700","1.2","0"
"81003802","0","1006502","1.2","310700","1.2","0"
"81006601","-25","1006601","0.7","313100","0.7","0"
"81006602","-25","1006602","0.7","313100","0.7","0"
"81004001","0","1006701","1","310800","1","0"
"81004002","0","1006702","1","310800","1","0"
"81006801","-26","1006801","1.25","313300","1.25","0"
"81006802","-26","1006802","1.25","313300","1.25","0"
"81004201","0","1006901","1","311100","1","0"
"81004202","0","1006902","1","311100","1","0"
"81007001","-30","1007001","1.25","314001","1.25","0"
"81007002","-30","1007002","1.25","314002","1.25","0"
"81004401","0","1007101","1","311300","1","0"
"81004402","0","1007102","1","311300","1","0"
"81007201","-27","1007201","0.77","314100","0.77","0"
"81007202","-27","1007202","0.77","314100","0.77","0"
"81004601","0","1007301","1","311400","1","0"
"81004602","0","1007302","1","311400","1","0"
"81007401","-33","1007401","1.33","314200","1.33","0"
"81007402","-33","1007402","1.33","314200","1.33","0"
"81002405","0","1007501","1","311500","1","0"
"81002406","0","1007502","1","311500","1","0"
"81007601","-20","1007601","1.7","314300","1.7","0"
"81007602","-20","1007602","1.7","314300","1.7","0"
"81005001","-28","1007701","1.4","311600","1.4","0"
"81005002","-28","1007702","1.4","311600","1.4","0"
"81007801","-33","1007801","1.25","314400","1.25","0"
"81007802","-33","1007802","1.25","314400","1.25","0"
"81000605","0","1007901","1","312100","1","0"
"81003301","0","1007902","1","312100","1","0"
"81003006","-20","1008001","1","314500","1","0"
"81008002","-20","1008002","1","314500","1","0"
"81003005","0","1008101","1","312200","1","0"
"81003006","0","1008102","1","312200","1","0"
"81003205","-25","1008201","1.6","314600","1.6","0"
"81003206","-25","1008202","1.6","314600","1.6","0"
"81005601","0","1008301","1","312300","1","0"
"81005602","0","1008302","1","312302","1","0"
"100111","0","1008401","1","314700","1","0"
"100431","0","1008402","1","314700","1","0"
"81008501","0","1008501","0.9","314800","0.9","0"
"81008504","0","1008502","0.9","314800","0.9","0"
"100021","0","1008601","1.75","312600","1.75","0"
"100531","0","1008602","1.75","312600","1.75","0"
"101821","0","1008701","1","312700","1","0"
"101841","0","1008702","1","312700","1","0"
"81008801","-20","1008801","0.8","315100","0.8","0"
"81008802","-20","1008802","0.8","315100","0.8","0"
"81006101","-27","1008901","0.65","312800","0.65","0"
"81006102","-27","1008902","0.65","312800","0.65","0"
"102994","-25","1009001","0.85","315400","0.85","0"
"102997","-25","1009002","0.85","315400","0.85","0"
"81006401","-30","1009101","1","313200","1","0"
"81006402","-30","1009102","1","313200","1","0"
"103021","-20","1009201","0.95","316000","0.95","0"
"103011","-20","1009202","0.95","316000","0.95","0"
"81006601","-25","1009301","0.7","313100","0.7","0"
"81006602","-25","1009302","0.7","313100","0.7","0"
"102091","-20","1009401","1.5","316200","1.5","0"
"102111","-20","1009402","1.5","316200","1.5","0"
"81006801","-26","1009501","1.25","313300","1.25","0"
"81006802","-26","1009502","1.25","313300","1.25","0"
"102591","-27","1009601","0.77","316300","0.77","0"
"102601","-27","1009602","0.77","316300","0.77","0"
"81007001","-30","1009701","1.25","314001","1.25","0"
"81007002","-30","1009702","1.25","314002","1.25","0"
"81000405","-27","1009801","0.8","316400","0.8","0"
"81000406","-27","1009802","0.8","316400","0.8","0"
"81007201","-27","1009901","0.77","314100","0.77","0"
"81007202","-27","1009902","0.77","314100","0.77","0"
"81010001","-20","1010001","0.95","316500","0.95","0"
"81010002","-20","1010002","0.95","316500","0.95","0"
"81007401","-33","1010101","1.33","314200","1.33","0"
"81007402","-33","1010102","1.33","314200","1.33","0"
"81010201","-27","1010201","0.8","316700","0.8","0"
"81010202","-27","1010202","0.8","316700","0.8","0"
"81007601","-20","1010301","1.7","314300","1.7","0"
"81007602","-20","1010302","1.7","314300","1.7","0"
"100091","-20","1010401","1","318000","1","0"
"100381","-20","1010402","1","318000","1","0"
"81007801","-33","1010501","1.25","314400","1.25","0"
"81007802","-33","1010502","1.25","314400","1.25","0"
"101361","-27","1010601","1","318200","1","0"
"102961","-27","1010602","1","318200","1","0"
"81003006","-20","1010701","1","314500","1","0"
"81008002","-20","1010702","1","314500","1","0"
"81001505","-17","1010801","1.1","318100","1.1","0"
"81010802","-17","1010802","1.1","318100","1.1","0"
"81003205","-25","1010901","1.6","314600","1.6","0"
"81003206","-25","1010902","1.6","314600","1.6","0"
"101581","-25","1011001","0.7","318500","0.7","0"
"103141","-25","1011002","0.7","318500","0.7","0"
"103151","-28","1011101","0.92","318600","0.92","0"
"103161","-28","1011102","0.92","318600","0.92","0"
"100111","0","1011201","1","314700","1","0"
"100431","0","1011202","1","314700","1","0"
"81008501","0","1011301","0.9","314800","0.9","0"
"81008504","0","1011302","0.9","314800","0.9","0"
"81011401","-27","1011401","1.1","318300","1.1","0"
"81011402","-27","1011402","1.1","318300","1.1","0"
"81008801","-20","1011501","0.8","315100","0.8","0"
"81008802","-20","1011502","0.8","315100","0.8","0"
"102091","0","1011601","1.18","318800","1.18","0"
"102111","0","1011602","1.18","318800","1.18","0"
"102994","-25","1011701","0.85","315400","0.85","0"
"102997","-25","1011702","0.85","315400","0.85","0"
"81011801","-25","1011801","1.1","319100","1.1","0"
"81011802","-25","1011802","1.1","319100","1.1","0"
"103021","-20","1011901","0.95","316000","0.95","0"
"103011","-20","1011902","0.95","316000","0.95","0"
"81012001","-17","1012001","1.1","318900","1.1","0"
"81012002","-17","1012002","1.1","318900","1.1","0"
"102091","-20","1012101","1.5","316200","1.5","0"
"102111","-20","1012102","1.5","316200","1.5","0"
"81012207","0","1012201","1.4","319000","1.4","0"
"81012208","0","1012202","1.4","319000","1.4","0"
"102591","-27","1012301","0.77","316300","0.77","0"
"102601","-27","1012302","0.77","316300","0.77","0"
"103051","-55","1012401","0.77","319300","0.77","0"
"102601","-55","1012402","0.77","319300","0.77","0"
"81000405","-27","1012501","0.8","316400","0.8","0"
"81000406","-27","1012502","0.8","316400","0.8","0"
"81012601","-30","1012601","1.18","319500","1.18","0"
"81012602","-30","1012602","1.18","319500","1.18","0"
"81010001","-20","1012701","0.95","316500","0.95","0"
"81010002","-20","1012702","0.95","316500","0.95","0"
"101111","0","1012801","1.5","320000","1.5","0"
"101131","0","1012802","1.5","320000","1.5","0"
"81010201","-27","1012901","0.8","316700","0.8","0"
"81010202","-27","1012902","0.8","316700","0.8","0"
"81011401","0","1013001","1","313702","1","0"
"81013002","0","1013002","1","313702","1","0"
"100091","-20","1013101","1","318000","1","0"
"100381","-20","1013102","1","318000","1","0"
"100941","-50","1013201","0.7","320200","0.7","0"
"100961","-50","1013202","0.7","320200","0.7","0"
"100961","-50","1013203","0.7","320200","0.7","0"
"101361","-27","1013301","1","318200","1","0"
"102961","-27","1013302","1","318200","1","0"
"102961","-27","1013303","1","318200","1","0"
"81013401","-50","1013401","1","320300","1","-20"
"81013402","-50","1013402","1","320300","1","-20"
"81013402","-50","1013403","1","320300","1","-20"
"81001505","-17","1013501","1.1","318100","1.1","0"
"81010802","-17","1013502","1.1","318100","1.1","0"
"81010802","-17","1013503","1.1","318100","1.1","0"
"81013601","0","1013601","1","320400","1","0"
"81013602","0","1013602","1","320400","1","0"
"81013602","0","1013603","1","320400","1","0"
"81013701","10","1013701","0.65","320500","0.65","0"
"81013702","10","1013702","0.65","320500","0.65","0"
"81013702","10","1013703","0.65","320500","0.65","0"
"101581","-25","1013801","0.7","318500","0.7","0"
"103141","-25","1013802","0.7","318500","0.7","0"
"103141","-25","1013803","0.7","318500","0.7","0"
"103151","0","1013901","0.9","318600","0.9","0"
"103161","0","1013902","0.9","318600","0.9","0"
"103161","0","1013903","0.9","318600","0.9","0"
"101951","-20","1014001","1.2","320700","1.2","0"
"101951","-20","1014002","1.2","320700","1.2","0"
"101951","-20","1014003","1.2","320700","1.2","0"
"81011401","-27","1014101","1.1","318300","1.1","0"
"81011402","-27","1014102","1.1","318300","1.1","0"
"81011402","-27","1014103","1.1","318300","1.1","0"
"100371","-10","1014201","1","320900","1","0"
"100381","-10","1014202","1","320900","1","0"
"100381","-10","1014203","1","320900","1","0"
"102091","0","1014301","1.18","318800","1.18","0"
"102111","0","1014302","1.18","318800","1.18","0"
"102111","0","1014303","1.18","318800","1.18","0"
"100021","-10","1014401","0.75","321100","0.75","0"
"100691","-10","1014402","0.75","321100","0.75","0"
"100691","-10","1014403","0.75","321100","0.75","0"
"81011801","-25","1014501","1.1","319100","1.1","0"
"81011802","-25","1014502","1.1","319100","1.1","0"
"81011802","-25","1014503","1.1","319100","1.1","0"
"81014601","-25","1014601","0.85","321200","0.85","0"
"81014602","-25","1014602","0.85","321200","0.85","0"
"81014602","-25","1014603","0.85","321200","0.85","0"
"81012001","-17","1014701","1.1","318900","1.1","0"
"81012002","-17","1014702","1.1","318900","1.1","0"
"81012002","-17","1014703","1.1","318900","1.1","0"
"81014801","-30","1014801","1.1","321300","1.1","0"
"81014802","-30","1014802","1.1","321300","1.1","0"
"81014802","-30","1014803","1.1","321300","1.1","0"
"81012207","0","1014901","1.4","319000","1.4","0"
"81012208","0","1014902","1.4","319000","1.4","0"
"81012208","0","1014903","1.4","319000","1.4","0"
"81015001","-10","1015001","0.91","321400","0.91","0"
"81015001","-10","1015002","0.91","321400","0.91","0"
"81015001","-10","1015003","0.91","321400","0.91","0"
"103051","-55","1015101","0.77","319300","0.77","0"
"102601","-55","1015102","0.77","319300","0.77","0"
"102601","-55","1015103","0.77","319300","0.77","0"
"81015201","0","1015201","0.61","321700","0.61","-20"
"81015202","0","1015202","0.61","321700","0.61","-20"
"81015202","0","1015203","0.61","321700","0.61","-20"
"81001705","0","1015301","1","307400","1","0"
"81001706","0","1015302","1","307400","1","0"
"81001706","0","1015303","1","307400","1","0"
"100051","-10","1015401","1","321800","1","0"
"100931","-10","1015402","1","321800","1","0"
"100931","-10","1015403","1","321800","1","0"
"103311","-30","1015501","1.18","319500","1.18","0"
"103321","-30","1015502","1.18","319500","1.18","0"
"103321","-30","1015503","1.18","319500","1.18","0"
"81015601","13","1015601","0.73","322100","0.73","0"
"81015602","13","1015602","0.73","322100","0.73","0"
"81015602","13","1015603","0.73","322100","0.73","0"
"101111","0","1015701","1.5","320000","1.5","0"
"101131","0","1015702","1.5","320000","1.5","0"
"101131","0","1015703","1.5","320000","1.5","0"
"81003006","-10","1015801","1.5","322200","1.5","0"
"81008002","-10","1015802","1.5","322200","1.5","0"
"81008002","-10","1015803","1.5","322200","1.5","0"
"81011401","0","1015901","1","313702","1","0"
"81013002","0","1015902","1","313702","1","0"
"81013002","0","1015903","1","313702","1","0"
"81001205","-55","1016001","1.33","322400","1.33","-20"
"81001206","-55","1016002","1.33","322400","1.33","-20"
"81001206","-55","1016003","1.33","322400","1.33","-20"
"100941","-50","1016101","0.7","320200","0.7","0"
"100961","-50","1016102","0.7","320200","0.7","0"
"100961","-50","1016103","0.7","320200","0.7","0"
"81013401","-50","1016301","1","320300","1","-20"
"81013402","-50","1016302","1","320300","1","-20"
"81013402","-50","1016303","1","320300","1","-20"
"81013601","0","1016401","1","320400","1","0"
"81013602","0","1016402","1","320400","1","0"
"81013602","0","1016403","1","320400","1","0"
"81013701","10","1016501","0.65","320500","0.65","0"
"81013702","10","1016502","0.65","320500","0.65","0"
"81013702","10","1016503","0.65","320500","0.65","0"
"101951","-20","1016601","1.2","320700","1.2","0"
"101951","-20","1016602","1.2","320700","1.2","0"
"101951","-20","1016603","1.2","320700","1.2","0"
"100371","-10","1016701","1","320900","1","0"
"100381","-10","1016702","1","320900","1","0"
"100381","-10","1016703","1","320900","1","0"
"100021","-10","1016801","0.75","321100","0.75","0"
"100691","-10","1016802","0.75","321100","0.75","0"
"100691","-10","1016803","0.75","321100","0.75","0"
"81014601","-25","1016901","0.85","321200","0.85","0"
"81014602","-25","1016902","0.85","321200","0.85","0"
"81014602","-25","1016903","0.85","321200","0.85","0"
"81014801","-30","1017001","1.1","321300","1.1","0"
"81014802","-30","1017002","1.1","321300","1.1","0"
"81014802","-30","1017003","1.1","321300","1.1","0"
"81015001","-10","1017101","0.91","321400","0.91","0"
"81015001","-10","1017102","0.91","321400","0.91","0"
"81015001","-10","1017103","0.91","321400","0.91","0"
"81015201","0","1017201","0.61","321700","0.61","-20"
"81015202","0","1017202","0.61","321700","0.61","-20"
"81015202","0","1017203","0.61","321700","0.61","-20"
"100051","-10","1017301","1","321800","1","0"
"100931","-10","1017302","1","321800","1","0"
"100931","-10","1017303","1","321800","1","0"
"100021","0","1017401","2.5","310500","2.5","0"
"100531","0","1017402","2.5","310500","2.5","0"
"100531","0","1017403","2.5","310500","2.5","0"
"81003601","0","1017501","0.4","310600","0.4","0"
"81003602","0","1017502","0.4","310600","0.4","0"
"81003602","0","1017503","0.4","310600","0.4","0"
"81015601","13","1017601","0.73","322100","0.73","0"
"81015602","13","1017602","0.73","322100","0.73","0"
"81015602","13","1017603","0.73","322100","0.73","0"
"81003006","-10","1017701","1.5","322200","1.5","0"
"81008002","-10","1017702","1.5","322200","1.5","0"
"81008002","-10","1017703","1.5","322200","1.5","0"
"81001205","-55","1017801","1.33","322400","1.33","-20"
"81001206","-55","1017802","1.33","322400","1.33","-20"
"81001206","-55","1017803","1.33","322400","1.33","-20"
