c5dd55f273ad0f961b2f796f1339f00a4896484c29da2a54814c4876659f52da,9a733b41fb68f57ce1340b78d5287826ed52925c8e7adbcf91beb51f3cd01b41,32d7a0231cc08de2a2236986482d4e84277fe340adf5920039b40188b22e253f,8479404dbd7f5c5e1500bb4d33a0b2440f44e65f899d85359567e8a02ab06e25,5d73353b0061c90baf8e11c5deb50e3110604d4671ca39cbc25495c9936e2410,e8c785fc85f7f48f321bdcb9c5963a2416f3038e5a553bf5f0ce610068d74cc6,c0480da98749db242b0d89746ab0273c5eb43b42cfbc1d5d7e28096e40fdbfe8,e662afd404f4b090c4a77a4f6f7f27c004419657b7124e47d2ccd8941f2c6865,44aeade6cf87d64b3ff9b1a66f727a83e9a202562ac8955e2fa6b093ab045579,cd4eb6b6e4dc532a2412904a20267717b9578390f6ae01f8b2afe3679f3d3e1c,21878389fe9ec4a0d91826cb3eef494e50d5a1d1bb02ae5817c2918cd707695f
"10005","0","10003","0","0","0","0","0","10002","10001","50067"
"10005","0","10003","0","0","0","0","10006","10002","10001","50079"
"10005","0","10003","0","0","0","10007","10006","10002","10001","50084"
"10005","0","10003","10008","0","0","10007","10006","10002","10001","50094"
"10005","10009","10003","10008","0","0","10007","10006","10002","10001","50108"
"10005","10009","10003","10008","0","0","10007","10006","10002","10001","50116"
"10005","10009","10003","10008","0","10010","10007","10006","10002","10001","50119"
"10005","10009","10003","10008","0","10010","10007","10006","10002","10001","50129"
"10005","10009","10003","10008","10011","10010","10007","10006","10002","10001","50140"
"10006","10010","10005","10009","10012","10011","10008","10007","10003","10002","50151"
"10012","0","10011","0","0","0","0","10013","10010","10009","50162"
"10013","0","10012","0","0","0","0","10014","10011","10010","50172"
"10014","0","10013","0","0","0","0","10015","10012","10011","50183"
"10007","0","10015","0","0","0","0","10005","10014","10013","50190"
"10015","0","10014","0","0","0","0","10016","10013","10012","50195"
"10003","0","10016","0","0","0","0","10002","10015","10014","50200"
"10016","0","10015","0","0","0","0","10017","10014","10013","50217"
"10010","0","10017","0","0","0","0","10009","10016","10015","50231"
"10017","0","10016","0","0","0","0","10018","10015","10014","50237"
"0","0","0","0","0","0","0","0","0","10019","50248"
"0","0","0","0","0","0","0","0","0","10011","50261"
"0","0","0","0","0","0","0","0","0","10020","50267"
"0","0","0","0","0","0","0","0","0","10021","50278"
"0","0","0","0","0","0","0","0","0","10006","50291"
"0","0","0","0","0","0","0","0","0","10022","50298"
"0","0","0","0","0","0","0","0","0","10023","50309"
"0","0","0","0","0","0","0","0","0","10024","50321"
"0","0","0","0","0","0","0","0","0","10025","50331"
"0","0","0","0","0","0","0","0","0","10026","50341"
"0","0","0","0","0","0","0","0","0","10027","50354"
"0","0","0","0","0","0","0","0","0","10028","50365"
"0","0","0","0","0","0","0","0","0","10029","50375"
"0","0","0","0","0","0","0","0","0","10030","50383"
"0","0","0","0","0","0","0","0","0","10019","50393"
"0","0","0","0","0","0","0","0","0","10031","50405"
"0","0","0","0","0","0","0","0","0","10032","50406"
"0","0","0","0","0","0","0","0","0","10033","50414"
"0","0","0","0","0","0","0","0","0","10034","50424"
