2405d6dce381147cee30bb8ee6609280c33570414e781da442f83f6bfc8131d6,2548a823f894380e7baf8d38ba3326568c5f9a9f391c07aee76b2faf255b492e,92b2fd9f8bf6bf2668e68b232a1f4fd17be8595a65df3112b43ee8ec814c46ad,a85b4ce1f1261e456642dcdd73b7ef818e9e76882bed52ed3f02fed6a5654e12,45862ac2a9e8ee27fb48888d0a6014bbfc836332a19bf4b3362125f2242f2640,aeb38be68ac8b86554263fc4294a9f961a26ee41dcbc04b66d3e87d5d63e0245,22ecc7117b3bb25e602085065bb4f8bb922c05d2e75b83081a2c19c6272b50d1,4da4371d6a696f5fd590fbcd3fbbb9502b4105de831d89d757729c1b4b4aff7f,9759de14cf7e478d2079f014de21bef72d76da86ba0b77fa725981bd9144ebb0,ce9049f57447e7e8cf59486da1bf624e3d24a58746e69367126da6a129120df4,05fe2e08ae1b415becc85a35987903add72886fe3f875747ab63bbd8ff2e3ade,c805faead2b214e742046ce285f09163dc19e9bd675dd1fd38e760fce0ba36af,5293d66721d4cdd794a77581f747c3b94227ab9b135361f1e114e9d1e79475e8,6ab9e6a6e3c7e8191cdb5a66b423ad744778dc0a85ba06816abfb43682b935a7,170ed88b20a35b33bc2006542baa17516e0323a5519133deb2c539154186a363,ad3def36dd8b100cf2c9d47df70e09df56ad309a9f37e097f607043b5093b6cc,36dfceef4ad3613f211e0de57a663cc635ff59c644ac5699fa061575b015943c,e812a03e83748496e7e503367a5f5a92f1cb465aa7671d4e7bd954cd7be8ceca,8332864e7c6e3606163da7c94d8a90bdb0862b38308c7c5290c1b12ffa062350,8069c0388e04861ed2f06845a9173623ec48e21d9fc5d74ab0899b5147155909,a2096d7fb0ab4f94bd4c4e1d37db660c1aff89562c04683dc64bf2e655c6f0e6,83f4dadea5efdda8b574a83dcdc0cc11e6c7ac45d162f8c59f9c32be3254c26a,4726baf01e98f6030c1335b3a26fabfdd2fc9c22b4b9eaae8fe1a2496951240f,2eff78e201e16127fa1b1f84f22971c06376e4f5e4713e8656f58c4d4abb87a9,635d1e67c1235b4ba8fdab04b9cfded1f45edb0878faf0798677f4afc637fc32,874eb3910aea7313e9e90e28fd174d4c0f8fabf2a9f09bd8986f3feb22a8687f,e1144ccef80169c6fb4fbf0c178f4affc083e15be4fe62b04ca67836c759652c,ec771cf70c7e37dc92aca6066becd8c80b0870ee7d80ccf81ca535e6787debcd,41636df9f318bf45f5c137aa33ea1ae6b0063456a6bc333d44692d312f5ba6c5,93a345707fd139533715f5028684d9f6c46803f3d8f723a806be7295cf1969b7,d849568cebfcfb8394faa52ef34531c5f6ed1742eaabc63e55d60c7759b5216a,9d290d57a38ece5f35eacfe7aa1557832b82ea45fb75cd58d9fc95eda767c90c,d3aedce73ca94f91e5b58ee729465ebcba3791581651e0d02f6265c7431fcb9c,01d3b589177fd7804eec0897cf02bd13ab67ae0828c4f3ba2e5f6603ceb95fa5,c7455a6f9e8b64ad20d6e9ceb6459fc38859cef7708c54839b30dffa4ab5870b,b63cc8afdbeb320b19a9d39a0ce1e81e4f29f1eb328d6b295094a26bf9b8c4de,a05262df31b79e79115787af269d1ffcc8ef0f8658811f34a7e227c7250d1ca3,d60694e1c2b69f1365bd451359e90d15a47faca3a53aa9ed9d508d9beed63897,02ed055719d8216d013fa81d9c9c229797b1ed45d4ea742f9adebd015103a549,9709045121391a1582369e5c7d3992eda5d09f02b86284a6c47c473d9b4b1b4e,3d1ffe5366eec21d4f44f5f26d5e389f75001797608b9fe5bf2430f687317a3b,7e2c1c42f786b7f1106edd1e3930a942397240feea9bed8b6a14a2b8ee86c326,35491d77d92b81e266be203fd7fd04f51b06a6d5d32daa67e0e14b6727ae0944,a83c0eeb450419b14d19164545313080422c45ec94ea73d03fd67d9f396a77ab
"0","0","0","1","305700","0","0","0","0","0","0","0","0","5000","0","40","0","0","800","5000","0","0","0","410010101","800","0","53000000","0","0","ゴブリングレート","0","0","0","100","0","300000039","0","1","12000","0","0","0","0","50"
"0","0","0","1","304600","0","0","0","11000","0","0","0","0","5000","0","40","0","0","1000","5000","0","0","0","410010201","800","0","81000000","0","0","ライライ","0","0","0","125","0","300000039","0","1","0","0","0","0","0","50"
"0","0","0","1","301205","0","0","0","0","0","0","0","0","15000","0","150","0","0","0","15000","0","0","0","410010301","0","0","87000000","0","0","グレーターゴーレム","0","0","0","150","0","300000039","0","1","40500","0","15000","0","0","60"
"0","0","0","1","316103","0","0","0","60000","0","0","0","0","15000","0","130","0","0","1050","15000","0","0","0","410010401","1050","0","92000000","0","0","レインスピリット","0","0","0","175","0","300000039","0","1","0","0","15000","0","0","60"
"0","0","0","1","312502","0","0","0","60000","0","0","0","0","30000","0","70","0","0","1500","30000","0","0","0","410010501","2000","0","193000000","0","0","マダムエレクトラ","0","0","0","200","0","300000039","0","1","0","0","30000","0","0","60"
"0","0","0","1","304102","0","0","0","0","50000","0","50000","0","50000","0","70","0","1","0","30000","0","0","100","410010601","0","0","217000000","0","0","ティタノタートル","100","50000","0","225","100","300000039","0","1","0","0","50000","0","0","60"
"0","0","0","1","304102","0","0","0","1000","0","0","0","0","0","0","0","0","0","5000","0","0","0","0","410010602","5000","0","2100000","0","0","ティタノタートルA","0","0","0","225","0","300000039","0","1","7000","0","0","0","0","60"
"0","0","0","1","304102","0","0","0","0","0","0","0","0","0","0","0","0","0","1200","0","0","0","0","410010603","1200","0","10000000","0","0","ティタノタートルB","0","0","0","225","0","300000039","0","1","0","0","0","0","0","60"
"0","0","0","1","304102","0","0","0","0","0","0","0","0","0","0","0","0","0","600","0","0","0","0","410010604","600","0","11000000","0","0","ティタノタートルC","0","0","0","225","0","300000039","0","1","0","0","0","0","0","60"
"0","0","0","1","301102","0","0","0","0","0","0","0","0","30000","0","40","0","0","2000","30000","0","0","0","410010701","1000","0","250000000","0","0","マッドベア","0","0","0","250","0","300000039","0","1","46000","0","30000","0","0","60"
"0","0","0","1","304000","0","0","0","36000","0","0","0","0","50000","0","130","0","0","2200","50000","0","0","0","410010801","1600","0","236000000","0","0","ムーバ","0","0","0","300","0","300000039","0","1","78000","0","50000","0","0","60"
"0","0","0","1","305803","0","0","0","0","0","0","0","0","50000","0","90","0","1","0","50000","0","0","0","410010901","0","0","335000000","0","0","ネプテリオン","300","300","0","350","300","300000039","0","1","0","0","50000","0","0","60"
"0","0","0","1","305803","0","0","0","80000","0","0","0","0","0","0","0","0","0","10000","0","0","0","0","410010902","10000","0","4800000","0","0","ネプテリオンA","0","0","0","350","0","300000039","0","1","1000","0","0","0","0","60"
"0","0","0","1","305803","0","0","0","0","0","0","0","0","0","0","0","0","0","2200","0","0","0","0","410010903","2200","0","5600000","0","0","ネプテリオンB","0","0","0","350","0","300000039","0","1","0","0","0","0","0","60"
"0","0","0","1","305803","0","0","0","0","0","0","0","0","0","0","0","0","0","1200","0","0","0","0","410010904","1200","0","7200000","0","0","ネプテリオンC","0","0","0","350","0","300000039","0","1","0","0","0","0","0","60"
"0","0","0","1","302904","0","0","0","0","0","0","0","0","50000","0","30","0","50000","0","50000","0","0","0","410011001","0","0","322000000","0","0","アクアリオス","300","300","0","450","50000","300000039","0","1","0","0","50000","0","0","60"
"0","0","0","1","302904","0","0","0","36000","0","0","0","0","0","0","0","0","0","6000","0","0","0","0","410011002","6000","0","4800000","0","0","アクアリオス本体","0","0","0","450","0","300000039","0","1","72000","0","0","0","0","60"
