4d2099301f848ca1877a780e49e18232e239229c47da75175b6ad1499b6e2cdd,2b0fa0e25e58b09b1bc1cead248fb830585e66de32b724f8165285dc8fdfded6,fbbb1f3f7361b503a664bdcce0178457c9c32adbc312c84578d2b8871eff3054,24f53c7ab55befc2af74cd80627d55efa368ad1a251afeaa063b2ba7a46496f5,c65e463aeb82ffccf83e1fad6e414136151b4c830854a0ed8844ac2a66b5f08c,1d852a62bffa8f921754ca741bb20d88bc06d07903db30aed28fa55d895e29c0,80a14ece8bd4990f719efccd4af9423ae69c08fa7619b01ed040462ff9adedbd,5b74130892f466ca0dce9ab6bcc575972214a8120e65f48f92cc5c12594ed87e,32d000fef0f80101845ca1b5481ecef220b6801818ed697572977eb35e7f21f3,e4421fc6e5986e9b7b96c4e23bf97bde32ad76f265d7a9b421545c526bafde2a,af427ec45efef57395fd96bab52106672159db942a3c52cd1e2933a427e48873,485c5633f2988cdbec7ae5ad0adfd7873fd88ac00a5837dd35c4004b2dd518ee,7cab30157af37ab13c4ecbbe3bb61acba84456d1110c824cb800aa85fc289ba0,fd3f68d6b611599e1f0533974c54c1849faf4647ef944f5111cd1ce7c58bbf01,9f6111a755c4a0255b732564008b9bda6c0fc80143f4435543a0a712d7b51331
"100198","bgm_MC170","0","0","bgm_MC170","0","94002","0","1","1.3","0","92407110","-30","100198","-30"
"100198","bgm_MC170","0","0","bgm_MC170","0","94002","0","1","1.3","0","92407120","-30","100198","-30"
"100198","bgm_MC170","0","0","bgm_MC170","0","94002","0","1","1.3","0","92407130","-30","100198","-30"
"100198","bgm_MC170","0","0","bgm_MC170","0","94002","0","1","1.3","0","92407140","-30","100198","-30"
"100198","bgm_MC170","0","0","bgm_MC170","0","94002","0","2","1.45","0","92407210","-30","100198","20"
"100198","bgm_MC170","0","0","bgm_MC170","0","94002","0","2","1.45","0","92407220","-30","100198","20"
"100198","bgm_MC170","0","0","bgm_MC170","0","94002","0","2","1.45","0","92407230","-30","100198","20"
"100198","bgm_MC170","0","0","bgm_MC170","0","94002","0","2","1.45","0","92407240","-30","100198","20"
"100198","bgm_MC170","0","0","bgm_MC170","0","94002","0","3","1.4","0","92407310","-30","100198","-30"
"100198","bgm_MC170","0","0","bgm_MC170","0","94002","0","3","1.4","0","92407320","-30","100198","-30"
"100198","bgm_MC170","0","0","bgm_MC170","0","94002","0","3","1.4","0","92407330","-30","100198","-30"
"100198","bgm_MC170","0","0","bgm_MC170","0","94002","0","3","1.4","0","92407340","-30","100198","-30"
"101822","bgm_MC170","0","0","bgm_MC170","0","94002","0","1","0.9","0","92408110","-30","101822","-30"
"101822","bgm_MC170","0","0","bgm_MC170","0","94002","0","1","0.9","0","92408120","-30","101822","-30"
"101822","bgm_MC170","0","0","bgm_MC170","0","94002","0","1","0.9","0","92408130","-30","101822","-30"
"101822","bgm_MC170","0","0","bgm_MC170","0","94002","0","1","0.9","0","92408140","-30","101822","-30"
"101822","bgm_MC170","0","0","bgm_MC170","0","94002","0","2","1","0","92408210","-30","101822","20"
"101822","bgm_MC170","0","0","bgm_MC170","0","94002","0","2","1","0","92408220","-30","101822","20"
"101822","bgm_MC170","0","0","bgm_MC170","0","94002","0","2","1","0","92408230","-30","101822","20"
"101822","bgm_MC170","0","0","bgm_MC170","0","94002","0","2","1","0","92408240","-30","101822","20"
"101822","bgm_MC170","0","0","bgm_MC170","0","94002","0","3","0.9","0","92408310","-30","101822","0"
"101822","bgm_MC170","0","0","bgm_MC170","0","94002","0","3","0.9","0","92408320","-30","101822","0"
"101822","bgm_MC170","0","0","bgm_MC170","0","94002","0","3","0.9","0","92408330","-30","101822","0"
"101822","bgm_MC170","0","0","bgm_MC170","0","94002","0","3","0.9","0","92408340","-30","101822","0"
"101191","bgm_MC170","-50","0","bgm_MC170","0","94002","0","1","1.25","0","92409110","-30","101191","-30"
"101191","bgm_MC170","-50","0","bgm_MC170","0","94002","0","1","1.25","0","92409120","-30","101191","-30"
"101191","bgm_MC170","-50","0","bgm_MC170","0","94002","0","1","1.25","0","92409130","-30","101191","-30"
"101191","bgm_MC170","-50","0","bgm_MC170","0","94002","0","1","1.25","0","92409140","-30","101191","-30"
"101191","bgm_MC170","0","0","bgm_MC170","0","94002","0","2","1","0","92409210","-30","101191","20"
"101191","bgm_MC170","0","0","bgm_MC170","0","94002","0","2","1","0","92409220","-30","101191","20"
"101191","bgm_MC170","0","0","bgm_MC170","0","94002","0","2","1","0","92409230","-30","101191","20"
"101191","bgm_MC170","0","0","bgm_MC170","0","94002","0","2","1","0","92409240","-30","101191","20"
"101191","bgm_MC170","-50","0","bgm_MC170","0","94002","0","3","1.25","0","92409310","-30","101191","-30"
"101191","bgm_MC170","-50","0","bgm_MC170","0","94002","0","3","1.25","0","92409320","-30","101191","-30"
"101191","bgm_MC170","-50","0","bgm_MC170","0","94002","0","3","1.25","0","92409330","-30","101191","-30"
"101191","bgm_MC170","-50","0","bgm_MC170","0","94002","0","3","1.25","0","92409340","-30","101191","-30"
"103013","bgm_MC170","0","0","bgm_MC170","0","94002","0","1","1.3","0","92410110","-30","103013","-30"
"103013","bgm_MC170","0","0","bgm_MC170","0","94002","0","1","1.3","0","92410120","-30","103013","-30"
"103013","bgm_MC170","0","0","bgm_MC170","0","94002","0","1","1.3","0","92410130","-30","103013","-30"
"103013","bgm_MC170","0","0","bgm_MC170","0","94002","0","1","1.3","0","92410140","-30","103013","-30"
"103013","bgm_MC170","0","0","bgm_MC170","0","94002","0","2","1.45","0","92410210","-30","103013","20"
"103013","bgm_MC170","0","0","bgm_MC170","0","94002","0","2","1.45","0","92410220","-30","103013","20"
"103013","bgm_MC170","0","0","bgm_MC170","0","94002","0","2","1.45","0","92410230","-30","103013","20"
"103013","bgm_MC170","0","0","bgm_MC170","0","94002","0","2","1.45","0","92410240","-30","103013","20"
"103013","bgm_MC170","0","0","bgm_MC170","0","94002","0","3","1.4","0","92410310","-30","103013","-30"
"103013","bgm_MC170","0","0","bgm_MC170","0","94002","0","3","1.4","0","92410320","-30","103013","-30"
"103013","bgm_MC170","0","0","bgm_MC170","0","94002","0","3","1.4","0","92410330","-30","103013","-30"
"103013","bgm_MC170","0","0","bgm_MC170","0","94002","0","3","1.4","0","92410340","-30","103013","-30"
"100198","bgm_MC170","40","0","bgm_MC170","0","94002","0","1","1","0","92411110","-30","100198","-30"
"100198","bgm_MC170","40","0","bgm_MC170","0","94002","0","1","1","0","92411120","-30","100198","-30"
"100198","bgm_MC170","40","0","bgm_MC170","0","94002","0","1","1","0","92411130","-30","100198","-30"
"100198","bgm_MC170","40","0","bgm_MC170","0","94002","0","1","1","0","92411140","-30","100198","-30"
"100198","bgm_MC170","140","0","bgm_MC170","0","94002","0","2","1.45","0","92411210","-30","100198","-90"
"100198","bgm_MC170","140","0","bgm_MC170","0","94002","0","2","1.45","0","92411220","-30","100198","-90"
"100198","bgm_MC170","140","0","bgm_MC170","0","94002","0","2","1.45","0","92411230","-30","100198","-90"
"100198","bgm_MC170","140","0","bgm_MC170","0","94002","0","2","1.45","0","92411240","-30","100198","-90"
"100198","bgm_MC170","40","0","bgm_MC170","0","94002","0","3","1.1","0","92411310","-30","100198","-30"
"100198","bgm_MC170","40","0","bgm_MC170","0","94002","0","3","1.1","0","92411320","-30","100198","-30"
"100198","bgm_MC170","40","0","bgm_MC170","0","94002","0","3","1.1","0","92411330","-30","100198","-30"
"100198","bgm_MC170","40","0","bgm_MC170","0","94002","0","3","1.1","0","92411340","-30","100198","-30"
"101621","bgm_MC170","210","0","bgm_MC170","0","94002","0","1","1","0","92412110","-30","101621","-210"
"101621","bgm_MC170","210","0","bgm_MC170","0","94002","0","1","1","0","92412120","-30","101621","-210"
"101621","bgm_MC170","210","0","bgm_MC170","0","94002","0","1","1","0","92412130","-30","101621","-210"
"101621","bgm_MC170","210","0","bgm_MC170","0","94002","0","1","1","0","92412140","-30","101621","-210"
"101621","bgm_MC170","140","0","bgm_MC170","0","94002","0","2","1.45","0","92412210","-30","101621","-90"
"101621","bgm_MC170","140","0","bgm_MC170","0","94002","0","2","1.45","0","92412220","-30","101621","-90"
"101621","bgm_MC170","140","0","bgm_MC170","0","94002","0","2","1.45","0","92412230","-30","101621","-90"
"101621","bgm_MC170","140","0","bgm_MC170","0","94002","0","2","1.45","0","92412240","-30","101621","-90"
"101621","bgm_MC170","180","0","bgm_MC170","0","94002","0","3","1.1","0","92412310","-30","101621","-30"
"101621","bgm_MC170","180","0","bgm_MC170","0","94002","0","3","1.1","0","92412320","-30","101621","-30"
"101621","bgm_MC170","180","0","bgm_MC170","0","94002","0","3","1.1","0","92412330","-30","101621","-30"
"101621","bgm_MC170","180","0","bgm_MC170","0","94002","0","3","1.1","0","92412340","-30","101621","-30"
"101822","bgm_MC170","60","0","bgm_MC170","0","94002","0","1","1.4","0","92414110","-30","101822","-60"
"101822","bgm_MC170","60","0","bgm_MC170","0","94002","0","1","1.4","0","92414120","-30","101822","-60"
"101822","bgm_MC170","60","0","bgm_MC170","0","94002","0","1","1.4","0","92414130","-30","101822","-60"
"101822","bgm_MC170","60","0","bgm_MC170","0","94002","0","1","1.4","0","92414140","-30","101822","-60"
"101822","bgm_MC170","150","0","bgm_MC170","0","94002","0","2","1","0","92414210","-30","101822","-330"
"101822","bgm_MC170","150","0","bgm_MC170","0","94002","0","2","1","0","92414220","-30","101822","-330"
"101822","bgm_MC170","150","0","bgm_MC170","0","94002","0","2","1","0","92414230","-30","101822","-330"
"101822","bgm_MC170","150","0","bgm_MC170","0","94002","0","2","1","0","92414240","-30","101822","-330"
"101822","bgm_MC170","100","0","bgm_MC170","0","94002","0","3","1.2","0","92414310","-30","101822","0"
"101822","bgm_MC170","100","0","bgm_MC170","0","94002","0","3","1.2","0","92414320","-30","101822","0"
"101822","bgm_MC170","100","0","bgm_MC170","0","94002","0","3","1.2","0","92414330","-30","101822","0"
"101822","bgm_MC170","100","0","bgm_MC170","0","94002","0","3","1.2","0","92414340","-30","101822","0"
"101623","bgm_MC170","30","0","bgm_MC170","0","94002","0","1","2.4","0","92415110","-30","101623","0"
"101623","bgm_MC170","30","0","bgm_MC170","0","94002","0","1","2.4","0","92415120","-30","101623","0"
"101623","bgm_MC170","30","0","bgm_MC170","0","94002","0","1","2.4","0","92415130","-30","101623","0"
"101623","bgm_MC170","30","0","bgm_MC170","0","94002","0","1","2.4","0","92415140","-30","101623","0"
"101623","bgm_MC170","150","0","bgm_MC170","0","94002","0","2","1.1","0","92415210","-30","101623","-270"
"101623","bgm_MC170","150","0","bgm_MC170","0","94002","0","2","1.1","0","92415220","-30","101623","-270"
"101623","bgm_MC170","150","0","bgm_MC170","0","94002","0","2","1.1","0","92415230","-30","101623","-270"
"101623","bgm_MC170","150","0","bgm_MC170","0","94002","0","2","1.1","0","92415240","-30","101623","-270"
"101623","bgm_MC170","250","0","bgm_MC170","0","94002","0","3","1.2","0","92415310","-30","101623","-400"
"101623","bgm_MC170","250","0","bgm_MC170","0","94002","0","3","1.2","0","92415320","-30","101623","-400"
"101623","bgm_MC170","250","0","bgm_MC170","0","94002","0","3","1.2","0","92415330","-30","101623","-400"
"101623","bgm_MC170","250","0","bgm_MC170","0","94002","0","3","1.2","0","92415340","-30","101623","-400"
"103013","bgm_MC170","150","0","bgm_MC170","0","94002","0","1","1.3","0","92416110","-30","103013","-120"
"103013","bgm_MC170","150","0","bgm_MC170","0","94002","0","1","1.3","0","92416120","-30","103013","-120"
"103013","bgm_MC170","150","0","bgm_MC170","0","94002","0","1","1.3","0","92416130","-30","103013","-120"
"103013","bgm_MC170","150","0","bgm_MC170","0","94002","0","1","1.3","0","92416140","-30","103013","-120"
"103013","bgm_MC170","140","0","bgm_MC170","0","94002","0","2","1.5","0","92416210","-30","103013","-90"
"103013","bgm_MC170","140","0","bgm_MC170","0","94002","0","2","1.5","0","92416220","-30","103013","-90"
"103013","bgm_MC170","140","0","bgm_MC170","0","94002","0","2","1.5","0","92416230","-30","103013","-90"
"103013","bgm_MC170","140","0","bgm_MC170","0","94002","0","2","1.5","0","92416240","-30","103013","-90"
"103013","bgm_MC170","140","0","bgm_MC170","0","94002","0","3","1.25","0","92416310","-30","103013","-450"
"103013","bgm_MC170","140","0","bgm_MC170","0","94002","0","3","1.25","0","92416320","-30","103013","-450"
"103013","bgm_MC170","140","0","bgm_MC170","0","94002","0","3","1.25","0","92416330","-30","103013","-450"
"103013","bgm_MC170","140","0","bgm_MC170","0","94002","0","3","1.25","0","92416340","-30","103013","-450"
"101191","bgm_MC170","90","0","bgm_MC170","0","94002","0","1","1","0","92501110","-30","101191","-210"
"101191","bgm_MC170","90","0","bgm_MC170","0","94002","0","1","1","0","92501120","-30","101191","-210"
"101191","bgm_MC170","90","0","bgm_MC170","0","94002","0","1","1","0","92501130","-30","101191","-210"
"101191","bgm_MC170","90","0","bgm_MC170","0","94002","0","1","1","0","92501140","-30","101191","-210"
"101191","bgm_MC170","210","0","bgm_MC170","0","94002","0","2","1","0","92501210","-30","101191","-240"
"101191","bgm_MC170","210","0","bgm_MC170","0","94002","0","2","1","0","92501220","-30","101191","-240"
"101191","bgm_MC170","210","0","bgm_MC170","0","94002","0","2","1","0","92501230","-30","101191","-240"
"101191","bgm_MC170","210","0","bgm_MC170","0","94002","0","2","1","0","92501240","-30","101191","-240"
"101191","bgm_MC170","250","0","bgm_MC170","0","94002","0","3","1.1","0","92501310","-30","101191","-90"
"101191","bgm_MC170","250","0","bgm_MC170","0","94002","0","3","1.1","0","92501320","-30","101191","-90"
"101191","bgm_MC170","250","0","bgm_MC170","0","94002","0","3","1.1","0","92501330","-30","101191","-90"
"101191","bgm_MC170","250","0","bgm_MC170","0","94002","0","3","1.1","0","92501340","-30","101191","-90"
