c329cf141db132c7bf9fcece37285b2a2ec2b238a8cc0323b336a77b7d60c1f6,edac3ad517e41862460f7bbbbfae82ff655bb65c3821c590ed60cff6522224e6,95ded5996594898b50f188fc9183436f43c023281c068bb58d6f0e8e1f0f7abb,2ddcf5604ff714ad12055b3a52108c7aec3051ad570b15c9fdd31bb169292eed,d8648f873e71b6ea25d6e89b28d5ce284209226c36e8beeb6154f1294b128c7f,081b4e75c749e29b434ee0369d5e07f62b3206d322c9061ee93fe781b473c547,7fe9f986d4232d3665454df85ad237bb719e2ec1ade47d0f1267012d92e97bdf,8dea9ec42d505bea0d6f7a2730d360d3f7fe61743fcc8a3646c3cdb6f718c643,f7fae60e6e16a02ab8280777c3e6dc515495d04dee65df5faca1b73e9b9fa0bd,3d93747981d5fda5f5c110db47dde1573d98071971a20e2aa3786c779c28b969,d2a86bc536368146fae0501241a9702940477a7779b96201aae2552f84f2c60b,ae6c5231b390ff28a27b830e1bc1322b46dd46df71c61838b95cec580668070f,01091c2e0287df04c0e5ddf969125e546769d5a66552b73b92c2a5f289364954,a72397892ee6a4a6d8c5419b52e06c469efe8b8fa2c1dc4835e2881ec1c23117,a5626df5908c2226033d41bf27c59df11bbbaf3eefaa1beb1ccd05c6c686b0ec
"0","1","99001001","アクダイカンを1体倒そう（NORMAL限定）","20014","2015/04/01 15:00:00","8006","0","99001001","1004110","1","601","9001","660014101","2030/04/01 14:59:59"
"0","1","99001002","アクダイカンを1体倒そう（HARD限定）","20014","2015/04/01 15:00:00","8007","0","99001002","1004111","1","601","9001","660014201","2030/04/01 14:59:59"
"0","1","99001003","アクダイカンを1体倒そう（VERY HARD限定）","20014","2015/04/01 15:00:00","8010","0","99001003","1004112","1","601","9001","660014301","2030/04/01 14:59:59"
"0","1","99001004","アクダイカンを1体倒そう（SPECIAL限定）","10041","2015/04/01 15:00:00","6011","0","99001004","1004113","1","601","9001","610041401","2030/04/01 14:59:59"
"0","1","99001005","ペテルギウスを1体倒そう（NORMAL限定）","10153","2015/04/01 15:00:00","6006","0","99001005","1005310","1","601","9001","610153101","2030/04/01 14:59:59"
"0","1","99001006","ペテルギウスを1体倒そう（HARD限定）","10153","2015/04/01 15:00:00","6007","0","99001006","1005311","1","601","9001","610153201","2030/04/01 14:59:59"
"0","1","99001007","ペテルギウスを1体倒そう（VERY HARD限定）","10153","2015/04/01 15:00:00","6010","0","99001007","1005312","1","601","9001","610153301","2030/04/01 14:59:59"
"0","1","99001008","ペテルギウスを1体倒そう（SPECIAL限定）","10153","2015/04/01 15:00:00","6011","0","99001008","1005313","1","601","9001","610153401","2030/04/01 14:59:59"
"0","1","99001009","雨神様を1体倒そう（NORMAL限定）","20015","2015/04/01 15:00:00","8006","0","99001009","1004310","1","601","9001","660015101","2030/04/01 14:59:59"
"0","1","99001010","雨神様を1体倒そう（HARD限定）","20015","2015/04/01 15:00:00","8007","0","99001010","1004311","1","601","9001","660015201","2030/04/01 14:59:59"
"0","1","99001011","雨神様を1体倒そう（VERY HARD限定）","20015","2015/04/01 15:00:00","8010","0","99001011","1004312","1","601","9001","660015301","2030/04/01 14:59:59"
"0","1","99001012","雨神様を1体倒そう（SPECIAL限定）","10043","2015/04/01 15:00:00","6011","0","99001012","1004313","1","601","9001","610043401","2030/04/01 14:59:59"
"0","1","99001017","マジムンを1体倒そう（NORMAL限定）","20016","2015/04/01 15:00:00","8006","0","99001017","1004510","1","601","9001","660016101","2030/04/01 14:59:59"
"0","1","99001018","マジムンを1体倒そう（HARD限定）","20016","2015/04/01 15:00:00","8007","0","99001018","1004511","1","601","9001","660016201","2030/04/01 14:59:59"
"0","1","99001019","マジムンを1体倒そう（VERY HARD限定）","20016","2015/04/01 15:00:00","8010","0","99001019","1004512","1","601","9001","660016301","2030/04/01 14:59:59"
"0","1","99001020","マジムンを1体倒そう（SPECIAL限定）","10045","2015/04/01 15:00:00","6011","0","99001020","1004513","1","601","9001","610045401","2030/04/01 14:59:59"
"0","1","99001021","カオリのマブイ式空手道場で累計スコアを300000以上獲得","10021","2029/04/01 15:00:00","6001","0","99001021","14","1","601","0","0","2030/04/01 14:59:59"
"0","1","99001022","カオリのマブイ式空手道場EXTRAで1度にスコアを70000以上獲得","10021","2029/04/01 15:00:00","6001","0","99001022","15","1","601","0","0","2030/04/01 14:59:59"
"0","1","99001023","オオドクマンドラゴラを1体倒そう （NORMAL限定）","20017","2015/04/01 15:00:00","6006","0","99001023","1004710","1","601","9001","660017101","2030/04/01 14:59:59"
"0","1","99001024","オオドクマンドラゴラを1体倒そう （HARD限定）","20017","2015/04/01 15:00:00","6007","0","99001024","1004711","1","601","9001","660017201","2030/04/01 14:59:59"
"0","1","99001025","オオドクマンドラゴラを1体倒そう （VERY HARD限定）","20017","2015/04/01 15:00:00","6010","0","99001025","1004712","1","601","9001","660017301","2030/04/01 14:59:59"
"0","1","99001026","オオドクマンドラゴラを1体倒そう （SPECIAL限定）","10047","2015/04/01 15:00:00","6011","0","99001026","1004713","1","601","9001","610047401","2030/04/01 14:59:59"
"0","1","99001027","ファントムバロンを1体倒そう（NORMAL限定）","20018","2015/04/01 15:00:00","6006","0","99001027","1004910","1","601","9001","660018101","2030/04/01 14:59:59"
"0","1","99001028","ファントムバロンを1体倒そう（HARD限定）","20018","2015/04/01 15:00:00","6007","0","99001028","1004911","1","601","9001","660018201","2030/04/01 14:59:59"
"0","1","99001029","ファントムバロンを1体倒そう（VERY HARD限定）","20018","2015/04/01 15:00:00","6010","0","99001029","1004912","1","601","9001","660018301","2030/04/01 14:59:59"
"0","1","99001030","ファントムバロンを1体倒そう（SPECIAL限定）","10049","2015/04/01 15:00:00","6011","0","99001030","1004913","1","601","9001","610049401","2030/04/01 14:59:59"
"0","1","99001031","ドラゴンもどきを1体倒そう（NORMAL限定）","20019","2015/04/01 15:00:00","6006","0","99001031","1005110","1","601","9001","660019101","2030/04/01 14:59:59"
"0","1","99001032","ドラゴンもどきを1体倒そう（HARD限定）","20019","2015/04/01 15:00:00","6007","0","99001032","1005111","1","601","9001","660019201","2030/04/01 14:59:59"
"0","1","99001033","ドラゴンもどきを1体倒そう（VERY HARD限定）","20019","2015/04/01 15:00:00","6010","0","99001033","1005112","1","601","9001","660019301","2030/04/01 14:59:59"
"0","1","99001034","ドラゴンもどきを1体倒そう（SPECIAL限定）","10051","2015/04/01 15:00:00","6011","0","99001034","1005113","1","601","9001","610051401","2030/04/01 14:59:59"
"0","1","99001039","しりとりドラゴンズで累計スコアを300000以上獲得","10021","2029/04/01 15:00:00","6001","0","99001039","14","1","601","0","0","2030/04/01 14:59:59"
"0","1","99001040","しりとりドラゴンズのワード図鑑で253ワード集める","10021","2029/04/01 15:00:00","6001","0","99001040","15","1","601","0","0","2030/04/01 14:59:59"
"0","1","99001041","しりとりドラゴンズのワード図鑑で505ワード集める","10021","2029/04/01 15:00:00","6001","0","99001041","15","1","601","0","0","2030/04/01 14:59:59"
"0","1","99001042","トナカイ・ヴェンデッタを1体倒そう（NORMAL限定）","20020","2015/04/01 15:00:00","6006","0","99001042","1005510","1","601","9001","660020101","2030/04/01 14:59:59"
"0","1","99001043","トナカイ・ヴェンデッタを1体倒そう（HARD限定）","20020","2015/04/01 15:00:00","6007","0","99001043","1005511","1","601","9001","660020201","2030/04/01 14:59:59"
"0","1","99001044","トナカイ・ヴェンデッタを1体倒そう（VERY HARD限定）","20020","2015/04/01 15:00:00","6010","0","99001044","1005512","1","601","9001","660020301","2030/04/01 14:59:59"
"0","1","99001045","トナカイ・ヴェンデッタを1体倒そう（SPECIAL限定）","10055","2015/04/01 15:00:00","6011","0","99001045","1005513","1","601","9001","610055401","2030/04/01 14:59:59"
"0","1","99001046","山神様を1体倒そう（NORMAL限定）","20021","2015/04/01 15:00:00","6006","0","99001046","1005710","1","601","9001","660021101","2030/04/01 14:59:59"
"0","1","99001047","山神様を1体倒そう（HARD限定）","20021","2015/04/01 15:00:00","6007","0","99001047","1005711","1","601","9001","660021201","2030/04/01 14:59:59"
"0","1","99001048","山神様を1体倒そう（VERY HARD限定）","20021","2015/04/01 15:00:00","6010","0","99001048","1005712","1","601","9001","660021301","2030/04/01 14:59:59"
"0","1","99001049","山神様を1体倒そう（SPECIAL限定）","10057","2015/04/01 15:00:00","6011","0","99001049","1005713","1","601","9001","610057401","2030/04/01 14:59:59"
"0","1","99001051","アンチビーストを1体倒そう（NORMAL限定）","20022","2015/04/01 15:00:00","6006","0","99001051","1006010","1","601","9001","660022101","2030/04/01 14:59:59"
