85ad3c936d88e597332b9486adebb9518bd06d85a9bb5102912a100687511eba,52c8aa91ea80cd9b6a5f2b81c705964a4747349a5d2edcce72a0bc7fcc54ed31,5dbd5880340f582fbd80684bda4fc3df4be17c11ce964bb9ad32b8c2dba297d7,8f9c4a1bbf2a57108333c3f5d6d811fc3c92509a928e5d6595b29888f3e88325,b1dcc9db452f199d089061e736d3dbf8c3b38d2ecf164cf172e398420193aacd,2856d5064b9876fe0649619855ab68e7650c7e2d85fc0de3eb41844c872e3cb8,ffd285b89b9c19d2e6a05d84e593fd4db4939bc1f9d621c66b8ce4971534604c,e81ffab0f6b5fef8eeb0af2b91f801da40c195892c3b1899990857158d4a1eab,d6b4b42367b0def0cd9410ce25a46a1076e6b6a9dfcf9f2706a46b75ff6790bf,d556e9ccd85d1dc05797ce7557eeefc80b58b7bff9c4c31513d76ca985eff49c
"0","0","0","0","0","10062103","1","7001","10062","ウヅキとリンのメモリー"
"0","0","0","0","0","10062107","2","7002","10062","ニュージェネレーションズのメモリー"
"0","0","0","0","0","10062107","4","7003","10062","ウヅキとミオのメモリー"
"0","0","0","0","0","10062111","6","7004","10062","美食殿のメモリー"
"0","0","0","0","0","10062111","7","7005","10062","リンとミオのメモリー"
"0","0","0","0","0","10062111","8","7006","10062","ニュージェネレーションズのメモリー"
"0","0","0","0","0","10062115","9","7007","10062","ニュージェネレーションズと美食殿のメモリー"
"0","0","0","0","0","10062115","10","7008","10062","美食殿のメモリー"
"0","0","0","0","0","10063111","14","7009","10063","ニュージェネレーションズと美食殿のメモリー"
"0","0","0","0","0","10062107","3","7102","10062","ニュージェネレーションズのメモリー"
"0","0","0","0","0","10062107","5","7103","10062","美食殿のメモリー"
"0","0","0","0","0","10062115","11","7104","10062","ニュージェネレーションズと美食殿のメモリー"
"0","0","0","0","0","10063111","12","7105","10063","ニュージェネレーションズと美食殿のメモリー"
"0","0","0","0","0","10063111","13","7106","10063","ニュージェネレーションズと美食殿のメモリー"
"1","0","2405","1","7","10062103","15","7201","10062",""
