914736367af8fd1b1e80aac6d07c771e410433c53fa1cdb09fb4253faf7474a7,33e438b18eab8d56435e1f25be66bd1d370c89a44efa8edc8cee6f0afc7e8a3a,5b078afe5e0002582a866991db1c4262661128230694f398261379d1dde65dd6,3af7d4e2c5b99c0fdeac098e63eed15ac0892dbead3383cf5dd18f2198677a21,88f91c16b05aff169de16ec9bdeff2d76a34b49572dabf5092b0144abe58e51a,37739e6460f2b7f967fd765906d28e2ffc93a930dece8af46748a9de8eacd57d,100f2eef5ad70bd88ebb80d7d643b04c35ef9476089bc6564b75b3bf1b47f781,1c9599e392bbf44693305702d20869b21a62bb00f680f2c33dd512404487f37a,cc0f97b29a9e804f78e5aec3c5de423a2b0989af2f232b176ec21d277e7ba733,202d4fcc439ac36a077523b42b22e826db5a3ee0f3389e4bd6d73e95f71a9264,c47fb0f0b361142b83ef8261899bdd0e5eaea78cb28a4d597b5c8b82859959c9,b17cc66b0d6bf655c6e5aba1baeb4729c8204dcb3ba994a1dd125c42c4a51d1e,e9924545d43c7eff2ee9f81ce587cfe19edfab8a39e1862d40bdace85f4438ad,9d79228f19994cf55652e61819620e277cb5b458e8db19e12b14273a74a6e57a,5252b2fa3090f2eaf1abcce818e41d45aff6e95a45106e2e6e499917e3b9c4cf,0fcb2403441bb38322db7d5f9cba6191f518942e905aade2487de08f0aef1433,a1a8867379a0d5a322e6fbffd714911286e2e279892891a1b9ed23a4942872a1,ad6c2a8531bf3e8457fe1f0eedda2bdc70b3933728cf6b2c537affd252c471b9,ffdd9ae3208cb008bf740810b59d99392ef4e26800d60e2d9fd43ab303779a8d,d27efe74e57456f4e88b2331c8d0b7d9d0814b93d94bb676ce442bfd5cc9a5c4,87b90ba7f78421ecac2e22ba08a9278f91deaddcb29bd8b48a0b623c31c6ad0c,3a81336237689b00a2ab05e707ff0e9e73052ee739bfcce768446fe317eaecac,8caf3dd728a4c50f3a1dd2ce035ced8e19c52d3776f2ac8e33c39666a8758c3a,2aaeb36994dd0d33c2cb8f77df83a9fc8f0e5bb0e168343c0ac07dccb320543e,6a2d286ccd027a65fb691164557be53f824eae0430991f5477e8509c7c13b2cf,272889cf846c4d9b5daf6a86e821d21eaf342ab92dfc268d7ce45157cf1492d7,22319ea2f44b4b2e18dba92df4bb0b3e9b42b8d4b67e1dbdec63eba3cbec1839,2f52e7d27213521cdd52bee7dc13b0b99beb0484e2375a4243b9d462e641034a,92c9471f8be9cde44ca0fb831e72b3601fb1e02f81855b258ac407a0479bdaf7,5d0670628bebdcaff8627fc0386657f51f36e4333da5b9d59ecbebd16cacff1c,79acd7d2ccdefd108406e8e312b41221b4d3a9439313d6a2a47af519212d7abc,7c465a6a32aee62721b31fe400a3ce5f630fc092e3ccc8a8d6d3f4608c50e9a5,6d189ef5d57a9190605c7ca292755500e8e976036d1e2d9590462baa30ad3581,7ade869dcd8b53eeaf426e22d8f84765c4c739e7caca5292b6f3c52b81766af5,34f3cc3a99e05a1a216a5e19fc044e05f167657129a284b580ab2ec3ae612b91,929c2cc176ca3c707dde89269adaea6e955796ed3bb09b9cd4eeb2e8a90c96eb,8cf221cfc9e950009c7dcf24ef1a722bd9f400699a828f45153ffd8eeb9b1378,4e70c59056e02ac05e8fc85759d991a496dcf516e448dfe439dfefb37a4ba24e,c8ec82e0d7431006efd33cb884338bcc1a0881359f3123208b23ad1002e950f7
"0","2.73","0","10000","0","0","0","20","0","31001","0","0","0","0","0","0","1","15","51.04","376","0","0","0.3","0","41.77","0","2.28","5.67","0","0","0","0","0","100101","0","0.25","0","0","0"
"0","3.27","0","20000","0","0","0","20","0","31001","0","0","0","0","0","0","2","30","61.24","451.2","0","0","0.45","0","62.65","0","2.73","8.5","0","0","0","0","0","100101","0","0.37","0","0","0"
"0","3.82","0","30000","0","0","0","20","0","31001","0","0","0","0","0","0","3","100","71.45","526.4","0","0","0.6","0","83.54","0","3.19","11.34","0","0","0","0","0","100101","0","0.5","0","0","0"
"0","4.36","0","40000","0","0","0","20","0","31001","0","0","0","0","0","0","4","120","81.66","601.6","0","0","0.75","0","104.5","0","3.64","14.17","0","0","0","0","0","100101","0","0.62","0","0","0"
"0","4.91","0","50000","0","0","0","20","0","31001","0","0","0","0","0","0","5","150","91.87","676.8","0","0","0.9","0","125.4","0","4.1","17.01","0","0","0","0","0","100101","0","0.75","0","0","0"
"0","5.73","0","0","0","0","0","120","0","31001","0","0","0","0","0","0","6","0","1847.2","789.5","2","0","1.2","0","167.1","0","4.79","22.68","0","0","0","10","0","100101","0","1","0","0","0"
"0","2.28","0","10000","0","0","0","0","4.68","31002","0","0","0","0","0","0","1","15","0","330.8","0","0","0.25","0","36.75","0","1.94","0","0","0","42.15","0","0","100201","0","0.22","0","0","0"
"0","2.73","0","20000","0","0","0","0","7.02","31002","0","0","0","0","0","0","2","30","0","396.9","0","0","0.37","0","55.12","0","2.32","0","0","0","50.58","0","0","100201","0","0.33","0","0","0"
"0","3.19","0","30000","0","0","0","0","9.36","31002","0","0","0","0","0","0","3","100","0","463","0","0","0.5","0","73.5","0","2.71","0","0","0","59.01","0","0","100201","0","0.44","0","0","0"
"0","3.64","0","40000","0","0","0","0","11.7","31002","0","0","0","0","0","0","4","120","0","529.2","0","0","0.62","0","91.87","0","3.1","0","0","0","67.44","0","0","100201","0","0.55","0","0","0"
"0","4.1","0","50000","0","0","0","0","14.04","31002","0","0","0","0","0","0","5","150","0","595.3","0","0","0.75","0","110.3","0","3.49","0","0","0","75.87","0","0","100201","0","0.66","0","0","0"
"0","4.79","0","0","0","0","0","0","18.72","31002","0","0","0","0","0","0","6","0","0","694.5","0","0","1","0","147","0","34.07","0","0","30","548.6","0","0","100201","0","0.88","0","0","0"
"0","2.73","0","10000","0","0","0","15","0","31003","0","0","0","0","0","0","1","15","51.04","365.6","0","0","0.3","0","40.62","0","2.51","5.67","0","0","0","0","0","100301","0","0.28","0","0","0"
"0","3.27","0","20000","0","0","0","15","0","31003","0","0","0","0","0","0","2","30","61.24","438.7","0","0","0.45","0","60.93","0","3.01","8.5","0","0","0","0","0","100301","0","0.42","0","0","0"
"0","3.82","0","30000","0","0","0","15","0","31003","0","0","0","0","0","0","3","100","71.45","511.9","0","0","0.6","0","81.24","0","3.51","11.34","0","0","0","0","0","100301","0","0.56","0","0","0"
"0","4.36","0","40000","0","0","0","15","0","31003","0","0","0","0","0","0","4","120","81.66","585","0","0","0.75","0","101.6","0","4.01","14.17","0","0","0","0","0","100301","0","0.7","0","0","0"
"0","4.91","0","50000","0","0","0","15","0","31003","0","0","0","0","0","0","5","150","91.87","658.1","0","0","0.9","0","121.9","0","4.51","17.01","0","0","0","0","0","100301","0","0.84","0","0","0"
"0","5.73","0","0","0","0","0","115","0","31003","0","0","0","0","0","0","6","0","1847.2","767.7","2","0","1.2","0","162.5","0","5.27","22.68","0","0","0","10","0","100301","0","1.12","0","0","0"
"0","2.85","0","10000","0","0","0","20","0","31004","0","0","0","0","0","0","1","15","47.62","397","0","0","0.32","0","44.1","0","2.28","5.29","0","0","0","0","0","100401","0","0.25","0","0","0"
"0","3.42","0","20000","0","0","0","20","0","31004","0","0","0","0","0","0","2","30","57.14","476.3","0","0","0.48","0","66.15","0","2.73","7.93","0","0","0","0","0","100401","0","0.37","0","0","0"
"0","3.99","0","30000","0","0","0","20","0","31004","0","0","0","0","0","0","3","100","66.66","555.7","0","0","0.64","0","88.2","0","3.19","10.58","0","0","0","0","0","100401","0","0.5","0","0","0"
"0","4.56","0","40000","0","0","0","20","0","31004","0","0","0","0","0","0","4","120","76.19","635.1","0","0","0.8","0","110.3","0","3.64","13.22","0","0","0","0","0","100401","0","0.62","0","0","0"
"0","5.13","0","50000","0","0","0","20","0","31004","0","0","0","0","0","0","5","150","85.71","714.5","0","0","0.96","0","132.3","0","4.1","15.87","0","0","0","0","0","100401","0","0.75","0","0","0"
"0","71.99","0","0","0","0","0","20","0","31004","0","0","0","0","0","0","6","0","1205","833.5","0","0","1.28","0","176.4","0","4.79","21.16","0","0","0","10","0","100401","0","1","0","10","0"
"0","3.19","0","10000","0","0","0","10","0","31005","0","0","0","0","0","0","1","15","43.52","423","0","0","0.35","0","47","0","2.85","4.84","0","0","0","0","0","100501","0","0.32","0","0","0"
"0","3.83","0","20000","0","0","0","10","0","31005","0","0","0","0","0","0","2","30","52.22","507.6","0","0","0.53","0","70.5","0","3.42","7.26","0","0","0","0","0","100501","0","0.48","0","0","0"
