e13056781a222b3f5101ec27a029a4cbe594f46a10ffb125ade74970037165b7,27012363f196a5f7c1d8e3aacdafa6610df2471aa46f6c60562dd075d7600f92,254d9146bdd320764aa78bded3b354316ed6fdab92c0dea68b2a9d9c19d5c1d6,a472025fe9ad0bc7caf02ab8024f57bb617b3c459a92a5a86a641d3a2c30033a,d165a9629c395e4c315d878b88740dcf0e6b8cf82d6466a5c682782588e66ed0,b3b9c5700bee3bb006e8c54182a406159bbe1104f2465c83cec3cb20b2d7d683,be9a20d3775e58ea99f6d5faec5b18cc7bf4f2cce0e4a2fc8ff428a9c5e573d8,73a8dd235c2f9410b14c8fc0419c2de33ca831e7500c284c0e285693a00aa64e,c57a64e9e4dcc425c925f08a001bdabc48eaa25801b306e8ed872a36e68b98e3,0b612880db3eb45289b41e8545a6d0cf68d81b8e3dc21b7dca2556df414f9c51,76f9ad704ef5a7ae4c9f04d3418570016992a8c28f6f32d99120fd3b195902c9,5c61c41120514e3b69c778dc40d8900a76f1f07cd2d5210778b4dadd22da08fd,b07389273d499ca7a59755207edac2dbd52744cc206178f409ddbfa40017b6db,ea82aa97f14dc873cc73f6258236e01b9bd363a3f393916be04275ea181f3780,093f6e12c4c7e5042366b31f1a7b6247cf0071dd6ca82d3920635d499ccc2cd9
"1","春咲 ひより","2","0","ねぇねぇ、騎士クン\n手伝ってあげようよ～","0","1","1","お！\nあそこに困ってそうな人発見！","0","0","1001","1.4","0","ヒヨリでっす♪\n元気いっぱいがんばるよ♪"
"1","草野 優衣","2","0","わ、わたし、\nなに言ってるんだろ\nあはは…","0","1","1","大切な人を\n守れるようになりたい…って","0","0","1002","1.4","0","みんなみたいに\nわたしも強くならなきゃ"
"1","士条 怜","2","0","少しは磨かれると思いますよ。","0","1","1","キミに必要な集中力と感性が","0","0","1003","1.4","0","フェンシングを始めてみては？"
"1","穂高 みそぎ","2","0","みそぎはねぇ、\nかくれんぼやりたい！","0","1","1","今日はなにして遊ぶ？","0","0","1004","1.5","0","ねぇ、にいちゃん！"
"1","風宮 あかり","2","0","私といっしょに…\nいかない？","0","1","1","ねぇ…","0","0","1006","1.4","0","風宮あかりです"
"1","出雲 宮子","2","0","食べ物の恨みは怖いのー","0","1","1","プリンたべたいのー","0","0","1007","1.5","0","出雲宮子なのー"
"1","虹村 雪","2","0","いいよ。\n見られることは運命さ…","0","1","1","キミもボクの美貌に\n吸い寄せられたんだね。","0","0","1008","1.4","0","ボクは虹村雪。"
"1","柊杏奈","2","0","人呼んで「疾風の冥姫」!!","0","1","1","我が真名は\nアンネローゼ・フォン・シュテッヒパルム！","0","0","1009","1.4","0","フッ…聞いて後悔するがいい！"
"1","姫宮 真歩","2","0","ほんまおおきにやわ～♪","0","1","1","うさぎさん、\n運命の王子はんに巡りあわせてくれて","0","0","1010","1.5","0","マホマホ王国のプリンセス、\nまほ姫どす"
"1","衣之咲 璃乃","2","0","ここで会ったが\n100年目～！","0","1","1","生き別れたお兄ちゃんを探して\n三千世界！","0","0","1011","1.4","0","衣之咲璃乃です！"
"1","柏崎 初音","2","0","…って、お願い！\n誰にも言わないでおいて～！","0","1","1","ち、超能力って…\n何のことかな～？","0","0","1012","1.4","0","私はハツネ、\n結構強いんだよ。\nきらーん☆"
"1","美波 鈴奈","2","0","ヒデサイまぢ\nGF（グッドフィーリング）～♪","0","1","1","一応カリスマ読モJKやってまっす！","0","0","1016","1.4","0","ちょす！\n美波鈴奈だよ～♪"
"1","喜屋武 香織","2","0","でも、沖縄もとってもいいとこさー","0","1","1","東京は遊園地みたいなところさー","0","0","1017","1.4","0","はいたーい。\n喜屋武香織さー。"
"1","支倉 伊緒","2","0","イオちゃんって呼んでね。","0","1","1","先生って呼ばれるのは\nくすぐったいから","0","0","1018","1.4","0","支倉伊緒です。"
"1","茜 ミミ","2","0","ミミをおいてかないでぇ～","0","1","1","あ！/\お兄ちゃ～ん\nまってよ～","0","0","1020","1.5","0","ふえ…？\nミミ、むずかしいこと\nよくわかんない…"
"1","栗林 くるみ","2","0","ふぇぇぇぇぇん……","0","1","1","あの……\nふぇ……","0","0","1021","1.5","0","あ…あの…えっと…\n栗…林…くるみ…です……"
"1","風宮 より","2","0","なんてありがとうございます！","0","1","1","こんな私に貴重な時間を\n割いていただき、","0","0","1022","1.4","0","風宮よりです。\nあああああ！"
"1","北条 綾音","2","0","私こっち行きたいー\nね、早く早くー","0","1","1","おにいちゃんどこいくの？\nえ？","0","0","1023","1.5","0","私、アヤネ！\nぷうきちと一緒についてってあげるね！"
"1","天野 すずめ","2","0","これて何か違う…\nあああすみません！","0","1","1","ふ、不束者ですが\nどうぞ末永く…って、","0","0","1025","1.4","0","わっ…わっ…私、\n天野すずめといいます！"
"1","倉石 恵理子","2","0","離しませんわ………\n絶対に…!!","0","1","1","あなたは…運命の……\n伴侶……","0","0","1027","1.4","0","……クスクス…私は\n…倉石恵理子……"
"1","佐々木 咲恋","2","0","…そうでしょ？？","0","1","1","その無駄を省くことができれば、\nもっと余裕のある暮らしができるっ！","0","0","1028","1.4","0","佐々木咲恋よ。\nねえ、世の中に無駄なことが\n多すぎると思わない？"
"1","桜井 望","2","0","あはは、\n私もまだまだだなぁ～","0","1","1","ぇっと…\nキミ、私のこと知らないの?!","0","0","1029","1.4","0","桜井望だよ！\nよろしくねっ"
"1","ニノン・ジュベール","2","0","ショーグン、\nワタシと一緒に天下統一デース！","0","1","1","初めまして、\n私はニノン・ジュベール申すデス！","0","0","1030","1.4","0","デケデケデンっ！"
"1","上喜 しのぶ","2","0","おかしいですね……","0","1","1","でもって私の隣にいるのが……\nえ、見えない？","0","0","1031","1.4","0","上喜しのぶです。\n手元のドクロが父です。"
"1","野戸まひる","2","0","そう、\nオラのボケに突っ込める相方が…！","0","1","1","けんども\nそれには足りないモンが…","0","0","1033","1.5","0","目指すはビッグな\nお笑い芸人だっぺ！"
"1","綾瀬 ゆかり","2","0","ちょ\nちょっと一杯飲んできます…！","0","1","1","ちょっと緊張しちゃって…","0","0","1034","1.4","0","あの…私…綾瀬ゆかりです…\nあの…ごめんなさい！"
"1","氷川 鏡華","2","0","これ以上お話しすることは…\nないです！","0","1","1","知らない人とは話しちゃいけないので","0","0","1036","1.5","0","氷川鏡華…です"
"1","柏崎 栞","2","0","私体が弱いから、\n30分に一度休憩しないと\nいけないんです。","0","1","1","……あ、アラーム。","0","0","1038","1.4","0","柏崎…栞です。"
"1","双葉 碧","2","0","野に咲く花が、\n唯一の話相手です。","0","1","1","私、一人も友達がいなくて……","0","0","1040","1.4","0","ふ、双葉碧です。"
"1","三角 千歌","2","0","そう思っています。","0","1","1","私の歌声で、\n皆さんが幸せになってくれたらいいなって…","0","0","1042","1.4","0","三角千歌です。"
"1","安芸 真琴","2","0","う、疑ってすまなかったな…","0","1","1","あぁ？\nお前のそいつの仲間か？","0","0","1043","1.4","0","安芸真琴だ。"
"1","イリヤ・オーンスタイン","2","0","わらわの偉大な力に\nひれ伏すがいい！\nはっはっは！","0","1","1","生けとし生ける全ての者よ！","0","0","1044","1.4","0","わらわこそは夜を総べる者！"
"1","遠見 空花","2","0","ｌク、クウカに何かご用ですか!?","0","1","1","ぐふふふふ……はっ！","0","0","1045","1.4","0","そこで騎士は妖精を乱暴に……"
"1","宮坂たまき","2","0","う～ん…\n猫ってホントに最高にゃ～♪","0","1","1","自由気ままで♪\n寝て遊んで、食べてケンカして…","0","0","1046","1.4","0","宮坂たまきにゃ♪\n猫はいいにゃよ？"
"1","大神 美冬","2","0","…と思ったら\nバイトの時間だ！\nまたあとでね！","0","1","1","それでは早速クエストに…","0","0","1048","1.4","0","大神美冬よ！"
"1","星野静流","2","0","お姉ちゃんがぜ～んぶ\nやってあげるからね！","0","1","1","クエストもバトルも\n掃除も洗濯も","0","0","1049","1.4","0","星野静流だよ！"
"1","玉泉美咲","2","0","学校では誰もが憧れる\nアイドル的な存在ってやつよ♪","0","1","1","見ての通りの\nセクシー美少女で","0","0","1050","1.5","0","アタシは玉泉美咲。"
"1","リマ","2","0","？？？？","0","1","1","？？？？","0","0","1052","1.4","0","？？？"
"1","モニカ・ヴァイスヴィント","2","0","そ、そこまでいうなら\nもらってやる","0","1","1","菓子でつろうなどと\n稚拙な策を……","0","0","1053","1.5","0","モニカ・ヴァイスヴィントだ。"
"1","ペコリーヌ","2","0","そ、そこまでいうなら\nもらってやる","0","1","1","菓子でつろうなどと\n稚拙な策を……","0","0","1058","1.5","0","モニカ・ヴァイスヴィントだ。"
"1","コッコロ","2","0","そ、そこまでいうなら\nもらってやる","0","1","1","菓子でつろうなどと\n稚拙な策を……","0","0","1059","1.5","0","モニカ・ヴァイスヴィントだ。"
"1","キャル","2","0","そ、そこまでいうなら\nもらってやる","0","1","1","菓子でつろうなどと\n稚拙な策を……","0","0","1060","1.5","0","モニカ・ヴァイスヴィントだ。"
