6d07a601a3a33e3367a7ce70e36050ae7b3160ba17321649353468caef7a8d6b,a8f271ebb90ee4cb71c6c74e1fd61ebcdba826e3e35be8be5f29aaff00be0738,f208adb595e839658a42213c13889e169896b2673cf5a81f3cff58b9eb015557,b5378f9457ca3bdab4867545b5224d019ca052977c9a731ee9519c77460629b9,3275add60be84390a892cbd07e8a449444be6c38e40729a6a771fdb8d502cfee,492c0bfee6ed86bf9c272008fcb15a148a8071d60769c9706e4a338ffa478315,16eb1e08698f3248cf5f5825317a8792ae58539f706cefb3174bf84b7c5d8ef3,752383f2bafff3383ae77a9ed3633519a3c2fd47b8e334bfa7ac993f00296752,01df439b0388e2b3213d4d52cc3218b3b1e9c3cd8fe343797f2eb7857c3268cf
"90043","12000","10","30000","0","10000","1","90001","1"
"90047","24000","20","30000","0","10000","2","90002","2"
"90047","24000","20","30000","0","10000","3","90002","3"
"90047","24000","20","30000","0","10000","4","90002","4"
"90047","24000","20","30000","0","10000","5","90002","5"
"90047","24000","20","30000","0","10000","6","90002","6"
"90047","24000","20","30000","0","10000","7","90002","7"
"90047","24000","20","30000","0","10000","8","90002","8"
"90047","24000","20","30000","0","10000","9","90002","9"
"90047","24000","20","30000","0","10000","10","90002","10"
"90051","48000","40","30000","90011","10000","11","90003","11"
"90051","48000","40","30000","90011","10000","12","90003","12"
"90051","48000","40","30000","90011","10000","13","90003","13"
"90051","48000","40","30000","90011","10000","14","90003","14"
"90051","48000","40","30000","90011","10000","15","90003","15"
"90051","48000","40","30000","90011","10000","16","90003","16"
"90051","48000","40","30000","90011","10000","17","90003","17"
"90051","48000","40","30000","90011","10000","18","90003","18"
"90051","48000","40","30000","90011","10000","19","90003","19"
"90051","48000","40","30000","90011","10000","20","90003","20"
"90055","72000","60","30000","90015","10000","21","90004","21"
"90055","72000","60","30000","90015","10000","22","90004","22"
"90055","72000","60","30000","90015","10000","23","90004","23"
"90055","72000","60","30000","90015","10000","24","90004","24"
"90055","72000","60","30000","90015","10000","25","90004","25"
"90055","72000","60","30000","90015","10000","26","90004","26"
"90055","72000","60","30000","90015","10000","27","90004","27"
"90055","72000","60","30000","90015","10000","28","90004","28"
"90055","72000","60","30000","90015","10000","29","90004","29"
"90055","72000","60","30000","90015","10000","30","90004","30"
"90059","96000","80","30000","90015","10000","31","90005","31"
"90059","96000","80","30000","90015","10000","32","90005","32"
"90059","96000","80","30000","90015","10000","33","90005","33"
"90059","96000","80","30000","90015","10000","34","90005","34"
"90059","96000","80","30000","90015","10000","35","90005","35"
"90059","96000","80","30000","90015","10000","36","90005","36"
"90059","96000","80","30000","90015","10000","37","90005","37"
"90059","96000","80","30000","90015","10000","38","90005","38"
"90059","96000","80","30000","90015","10000","39","90005","39"
"90059","96000","80","30000","90015","10000","40","90005","40"
"90063","144000","120","30000","90017","10000","41","90005","41"
"90063","144000","120","30000","90017","10000","42","90005","42"
"90063","144000","120","30000","90017","10000","43","90005","43"
"90063","144000","120","30000","90017","10000","44","90005","44"
"90063","144000","120","30000","90017","10000","45","90005","45"
"90063","144000","120","30000","90017","10000","46","90005","46"
"90063","144000","120","30000","90017","10000","47","90005","47"
"90063","144000","120","30000","90017","10000","48","90005","48"
"90063","144000","120","30000","90017","10000","49","90005","49"
"90063","144000","120","30000","90017","10000","50","90005","50"
"90067","180000","150","30000","90019","10000","51","90006","51"
"90067","180000","150","30000","90019","10000","52","90006","52"
"90067","180000","150","30000","90019","10000","53","90006","53"
"90067","180000","150","30000","90019","10000","54","90006","54"
"90067","180000","150","30000","90019","10000","55","90006","55"
"90067","180000","150","30000","90019","10000","56","90006","56"
"90067","180000","150","30000","90019","10000","57","90006","57"
"90067","180000","150","30000","90019","10000","58","90006","58"
"90067","180000","150","30000","90019","10000","59","90006","59"
"90067","180000","150","30000","90019","10000","60","90006","60"
"90071","216000","180","30000","90021","10000","61","90007","61"
"90071","216000","180","30000","90021","10000","62","90007","62"
"90071","216000","180","30000","90021","10000","63","90007","63"
"90071","216000","180","30000","90021","10000","64","90007","64"
"90071","216000","180","30000","90021","10000","65","90007","65"
"90071","216000","180","30000","90021","10000","66","90007","66"
"90071","216000","180","30000","90021","10000","67","90007","67"
"90071","216000","180","30000","90021","10000","68","90007","68"
"90071","216000","180","30000","90021","10000","69","90007","69"
"90071","216000","180","30000","90021","10000","70","90007","70"
