af84a1dfba259074f1aedbe4992fb03a014140e06aed43e24d288efaa5e138ee,7afde602585a24a674a174e2c56fb230da9702806f724add4b27909b6427319a,e0466781ce3acc85298a5f24972e0b59c764cba923ae68fd1745757095d92784,1998f91d898d7c33d28de026a1be4ec46728e8fc5fc1f38f10df304474fd8f76,87bf428d2a9771c5d7a877b575cba0421f76de75e3cae0d165695d0ca6360297,7baa3d889517e9a37ccbb1685717ce0bc452c23b7b4dbb4fbb1812752fdde5f2,a97432a9b688535fc5dd417babe0d16fb69856dde16af1f3ad320cdcbf96c89d,968f2dfeca33aab55fe1e58cd5efc5a616b2ee0281d3872e275b5280f9ce963f,037c81da8a2cd6dd89a75a9452c23bc63883a19917c4c3bad608d57e3fb84eb8,b9c4a616929dd4d68bf2697b2ab8992073d431b17760282d74edb037aa3bcf95,cc5195cac7ce5ceae65ef6dc98959508d52d50495db11bd2dbea95615776cc58,782e66355f5a59abd5431a1079eb1121800186c6203a8c0c060ef5ab5e199743,7c7e1b294333ebce1f4edb4e45a3654ea650fbe9a45bf70e55c6db78f0d5cdb4,cafc875688c9694d9326f2c98e088a9aa846aff99d41b491f635bf886a04f0a5,5b2601a9ed762c1e94ebb76520a54d5fac925ce73f7fd16de4eb6f122d57e665,f9882f9329ed1859f05a73a5105b922d36c329266009ca75fc9428b319543dc2,e33784a2fc21c4321b737efa8f9a877a12c5e207720ec3229f0e9cbaa2f0e1fa,623bdbf232fa1dfd41e589e55a7ed8ff9bae1c4ced4470e5f284d8fd4b3c4fa4,9f7ce7545671b35f8f660b9921aba876bb8985f369560420b2d06fa6d09e7003,0a376a0743e5693bc7d8297fb1933c93edc01e0f40895c578dcd4555481cfdee,b2ce02704bb342c78ab35095969907e351f99307cf6685a99e21531dc1f34a8c,a7a40056913b12e4a1d2e45cf4001e65d0afcf54e842f8697610b712c74a6433,30c3a0114521ea98d722c6ae65e614484be723dc442349132252b50159e9f148,24debdf20e4de2e1eaf02c5acb3b7656ffaf48708b700a93d11d15c6295b6866,e7f915978d5eeca00adecc93a46fb8382592128ef1147dbbf5a11a5ffe8aa3ba,0cfbfd6d8f463aed19533256f8c497a1581909500e314fe687978e4d00e62ac3,4a2757d89a422c8f1387cf441e42b467bd77f89a96a237093c3cbe6391992798,887456176f41abc8da6175aea65f40b2360d92b8aaa912485c3ca86a96b830e1,f55b9ab8cca5b5828d5c1bb1beb9435fd2f45a41f9a8d8648c524ed253f0e5c2
"0","31001","1","0","0","90","100091","1.2","0","0.4","0","0","99002","1","0","31001001","bgm_M06","0","0","bgm_M06","0","0","40001","94002","3100101","0","0","0","100091"
"0","31001","1","0","0","90","100092","1.2","0","0.4","0","0","99002","2","0","31001002","bgm_M06","0","0","bgm_M06","0","0","40001","94002","3100101","0","0","0","100092"
"0","31001","1","0","0","90","100101","1.2","0","0.6","100","0","90002","3","0","31001003","bgm_M06","0","99002","bgm_M06","0","0","40004","94002","3100102","0","0","0","100101"
"0","31001","1","0","0","90","100102","1.2","0","0.65","0","0","99002","4","0","31001004","bgm_M06","0","0","bgm_M06","0","0","40001","94002","3100103","0","0","0","100102"
"0","31001","1","0","0","90","100102","1.2","0","0.7","0","0","99002","5","0","31001005","bgm_M06","0","0","bgm_M06","0","0","40001","94002","3100103","0","0","0","100102"
"90005","31001","1","0","0","90","100102","1.2","0","0.75","100","0","90002","6","0","31001006","bgm_M06","0","99002","bgm_M06","0","0","40004","94002","3100104","0","0","0","100102"
"0","31001","3","0","0","90","100722","1.2","0","1","100","0","90002","7","0","31001007","bgm_M63","0","99002","bgm_M63","0","0","40004","94002","3100105","0","501010011","0","100722"
"0","31002","1","0","0","90","100251","1.2","0","0.4","0","0","99002","1","0","31002001","bgm_M06","0","0","bgm_M06","0","0","40001","94002","3100201","0","0","0","100251"
"0","31002","1","0","0","90","100252","1.2","0","0.4","0","0","99002","2","0","31002002","bgm_M06","0","0","bgm_M06","0","0","40001","94002","3100201","0","0","0","100252"
"0","31002","1","0","0","90","100253","1.2","0","0.6","200","0","90002","3","0","31002003","bgm_M06","0","99002","bgm_M06","0","0","40004","94002","3100202","0","0","0","100253"
"0","31002","1","0","0","90","100254","1.2","0","0.65","0","0","99002","4","0","31002004","bgm_M06","0","0","bgm_M06","0","0","40001","94002","3100203","0","0","0","100254"
"0","31002","1","0","0","90","100255","1.2","0","0.7","0","0","99002","5","0","31002005","bgm_M06","0","0","bgm_M06","0","0","40001","94002","3100203","0","0","0","100255"
"0","31002","1","0","0","90","100256","1.2","0","0.75","200","0","90002","6","0","31002006","bgm_M06","0","99002","bgm_M06","0","0","40004","94002","3100204","0","0","0","100256"
"0","31002","1","0","0","90","100257","1.2","0","0.8","0","0","99002","7","0","31002007","bgm_M06","0","0","bgm_M06","0","0","40001","94002","3100205","0","0","0","100257"
"0","31002","1","0","0","90","100258","1.2","0","0.8","0","0","99002","8","0","31002008","bgm_M06","0","0","bgm_M06","0","0","40001","94002","3100205","0","0","0","100258"
"90005","31002","1","0","0","90","100259","1.2","0","0.8","200","0","90002","9","0","31002009","bgm_M06","0","99002","bgm_M06","0","0","40004","94002","3100206","0","0","0","100259"
"0","31002","3","0","0","90","100261","1.2","0","1","200","0","90002","10","0","31002010","bgm_M63","0","99002","bgm_M63","0","0","40004","94002","3100207","0","501010021","0","100261"
"0","31003","1","0","0","90","100291","1.2","0","0.4","0","0","99002","1","0","31003001","bgm_M06","0","0","bgm_M06","-50","0","40001","94002","3100301","0","0","0","100291"
"0","31003","1","0","0","90","100292","1.2","0","0.4","0","0","99002","2","0","31003002","bgm_M06","0","0","bgm_M06","-50","0","40001","94002","3100302","0","0","0","100292"
"0","31003","1","0","0","90","100293","1.2","0","0.6","300","0","90002","3","0","31003003","bgm_M06","0","99002","bgm_M06","-50","0","40004","94002","3100302","0","0","0","100293"
"0","31003","1","0","0","90","100291","1.2","0","0.65","0","0","99002","4","0","31003004","bgm_M06","0","0","bgm_M06","-50","0","40001","94002","3100303","0","0","0","100291"
"0","31003","1","0","0","90","100292","1.2","0","0.75","300","0","90002","5","0","31003005","bgm_M06","0","99002","bgm_M06","-50","0","40004","94002","3100303","0","0","0","100292"
"0","31003","1","0","0","90","100294","1.2","0","0.75","0","0","99002","6","0","31003006","bgm_M06","0","0","bgm_M06","-50","0","40001","94002","3100304","0","0","0","100294"
"0","31003","1","0","0","90","100295","1.2","0","0.8","300","0","90002","7","0","31003007","bgm_M06","0","99002","bgm_M06","-50","0","40004","94002","3100304","0","0","0","100295"
"0","31003","1","0","0","90","100296","1.2","0","0.85","0","0","99002","8","0","31003008","bgm_M06","0","0","bgm_M06","-50","0","40001","94002","3100305","0","0","0","100296"
"90005","31003","1","0","0","90","100297","1.2","0","0.85","300","0","90002","9","0","31003009","bgm_M06","0","99002","bgm_M06","-50","0","40004","94002","3100307","0","0","0","100297"
"0","31003","3","0","0","90","100313","1.2","0","1","300","0","90002","10","0","31003010","bgm_M63","0","99002","bgm_M63","-50","0","40004","94002","3100306","0","501010031","0","100313"
"0","31004","1","0","0","90","100271","1.2","0","0.7","400","0","90002","1","0","31004001","bgm_M06","0","99002","bgm_M06","-50","0","40004","94002","3100401","0","0","0","100271"
"0","31004","1","0","0","90","100273","1.2","0","0.85","400","0","90002","2","0","31004002","bgm_M06","0","99002","bgm_M06","-50","0","40004","94002","3100401","0","0","0","100273"
"0","31004","1","0","0","90","100274","1.2","0","0.9","400","0","90002","3","0","31004003","bgm_M06","0","99002","bgm_M06","-50","0","40004","94002","3100401","0","0","0","100274"
"90005","31004","1","0","0","90","100277","1.2","0","1","400","0","90002","4","0","31004004","bgm_M06","0","99002","bgm_M06","-50","0","40004","94002","3100403","0","0","0","100277"
"0","31004","3","0","0","90","100283","1.2","0","1","400","0","90002","5","0","31004005","bgm_M63","0","99002","bgm_M63","-50","0","40004","94002","3100402","0","501010041","0","100283"
"140001","31005","1","0","0","90","101601","1.2","0","0.7","500","0","90002","1","0","31005001","bgm_M06","0","99002","bgm_M06","-50","0","40004","94002","3100501","0","0","0","101601"
"140001","31005","1","0","0","90","101601","1.2","0","0.85","500","0","90002","2","0","31005002","bgm_M06","0","99002","bgm_M06","-50","0","40004","94002","3100501","0","0","0","101601"
"140001","31005","1","0","0","90","101602","1.2","0","0.9","600","0","90002","3","0","31005003","bgm_M06","0","99002","bgm_M06","-50","0","40004","94002","3100501","0","0","0","101602"
"140001","31005","1","90005","0","90","101602","1.2","0","1","600","0","90002","4","0","31005004","bgm_M06","0","99002","bgm_M06","-50","0","40004","94002","3100502","0","0","0","101602"
"140001","31005","3","0","0","90","101611","1.6","0","1","300","0","90002","5","0","31005005","bgm_M63","0","99002","bgm_M63","-50","0","40004","94002","3100503","0","501010051","0","101611"
"140001","31006","1","25001","0","90","102171","1.2","94002","0.7","600","0","99002","1","0","31006001","bgm_M06","0","20000","bgm_M06","-50","0","40004","90002","3100601","0","0","0","102171"
"140001","31006","1","25001","0","90","102172","1.2","94002","0.85","600","0","99002","2","0","31006002","bgm_M06","0","20000","bgm_M06","-50","0","40004","90002","3100601","0","0","0","102172"
"140001","31006","1","25001","0","90","102173","1.2","94002","0.9","800","0","99002","3","0","31006003","bgm_M06","0","20000","bgm_M06","-50","0","40004","90002","3100601","0","0","0","102173"
"140001","31006","1","25001","0","90","102172","1.2","90005","1","800","0","99002","4","0","31006004","bgm_M06","0","20000","bgm_M06","-50","0","40004","90002","3100602","0","0","0","102172"
