4bcd8e713969aa89b367685278d4660534c4516a8c3843f6b5122943eeccad52,06c341509891c71ea7ce13b407a765bcc6d522f13b4292623fd3773bea2388eb,29c1d2c82b516f5c67dffdcd52f4c239b28f2ee5ff2ee7784d21b384d275e3c4,95eb774a75287189904847e0944b8ccfbdc11222e24c42b36535dd516d8031a9,a6773de496a3dfea1dd62654aba2527983201d1d6985c142f9434dfeaa389b80,acf02eac9fe2f56a9a1d16e39d46e95845c594172bc61c306e0fe1ecbe096222,0a5617004e412a8651a08f7282f12fc7c2c1d1f0a9aab6b366451d3d51c4329d,d1f1cdc542c3071e3ccd6879f33482efec4be37202724c456e9ad191fe1c7c9c,8125ae162749deeb7e457eebf2e0f3b4f5dcc4838f064373d0cb495e03e8516d,2e816e68cf7cf99599c73105a668504f9c89272ef248d9dd53c2a7c2db127fdb,0fbc75c5517be02b5d320e8ab321e272a2f2e61d0afbd6a9b4df19bd1276e087,d01b642043501e9764e25140249bbd9e75281d262137cfb6a267ef4aaa78e2d6,312333d1f77b01a67d765792b8ed903f154d93234b2b18818f3439f5958fbda6,356fdc6a51a3cd5fc62be5ca49928f398405ecd726d2b2c0c0c41fadd2846fc1,d802313869ff9f55a8fa1e6ef9caca2dfdcd44bc14e911041208a90048cb90d5,f1267f140eb5f353868a4f5ccf4b3dba27186bc8578ebad81c59425b1fa9f27a,64a85fc714b22add7f6e02a0e4ccec545823b8ae69b1d5ae54ee941393936af5,2183eda727583163088683003a404fbaaf9d019c1ed2bb544eec72db454fd0f7,45f590e248e42ab8d3748f846096b4c40b5db0fe87516067aa58a320f57dea34
"0","0","0","1","10","100101","65","0","16","75","0","1","0","0","2","0","0","0","0"
"0","0","0","3","30","100101","185","0","68","125","0","2","0","0","3","0","0","0","0"
"0","3","0","7","60","100101","420","0","158","260","0","4","0","0","4","0","0","0","0"
"0","7","0","12","100","100101","810","0","293","420","0","7","0","0","5","0","0","0","0"
"0","11","0","17","130","100101","1340","3","486","630","0","11","0","0","6","0","0","0","0"
"0","17","0","26","155","100101","1660","6","731","1235","0","15","0","0","7","0","0","0","0"
"0","24","0","35","180","100101","2290","9","1030","1795","0","15","0","0","8","10","0","0","9"
"0","27","5","46","205","100101","2540","9","1459","1795","0","16","0","0","9","40","0","0","23"
"0","35","10","51","205","100101","2740","9","1941","1795","10","16","0","0","10","100","0","0","37"
"0","44","15","55","205","100101","3100","9","2439","1795","20","16","0","0","11","158","3","0","37"
"0","46","15","66","205","100101","3470","9","2871","2045","20","18","0","0","12","198","36","0","37"
"0","54","15","79","230","100101","3720","9","3345","2045","20","18","0","0","13","251","56","0","37"
"0","68","15","97","255","100101","3880","9","3840","2045","20","20","0","0","14","328","56","0","37"
"0","82","15","111","255","100101","3880","9","4412","2045","20","20","0","0","15","448","56","0","37"
"0","94","15","124","255","100101","3880","9","5015","2045","20","20","0","0","16","586","59","0","37"
"0","103","15","142","255","100101","3930","9","5656","2045","20","20","0","0","17","711","62","0","37"
"0","119","15","157","255","100101","3980","9","6351","2045","20","20","0","0","18","856","62","0","37"
"0","135","15","173","255","100101","4075","9","7154","2045","20","20","0","0","19","984","62","0","37"
"0","147","15","203","255","100101","4270","9","8017","2045","20","20","0","0","20","1065","62","0","37"
"0","157","15","232","255","100101","4580","9","8971","2045","20","20","0","0","21","1160","62","0","37"
"0","176","15","259","255","100101","4790","9","10078","2045","20","20","0","0","22","1262","62","0","37"
"0","199","15","287","255","100101","4880","9","11352","2045","20","20","0","0","23","1343","62","0","37"
"0","221","15","308","255","100101","4970","9","12783","2045","20","20","0","0","24","1416","62","0","37"
"0","247","15","331","255","100101","5230","9","14334","2045","20","20","0","0","25","1471","62","0","37"
"0","280","15","359","255","100101","6835","9","15835","2045","20","20","0","0","26","1495","62","0","37"
"0","313","15","387","255","100101","8440","9","17449","2045","20","20","0","0","27","1513","62","0","37"
"0","326","15","400","255","100101","9225","9","19454","2045","20","20","0","0","28","1538","62","0","37"
"0","341","15","415","255","100101","10010","9","21599","2045","20","20","0","0","29","1571","62","0","37"
"0","366","15","440","255","100101","10270","9","23844","2045","20","20","0","0","30","1614","62","0","37"
"0","376","15","450","255","100101","10795","9","26318","2045","20","20","0","0","31","1657","62","0","37"
"0","376","15","450","255","100101","11845","9","28948","2045","20","20","0","0","32","1690","62","0","37"
"0","387","15","461","255","100101","12370","9","31669","2045","20","20","0","0","33","1729","62","0","37"
"0","409","15","483","255","100101","12370","9","34498","2045","20","20","0","0","34","1775","62","0","37"
"0","431","15","505","255","100101","12370","9","37455","2045","20","20","0","0","35","1821","62","0","37"
"0","454","15","528","255","100101","12370","9","40512","2045","20","20","0","0","36","1867","62","0","37"
"0","478","15","552","255","100101","12370","9","43669","2045","20","20","0","0","37","1913","62","0","37"
"0","502","15","576","255","100101","12370","9","46929","2045","20","20","0","0","38","1959","62","0","37"
"0","526","15","600","255","100101","12370","9","50287","2045","20","20","0","0","39","2005","62","0","37"
"0","550","15","624","255","100101","12370","9","53771","2045","20","20","0","0","40","2051","62","0","37"
"0","575","15","649","255","100101","12370","9","57410","2045","20","20","0","0","41","2097","62","0","37"
"0","2","0","1","0","100201","55","0","0","75","0","0","23","0","2","0","0","0","0"
"0","8","0","1","0","100201","150","0","0","125","0","0","81","0","3","0","0","0","0"
"0","17","0","4","5","100201","325","0","0","175","10","0","172","0","4","0","0","0","0"
"0","33","0","4","15","100201","505","0","0","175","10","0","349","0","5","0","0","0","0"
"0","52","0","12","15","100201","1035","0","0","175","25","0","522","0","6","0","0","0","0"
"0","66","0","14","85","100201","1395","0","0","175","30","0","790","0","7","0","0","0","0"
"0","88","0","19","85","100201","1675","0","0","175","75","0","1089","0","8","0","0","0","4"
"6","109","5","25","100","100201","2130","0","0","175","110","0","1389","0","9","0","0","0","9"
"30","126","10","28","135","100201","2490","0","0","395","115","0","1758","0","10","0","0","0","14"
"53","145","10","35","151","100201","2910","0","0","735","129","0","2159","0","11","0","0","0","14"
"63","171","12","56","177","100201","3430","0","0","955","138","0","2471","0","12","0","0","0","17"
"63","209","14","94","199","100201","3810","0","0","1175","140","0","2705","0","13","0","0","0","20"
"71","251","16","133","199","100201","3990","0","0","1295","146","0","2982","0","14","0","0","0","20"
"81","293","18","168","199","100201","4130","0","0","1395","151","0","3310","0","15","0","0","0","20"
"81","336","18","208","199","100201","4330","0","0","1495","157","0","3658","0","16","0","0","0","20"
"81","384","18","250","214","100201","4510","0","0","1495","158","3","4008","0","17","0","0","0","20"
"81","441","18","295","229","100201","4915","0","0","1495","158","6","4353","0","18","0","0","0","20"
"81","506","18","349","229","100201","5560","0","0","1590","158","6","4719","0","19","0","0","0","20"
"93","568","18","406","229","100201","6145","0","0","1685","158","6","5176","0","20","0","0","0","20"
"93","646","18","472","229","100201","6765","0","0","1685","158","6","5618","0","21","0","0","0","20"
