e9dfcd24a59bea3abdf9e4fb4ec3ae7dfe6b3130cab4e8aa6393a4c00930d506,cde33f3ba6e6afa3877f8f6d834fd4a937772b8db75a129eac11ce63149f3b04,2615b50b3379716ecebf2a922927ed9cf9a7ea59862a878aefaad9e3a5de948b,102b3872a18ea85a7fb54c5e68e00c8adbf7a874f13f74c085f37bac607057b3,e3f2152e06ef61fc152471388da369e16a33f88cffe6801930fd1559a65ec30d,a05b281520621d39a653843e0ecaca4fc43d48a0be0c72870c220ba12c5f0942,fec1c2dd45e58a61c04b35f310e077bc144e495ef4c8b3d34e6ec7c36a773b8b,325a46ff94226ddf21be442c6b1072b2a45992b0ef35bd3fad73ce1a0b42436a,2b52c66cee7bf78a5153b52388b2cbe23105df75d680ac1c26d29041971a74e3,461ed8dc375f75f0af637377e20ef5d281f34a8e3305bfef52f649ec080a3280,e8487b4a1c752d292ec39c1445e573175ca8e4e3bba371bb5099dafff310132e
"2","91002","10","8","8","25021","2","25015","1","31","285001001"
"2","91002","10","8","8","25021","2","25015","2","31","285001002"
"2","91002","10","8","8","25021","2","25015","3","32","285001003"
"2","91002","10","8","8","25021","2","25015","4","32","285001004"
"2","91002","10","8","8","25021","2","25015","5","33","285001005"
"2","91002","10","8","9","25021","2","25015","6","33","285001006"
"2","91002","10","8","9","25021","2","25015","7","34","285001007"
"2","91002","10","8","9","25021","2","25015","8","35","285001008"
"2","91002","10","8","9","25021","2","25015","9","35","285001009"
"2","91002","30","8","10","25021","2","25015","10","37","285001010"
"2","91002","10","8","10","25021","2","25015","11","41","285001011"
"2","91002","10","8","11","25021","2","25015","12","43","285001012"
"2","91002","10","8","11","25021","2","25015","13","46","285001013"
"2","91002","10","8","12","25021","2","25015","14","48","285001014"
"2","91002","10","8","12","25021","2","25015","15","50","285001015"
"2","91002","10","8","13","25021","2","25015","16","53","285001016"
"2","91002","10","8","14","25021","2","25015","17","55","285001017"
"2","91002","10","8","14","25021","2","25015","18","58","285001018"
"2","91002","10","8","15","25021","2","25015","19","60","285001019"
"2","91002","30","8","15","25021","2","25015","20","62","285001020"
"2","91002","10","8","16","25021","2","25015","21","68","285001021"
"2","91002","10","8","16","25021","2","25015","22","70","285001022"
"2","91002","10","8","16","25021","2","25015","23","72","285001023"
"2","91002","10","8","17","25021","2","25015","24","75","285001024"
"2","91002","10","8","18","25021","2","25015","25","77","285001025"
"2","91002","10","8","18","25021","2","25015","26","79","285001026"
"2","91002","10","8","19","25021","2","25015","27","82","285001027"
"2","91002","10","8","19","25021","2","25015","28","84","285001028"
"2","91002","10","8","19","25021","2","25015","29","86","285001029"
"2","91002","30","8","20","25021","2","25015","30","89","285001030"
"2","91002","10","8","20","25021","2","25015","31","94","285001031"
"2","91002","10","8","21","25021","2","25015","32","96","285001032"
"2","91002","10","8","21","25021","2","25015","33","99","285001033"
"2","91002","10","8","22","25021","2","25015","34","101","285001034"
"2","91002","10","8","22","25021","2","25015","35","103","285001035"
"2","91002","10","8","23","25021","2","25015","36","106","285001036"
"2","91002","10","8","23","25021","2","25015","37","108","285001037"
"2","91002","10","8","24","25021","2","25015","38","111","285001038"
"2","91002","10","8","25","25021","2","25015","39","113","285001039"
"2","91002","30","8","25","25021","2","25015","40","115","285001040"
"2","91002","10","8","26","25021","2","25015","41","121","285001041"
"2","91002","10","8","27","25021","2","25015","42","123","285001042"
"2","91002","10","8","28","25021","2","25015","43","125","285001043"
"2","91002","10","8","28","25021","2","25015","44","128","285001044"
"2","91002","10","8","29","25021","2","25015","45","130","285001045"
"2","91002","10","8","30","25021","2","25015","46","132","285001046"
"2","91002","10","8","30","25021","2","25015","47","135","285001047"
"2","91002","10","8","31","25021","2","25015","48","137","285001048"
"2","91002","10","8","31","25021","2","25015","49","139","285001049"
"2","91002","30","8","31","25021","2","25015","50","142","285001050"
"2","91002","10","8","32","25021","2","25015","51","144","285001051"
"2","91002","10","8","32","25021","2","25015","52","146","285001052"
"2","91002","10","8","32","25021","2","25015","53","149","285001053"
"2","91002","10","8","33","25021","2","25015","54","152","285001054"
"2","91002","10","8","33","25021","2","25015","55","155","285001055"
"2","91002","10","8","33","25021","2","25015","56","157","285001056"
"2","91002","10","8","34","25021","2","25015","57","160","285001057"
