d89235dae9a8cf158c9e0d11035bdad16f95663e665ca256cd9f42d870902772,7284d3628815af3a9c01a2f4d9522d15d8a7068a59d00157797aa94bfe319218,a4df3b02eaff56fbe410215352fe493bc91c0383c76f4477404e6b66c03f7a42,b2c1e300473eb5271570b329fed7e917f1b2d75d69751dc2049398f49013c8c9,d141a7dc5e1543544c75a195b6d065db37330b0be82fa5aec1143f83e025e91a,d6cc00c5f0d453aaabdaccf2e22762c55e72e651b784fa0cc0408ec42b49be9a,3be6a9a358a69ba8b1827609f9098c3e462a09e389fd8ae19dd27ed2bdbde278,0f57dec0289a040242f7a781a6e91abaa1f5efade5925e76a355bd7a326342ca,47fe10c32d22e5b1e9214e5731d7af216ce47cbe1978d0695dd62830e4894452,f90e2b70b3be68122599cf2b56c2b9cdf540028f92100f96493e452404b79f3b,df2d899e3c70069c985536f0cb40efdc943feb9979a9643eb576f8883f74f6cd,58ebbc8559926c1de806b0607a41437a05c55addd40898a513e7b5ec6ceb6e6a,ba4b71baa78df8b752715173ede9639a8450ec40e4749e50ed008143e1ececa1
"380000","2030/03/26 14:59:00","bgm_M33","1","0","0","1","0","2018/03/26 15:00:00","380000","0","10001","bgm_M33"
"380000","2030/03/26 14:59:00","bgm_M99","1","0","0","2","0","2018/04/26 15:00:00","380000","0","10002","bgm_M99"
"380000","2030/03/26 14:59:00","bgm_M107","1","0","0","3","0","2018/05/25 16:00:00","380000","0","10003","bgm_M107"
"380000","2030/03/26 14:59:00","bgm_M113","1","0","0","4","0","2018/06/26 15:00:00","380000","0","10004","bgm_M113"
"380000","2030/03/26 14:59:00","bgm_M121","1","0","0","5","0","2018/07/26 15:00:00","380000","0","10005","bgm_M121"
"380000","2030/03/26 14:59:00","bgm_M128","1","0","0","6","0","2018/08/27 15:00:00","380000","0","10006","bgm_M128"
"380000","2030/03/26 14:59:00","bgm_M135","1","0","0","7","0","2018/09/26 15:00:00","380000","0","10007","bgm_M135"
"380000","2030/03/26 14:59:00","bgm_M162","1","0","0","8","0","2018/10/26 15:00:00","380000","0","10008","bgm_M162"
"380000","2030/03/26 14:59:00","bgm_M171","1","0","0","9","0","2018/11/26 15:00:00","380000","0","10009","bgm_M171"
"380000","2030/03/26 14:59:00","bgm_M182","1","0","0","10","0","2018/12/26 15:00:00","380000","0","10010","bgm_M182"
"380000","2030/03/26 14:59:00","bgm_M189","1","0","0","11","0","2019/01/25 15:00:00","380000","0","10011","bgm_M189"
"380000","2030/03/26 14:59:00","bgm_M206","1","0","0","12","0","2019/02/22 15:00:00","380000","0","10012","bgm_M206"
"380000","2030/03/26 14:59:00","bgm_M215","1","0","0","13","0","2019/03/25 15:00:00","380000","0","10013","bgm_M215"
"380000","2030/03/26 14:59:00","bgm_M33","1","0","0","14","0","2019/04/11 15:00:00","380000","0","10014","bgm_M33"
"380000","2030/03/26 14:59:00","bgm_M223","1","0","0","15","0","2019/04/24 15:00:00","380000","0","10015","bgm_M223"
"380000","2030/03/26 14:59:00","bgm_M99","1","0","0","16","0","2019/05/09 15:00:00","380000","0","10016","bgm_M99"
"380000","2030/03/26 14:59:00","","1","0","0","17","0","2019/05/24 15:00:00","380000","0","10017",""
"380000","2030/03/26 14:59:00","bgm_M107","1","0","0","18","0","2019/06/10 15:00:00","380000","0","10018","bgm_M107"
"380000","2030/03/26 14:59:00","bgm_M237","1","0","0","19","0","2019/06/25 15:00:00","380000","0","10019","bgm_M237"
"380000","2030/03/26 14:59:00","bgm_M113","1","0","0","20","0","2019/07/08 15:00:00","380000","0","10020","bgm_M113"
"380000","2030/03/26 14:59:00","bgm_M245","1","0","0","21","0","2019/07/25 15:00:00","380000","0","10021","bgm_M245"
"380000","2030/03/26 14:59:00","bgm_M121","1","0","0","22","0","2019/08/08 15:00:00","380000","0","10022","bgm_M121"
"380000","2030/03/26 14:59:00","bgm_M254","1","0","0","23","0","2019/08/26 15:00:00","380000","0","10023","bgm_M254"
"380000","2030/03/26 14:59:00","bgm_M128","1","0","0","24","0","2019/09/09 15:00:00","380000","0","10024","bgm_M128"
"380000","2030/03/26 14:59:00","bgm_M265","1","0","0","25","0","2019/09/24 15:00:00","380000","0","10025","bgm_M265_Top"
"380000","2030/03/26 14:59:00","bgm_M135","1","0","0","26","0","2019/10/10 15:00:00","380000","0","10026","bgm_M135"
"380000","2030/03/26 14:59:00","bgm_M273","1","0","0","27","0","2019/10/25 15:00:00","380000","0","10027","bgm_M273"
"380000","2030/03/26 14:59:00","bgm_M162","1","0","0","28","0","2019/11/08 15:00:00","380000","0","10028","bgm_M162"
"380000","2030/03/26 14:59:00","bgm_M281","1","0","0","29","0","2019/11/25 15:00:00","380000","0","10029","bgm_M281"
"380000","2030/03/26 14:59:00","bgm_M171","1","0","0","30","0","2019/12/09 15:00:00","380000","0","10030","bgm_M171"
"380000","2030/03/26 14:59:00","bgm_M294","1","0","0","31","0","2019/12/25 15:00:00","380000","0","10031","bgm_M294"
"380000","2030/03/26 14:59:00","bgm_M182","1","0","0","32","0","2020/01/14 12:00:00","380000","0","10032","bgm_M182"
"380000","2030/03/26 14:59:00","bgm_M316","1","0","0","33","0","2020/01/24 15:00:00","380000","0","10033","bgm_M316"
