ac9883ecd9b9f3575a10bdfbceb3c21290ca579b87a60be253fc55d0fbadc1aa,d774df4949be1e6b6b0e3c040c6a7529f034dfdafb5d57311445fc143345b5c3,ac004b7e0a8e1fdaaff5ac189d7e5d98a6e129d2b624d60456013b1286c579ab,e995531ea5cadb5f36161825aef293732ca580e8408afddd5b338e829e9b5452,a2d23af15122d0add7bb067d71be877aa823c78f3e2f15781cc6a0d47f1b7b47,30463ef30c0aa71b4ba1c3645456d3f043541712eef3df8ec5b8db431bea5c0e,5b6de9c4484c16e4dde9d1180ecb033f87cf3eb3b489e9f9dd3fe29182db7a83,459d5506fec01f87e4f6a772e3dde47f61d974e8c9c097f38e84b018bb2c2cc4,d9ada8d53f1dafa39ca06aec987628d4bcc2e2e16f3e28faf742a1be84256434,f35d5690d50bbc0fbdd7a99e8d492812014016b4dc5e9c6cb24ea477650bae1e,377a8bc89299cf5be85c8a75b6fa3efbb7e35a0048d7b4baf6ccdc135ddd1c3d,10d6c757f5e30ed336e1e17623a50cec9c8136e8c7afa175292f81cd649a2128
"107511","2","0","10","0","0","10140101","0","10140","1","浮き輪泳ぎ（黄）","103"
"107611","2","0","15","0","0","10140102","0","10140","1","浮き輪泳ぎ（青）","102"
"107711","1","0","10","0","0","10140103","0","10140","1","浮き輪泳ぎ（黄）","103"
"108011","2","0","10","0","0","10140106","0","10140","1","浮き輪泳ぎ（青）","102"
"110011","2","0","10","0","0","10140107","0","10140","1","浮き輪泳ぎ（ピンク）","101"
"110111","1","0","10","0","0","10140108","0","10140","1","浮き輪泳ぎ（ピンク）","101"
"110311","1","0","3","0","0","10140109","0","10140","1","浮き輪泳ぎ（黄）","103"
"110411","2","0","10","0","0","10140110","0","10140","1","浮き輪泳ぎ（青）","102"
"110511","2","0","10","0","0","10140111","0","10140","1","浮き輪泳ぎ（青）","102"
"110611","2","0","50","0","0","10140112","0","10140","1","浮き輪泳ぎ（ピンク）","101"
"113111","1","0","5","0","0","10140113","0","10140","1","浮き輪泳ぎ（青）","102"
"113211","1","0","5","0","0","10140114","0","10140","1","浮き輪泳ぎ（青）","102"
"113311","1","0","5","0","0","10140115","0","10140","1","浮き輪泳ぎ（青）","102"
"113411","2","0","10","0","0","10140116","0","10140","1","浮き輪泳ぎ（青）","102"
"113511","2","0","10","0","0","10140117","0","10140","1","浮き輪泳ぎ（青）","102"
"113611","2","0","10","0","0","10140118","0","10140","1","浮き輪泳ぎ（青）","102"
"115711","1","0","5","0","0","10140119","0","10140","1","浮き輪泳ぎ（青）","102"
"117011","2","0","10","0","0","10140120","0","10140","1","浮き輪泳ぎ（ピンク）","101"
"117111","2","0","10","0","0","10140121","0","10140","1","浮き輪泳ぎ（青）","102"
"117211","2","0","10","0","0","10140122","0","10140","1","浮き輪泳ぎ（青）","102"
"117311","2","0","10","0","0","10140123","0","10140","1","浮き輪泳ぎ（青）","102"
"117411","2","0","10","0","0","10140124","0","10140","1","浮き輪泳ぎ（ピンク）","101"
"122411","2","0","10","0","0","10140125","0","10140","1","浮き輪泳ぎ（黄）","103"
"122511","1","0","5","0","0","10140126","0","10140","1","浮き輪泳ぎ（青）","102"
"122611","2","0","10","0","0","10140127","0","10140","1","浮き輪泳ぎ（ピンク）","101"
"122711","1","0","10","0","0","10140128","0","10140","1","浮き輪泳ぎ（青）","102"
"122811","1","0","10","0","0","10140129","0","10140","1","浮き輪泳ぎ（黄）","103"
"122911","1","0","10","0","0","10140130","0","10140","1","浮き輪泳ぎ（ピンク）","101"
"126711","1","0","5","0","0","10140132","0","10140","1","浮き輪泳ぎ（ピンク）","101"
"126811","2","0","10","0","0","10140133","0","10140","1","浮き輪泳ぎ（黄）","103"
"126911","2","0","30","0","0","10140134","0","10140","1","浮き輪泳ぎ（青）","102"
"127011","1","0","5","0","0","10140135","0","10140","1","浮き輪泳ぎ（ピンク）","101"
"127111","2","0","10","0","0","10140136","0","10140","1","浮き輪泳ぎ（青）","102"
"129411","2","0","10","0","0","10140138","0","10140","1","浮き輪泳ぎ（黄）","103"
"129511","2","0","10","0","0","10140139","0","10140","1","浮き輪泳ぎ（ピンク）","101"
"107511","2","0","10","0","0","10140151","0","10140","1","バタ足","151"
"107611","2","0","10","0","0","10140152","0","10140","1","バタ足","151"
"107711","1","0","10","0","0","10140153","0","10140","1","バタ足","151"
"108011","2","0","10","0","0","10140156","0","10140","1","バタ足","151"
"110011","2","0","10","0","0","10140157","0","10140","1","バタ足","151"
"110311","1","0","3","0","0","10140159","0","10140","1","バタ足","151"
"110411","2","0","10","0","0","10140160","0","10140","1","バタ足","151"
"110511","2","0","10","0","0","10140161","0","10140","1","バタ足","151"
"113111","1","0","5","0","0","10140163","0","10140","1","バタ足","151"
"113211","1","0","5","0","0","10140164","0","10140","1","バタ足","151"
"113311","1","0","5","0","0","10140165","0","10140","1","バタ足","151"
"113411","2","0","10","0","0","10140166","0","10140","1","バタ足","151"
"113511","2","0","10","0","0","10140167","0","10140","1","バタ足","151"
"113611","2","0","10","0","0","10140168","0","10140","1","バタ足","151"
"115711","1","0","5","0","0","10140169","0","10140","1","バタ足","151"
"117011","2","0","10","0","0","10140170","0","10140","1","バタ足","151"
"117111","2","0","10","0","0","10140171","0","10140","1","バタ足","151"
"117211","2","0","10","0","0","10140172","0","10140","1","バタ足","151"
"117311","2","0","10","0","0","10140173","0","10140","1","バタ足","151"
"117411","2","0","10","0","0","10140174","0","10140","1","バタ足","151"
"122411","2","0","10","0","0","10140175","0","10140","1","バタ足","151"
"122511","1","0","5","0","0","10140176","0","10140","1","バタ足","151"
"122611","2","0","10","0","0","10140177","0","10140","1","バタ足","151"
"122811","1","0","10","0","0","10140179","0","10140","1","バタ足","151"
"122911","1","0","10","0","0","10140180","0","10140","1","バタ足","151"
"126711","1","0","5","0","0","10140182","0","10140","1","バタ足","151"
"126811","2","0","10","0","0","10140183","0","10140","1","バタ足","151"
"127011","1","0","5","0","0","10140185","0","10140","1","バタ足","151"
"129411","2","0","10","0","0","10140188","0","10140","1","バタ足","151"
"129511","2","0","10","0","0","10140189","0","10140","1","バタ足","151"
"107511","2","0","10","0","0","10140201","0","10140","1","平泳ぎ","201"
"107611","2","0","10","0","0","10140202","0","10140","1","平泳ぎ","201"
"107711","1","0","10","0","0","10140203","0","10140","1","平泳ぎ","201"
"108011","2","0","20","0","0","10140206","0","10140","1","平泳ぎ","201"
"110011","2","0","10","0","0","10140207","0","10140","1","平泳ぎ","201"
"110311","1","0","3","0","0","10140209","0","10140","1","平泳ぎ","201"
