667c0d468bbabceef1bed71708874b56aa35c1bff3476b5d2e3f33a32e4c6af0,253be96dc4f575adb89b531c776d952dd33dd8f0feb5f46f7f21c7df3f1509c3,a3864b245346c0bfed238076fc7546b474d5e1f9e422a3e9928a469538c750ce,376ef8337d3f0c7a6e823094d163d1b7ce5da2cc422a91dce50fb776647264b9,d469885d6ef09e10bc1bcab86affe71fa75e3edcaf2f3c7cdf0c6c55d88f9116,c0b106532d6ad810967b54cce8734ad216e076f009e46bff02bc76c11a54423e,fef184a141ac7acff3d14f7168be6a6cc0492668bf8cf61f321738dee57ca62b,3c9f967932027ec89b38b627b493908b85f6d78f6be11081346cbfd0a3853ac7,5253fd40dc8065b90c2e1f28a353fb400bb32a1af5ddaaeaec64b395ced98869,9ecbb29a2ab163c65153335b3ec034b4d8096e4b30adec0f6dd97235945b435e
"101","25021","500000","2","111","220","0","0","0","0"
"102","25021","500000","2","121","220","0","0","0","0"
"103","25021","500000","2","131","220","0","0","0","0"
"104","25021","500000","2","141","220","0","0","0","0"
"105","25021","500000","2","151","220","0","0","0","0"
"201","25021","500000","2","211","220","0","0","0","0"
"202","25021","500000","2","221","220","0","0","0","0"
"203","25021","500000","2","231","220","0","0","0","0"
"204","25021","500000","2","241","220","0","0","0","0"
"205","25021","500000","2","251","220","0","0","0","0"
"301","25021","500000","2","311","220","0","0","0","0"
"302","25021","500000","2","321","220","0","0","0","0"
"303","25021","500000","2","331","220","0","0","0","0"
"304","25021","500000","2","341","220","0","0","0","0"
"305","25021","500000","2","351","220","0","0","0","0"
"401","25021","500000","2","411","220","0","0","0","0"
"402","25021","500000","2","421","220","0","0","0","0"
"403","25021","500000","2","431","220","0","0","0","0"
"404","25021","500000","2","441","220","0","0","0","0"
"405","25021","500000","2","451","220","0","0","0","0"
"501","25021","500000","2","511","220","0","0","0","0"
"502","25021","500000","2","521","220","0","0","0","0"
"503","25021","500000","2","531","220","0","0","0","0"
"504","25021","500000","2","541","220","0","0","0","0"
"505","25021","500000","2","551","220","0","0","0","0"
"601","25021","500000","2","611","220","0","0","0","0"
"602","25021","500000","2","621","220","0","0","0","0"
"603","25021","500000","2","631","220","0","0","0","0"
"604","25021","500000","2","641","220","0","0","0","0"
"605","25021","500000","2","651","220","0","0","0","0"
"701","25021","500000","2","711","220","0","0","0","0"
"702","25021","500000","2","721","220","0","0","0","0"
"703","25021","500000","2","731","220","0","0","0","0"
"704","25021","500000","2","741","220","0","0","0","0"
"705","25021","500000","2","751","220","0","0","0","0"
"801","25021","500000","2","811","1100","0","0","0","0"
"901","25021","500000","2","911","220","0","0","0","0"
"902","25021","500000","2","921","220","0","0","0","0"
"903","25021","500000","2","931","220","0","0","0","0"
"904","25021","500000","2","941","220","0","0","0","0"
"905","25021","500000","2","951","220","0","0","0","0"
"1001","25021","500000","2","1011","1100","0","0","0","0"
"1101","25021","500000","2","1111","220","0","0","0","0"
"1102","25021","500000","2","1121","220","0","0","0","0"
"1103","25021","500000","2","1131","220","0","0","0","0"
"1104","25021","500000","2","1141","220","0","0","0","0"
"1105","25021","500000","2","1151","220","0","0","0","0"
"1201","25021","500000","2","1211","220","0","0","0","0"
"1202","25021","500000","2","1221","220","0","0","0","0"
"1203","25021","500000","2","1231","220","0","0","0","0"
"1204","25021","500000","2","1241","220","0","0","0","0"
"1205","25021","500000","2","1251","220","0","0","0","0"
"1301","25021","500000","2","1311","220","0","0","0","0"
"1302","25021","500000","2","1321","220","0","0","0","0"
"1303","25021","500000","2","1331","220","0","0","0","0"
"1304","25021","500000","2","1341","220","0","0","0","0"
"1305","25021","500000","2","1351","220","0","0","0","0"
"1401","25021","500000","2","1411","220","0","0","0","0"
"1402","25021","500000","2","1421","220","0","0","0","0"
"1403","25021","500000","2","1431","220","0","0","0","0"
"1404","25021","500000","2","1441","220","0","0","0","0"
"1405","25021","500000","2","1451","220","0","0","0","0"
"1501","25021","500000","2","1511","220","0","0","0","0"
"1502","25021","500000","2","1521","220","0","0","0","0"
"1503","25021","500000","2","1531","220","0","0","0","0"
"1504","25021","500000","2","1541","220","0","0","0","0"
"1505","25021","500000","2","1551","220","0","0","0","0"
"1601","25021","500000","2","1611","1100","0","0","0","0"
"1701","25021","500000","2","1711","1100","0","0","0","0"
"1801","25021","500000","2","1811","220","0","0","0","0"
"1802","25021","500000","2","1821","220","0","0","0","0"
"1803","25021","500000","2","1831","220","0","0","0","0"
"1804","25021","500000","2","1841","220","0","0","0","0"
"1805","25021","500000","2","1851","220","0","0","0","0"
"1901","25021","500000","2","1911","220","0","0","0","0"
"1902","25021","500000","2","1921","220","0","0","0","0"
"1903","25021","500000","2","1931","220","0","0","0","0"
"1904","25021","500000","2","1941","220","0","0","0","0"
"1905","25021","500000","2","1951","220","0","0","0","0"
"2001","25021","500000","2","2011","220","0","0","0","0"
"2002","25021","500000","2","2021","220","0","0","0","0"
"2003","25021","500000","2","2031","220","0","0","0","0"
"2004","25021","500000","2","2041","220","0","0","0","0"
"2005","25021","500000","2","2051","220","0","0","0","0"
"2101","25021","500000","2","2111","1100","0","0","0","0"
"2201","25021","500000","2","2211","220","0","0","0","0"
"2202","25021","500000","2","2221","220","0","0","0","0"
"2203","25021","500000","2","2231","220","0","0","0","0"
"2204","25021","500000","2","2241","220","0","0","0","0"
"2205","25021","500000","2","2251","220","0","0","0","0"
"2301","25021","500000","2","2311","220","0","0","0","0"
"2302","25021","500000","2","2321","220","0","0","0","0"
"2303","25021","500000","2","2331","220","0","0","0","0"
"2304","25021","500000","2","2341","220","0","0","0","0"
"2305","25021","500000","2","2351","220","0","0","0","0"
"2401","25021","500000","2","2411","220","0","0","0","0"
"2402","25021","500000","2","2421","220","0","0","0","0"
"2403","25021","500000","2","2431","220","0","0","0","0"
"2404","25021","500000","2","2441","220","0","0","0","0"
"2405","25021","500000","2","2451","220","0","0","0","0"
"2501","25021","500000","2","2511","220","0","0","0","0"
"2502","25021","500000","2","2521","220","0","0","0","0"
"2503","25021","500000","2","2531","220","0","0","0","0"
"2504","25021","500000","2","2541","220","0","0","0","0"
"2505","25021","500000","2","2551","220","0","0","0","0"
"2601","25021","510000","2","2611","470","0","0","0","0"
"2602","25021","510000","2","2621","470","0","0","0","0"
"2603","25021","510000","2","2631","470","0","0","0","0"
"2701","25021","510000","2","2711","280","0","0","0","0"
"2702","25021","510000","2","2721","280","0","0","0","0"
"2703","25021","510000","2","2731","280","0","0","0","0"
"2704","25021","510000","2","2741","280","0","0","0","0"
"2705","25021","510000","2","2751","280","0","0","0","0"
"2801","25021","510000","2","2811","280","0","0","0","0"
"2802","25021","510000","2","2821","280","0","0","0","0"
"2803","25021","510000","2","2831","280","0","0","0","0"
"2804","25021","510000","2","2841","280","0","0","0","0"
"2805","25021","510000","2","2851","280","0","0","0","0"
"2901","25021","510000","2","2911","280","0","0","0","0"
"2902","25021","510000","2","2921","280","0","0","0","0"
"2903","25021","510000","2","2931","280","0","0","0","0"
"2904","25021","510000","2","2941","280","0","0","0","0"
"2905","25021","510000","2","2951","280","0","0","0","0"
"3001","25021","510000","2","3011","280","0","0","0","0"
"3002","25021","510000","2","3021","280","0","0","0","0"
"3003","25021","510000","2","3031","280","0","0","0","0"
"3004","25021","510000","2","3041","280","0","0","0","0"
"3005","25021","510000","2","3051","280","0","0","0","0"
"3101","25021","510000","2","3111","280","0","0","0","0"
"3102","25021","510000","2","3121","280","0","0","0","0"
"3103","25021","510000","2","3131","280","0","0","0","0"
"3104","25021","510000","2","3141","280","0","0","0","0"
"3105","25021","510000","2","3151","280","0","0","0","0"
"3201","25021","510000","2","3211","280","0","0","0","0"
"3202","25021","510000","2","3221","280","0","0","0","0"
"3203","25021","510000","2","3231","280","0","0","0","0"
"3204","25021","510000","2","3241","280","0","0","0","0"
"3205","25021","510000","2","3251","280","0","0","0","0"
"3301","25021","510000","2","3311","280","0","0","0","0"
"3302","25021","510000","2","3321","280","0","0","0","0"
"3303","25021","510000","2","3331","280","0","0","0","0"
"3304","25021","510000","2","3341","280","0","0","0","0"
"3305","25021","510000","2","3351","280","0","0","0","0"
"3401","25021","510000","2","3411","280","0","0","0","0"
"3402","25021","510000","2","3421","280","0","0","0","0"
"3403","25021","510000","2","3431","280","0","0","0","0"
"3404","25021","510000","2","3441","280","0","0","0","0"
"3405","25021","510000","2","3451","280","0","0","0","0"
"3501","25021","510000","2","3511","280","0","0","0","0"
"3502","25021","510000","2","3521","280","0","0","0","0"
"3503","25021","510000","2","3531","280","0","0","0","0"
"3504","25021","510000","2","3541","280","0","0","0","0"
"3505","25021","510000","2","3551","280","0","0","0","0"
"3601","25021","510000","2","3611","280","0","0","0","0"
"3602","25021","510000","2","3621","280","0","0","0","0"
"3603","25021","510000","2","3631","280","0","0","0","0"
"3604","25021","510000","2","3641","280","0","0","0","0"
"3605","25021","510000","2","3651","280","0","0","0","0"
"3701","25021","510000","2","3711","280","0","0","0","0"
"3702","25021","510000","2","3721","280","0","0","0","0"
"3703","25021","510000","2","3731","280","0","0","0","0"
"3704","25021","510000","2","3741","280","0","0","0","0"
"3705","25021","510000","2","3751","280","0","0","0","0"
"3801","25021","510000","2","3811","280","0","0","0","0"
"3802","25021","510000","2","3821","280","0","0","0","0"
"3803","25021","510000","2","3831","280","0","0","0","0"
"3804","25021","510000","2","3841","280","0","0","0","0"
"3805","25021","510000","2","3851","280","0","0","0","0"
"3901","25021","510000","2","3911","280","0","0","0","0"
"3902","25021","510000","2","3921","280","0","0","0","0"
"3903","25021","510000","2","3931","280","0","0","0","0"
"3904","25021","510000","2","3941","280","0","0","0","0"
"3905","25021","510000","2","3951","280","0","0","0","0"
"4001","25021","510000","2","4011","280","0","0","0","0"
"4002","25021","510000","2","4021","280","0","0","0","0"
"4003","25021","510000","2","4031","280","0","0","0","0"
"4004","25021","510000","2","4041","280","0","0","0","0"
"4005","25021","510000","2","4051","280","0","0","0","0"
"4101","25021","510000","2","4111","280","0","0","0","0"
"4102","25021","510000","2","4121","280","0","0","0","0"
"4103","25021","510000","2","4131","280","0","0","0","0"
"4104","25021","510000","2","4141","280","0","0","0","0"
"4105","25021","510000","2","4151","280","0","0","0","0"
"4201","25021","510000","2","4211","280","0","0","0","0"
"4202","25021","510000","2","4221","280","0","0","0","0"
"4203","25021","510000","2","4231","280","0","0","0","0"
"4204","25021","510000","2","4241","280","0","0","0","0"
"4205","25021","510000","2","4251","280","0","0","0","0"
"4301","25021","510000","2","4311","280","0","0","0","0"
"4302","25021","510000","2","4321","280","0","0","0","0"
"4303","25021","510000","2","4331","280","0","0","0","0"
"4304","25021","510000","2","4341","280","0","0","0","0"
"4305","25021","510000","2","4351","280","0","0","0","0"
"4401","25021","510000","2","4411","280","0","0","0","0"
"4402","25021","510000","2","4421","280","0","0","0","0"
"4403","25021","510000","2","4431","280","0","0","0","0"
"4404","25021","510000","2","4441","280","0","0","0","0"
"4405","25021","510000","2","4451","280","0","0","0","0"
"4501","25021","510000","2","4511","280","0","0","0","0"
"4502","25021","510000","2","4521","280","0","0","0","0"
"4503","25021","510000","2","4531","280","0","0","0","0"
"4504","25021","510000","2","4541","280","0","0","0","0"
"4505","25021","510000","2","4551","280","0","0","0","0"
"4601","25021","510000","2","4611","280","0","0","0","0"
"4602","25021","510000","2","4621","280","0","0","0","0"
"4603","25021","510000","2","4631","280","0","0","0","0"
"4604","25021","510000","2","4641","280","0","0","0","0"
"4605","25021","510000","2","4651","280","0","0","0","0"
"4701","25021","510000","2","4711","280","0","0","0","0"
"4702","25021","510000","2","4721","280","0","0","0","0"
"4703","25021","510000","2","4731","280","0","0","0","0"
"4704","25021","510000","2","4741","280","0","0","0","0"
"4705","25021","510000","2","4751","280","0","0","0","0"
"4801","25021","510000","2","4811","280","0","0","0","0"
"4802","25021","510000","2","4821","280","0","0","0","0"
"4803","25021","510000","2","4831","280","0","0","0","0"
"4804","25021","510000","2","4841","280","0","0","0","0"
"4805","25021","510000","2","4851","280","0","0","0","0"
"4901","25021","510000","2","4911","280","0","0","0","0"
"4902","25021","510000","2","4921","280","0","0","0","0"
"4903","25021","510000","2","4931","280","0","0","0","0"
"4904","25021","510000","2","4941","280","0","0","0","0"
"4905","25021","510000","2","4951","280","0","0","0","0"
"5001","25021","510000","2","5011","280","0","0","0","0"
"5002","25021","510000","2","5021","280","0","0","0","0"
"5003","25021","510000","2","5031","280","0","0","0","0"
"5004","25021","510000","2","5041","280","0","0","0","0"
"5005","25021","510000","2","5051","280","0","0","0","0"
"5101","25021","510000","2","5111","280","0","0","0","0"
"5102","25021","510000","2","5121","280","0","0","0","0"
"5103","25021","510000","2","5131","280","0","0","0","0"
"5104","25021","510000","2","5141","280","0","0","0","0"
"5105","25021","510000","2","5151","280","0","0","0","0"
"5201","25021","510000","2","5211","280","0","0","0","0"
"5202","25021","510000","2","5221","280","0","0","0","0"
"5203","25021","510000","2","5231","280","0","0","0","0"
"5204","25021","510000","2","5241","280","0","0","0","0"
"5205","25021","510000","2","5251","280","0","0","0","0"
"5301","25021","510000","2","5311","280","0","0","0","0"
"5302","25021","510000","2","5321","280","0","0","0","0"
"5303","25021","510000","2","5331","280","0","0","0","0"
"5304","25021","510000","2","5341","280","0","0","0","0"
"5305","25021","510000","2","5351","280","0","0","0","0"
"5401","25021","520000","2","5411","640","0","0","0","0"
"5402","25021","520000","2","5421","640","0","0","0","0"
"5403","25021","520000","2","5431","640","0","0","0","0"
"5501","25021","520000","2","5511","380","0","0","0","0"
"5502","25021","520000","2","5521","380","0","0","0","0"
"5503","25021","520000","2","5531","380","0","0","0","0"
"5504","25021","520000","2","5541","380","0","0","0","0"
"5505","25021","520000","2","5551","380","0","0","0","0"
"5601","25021","520000","2","5611","950","0","0","0","0"
"5602","25021","520000","2","5621","950","0","0","0","0"
"5701","25021","520000","2","5711","380","0","0","0","0"
"5702","25021","520000","2","5721","380","0","0","0","0"
"5703","25021","520000","2","5731","380","0","0","0","0"
