acde23cea0c517f044b3e890c767d3c857434ba9eaa8bde650144453b9338c96,6b127410f07c269747b6fc6ef204aae08a5924b1747681e2054150224ed3ae88,6fd66e4002f49ee4d33b51fb388135255f96411d14b12901f8973badb7b5f3f2,449d10b8e596430ad9e97e4ad837d3e8acd9459c984549e1afaa2c2e1c4e7de8,4fb5d8a699687d7d588dc95a5b8cd72bc6af4aecc04ebe84ef648ac64e9b0826,1fdee62d6fe38a189053e6844f96d55faa67e522014f8308634a11b7f0ca56cb,05e10bb0eb03ba21d85523f3b9f4d7e55d5c7c05d497aa846b086df46d98c7e8,3f0528ceb295b84fbf72d415a427d3eaa7319483fd72c96f1e0f67b69cf40721,e274ce938b75494ed4bf180085576780d13386b687e310029eb013b56c1dd2c0,6c1131ddd4161b4b9662ba7f8d5726866571dc86e6fc109d81ac85e1ce943629,be17ef11682e9911477d99fc7e130f994d36aee259f13b86d28769105d4e79d7,f364d7d6d6200430e256dd01d7c7be62b43335e8e0b5b3c7e69a04444db4f172
"0","1","2","11041","1","0","4","0","104","101","0","0"
"0","2","3","10141","2","0","2","0","14","201","1","0"
"0","3","2","11031","3","0","2","0","103","301","2","0"
"0","4","1","11021","4","0","1","0","102","401","3","0"
"0","5","2","11041","5","0","4","0","104","501","4","0"
"0","6","3","10011","6","0","1","0","1","601","5","0"
"0","7","4","11011","7","0","3","0","101","701","6","0"
"0","8","3","11001","8","0","1","0","100","801","7","0"
"0","9","2","11041","9","0","4","0","104","901","8","0"
"0","10","3","10011","10","0","2","0","1","1001","9","0"
"0","11","4","10511","11","0","1","0","51","1101","10","0"
"0","12","3","10521","12","0","2","0","52","1201","11","0"
"0","13","2","11041","13","0","4","0","104","1301","12","0"
"0","14","1","11031","14","0","1","0","103","1401","13","0"
"0","15","2","11021","15","0","1","0","102","1501","14","0"
"0","16","3","10011","16","0","1","0","1","1601","15","0"
"0","17","2","11041","17","0","4","0","104","1701","16","0"
"0","18","3","10501","18","0","2","0","50","1801","17","0"
"0","19","4","11011","19","0","3","0","101","1901","18","0"
"0","20","3","11001","20","0","2","0","100","2001","19","0"
"0","21","2","11041","21","0","4","0","104","2101","20","0"
"0","22","1","10011","22","0","3","0","1","2201","21","0"
"0","23","3","11001","23","0","2","0","100","2301","22","0"
"0","24","2","11011","24","0","2","0","101","2401","23","0"
"0","25","3","11041","25","0","4","0","104","2501","24","0"
"0","26","4","10501","26","0","3","0","50","2601","25","0"
"0","27","3","10521","27","0","3","0","52","2701","26","0"
"0","28","1","10501","28","0","1","0","50","2801","27","0"
"0","29","2","11041","29","0","4","0","104","2901","28","0"
"0","30","1","10511","30","0","3","0","51","3001","29","0"
"0","31","2","11001","31","0","2","0","100","3101","30","0"
"0","32","3","11011","32","0","1","0","101","3201","31","0"
"0","33","4","11041","33","0","4","0","104","3301","32","0"
"0","34","3","11001","34","0","3","0","100","3401","33","0"
"0","35","2","11041","35","0","4","0","104","3501","34","0"
"0","36","3","11031","36","0","2","0","103","3601","35","0"
"0","37","2","11021","37","0","1","0","102","3701","36","0"
"0","38","1","10501","38","0","2","0","50","3801","37","0"
"0","39","3","11021","39","0","3","0","102","3901","38","0"
"0","40","4","11041","40","0","4","0","104","4001","39","0"
"0","41","3","11001","41","0","1","0","100","4101","40","0"
"0","42","2","10521","42","0","3","0","52","4201","41","0"
"0","43","1","11041","43","0","4","0","104","4301","42","0"
"0","44","2","11031","44","0","1","0","103","4401","43","0"
"0","45","1","11041","45","0","4","0","104","4501","44","0"
"0","46","3","11011","46","0","3","0","101","4601","45","0"
"0","47","4","11021","47","0","1","0","102","4701","46","0"
"0","48","2","11041","48","0","4","0","104","4801","47","0"
"0","49","3","11031","49","0","2","0","103","4901","48","0"
"0","50","2","11041","50","0","4","0","104","5001","49","0"
"0","51","1","11011","51","0","2","0","101","5101","50","0"
"0","52","2","11021","52","0","3","0","102","5201","51","0"
"0","53","3","11041","53","0","4","0","104","5301","52","0"
"0","54","4","10521","54","0","1","0","52","5401","53","0"
"0","55","3","11031","55","0","3","0","103","5501","54","0"
"0","56","4","11041","56","0","4","0","104","5601","55","0"
"0","57","2","11001","57","0","1","0","100","5701","56","0"
"0","58","3","11011","58","0","3","0","101","5801","57","0"
"0","59","4","11031","59","0","2","0","103","5901","58","0"
"0","60","3","11041","60","0","4","0","104","6001","59","0"
"0","61","1","11021","61","0","1","0","102","6101","60","0"
"0","62","2","10501","62","0","3","0","50","6201","61","0"
"0","63","1","11041","63","0","4","0","104","6301","62","0"
"0","64","2","11031","64","0","2","0","103","6401","63","0"
"0","65","3","11021","65","0","1","0","102","6501","64","0"
"0","66","2","11041","66","0","4","0","104","6601","65","0"
"0","67","3","10521","67","0","1","0","52","6701","66","0"
"0","68","2","11021","68","0","2","0","102","6801","67","0"
"0","69","4","11041","69","0","4","0","104","6901","68","0"
"0","70","3","11031","70","0","2","0","103","7001","69","0"
"0","71","2","11011","71","0","3","0","101","7101","70","0"
"0","72","3","11001","72","0","2","0","100","7201","71","0"
"0","73","1","11041","73","0","4","0","104","7301","72","0"
"0","74","1","11031","74","0","1","0","103","7401","73","0"
"0","75","3","11021","75","0","3","0","102","7501","74","0"
"0","76","4","10501","76","0","1","0","50","7601","75","0"
"0","77","3","11041","77","0","4","0","104","7701","76","0"
"0","78","2","11011","78","0","2","0","101","7801","77","0"
"0","79","3","11001","79","0","3","0","100","7901","78","0"
"0","80","2","11041","80","0","4","0","104","8001","79","0"
"0","81","1","10521","81","0","3","0","52","8101","80","0"
"0","82","2","11011","82","0","1","0","101","8201","81","0"
"0","83","4","10501","83","0","3","0","50","8301","82","0"
"0","84","3","11031","84","0","1","0","103","8401","83","0"
"0","85","2","11041","85","0","4","0","104","8501","84","0"
"0","86","3","11001","86","0","2","0","100","8601","85","0"
"0","87","2","11021","87","0","2","0","102","8701","86","0"
"0","88","1","11031","88","0","2","0","103","8801","87","0"
"0","89","3","11041","89","0","4","0","104","8901","88","0"
"0","90","2","11021","90","0","1","0","102","9001","89","0"
"0","91","3","11041","91","0","4","0","104","9101","90","0"
"0","92","4","10501","92","0","3","0","50","9201","91","0"
"0","93","3","11041","93","0","4","0","104","9301","92","0"
"0","94","2","11021","94","0","1","0","102","9401","93","0"
"0","95","2","11031","95","0","2","0","103","9501","94","0"
"0","96","3","11041","96","0","4","0","104","9601","95","0"
"0","97","2","11041","97","0","4","0","104","9701","96","0"
"0","98","2","11011","98","0","2","0","101","9801","97","0"
"0","99","3","11041","99","0","4","0","104","9901","98","0"
"0","100","1","11021","100","0","1","0","102","10001","99","0"
"0","101","3","11031","101","0","3","0","103","10101","100","0"
"0","102","4","11041","102","0","4","0","104","10201","101","0"
"0","103","2","10501","103","0","3","0","50","10301","102","0"
"0","104","3","11001","104","0","1","0","100","10401","103","0"
"0","105","4","11041","105","0","4","0","104","10501","104","0"
"0","106","2","11031","106","0","2","0","103","10601","105","0"
"0","107","1","11041","107","0","4","0","104","10701","106","0"
"0","108","3","11031","108","0","2","0","103","10801","107","0"
"0","109","3","11001","109","0","3","0","100","10901","108","0"
"0","110","1","11041","110","0","4","0","104","11001","109","0"
"0","111","2","11011","111","0","3","0","101","11101","110","0"
"0","112","4","11041","112","0","4","0","104","11201","111","0"
"0","113","3","11021","113","0","1","0","102","11301","112","0"
