2e87075fa29729ed48cc7e9897d0b35ad13d19abdac1b119296b9024df2575ac,6621c3cd4beb520b1bc62eb9c3d14400a0194fba12ad10324502780c3753e753,442b80c55de8d58e243404ea88661612ecb7c4841423bd0b583ca07c4a7974e4,3f970a6b63ff3083e2a7bc2d58ff40668f58612963fa36ba178ca174a4b78b9d,a92002fc5e86aa3b7ef6dc78e9cf0815d720a1d521b4e3fc8a52541ed15462b8,a664d5138c1625784f1460329fc8040ce6d5d84d58309b1458c320d2b4fe8a04,3b58ddf5b4c6bdfeaa63cdf786ddf8c147ec1765d61512917a3b5c62d24b009c,6aa2d5c654924149ad7dfc30401bbb19a34cd65a09059afb46213ae12f9da142,fafcca9d25ebbe29b385d09f1f2f0f0dabaaa0de66cd86c0410c7d041bdc1bed,f884e98c75983ee9f3d9052fbc36d94591c2fb1043617d019954d3dfc16b8d9c,2d4500f807f3a77f51c5d11360f93b4ffd0c19045a1f9d4dd0d59c5ef5bb749c,e1a731ba55f5faf491f65df905cf9f55dabe1299970d0c216026b876fa41790d
"1","190804","新年を迎え、新たに始まる一日を\nおみくじで占ってみませんか？\n良い運勢であるほど、\n沢山のプレゼントが貰えますよ♪","1","0","0","","0","60000","カリン","1","1"
"0","0","今日の運勢は姫吉！　あらゆる運気が最大を示しています！　　　今なら「伝説の吸血鬼」をも従え、世界征服も夢じゃありません！","2","1","0","","0","60000","","1","2"
"0","0","今日の運勢は姫吉！　やること全てが最高潮！　やばいですね☆　ラッキーアイテムはおにぎり！　お腹一杯で幸せが続くでしょう！","2","1","0","","0","60000","","1","3"
"0","0","今日の運勢は姫吉！　その高い運気はまさにショーグンの如く！　その溢れる威光は人々を惹きつけ、皆の人気者間違いなしです！","2","1","0","","0","60000","","2","4"
"0","0","今日の運勢は大吉！　運気がどんどん高まっています！　　　　　何をやっても、最大効率で素晴らしい結果になりますよ♪","2","2","0","","0","60000","","1","5"
"0","0","今日の運勢は大吉！　なにをやっても上手くいって大活躍！　　　そんな素敵なあなたを見て、後ろから誰かが……クスクス♪","2","2","0","","0","60000","","1","6"
"0","0","今日の運勢は大吉！　運気が高く、何かに挑戦すると良い結果に！隠れた才能が引き出されそう！　目指せヒデサ……ではなく秀才！","2","2","0","","0","60000","","2","7"
"0","0","今日の運勢は中吉！　商売運が上がってきています！　　　　　　ラッキーアイテムはたいやき！　和菓子パワーで売上アップです！","2","3","0","","0","60000","","1","8"
"0","0","今日の運勢は中吉！　旅行運がぐんぐんと上昇中♪　　　　　　　もしかしたら、あの「マホマホ王国」にだって行けるかも♪","2","3","0","","0","60000","","1","9"
"0","0","今日の運勢は中吉！　仕事運が急上昇中です！　　　　　　　　　きっと「煉獄に舞う一陣の疾風」の如き活躍ができますよ！","2","3","0","","0","60000","","1","10"
"0","0","今日の運勢は中吉！　チャンスを待つと良い結果に！　　　　　　ラッキーアイテムのプリンを食べて、運を呼び込みましょう！","2","3","0","","0","60000","","1","11"
"0","0","今日の運勢は中吉！　運気が着々と上昇中！　　　　　　　　　　精霊の加護を受けたかの如く、色々な事がうまくいきますよ♪","2","3","0","","0","60000","","2","12"
"0","0","今日の運勢は小吉！　早朝に幸運の兆しあり！　　　　　　　　　もしかしたら、優しいお姉ちゃんが起こしにきてくれますよ♪","2","4","0","","0","60000","","1","13"
"0","0","今日の運勢は小吉！　運気上昇中ですが、上がるまでが要注意！　ラッキーアニマルは熊！　本当の家族のように守ってくれるかも♪","2","4","0","","0","60000","","1","14"
"0","0","今日の運勢は小吉！　外に出てゆっくり過ごすと運気が上昇！　　ラッキースポットは牧場。面白い出会いがありそうです♪","2","4","0","","0","60000","","1","15"
