18d60bf04153e70dd94b3a7a533af8e910eca4ff261ee104dd56b85d56d55807,a017fadaa851af80ce06d8e039907d65627adc9b453cf7a0437fd951b8b4fbe0,74c3701731da984756b999544feeb391567d339e46f288b4496fa80a15c7b7da,c6302a937f3c57f1a274a5fbc2f243312a39e87f85565558d25f0ed2705b0520,06a949da247a95e4630e4d2e5144ae6224fbf3ca7fc3c61fda23ab5aad298062,5443d14717fd707e6d711965b95e68820d74f971580cbe13242595b72e8626a5,f3ab9cbecf97163de77d832b8cfcb5f4c46895b1efad1bf798848f540ee72ab3,6b5b054bfd70a6b335d1f31d3ac4a7d9a3a2ba4d44e27d94277590cfb5e9850a,95a9fa50da58577092386486a327d2d22ae7876b19988fd26c836d9e7b6e113b,fca63991514458706085a23a3ef7a209a3b56c57be62c95ec87353e4b59d48a6,f145c169789075b90d111728da378ba4bca64d8b05b1598d112c85aa249e1c95,705905dd4177942241e1624848710aaf566e4e2ce94949d75415d185a00c02df,f5d7d74418892355aa80c642564f8df43d653cd6aeea39eaaf1727bc9fb65759,6b6ba9353e763f513fd462f88dd6fdd38f1d7da2dd80994dd57c2390c0f315f3,c81271db03c0b58203ae9497ef59ea39dba629ada1267de41c5855293f2cf446,27068b925de814752912229d51394984976bedfd76a789494f876cbe935fb835,eef418bc815924f09fd91ceff911c246021a948f4a423fb93035128f3135ecfb,7f5714586dfc631b515f2a5f13dc10a22860223d2a9332d54ab9918e77251900,3b2460f02cc1f081eb040e27b38132300db3cffd3fec2f53e3d8151e0b911799,d92248287c8248c513732a94a7004dc59c23201fd9581758007432f6be79c698,1d26174ac7b438827004985fc75406d32d57928961e8f429ec1f8ac253b767e1
"101011","アイアンブレード","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","剣"
"101071","キラーペンシル","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","短剣"
"101101","ウッドグリップ","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","ナックル"
"101131","狩人の弓","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","弓"
"101161","鋼の槍","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","槍"
"101191","片手斧","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","斧"
"101251","香木の杖","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","回復杖"
"101281","革のサロペット","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","軽装鎧"
"101371","旅立ちのローブ","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","魔法服"
"101401","木の盾","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","盾"
"101431","革のブーツ","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","靴"
"101521","おしゃれなベレー","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","魔法帽子"
"101551","やる気のブレスレット","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","攻撃アクセサリ"
"101581","御守りペンダント","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","防御アクセサリ"
"101611","気合のブレスレット","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","魔法アクセサリ"
"102011","ギアブレード","0","13","30","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","剣"
"102013","ブルーブラッド","0","27","60","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","剣"
"102014","オーロラの剣","1","27","0","0","2","0","0","0","0","0","0","0","0","1","0","0","0","0","剣"
"102041","クレセントソード","0","30","35","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","刀"
"102071","コマンドナイフ","0","13","0","5","2","0","0","0","0","0","0","0","0","0","0","0","0","0","短剣"
"102101","レザーナックル","0","27","0","10","2","0","0","0","0","0","0","0","0","0","0","0","0","0","ナックル"
"102131","クリスタルボウ","1","27","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","弓"
"102162","トライデント","0","12","0","0","2","0","0","0","0","0","0","0","0","1","0","0","0","0","槍"
"102163","フレイムスピア","0","20","0","0","2","0","0","0","0","0","0","0","0","3","0","0","0","0","槍"
"102191","メタルアックス","0","16","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","斧"
"102192","ハイメタルアックス","0","34","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","斧"
"102221","グリーンロッド","0","0","0","0","2","0","0","0","16","0","0","0","0","0","0","0","0","0","攻撃杖"
"102222","リトルドラゴンロッド","0","0","0","0","2","0","0","0","34","0","0","0","0","0","0","0","0","0","攻撃杖"
"102251","医者いらずの杖","1","0","0","0","2","0","0","0","13","0","0","0","0","0","0","0","0","0","回復杖"
"102252","ユニコーンの慈愛","1","0","0","0","2","0","0","0","27","0","0","0","0","0","0","0","0","0","回復杖"
"102281","智慧の衣","0","5","90","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","軽装鎧"
"102282","ライトプレート","1","7","150","0","2","0","0","0","0","0","0","0","0","1","0","0","0","0","軽装鎧"
"102311","スケイルメイル","0","0","95","0","2","0","0","0","0","0","0","0","0","1","0","0","0","0","重装鎧"
"102312","ハイメタルプレート","1","0","180","0","2","0","0","0","0","0","0","0","0","2","0","0","0","0","重装鎧"
"102341","フォークロアクロース","0","6","90","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","服"
"102342","忍び装束","1","7","120","0","2","0","0","0","0","110","0","0","0","1","0","0","0","0","服"
"102371","春色ローブ","1","0","65","0","2","0","0","0","4","0","0","0","0","0","0","0","0","0","魔法服"
"102372","ノルディックローブ","2","0","120","0","2","0","0","0","7","0","0","0","0","1","0","0","0","0","魔法服"
"102401","タワーシールド","0","7","135","0","2","0","0","0","0","0","0","0","0","3","0","0","0","0","盾"
"102431","クラウンブーツ","0","2","30","0","2","0","0","0","0","0","0","0","0","1","0","1","0","0","靴"
"102432","ハンティングブーツ","1","3","60","0","2","0","0","0","0","0","0","0","0","2","0","2","0","0","靴"
"102461","ウィッチブーツ","1","0","30","0","2","0","0","0","8","0","0","0","0","0","0","0","0","0","魔法靴"
"102491","かわいいキャスケット","0","3","90","0","2","0","0","0","0","0","0","0","0","1","0","0","0","0","兜"
"102493","レギオンヘルム","1","0","90","0","2","0","0","0","0","0","0","0","0","1","0","0","0","0","兜"
"102521","修道女のフード","3","0","0","0","2","10","0","0","7","0","0","0","0","1","0","0","0","0","魔法帽子"
"102551","勇気の宝珠","0","11","0","5","2","0","0","0","0","30","0","0","0","0","0","0","0","0","攻撃アクセサリ"
"102552","スパイクバングル","0","20","0","10","2","5","0","0","0","0","0","0","0","1","0","0","0","0","攻撃アクセサリ"
"102581","仁愛の宝珠","1","0","55","0","2","0","0","0","0","25","0","0","0","1","0","0","0","0","防御アクセサリ"
"102582","勝利のミサンガ","2","0","120","0","2","0","0","0","0","0","0","0","0","2","0","0","0","0","防御アクセサリ"
"102611","マジックグラス","1","0","0","0","2","0","0","0","11","0","0","0","0","0","0","0","0","0","魔法アクセサリ"
"102612","智慧の宝珠","0","0","0","5","2","0","0","0","10","25","0","0","0","0","0","0","0","0","魔法アクセサリ"
"102613","マジックモノクル","2","0","0","0","2","0","0","0","24","0","0","0","0","0","0","0","0","0","魔法アクセサリ"
"102614","文様の腕輪","1","0","0","10","2","0","0","0","20","0","0","0","0","0","0","0","0","0","魔法アクセサリ"
"103011","煌めきの剣","0","13.4","30","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","剣"
"103012","竜紋剣","0","17.7","38.4","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","剣"
"103013","フェザーブレード","0","20.4","45","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","剣"
"103041","月光刀","0","19.4","21.7","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","刀"
"103042","雷神刀","0","22.7","25","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","刀"
"103071","プラチナナイフ","0","13.4","0","5","3","0","0","0","0","0","0","0","0","0","0","0","0","0","短剣"
"103072","ヴァンパイアダガー","0","20.4","0","0","3","0","0","0","0","0","0","1","0","0","0","0","0","0","短剣"
"103101","ドラゴンズクロー","0","17.7","0","5","3","0","0","0","0","0","0","0","0","0","0","0","0","0","ナックル"
"103131","キューピッドの弓","1","17.7","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","弓"
"103132","デビルズボウ","1","20.4","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","弓"
"103161","騎士の誇り","0","11.7","0","0","3","0","0","0","0","0","0","0","0","1","0","0","0","0","槍"
"103162","アブソリュートスピア","0","15.4","0","0","3","0","0","0","0","0","0","0","0","1.7","0","0","0","0","槍"
"103191","ブルースフィアアックス","0","16.7","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","斧"
"103192","麗花の戦斧","0","22","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","斧"
"103193","稲妻の斧","0","25.7","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","斧"
"103221","ソーンブラッドロッド","0","0","0","0","3","0","0","0","16.7","0","0","0","0","0","0","0","0","0","攻撃杖"
"103222","デビルズホーン","0","0","0","0","3","0","0","0","25.7","0","0","0","0","0","0","0","0","0","攻撃杖"
"103251","天球の見守り","0.7","0","0","0","3","0","0","0","13.4","0","0","0","0","0","0","0","0","0","回復杖"
"103252","花蕾の杖","1","0","0","0","3","0","0","0","17.7","0","0","0","0","0","0","0","0","0","回復杖"
"103281","ファッションアーマー","0.4","3.7","81.7","0","3","0","0","0","0","0","0","0","0","0.4","0","0","0","0","軽装鎧"
"103282","バトリングドレス","0.7","5","108.4","0","3","0","0","0","0","0","0","0","0","0.7","0","0","0","0","軽装鎧"
"103283","ヘビーメタルアーマー","0.7","5.7","126.7","0","3","0","0","0","0","0","0","0","0","0.7","0","0","0","0","軽装鎧"
"103311","ゴージャスアーマー","0.7","0","81.7","0","3","0","0","0","0","0","0","0","0","1","0","0","0","0","重装鎧"
"103341","ミルフィーユクロース","0.4","3.4","60","0","3","0","0","0","0","53.4","0","0","0","0.4","0","0","0","0","服"
