d9f612035cc200e10c83efd36c1c843065011fb733ea9eb45b8b152a020d743c,edfba87a1671000c884278255527e709ab849706c14716ae74b3e079cbb5ab34,f6253e49c945c4cdb88325349cb980edbefe282d479be9d03a45b598f552fbfd,06e01f1eff001813442b2d6cfbda205b6d43c71713c31d2da78ed42c00b6832d,5853124a022c5b54a14eb8a70b0a7da515c60dd9a7a9d091bf5c5ec646cc1299,3a12e172147b3c48af96272eacb089f6875efd3da9e19febc038155b853e021c,c7be000e6d3596fc9a01cf41292d3505cf8cf634e8a06dba842543884864849c,3a5d9929352f9a501258c92ce29c1b7801bddef97a0c29b40766260f1c94fb21,d70e49ec2ed6eeb9cfb3f2580bab73f3f2b6ada02521f469837ccbf2df187372,a5cd4db28e4ae34a1d04e1bf9b6fba4b7cbe0acecd5f15b123b82dcd1e16f04d,6cb05f36e506d2f6cc06d02757109f7c5be4d61d335379a0ea239dee2183164c,71d7c4ba0ba9b424d88a7d8ef11a4a1c71111d83ab075379d1da4b9b65403be1,73a18479fcd2d5191acd8990b38ec4684a41075087bcc9604a00e9bd7adf2423,de791cccd54556de791970dbcab1bf8920c4c48b04d5e44f441acbb22aee9974
"2018/03/06 05:00:00","34","1","0","-1","0","2000","0","0","30","103","1","2018/03/13 04:59:59","1"
"2018/03/06 05:00:00","44","1","0","-1","0","2000","0","0","40","103","1","2018/03/13 04:59:59","2"
"2018/03/13 05:00:00","45","1","0","-1","0","2000","0","0","40","104","1","2018/03/20 04:59:59","3"
"2018/03/20 05:00:00","31","1","0","-1","0","2000","0","0","30","101","1","2018/03/26 04:59:59","4"
"2018/03/20 05:00:00","41","1","0","-1","0","2000","0","0","40","101","1","2018/03/26 04:59:59","5"
"2018/03/26 05:00:00","32","1","0","-1","0","2000","0","0","30","102","1","2018/03/31 04:59:59","6"
"2018/03/26 05:00:00","42","1","0","-1","0","2000","0","0","40","102","1","2018/03/31 04:59:59","7"
"2018/03/31 05:00:00","34","1","0","-1","0","2000","0","0","30","103","1","2018/04/10 04:59:59","8"
"2018/03/31 05:00:00","44","1","0","-1","0","2000","0","0","40","103","1","2018/04/10 04:59:59","9"
"2018/04/10 05:00:00","45","1","0","-1","0","2000","0","0","40","104","1","2018/04/20 04:59:59","10"
"2018/04/20 05:00:00","31","1","0","-1","0","2000","0","0","30","101","1","2018/04/25 04:59:59","11"
"2018/04/20 05:00:00","41","1","0","-1","0","2000","0","0","40","101","1","2018/04/25 04:59:59","12"
"2018/04/25 05:00:00","32","1","0","-1","0","2000","0","0","30","102","1","2018/04/30 04:59:59","13"
"2018/04/25 05:00:00","42","1","0","-1","0","2000","0","0","40","102","1","2018/04/30 04:59:59","14"
"2018/04/30 05:00:00","34","1","0","-1","0","2000","0","0","30","103","1","2018/05/11 04:59:59","15"
"2018/04/30 05:00:00","44","1","0","-1","0","2000","0","0","40","103","1","2018/05/11 04:59:59","16"
"2018/05/11 05:00:00","45","1","0","-1","0","2000","0","0","40","104","1","2018/05/22 04:59:59","17"
"2018/05/22 05:00:00","31","1","0","-1","0","2000","0","0","30","101","1","2018/05/28 04:59:59","18"
"2018/05/22 05:00:00","41","1","0","-1","0","2000","0","0","40","101","1","2018/05/28 04:59:59","19"
"2018/05/28 05:00:00","32","1","0","-1","0","2000","0","0","30","102","1","2018/05/31 04:59:59","20"
"2018/05/28 05:00:00","42","1","0","-1","0","2000","0","0","40","102","1","2018/05/31 04:59:59","21"
"2018/05/31 05:00:00","34","1","0","-1","0","2000","0","0","30","103","1","2018/06/10 04:59:59","22"
"2018/05/31 05:00:00","44","1","0","-1","0","2000","0","0","40","103","1","2018/06/10 04:59:59","23"
"2018/06/10 05:00:00","45","1","0","-1","0","2000","0","0","40","104","1","2018/06/20 04:59:59","24"
"2018/06/20 05:00:00","31","1","0","-1","0","2000","0","0","30","101","1","2018/06/25 04:59:59","25"
"2018/06/20 05:00:00","41","1","0","-1","0","2000","0","0","40","101","1","2018/06/25 04:59:59","26"
"2018/06/25 05:00:00","32","1","0","-1","0","2000","0","0","30","102","1","2018/06/30 04:59:59","27"
"2018/06/25 05:00:00","42","1","0","-1","0","2000","0","0","40","102","1","2018/06/30 04:59:59","28"
"2018/06/30 05:00:00","34","1","0","-1","0","2000","0","0","30","103","1","2018/07/10 04:59:59","29"
"2018/06/30 05:00:00","44","1","0","-1","0","2000","0","0","40","103","1","2018/07/10 04:59:59","30"
"2018/07/10 05:00:00","45","1","0","-1","0","2000","0","0","40","104","1","2018/07/20 04:59:59","31"
"2018/07/20 05:00:00","31","1","0","-1","0","2000","0","0","30","101","1","2018/07/25 04:59:59","32"
"2018/07/20 05:00:00","41","1","0","-1","0","2000","0","0","40","101","1","2018/07/25 04:59:59","33"
"2018/07/25 05:00:00","32","1","0","-1","0","2000","0","0","30","102","1","2018/07/31 04:59:59","34"
"2018/07/25 05:00:00","42","1","0","-1","0","2000","0","0","40","102","1","2018/07/31 04:59:59","35"
"2018/07/31 05:00:00","34","1","0","-1","0","2000","0","0","30","103","1","2018/08/10 04:59:59","36"
"2018/07/31 05:00:00","44","1","0","-1","0","2000","0","0","40","103","1","2018/08/10 04:59:59","37"
"2018/08/10 05:00:00","45","1","0","-1","0","2000","0","0","40","104","1","2018/08/21 04:59:59","38"
"2018/08/15 05:00:00","34","1","0","-1","0","3000","0","0","30","103","1","2018/08/21 04:59:59","39"
"2018/08/15 05:00:00","44","1","0","-1","0","3000","0","0","40","103","1","2018/08/21 04:59:59","40"
"2018/08/21 05:00:00","31","1","0","-1","0","3000","0","0","30","101","1","2018/08/25 04:59:59","41"
"2018/08/21 05:00:00","41","1","0","-1","0","3000","0","0","40","101","1","2018/08/25 04:59:59","42"
"2018/08/25 05:00:00","32","1","0","-1","0","3000","0","0","30","102","1","2018/08/31 04:59:59","43"
"2018/08/25 05:00:00","42","1","0","-1","0","3000","0","0","40","102","1","2018/08/31 04:59:59","44"
"2018/08/31 05:00:00","34","1","0","-1","0","2000","0","0","30","103","1","2018/09/10 04:59:59","45"
"2018/08/31 05:00:00","44","1","0","-1","0","2000","0","0","40","103","1","2018/09/10 04:59:59","46"
"2018/09/10 05:00:00","45","1","0","-1","0","2000","0","0","40","104","1","2018/09/20 04:59:59","47"
"2018/09/20 05:00:00","31","1","0","-1","0","2000","0","0","30","101","1","2018/09/25 04:59:59","48"
"2018/09/20 05:00:00","41","1","0","-1","0","2000","0","0","40","101","1","2018/09/25 04:59:59","49"
"2018/09/25 05:00:00","32","1","0","-1","0","2000","0","0","30","102","1","2018/09/30 04:59:59","50"
"2018/09/25 05:00:00","42","1","0","-1","0","2000","0","0","40","102","1","2018/09/30 04:59:59","51"
"2018/09/30 05:00:00","34","1","0","-1","0","2000","0","0","30","103","1","2018/10/10 04:59:59","52"
"2018/09/30 05:00:00","44","1","0","-1","0","2000","0","0","40","103","1","2018/10/10 04:59:59","53"
"2018/10/10 05:00:00","45","1","0","-1","0","2000","0","0","40","104","1","2018/10/21 04:59:59","54"
"2018/10/21 05:00:00","31","1","0","-1","0","2000","0","0","30","101","1","2018/10/26 04:59:59","57"
"2018/10/21 05:00:00","41","1","0","-1","0","2000","0","0","40","101","1","2018/10/26 04:59:59","58"
"2018/10/26 05:00:00","32","1","0","-1","0","2000","0","0","30","102","1","2018/10/31 04:59:59","59"
"2018/10/26 05:00:00","42","1","0","-1","0","2000","0","0","40","102","1","2018/10/31 04:59:59","60"
"2018/10/31 05:00:00","34","1","0","-1","0","2000","0","0","30","103","1","2018/11/10 04:59:59","61"
