816ac6829cf30a4a58a40b0f794b94afe2f02e8c39f4360ffa0fed8e59c36e39,6013de9a14ee935df16ac0c4e459f2b19a6a584e1181f55d9203708c4d2ff983,a4a8760140b9d67a28474722a580a301f9142a104a911edb608c1f58eaeda3ef,a18ee0c1d3f33cc80478c671dfcaaca44d7ea4a2ef5dd4c0812a1a69e72b0e95,1ef3c36d60eebb79330d260536f684048b9874b4d607695e628c06682c57767e,33f3fcc75db49bcd331d60aada390ccb03338b506c18200e0bfccfb9f950a892
"10","10","1","1","2","500"
"20","10","1","1","3","500"
"30","10","1","1","4","500"
"40","10","1","1","5","500"
"50","10","1","1","6","500"
"60","10","1","1","7","500"
"70","10","1","1","8","500"
"80","10","1","1","9","500"
"90","10","1","1","10","500"
"105","15","1","1","11","500"
"120","15","1","1","12","500"
"135","15","1","1","13","500"
"150","15","1","1","14","500"
"165","15","1","1","15","500"
"180","15","1","1","16","500"
"195","15","1","1","17","500"
"210","15","1","1","18","500"
"225","15","1","1","19","500"
"240","15","1","1","20","500"
"265","25","1","1","21","500"
"290","25","1","1","22","500"
"315","25","1","1","23","500"
"340","25","1","1","24","500"
"365","25","1","1","25","500"
"390","25","1","1","26","500"
"415","25","1","1","27","500"
"440","25","1","1","28","500"
"465","25","1","1","29","500"
"490","25","1","1","30","500"
"530","40","1","2","31","500"
"570","40","1","2","32","500"
"610","40","1","2","33","500"
"650","40","1","2","34","500"
"690","40","1","2","35","500"
"730","40","1","2","36","500"
"770","40","1","2","37","500"
"810","40","1","2","38","500"
"850","40","1","2","39","500"
"890","40","1","2","40","500"
"940","50","1","2","41","500"
"990","50","1","2","42","500"
"1040","50","1","2","43","500"
"1090","50","1","2","44","500"
"1140","50","1","2","45","500"
"1190","50","1","2","46","500"
"1240","50","1","2","47","500"
"1290","50","1","2","48","500"
"1340","50","1","2","49","500"
"1390","50","1","2","50","500"
"1450","60","1","3","51","500"
"1510","60","1","3","52","500"
"1570","60","1","3","53","500"
"1630","60","1","3","54","500"
"1690","60","1","3","55","500"
"1750","60","1","3","56","500"
"1810","60","1","3","57","500"
"1870","60","1","3","58","500"
"1930","60","1","3","59","500"
"1990","60","1","3","60","500"
"2065","75","1","3","61","600"
"2140","75","1","3","62","600"
"2215","75","1","3","63","600"
"2290","75","1","3","64","600"
"2365","75","1","3","65","600"
"2440","75","1","3","66","600"
"2515","75","1","3","67","600"
"2590","75","1","3","68","600"
"2665","75","1","3","69","600"
"2740","75","1","3","70","600"
"2840","100","1","4","71","600"
"2940","100","1","4","72","600"
"3040","100","1","4","73","600"
"3140","100","1","4","74","600"
"3240","100","1","4","75","600"
"3340","100","1","4","76","600"
"3440","100","1","4","77","600"
"3540","100","1","4","78","600"
"3640","100","1","4","79","600"
"3740","100","1","4","80","600"
"3865","125","1","4","81","600"
"3990","125","1","4","82","600"
"4115","125","1","4","83","600"
"4240","125","1","4","84","600"
"4365","125","1","4","85","600"
"4490","125","1","4","86","600"
"4615","125","1","4","87","600"
"4740","125","1","4","88","600"
"4865","125","1","4","89","600"
"4990","125","1","4","90","600"
"5140","150","1","5","91","600"
"5290","150","1","5","92","600"
"5440","150","1","5","93","600"
"5590","150","1","5","94","600"
"5740","150","1","5","95","600"
"5890","150","1","5","96","600"
"6040","150","1","5","97","600"
"6190","150","1","5","98","600"
"6340","150","1","5","99","600"
"6490","150","1","5","100","600"
"6665","175","1","5","101","600"
"6840","175","1","5","102","600"
"7015","175","1","5","103","600"
"7190","175","1","5","104","600"
"7365","175","1","5","105","600"
"7540","175","1","5","106","600"
"7715","175","1","5","107","600"
"7890","175","1","5","108","600"
"8065","175","1","5","109","600"
"8240","175","1","5","110","600"
"8440","200","1","6","111","600"
"8640","200","1","6","112","600"
"8840","200","1","6","113","600"
"9040","200","1","6","114","600"
"9240","200","1","6","115","600"
"9440","200","1","6","116","600"
"9640","200","1","6","117","600"
"9840","200","1","6","118","600"
"10040","200","1","6","119","600"
"10240","200","1","6","120","600"
"10465","225","1","6","121","600"
"10690","225","1","6","122","600"
"10915","225","1","6","123","600"
"11140","225","1","6","124","600"
"11365","225","1","6","125","600"
"11590","225","1","6","126","600"
"11815","225","1","6","127","600"
"12040","225","1","6","128","600"
"12265","225","1","6","129","600"
"12490","225","1","6","130","600"
"12740","250","1","7","131","600"
"12990","250","1","7","132","600"
"13240","250","1","7","133","600"
"13490","250","1","7","134","600"
"13740","250","1","7","135","600"
"13990","250","1","7","136","600"
"14240","250","1","7","137","600"
"14490","250","1","7","138","600"
"14740","250","1","7","139","600"
"14990","250","1","7","140","600"
"15240","250","1","8","141","600"
"15490","250","1","8","142","600"
"15740","250","1","8","143","600"
"15990","250","1","8","144","600"
"16240","250","1","8","145","600"
"16490","250","1","8","146","600"
"16740","250","1","8","147","600"
"16990","250","1","8","148","600"
"17240","250","1","8","149","600"
"17490","250","1","8","150","600"
"17740","250","1","9","151","600"
"17990","250","1","9","152","600"
"18240","250","1","9","153","600"
"18490","250","1","9","154","600"
"18740","250","1","9","155","600"
"18990","250","1","9","156","600"
"19240","250","1","9","157","600"
"19490","250","1","9","158","600"
"19740","250","1","9","159","600"
"19990","250","1","9","160","600"
"20240","250","1","10","161","600"
"20490","250","1","10","162","600"
"20740","250","1","10","163","600"
"20990","250","1","10","164","600"
"21240","250","1","10","165","600"
"21490","250","1","10","166","600"
"21740","250","1","10","167","600"
"21990","250","1","10","168","600"
"22240","250","1","10","169","600"
"22490","250","1","10","170","600"
"22740","250","1","11","171","600"
"22990","250","1","11","172","600"
"23240","250","1","11","173","600"
"23490","250","1","11","174","600"
"23740","250","1","11","175","600"
"23990","250","1","11","176","600"
"24240","250","1","11","177","600"
"24490","250","1","11","178","600"
"24740","250","1","11","179","600"
"24990","250","1","11","180","600"
"25240","250","1","12","181","600"
"25490","250","1","12","182","600"
"25740","250","1","12","183","600"
"25990","250","1","12","184","600"
"26240","250","1","12","185","600"
"26490","250","1","12","186","600"
"26740","250","1","12","187","600"
"26990","250","1","12","188","600"
"27240","250","1","12","189","600"
"27490","250","1","12","190","600"
"27740","250","1","13","191","600"
"27990","250","1","13","192","600"
"28240","250","1","13","193","600"
"28490","250","1","13","194","600"
"28740","250","1","13","195","600"
"28990","250","1","13","196","600"
"29240","250","1","13","197","600"
"29490","250","1","13","198","600"
"29740","250","1","13","199","600"
"29990","250","1","13","200","600"
"30240","250","1","14","201","600"
"30490","250","1","14","202","600"
"30740","250","1","14","203","600"
"30990","250","1","14","204","600"
"31240","250","1","14","205","600"
"31490","250","1","14","206","600"
"31740","250","1","14","207","600"
"31990","250","1","14","208","600"
"32240","250","1","14","209","600"
"32490","250","1","14","210","600"
"32740","250","1","15","211","680"
"32990","250","1","15","212","680"
"33240","250","1","15","213","680"
"33490","250","1","15","214","680"
"33740","250","1","15","215","680"
"33990","250","1","15","216","680"
"34240","250","1","15","217","680"
"34490","250","1","15","218","680"
"34740","250","1","15","219","680"
"34990","250","1","15","220","680"
"35240","250","1","16","221","680"
"35490","250","1","16","222","680"
"35740","250","1","16","223","680"
"35990","250","1","16","224","680"
"36240","250","1","16","225","680"
"36490","250","1","16","226","680"
"36740","250","1","16","227","680"
"36990","250","1","16","228","680"
"37240","250","1","16","229","680"
"37490","250","1","16","230","680"
"37740","250","1","17","231","680"
"37990","250","1","17","232","680"
"38240","250","1","17","233","680"
"38490","250","1","17","234","680"
"38740","250","1","17","235","680"
"38990","250","1","17","236","680"
"39240","250","1","17","237","680"
"39490","250","1","17","238","680"
"39740","250","1","17","239","680"
"39990","250","1","17","240","680"
"40240","250","1","18","241","680"
"40490","250","1","18","242","680"
"40740","250","1","18","243","680"
"40990","250","1","18","244","680"
"41240","250","1","18","245","680"
"41490","250","1","18","246","680"
"41740","250","1","18","247","680"
"41990","250","1","18","248","680"
"42240","250","1","18","249","680"
"42490","250","1","18","250","680"
"42740","250","1","19","251","680"
"42990","250","1","19","252","680"
"43240","250","1","19","253","680"
"43490","250","1","19","254","680"
"43740","250","1","19","255","680"
"43990","250","1","19","256","680"
"44240","250","1","19","257","680"
"44490","250","1","19","258","680"
"44740","250","1","19","259","680"
"44990","250","1","19","260","680"
"45240","250","1","20","261","680"
"45490","250","1","20","262","680"
"45740","250","1","20","263","680"
"45990","250","1","20","264","680"
"46240","250","1","20","265","680"
"46490","250","1","20","266","680"
"46740","250","1","20","267","680"
"46990","250","1","20","268","680"
"47240","250","1","20","269","680"
"47490","250","1","20","270","680"
"47740","250","1","21","271","680"
"47990","250","1","21","272","680"
"48240","250","1","21","273","680"
"48490","250","1","21","274","680"
"48740","250","1","21","275","680"
"48990","250","1","21","276","680"
"49240","250","1","21","277","680"
"49490","250","1","21","278","680"
"49740","250","1","21","279","680"
"49990","250","1","21","280","680"
"50240","250","1","22","281","680"
"50490","250","1","22","282","680"
"50740","250","1","22","283","680"
"50990","250","1","22","284","680"
"51240","250","1","22","285","680"
"51490","250","1","22","286","680"
"51740","250","1","22","287","680"
"51990","250","1","22","288","680"
"52240","250","1","22","289","680"
"52490","250","1","22","290","680"
"52740","250","1","23","291","680"
"52990","250","1","23","292","680"
"53240","250","1","23","293","680"
"53490","250","1","23","294","680"
"53740","250","1","23","295","680"
"53990","250","1","23","296","680"
"54240","250","1","23","297","680"
"54490","250","1","23","298","680"
"54740","250","1","23","299","680"
"54990","250","1","23","300","680"
"55240","250","1","24","301","680"
"55490","250","1","24","302","680"
"55740","250","1","24","303","680"
"55990","250","1","24","304","680"
"56240","250","1","24","305","680"
"56490","250","1","24","306","680"
"56740","250","1","24","307","680"
"56990","250","1","24","308","680"
"57240","250","1","24","309","680"
"57490","250","1","24","310","680"
"57740","250","1","25","311","680"
"57990","250","1","25","312","680"
"58240","250","1","25","313","680"
"58490","250","1","25","314","680"
"58740","250","1","25","315","680"
"58990","250","1","25","316","680"
"59240","250","1","25","317","680"
"59490","250","1","25","318","680"
"59740","250","1","25","319","680"
"59990","250","1","25","320","680"
"60240","250","1","26","321","680"
"60490","250","1","26","322","680"
"60740","250","1","26","323","680"
"60990","250","1","26","324","680"
"61240","250","1","26","325","680"
"61490","250","1","26","326","680"
"61740","250","1","26","327","680"
"61990","250","1","26","328","680"
"62240","250","1","26","329","680"
"62490","250","1","26","330","680"
"62740","250","1","27","331","680"
"62990","250","1","27","332","680"
"63240","250","1","27","333","680"
"63490","250","1","27","334","680"
"63740","250","1","27","335","680"
"63990","250","1","27","336","680"
"64240","250","1","27","337","680"
"64490","250","1","27","338","680"
"64740","250","1","27","339","680"
"64990","250","1","27","340","680"
"65240","250","1","28","341","680"
"65490","250","1","28","342","680"
"65740","250","1","28","343","680"
"65990","250","1","28","344","680"
"66240","250","1","28","345","680"
"66490","250","1","28","346","680"
"66740","250","1","28","347","680"
"66990","250","1","28","348","680"
"67240","250","1","28","349","680"
"67490","250","1","28","350","680"
"67740","250","1","29","351","680"
"67990","250","1","29","352","680"
"68240","250","1","29","353","680"
"68490","250","1","29","354","680"
"68740","250","1","29","355","680"
"68990","250","1","29","356","680"
"69240","250","1","29","357","680"
"69490","250","1","29","358","680"
"69740","250","1","29","359","680"
"69990","250","1","29","360","680"
"70265","275","1","30","361","760"
"70540","275","1","30","362","760"
"70815","275","1","30","363","760"
"71090","275","1","30","364","760"
"71365","275","1","30","365","760"
"71640","275","1","30","366","760"
"71915","275","1","30","367","760"
"72190","275","1","30","368","760"
"72465","275","1","30","369","760"
"72740","275","1","30","370","760"
"50","50","2","1","0","200000"
"60","10","2","1","1","500000"
"75","15","2","1","2","500000"
"95","20","2","1","3","500000"
"120","25","2","1","4","500000"
"150","30","2","1","5","500000"
