0274b9e53e2a23a722a9dc34740aa8927fbf77ecf3575beaca70dbe7efd481da,2f3ec19d106b95f0f6531763a525aac2da3317bffd829c68bf7c9ca5f852fef1,4a94c67a129b16d88a84a781bbb1645fd55e965c294a9c1248a47d5bd836697d,ad7708e984530ead1b0eca0a2aa8cc0e4937772e5a9fbe1fa8f2ea171d5541dc,b53658fe41e9d57307fb2f30d27bc8aef1118147f83bb98bb392cdb5260b73e9,f93c7918f022d8d3871fb44d83843f0846eab717e85fd175dcc2ce221b3739b6,64b9cb14e7865a3862f673a8446866b866afe9f31c5ae2e7a42429a5ee021b87,f7c4b734cdfce4c4bf5f9b990e865994296d7c217027fa99185762f2ef34003c,8e47ac7b3211e808625e29da69ecb9151c43b7bd5b63cd78a1d304661c1f7dfb,ec35b66e391ab85c8d4689c58ac7845fefd69370938a9cae57327bfc9278415a
"90001","90043","12000","30000","10000","0","0","1","10","1"
"90002","90047","24000","30000","10000","0","0","2","20","2"
"90002","90047","24000","30000","10000","0","0","3","20","3"
"90002","90047","24000","30000","10000","0","0","4","20","4"
"90002","90047","24000","30000","10000","0","0","5","20","5"
"90002","90047","24000","30000","10000","0","0","6","20","6"
"90002","90047","24000","30000","10000","0","0","7","20","7"
"90002","90047","24000","30000","10000","0","0","8","20","8"
"90002","90047","24000","30000","10000","0","0","9","20","9"
"90002","90047","24000","30000","10000","1","0","10","20","10"
"90003","90051","48000","30000","10000","2","90011","11","40","11"
"90003","90051","48000","30000","10000","3","90011","12","40","12"
"90003","90051","48000","30000","10000","4","90011","13","40","13"
"90003","90051","48000","30000","10000","5","90011","14","40","14"
"90003","90051","48000","30000","10000","6","90011","15","40","15"
"90003","90051","48000","30000","10000","7","90011","16","40","16"
"90003","90051","48000","30000","10000","8","90011","17","40","17"
"90003","90051","48000","30000","10000","9","90011","18","40","18"
"90003","90051","48000","30000","10000","10","90011","19","40","19"
"90003","90051","48000","30000","10000","11","90011","20","40","20"
"90004","90055","72000","30000","10000","12","90015","21","60","21"
"90004","90055","72000","30000","10000","13","90015","22","60","22"
"90004","90055","72000","30000","10000","14","90015","23","60","23"
"90004","90055","72000","30000","10000","15","90015","24","60","24"
"90004","90055","72000","30000","10000","16","90015","25","60","25"
"90004","90055","72000","30000","10000","17","90015","26","60","26"
"90004","90055","72000","30000","10000","18","90015","27","60","27"
"90004","90055","72000","30000","10000","19","90015","28","60","28"
"90004","90055","72000","30000","10000","20","90015","29","60","29"
"90004","90055","72000","30000","10000","21","90015","30","60","30"
"90005","90059","96000","30000","10000","22","90015","31","80","31"
"90005","90059","96000","30000","10000","23","90015","32","80","32"
"90005","90059","96000","30000","10000","24","90015","33","80","33"
"90005","90059","96000","30000","10000","25","90015","34","80","34"
"90005","90059","96000","30000","10000","26","90015","35","80","35"
"90005","90059","96000","30000","10000","27","90015","36","80","36"
"90005","90059","96000","30000","10000","28","90015","37","80","37"
"90005","90059","96000","30000","10000","29","90015","38","80","38"
"90005","90059","96000","30000","10000","30","90015","39","80","39"
"90005","90059","96000","30000","10000","31","90015","40","80","40"
"90005","90063","144000","30000","10000","33","90017","41","120","41"
"90005","90063","144000","30000","10000","35","90017","42","120","42"
"90005","90063","144000","30000","10000","37","90017","43","120","43"
"90005","90063","144000","30000","10000","39","90017","44","120","44"
"90005","90063","144000","30000","10000","41","90017","45","120","45"
"90005","90063","144000","30000","10000","43","90017","46","120","46"
"90005","90063","144000","30000","10000","45","90017","47","120","47"
"90005","90063","144000","30000","10000","47","90017","48","120","48"
"90005","90063","144000","30000","10000","49","90017","49","120","49"
"90005","90063","144000","30000","10000","51","90017","50","120","50"
"90006","90067","180000","30000","10000","53","90019","51","150","51"
"90006","90067","180000","30000","10000","55","90019","52","150","52"
"90006","90067","180000","30000","10000","57","90019","53","150","53"
"90006","90067","180000","30000","10000","59","90019","54","150","54"
"90006","90067","180000","30000","10000","61","90019","55","150","55"
"90006","90067","180000","30000","10000","63","90019","56","150","56"
"90006","90067","180000","30000","10000","65","90019","57","150","57"
"90006","90067","180000","30000","10000","67","90019","58","150","58"
"90006","90067","180000","30000","10000","69","90019","59","150","59"
"90006","90067","180000","30000","10000","71","90019","60","150","60"
"90007","90071","216000","30000","10000","74","90021","61","180","61"
"90007","90071","216000","30000","10000","77","90021","62","180","62"
"90007","90071","216000","30000","10000","80","90021","63","180","63"
"90007","90071","216000","30000","10000","83","90021","64","180","64"
"90007","90071","216000","30000","10000","86","90021","65","180","65"
"90007","90071","216000","30000","10000","89","90021","66","180","66"
"90007","90071","216000","30000","10000","92","90021","67","180","67"
"90007","90071","216000","30000","10000","95","90021","68","180","68"
"90007","90071","216000","30000","10000","98","90021","69","180","69"
"90007","90071","216000","30000","10000","101","90021","70","180","70"
