3370fca7ba725fa6333a56d200ab0b15b28a983a33ba4a6a38168392cd53cf50,c714ab1ee800315c7ae7451af6bd907ac3f92f172addca74cc08c2038227b738,a356ca2ad07c31bfc7e1afa3f3c24c2e5b4b844765f60b6d768e3603c90d696a,96bc409c02deb2f567e46f5ce929fcf01ed98b95d280759bbde7760b85b564ec,3d2ba95a894d9861a2b5009263e3e6df826bc3316a032313c075faf3b156886a,f6cf84d7180668c5fd82295df5767a7c1d12d1745da00faa350af12b23a04cd5,963d70227bdc257bcd7e82375f90bf00c1cf27f237b4052dd6ae97768d60b8c1,e5499b317444e6ad31e601eb478b668e1de35132e5a6d3a3dd833b711bde2331,f4ed6189571851548262f61c306ad25150bb2b553186d9a1ece9bc0f492feda8,c28649258a54b44eb513beeb41a7e37d200386402a977ee23224f519c0c0b20b,c4c0844ba08b4ba2a9554383f7ee2633bd60a3aae8c202d82d464c2ced2d31f7,3b47916670c53e0b9fe114de8ed7611b5a3deb357a2ccb260a6ddc13edad4d46,62fbbebfa2137aa118bebb781e45928856589de5469917895e04e237ed8c39c7
"0","0","0","おおかみ","ぶた","1","いのしし","いぬ","3110001","1","0","0","0"
"0","0","0","一","三","1","二","四","3110002","1","0","0","0"
"0","0","0","十","八","1","九","七","3110003","1","0","1","0"
"0","0","0","花","亭","1","要","也","3110004","1","0","0","0"
"0","0","0","めそめそ","がつがつ","1","ぱかぱか","もぐもぐ","3110006","1","0","0","0"
"0","0","0","犬の鳴き声","針で縫う","1","ものがへこむ","批判をする","3110007","1","0","0","0"
"0","0","0","田","木","1","十","口","3110009","0","0","1","0"
"0","0","0","しかし","それで","1","だが","よって","3110010","1","0","0","0"
"0","0","0","服を身長する","身長をはかる","1","身長な行動","身長が伸びる","3110011","1","0","0","0"
"0","0","0","身近（みじか）","地面（じめん）","1","鼻血（はなじ）","自信（じしん）","3110012","1","0","0","0"
"0","0","0","ま","た","1","ば","さ","3110013","1","0","0","0"
"0","0","0","土","月","1","金","火","3110015","1","0","0","0"
"0","0","0","プリンセス","ブレイド","1","ストライク","クイーン","3111001","1","0","0","0"
"0","0","0","ヒール","アタック","1","オール","エクスプロージョン","3111002","1","0","0","0"
"1","0","0","F","H","0","G","J","3120001","1","0","0","0"
"0","0","0","ふうふ","ふさい","1","めおと","ふじん","3120002","1","0","0","0"
"0","0","0","無","講","1","礼","酒","3120006","1","0","1","0"
"0","0","0","天","山","1","王","四","3120007","1","0","1","0"
"0","0","0","絵","事","1","空","想","3120008","1","0","1","0"
"0","0","0","ナス","アスパラガス","1","トマト","カボチャ","3120010","1","0","0","0"
"1","0","0","新年","春","0","盆","夏","3120011","1","0","1","0"
"0","0","0","瓜","東","1","西","南","3120012","1","0","0","0"
"0","0","0","猫に小判","馬の耳に念仏","1","豚に真珠","鬼に金棒","3120013","1","0","1","0"
"0","0","0","自","傍","0","半","全","3120014","1","0","1","0"
"1","0","0","しい","がる","1","る","ろす","3120015","0","0","1","0"
"0","0","0","存じ上げる","申し上げる","0","いらっしゃる","なさる","3120016","1","0","1","0"
"0","0","0","ロリババア","クソエルフ","1","クソ猫","クソ眼鏡","3121001","1","0","0","0"
"0","0","0","オブジェクト","ミラー","1","クリエイション","アヴァロン","3121002","1","0","0","0"
"0","0","0","塩","暗","1","梅","倍","3130001","1","0","0","0"
"1","0","0","春","秋","0","夏","冬","3130002","1","0","1","0"
"0","0","0","前代未聞","五里夢中","1","四面楚歌","良妻嫌母","3130004","1","0","0","0"
"0","0","0","無我夢中","自我自賛","1","公明正大","一期一得","3130005","1","0","0","0"
"0","0","0","怪刀乱麻","危機一発","1","山止水明","単刀直入","3130006","1","0","1","0"
"0","0","0","以心伝心","意気消沈","1","三位一体","興味深々","3130007","1","0","1","0"
"0","0","0","朴","仁","1","念","温","3130010","1","0","1","0"
"0","0","0","土","場","1","壇","独","3130011","1","0","1","0"
"0","0","0","我","多","1","楽","雑","3130013","1","0","1","0"
"0","0","0","ちゅうじつ","りちぎ","1","まめ","ただみ","3130014","1","0","0","0"
"0","0","0","わかめ","たけのこ","1","もずく","たまねぎ","3130016","1","0","0","0"
"0","0","0","煉獄","戦記","1","血盟","冥空","3131001","1","0","0","0"
"0","0","0","エクスタシー","トリップ","1","トランス","妄想","3131002","1","0","0","0"
"0","0","0","トマト","キュウリ","1","ナス","ダイコン","3210001","1","0","1","0"
"0","0","0","肺","肝臓","1","腎臓","心臓","3210002","1","0","0","0"
"0","0","0","呼吸器","循環器","1","排出器","消火器","3210003","1","0","1","0"
"0","0","0","イカ","ナマコ","1","タコ","イソギンチャク","3210005","1","0","0","0"
"0","0","0","カンガルー","イノシシ","1","コアラ","ナマケモノ","3210006","1","0","0","0"
"0","0","0","マイマイ","モイモイ","1","でんでんむし","がんがんむし","3210008","1","0","0","0"
"0","0","0","モンキチョウ","モンアオチョウ","1","モンシロチョウ","モンアカチョウ","3210009","1","0","0","0"
"0","0","0","小指","人差し指","1","中指","親指","3210010","1","0","0","0"
"0","0","0","A型","C型","1","B型","D型","3210011","1","0","0","0"
