9de0d33434639fbb91901a299b52ab7d459622c69009d106489c36623ade3b2f,26dddcece0e7938c0346691321d765d913a0a4a55f4ac98923a034c9fcb580f9,912233287f3f43d71e8d5661215eb317523b1ef7c199b4a6b147be59df443efa,02a33fe358425b9a2fb559d9a04c81733949e7da49ea4e6dde88dc819eba1244,f2c01b4af04c76fbd463dd179967008d5f317c2f302420c3445e9df13de8f9c6,2f98bb963fb5f92ec429425146f40110d961b42c294561f2d8160d031f63127b,d1654a961b461b5b5fc15ce4e0aa8a2fd52c4e4cefdbc8bb641d2d390e3c9e0c,ff601712b6c801dba80cf2e0b861d89e7d1af4d417920d12eeb951e5c424d558,089b0c16e03b8996a4bdb75e222ecdd18a6fa5eba2507b0e6758c0fadda99624,edd2ecc9c791699d0351df8265963323760cc08df1490f9fdb6fa76b012ec991
"0","25101","3","5000000","2","101","0","0","0","111"
"0","25101","3","5000000","2","201","0","0","0","211"
"0","25101","2","5500000","2","301","0","0","0","311"
"0","25101","2","5500000","2","401","0","0","0","411"
"0","25101","3","6000000","2","501","0","0","0","511"
"0","25101","2","6000000","2","601","0","0","0","611"
"0","25101","2","6500000","2","701","0","0","0","711"
"0","25101","2","6500000","2","801","0","0","0","811"
"0","25101","3","7000000","2","901","0","0","0","911"
"0","25101","2","7000000","2","1001","0","0","0","1011"
"1112","25101","2","7500000","2","1101","0","0","0","1111"
"1212","25101","2","7500000","2","1201","0","0","0","1211"
"0","25101","3","8000000","2","1301","0","0","0","1311"
"0","25101","2","8000000","2","1401","0","0","0","1411"
"0","25101","2","8500000","2","1501","0","0","0","1511"
"0","25101","2","8500000","2","1601","0","0","0","1611"
"0","25101","3","9000000","2","1701","0","0","0","1711"
"1812","25101","2","9000000","2","1801","0","0","0","1811"
"0","25101","2","9500000","2","1901","0","0","0","1911"
"0","25101","2","9500000","2","2001","0","0","0","2011"
"0","25101","3","10000000","2","2101","0","0","0","2111"
"0","25101","2","10000000","2","2201","0","0","0","2211"
"0","25101","2","10500000","2","2301","0","0","0","2311"
"0","25101","2","10500000","2","2401","0","0","0","2411"
"0","25101","3","11000000","2","2501","0","0","0","2511"
"2612","25101","2","11000000","2","2601","0","0","0","2611"
"2712","25101","2","11500000","2","2701","0","0","0","2711"
"2812","25101","2","11500000","2","2801","0","0","0","2811"
"0","25101","3","12000000","2","2901","0","0","0","2911"
"3012","25101","2","12000000","2","3001","0","0","0","3011"
"0","25101","2","12500000","2","3101","0","0","0","3111"
"0","25101","2","12500000","2","3201","0","0","0","3211"
"0","25101","3","13000000","2","3301","0","0","0","3311"
"0","25101","3","13000000","2","3401","0","0","0","3411"
"0","25101","3","13500000","2","3501","0","0","0","3511"
"0","25101","3","13500000","2","3601","0","0","0","3611"
"0","25101","3","13500000","2","3701","0","0","0","3711"
"3812","25101","3","14000000","2","3801","0","0","0","3811"
"0","25101","3","14000000","2","3901","0","0","0","3911"
"0","25101","3","14000000","2","4001","0","0","0","4011"
"0","25101","3","14500000","2","4101","0","0","0","4111"
"4212","25101","3","14500000","2","4201","0","0","0","4211"
"0","25101","3","14500000","2","4301","0","0","0","4311"
"0","25101","3","15000000","2","4401","0","0","0","4411"
"0","25101","3","15000000","2","4501","0","0","0","4511"
"0","25101","3","15000000","2","4601","0","0","0","4611"
"0","25101","3","15500000","2","4701","0","0","0","4711"
"0","25101","3","15500000","2","4801","0","0","0","4811"
"0","25101","3","15500000","2","4901","0","0","0","4911"
"0","25101","3","16000000","2","5001","0","0","0","5011"
"0","25101","3","16000000","2","5101","0","0","0","5111"
"0","25101","3","16000000","2","5201","0","0","0","5211"
"0","25101","3","16500000","2","5301","0","0","0","5311"
"5412","25101","3","16500000","2","5401","0","0","0","5411"
"0","25101","3","16500000","2","5501","0","0","0","5511"
"0","25101","3","17000000","2","5601","0","0","0","5611"
"0","25101","3","17000000","2","5701","0","0","0","5711"
"0","25101","3","17000000","2","5801","0","0","0","5811"
"0","25101","3","17500000","2","5901","0","0","0","5911"
"0","25101","3","17500000","2","6001","0","0","0","6011"
"0","25101","3","17500000","2","6101","0","0","0","6111"
"6212","25101","3","18000000","2","6201","0","0","0","6211"
"0","25101","3","18000000","2","6301","0","0","0","6311"
"0","25101","3","18000000","2","6401","0","0","0","6411"
"0","25101","3","18500000","2","6501","0","0","0","6511"
"0","25101","3","18500000","2","6601","0","0","0","6611"
"6712","25101","3","18500000","2","6701","0","0","0","6711"
"0","25101","3","18500000","2","6801","0","0","0","6811"
"0","25101","3","19000000","2","6901","0","0","0","6911"
"0","25101","3","19000000","2","7001","0","0","0","7011"
"0","25101","3","19000000","2","7101","0","0","0","7111"
"0","25101","3","19000000","2","7201","0","0","0","7211"
"0","25101","3","19500000","2","7301","0","0","0","7311"
"0","25101","3","19500000","2","7401","0","0","0","7411"
"0","25101","3","19500000","2","7501","0","0","0","7511"
"7612","25101","3","19500000","2","7601","0","0","0","7611"
"0","25101","3","20000000","2","7701","0","0","0","7711"
"0","25101","3","20000000","2","7801","0","0","0","7811"
"0","25101","3","20000000","2","7901","0","0","0","7911"
"0","25101","3","20000000","2","8001","0","0","0","8011"
"8112","25101","3","20000000","2","8101","0","0","0","8111"
"0","25101","3","20000000","2","8201","0","0","0","8211"
"8312","25101","3","20000000","2","8301","0","0","0","8311"
"0","25101","3","20000000","2","8401","0","0","0","8411"
"0","25101","3","20000000","2","8501","0","0","0","8511"
"0","25101","3","20000000","2","8601","0","0","0","8611"
"0","25101","3","20000000","2","8701","0","0","0","8711"
"0","25101","3","20000000","2","8801","0","0","0","8811"
"0","25101","3","20000000","2","8901","0","0","0","8911"
"0","25101","3","20000000","2","9001","0","0","0","9011"
"0","25101","3","20000000","2","9101","0","0","0","9111"
"9212","25101","3","20000000","2","9201","0","0","0","9211"
"0","25101","3","20000000","2","9301","0","0","0","9311"
"0","25101","3","20000000","2","9401","0","0","0","9411"
"0","25101","3","20000000","2","9501","0","0","0","9511"
"0","25101","3","20000000","2","9601","0","0","0","9611"
"0","25101","3","20000000","2","9701","0","0","0","9711"
"0","25101","3","20000000","2","9801","0","0","0","9811"
"0","25101","3","20000000","2","9901","0","0","0","9911"
"0","25101","3","20000000","2","10001","0","0","0","10011"
"0","25101","3","20000000","2","10101","0","0","0","10111"
"0","25101","3","20000000","2","10201","0","0","0","10211"
"10312","25101","3","20000000","2","10301","0","0","0","10311"
"0","25101","3","20000000","2","10401","0","0","0","10411"
"0","25101","3","20000000","2","10501","0","0","0","10511"
"0","25101","3","20000000","2","10601","0","0","0","10611"
"0","25101","3","20000000","2","10701","0","0","0","10711"
"0","25101","3","20000000","2","10801","0","0","0","10811"
"0","25101","3","20000000","2","10901","0","0","0","10911"
"0","25101","3","20000000","2","11001","0","0","0","11011"
"0","25101","3","20000000","2","11101","0","0","0","11111"
"0","25101","3","20000000","2","11201","0","0","0","11211"
"0","25101","3","20000000","2","11301","0","0","0","11311"
"0","25101","3","20000000","2","11401","0","0","0","11411"
"0","25101","3","20000000","2","11501","0","0","0","11511"
"0","25101","3","20000000","2","11601","0","0","0","11611"
"0","25101","3","20000000","2","11701","0","0","0","11711"
"0","25101","3","20000000","2","11801","0","0","0","11811"
"11912","25101","3","20000000","2","11901","0","0","0","11911"
"0","25101","3","20000000","2","12001","0","0","0","12011"
"0","25101","3","20000000","2","12101","0","0","0","12111"
"0","25101","3","20000000","2","12201","0","0","0","12211"
"0","25101","3","20000000","2","12301","0","0","0","12311"
"0","25101","3","20000000","2","12401","0","0","0","12411"
"0","25101","3","20000000","2","12501","0","0","0","12511"
"0","25101","3","20000000","2","12601","0","0","0","12611"
"0","25101","3","20000000","2","12701","0","0","0","12711"
"12812","25101","3","20000000","2","12801","0","0","0","12811"
"0","25101","3","20000000","2","12901","0","0","0","12911"
"0","25101","3","20000000","2","13001","0","0","0","13011"
"0","25101","3","20000000","2","13101","0","0","0","13111"
"0","25101","3","20000000","2","13201","0","0","0","13211"
"0","25101","3","20000000","2","13301","0","0","0","13311"
"0","25101","3","20000000","2","13401","0","0","0","13411"
"0","25101","3","20000000","2","13501","0","0","0","13511"
"0","25101","3","20000000","2","13601","0","0","0","13611"
"0","25101","3","20000000","2","13701","0","0","0","13711"
"0","25101","3","20000000","2","13801","0","0","0","13811"
"0","25101","3","20000000","2","13901","0","0","0","13911"
"0","25101","3","20000000","2","14001","0","0","0","14011"
"0","25101","3","20000000","2","14101","0","0","0","14111"
"14212","25101","3","20000000","2","14201","0","0","0","14211"
"0","25101","3","20000000","2","14301","0","0","0","14311"
"0","25101","3","20000000","2","14401","0","0","0","14411"
"0","25101","3","20000000","2","14501","0","0","0","14511"
"0","25101","3","20000000","2","14601","0","0","0","14611"
"0","25101","3","20000000","2","14701","0","0","0","14711"
"0","25101","3","20000000","2","14801","0","0","0","14811"
"0","25101","3","20000000","2","14901","0","0","0","14911"
"0","25101","3","20000000","2","15001","0","0","0","15011"
"0","25101","3","20000000","2","15101","0","0","0","15111"
"0","25101","3","20000000","2","15201","0","0","0","15211"
"0","25101","3","20000000","2","15301","0","0","0","15311"
"0","25101","3","20000000","2","15401","0","0","0","15411"
"0","25101","3","20000000","2","15501","0","0","0","15511"
"0","25101","3","20000000","2","15601","0","0","0","15611"
