c3894965a3e63cf5360c91837554d070c14b49ae3749c9a8fd19bd84929cd661,06a26598e00fe802d54b374e8d6f9ee334e1ebe1ea2a2eab3150535bd3741882,6151fb81bfe7ca73596d736a89b5f4f52840502455c7b2657f82e043d05fbb2f,6cd21e6ea9108917badd9a528bb8dd4ad62426d73cbfba88fdaab42a0aeef081,30c5886ef363ab0445552a93bd6ad77b37ee1cfac156132805be93b0e163ec0c,dc69afafc35779eba840f259d6009c81e5f4dc8738f9c0a4ae8dc37257787ed3,5cc2a52e3adcdfed962c986eee4c0fcc74ed50c9debe78049a011a6978a58fdd,db415971888c0508664a68da76bb33e45f36cdcf6ffdc642349120c491f201d4,3060630b87688663c5eaca4ac121d704de06812c91f7c22586e155bebc02d4d9,74a8d8778a1af992dd194e3cd24370d62a6cbf33c2200a40f8bc2a6348943463,85f420ce474124251fec326dd2bddd5e1b30f059a32552a16e24ff69bd8f300d,fa246f4192b52d7d10de19e5bc16d9ed889979a1db5711642ef7b25ac0724dd6,181676460ea3ced13748f7c8954b2befcb9ae1b59da4bf7c173a2851d03b8870,d6f43b31c5e0a034178295c64e62ca55b9c463c23bf07e08052966b784ddb49e,4d2fadd25b1474a9d1403379fd4c2a746e8d1f68dda02368fcec5b5fb4b63e22,d99bf7d087883d6e79e0dc0c9ad0c82c998658581edd6b1c1b584df79026d745,1aa10e044aee4be333f69dfc23908741b2bb9d0ebf32c2d465b85307f5a7d246,e3c17931163d8328bc7f83624cac19f8e4cf229b87981caf6c40d953543248d2,ea2a8d86e673696862f288229cd2f8b6c967d303c181346ab4c8edecb8331707,67a8b969faffb70be99c0d5b968af4054e6c4225341593eea927bcd4f56318c9
"5","0","90006","0","0","2","1","0","0","0","0","2","0","1001201","20003","3100104","20","0","1","1"
"4","0","90006","0","0","2","3","0","0","0","0","2","0","1001201","20003","3100103","15","0","2","2"
"3","0","90006","0","0","2","10","0","0","0","0","2","0","1001201","20003","3100102","10","0","4","3"
"1","0","90006","0","0","2","30","0","0","0","0","2","0","1001201","20003","3100101","5","0","11","4"
"5","0","90006","0","0","2","1","0","0","0","0","2","0","1001202","20003","3100104","20","0","1","5"
"4","0","90006","0","0","2","3","0","0","0","0","2","0","1001202","20003","3100103","15","0","2","6"
"3","0","90006","0","0","2","10","0","0","0","0","2","0","1001202","20003","3100102","10","0","4","7"
"1","0","90006","0","0","2","30","0","0","0","0","2","0","1001202","20003","3100101","5","0","11","8"
"5","0","90006","0","0","2","1","0","0","0","0","2","0","1001203","20003","3100104","20","0","1","9"
"4","0","90006","0","0","2","3","0","0","0","0","2","0","1001203","20003","3100103","15","0","2","10"
"3","0","90006","0","0","2","10","0","0","0","0","2","0","1001203","20003","3100102","10","0","4","11"
"1","0","90006","0","0","2","30","0","0","0","0","2","0","1001203","20003","3100101","5","0","11","12"
"5","0","90006","0","0","2","1","0","0","0","0","2","0","1001204","20003","3100104","20","0","1","13"
"4","0","90006","0","0","2","3","0","0","0","0","2","0","1001204","20003","3100103","15","0","2","14"
"3","0","90006","0","0","2","10","0","0","0","0","2","0","1001204","20003","3100102","10","0","4","15"
"1","0","90006","0","0","2","30","0","0","0","0","2","0","1001204","20003","3100101","5","0","11","16"
"10","0","90006","0","0","2","1","0","0","0","0","2","0","1001205","20003","3100104","40","0","1","17"
"8","0","90006","0","0","2","3","0","0","0","0","2","0","1001205","20003","3100103","30","0","2","18"
"6","0","90006","0","0","2","10","0","0","0","0","2","0","1001205","20003","3100102","20","0","4","19"
"2","0","90006","0","0","2","30","0","0","0","0","2","0","1001205","20003","3100101","10","0","11","20"
"4","0","90006","0","0","2","1","0","0","0","0","2","0","1001206","20003","3100104","5","0","1","21"
"3","0","90006","0","0","2","3","0","0","0","0","2","0","1001206","20003","3100103","4","0","2","22"
"2","0","90006","0","0","2","10","0","0","0","0","2","0","1001206","20003","3100102","3","0","4","23"
"1","0","90006","0","0","2","30","0","0","0","0","2","0","1001206","20003","3100101","2","0","11","24"
"4","0","90006","0","0","2","1","0","0","0","0","2","0","1001207","20003","3100104","5","0","1","25"
"3","0","90006","0","0","2","3","0","0","0","0","2","0","1001207","20003","3100103","4","0","2","26"
"2","0","90006","0","0","2","10","0","0","0","0","2","0","1001207","20003","3100102","3","0","4","27"
"1","0","90006","0","0","2","30","0","0","0","0","2","0","1001207","20003","3100101","2","0","11","28"
"4","0","90006","0","0","2","1","0","0","0","0","2","0","1001208","20003","3100104","5","0","1","29"
"3","0","90006","0","0","2","3","0","0","0","0","2","0","1001208","20003","3100103","4","0","2","30"
"2","0","90006","0","0","2","10","0","0","0","0","2","0","1001208","20003","3100102","3","0","4","31"
"1","0","90006","0","0","2","30","0","0","0","0","2","0","1001208","20003","3100101","2","0","11","32"
"4","0","90006","0","0","2","1","0","0","0","0","2","0","1001209","20003","3100104","5","0","1","33"
"3","0","90006","0","0","2","3","0","0","0","0","2","0","1001209","20003","3100103","4","0","2","34"
"2","0","90006","0","0","2","10","0","0","0","0","2","0","1001209","20003","3100102","3","0","4","35"
"1","0","90006","0","0","2","30","0","0","0","0","2","0","1001209","20003","3100101","2","0","11","36"
"4","0","90006","0","0","2","1","0","0","0","0","2","0","1001210","20003","3100104","5","0","1","37"
"3","0","90006","0","0","2","3","0","0","0","0","2","0","1001210","20003","3100103","4","0","2","38"
"2","0","90006","0","0","2","10","0","0","0","0","2","0","1001210","20003","3100102","3","0","4","39"
"1","0","90006","0","0","2","30","0","0","0","0","2","0","1001210","20003","3100101","2","0","11","40"
"5","0","90006","0","0","2","1","0","0","0","0","2","0","1002201","20003","3100104","20","0","1","41"
"4","0","90006","0","0","2","3","0","0","0","0","2","0","1002201","20003","3100103","15","0","2","42"
"3","0","90006","0","0","2","10","0","0","0","0","2","0","1002201","20003","3100102","10","0","4","43"
"1","0","90006","0","0","2","30","0","0","0","0","2","0","1002201","20003","3100101","5","0","11","44"
"5","0","90006","0","0","2","1","0","0","0","0","2","0","1002202","20003","3100104","20","0","1","45"
"4","0","90006","0","0","2","3","0","0","0","0","2","0","1002202","20003","3100103","15","0","2","46"
"3","0","90006","0","0","2","10","0","0","0","0","2","0","1002202","20003","3100102","10","0","4","47"
"1","0","90006","0","0","2","30","0","0","0","0","2","0","1002202","20003","3100101","5","0","11","48"
"5","0","90006","0","0","2","1","0","0","0","0","2","0","1002203","20003","3100104","20","0","1","49"
"4","0","90006","0","0","2","3","0","0","0","0","2","0","1002203","20003","3100103","15","0","2","50"
"3","0","90006","0","0","2","10","0","0","0","0","2","0","1002203","20003","3100102","10","0","4","51"
"1","0","90006","0","0","2","30","0","0","0","0","2","0","1002203","20003","3100101","5","0","11","52"
"5","0","90006","0","0","2","1","0","0","0","0","2","0","1002204","20003","3100104","20","0","1","53"
"4","0","90006","0","0","2","3","0","0","0","0","2","0","1002204","20003","3100103","15","0","2","54"
"3","0","90006","0","0","2","10","0","0","0","0","2","0","1002204","20003","3100102","10","0","4","55"
"1","0","90006","0","0","2","30","0","0","0","0","2","0","1002204","20003","3100101","5","0","11","56"
"10","0","90006","0","0","2","1","0","0","0","0","2","0","1002205","20003","3100104","40","0","1","57"
"8","0","90006","0","0","2","3","0","0","0","0","2","0","1002205","20003","3100103","30","0","2","58"
"6","0","90006","0","0","2","10","0","0","0","0","2","0","1002205","20003","3100102","20","0","4","59"
"2","0","90006","0","0","2","30","0","0","0","0","2","0","1002205","20003","3100101","10","0","11","60"
"4","0","90006","0","0","2","1","0","0","0","0","2","0","1002206","20003","3100104","10","0","1","61"
"3","0","90006","0","0","2","3","0","0","0","0","2","0","1002206","20003","3100103","8","0","2","62"
"2","0","90006","0","0","2","10","0","0","0","0","2","0","1002206","20003","3100102","6","0","4","63"
"1","0","90006","0","0","2","30","0","0","0","0","2","0","1002206","20003","3100101","4","0","11","64"
"4","0","90006","0","0","2","1","0","0","0","0","2","0","1002207","20003","3100104","10","0","1","65"
"3","0","90006","0","0","2","3","0","0","0","0","2","0","1002207","20003","3100103","8","0","2","66"
"2","0","90006","0","0","2","10","0","0","0","0","2","0","1002207","20003","3100102","6","0","4","67"
"1","0","90006","0","0","2","30","0","0","0","0","2","0","1002207","20003","3100101","4","0","11","68"
"4","0","90006","0","0","2","1","0","0","0","0","2","0","1002208","20003","3100104","10","0","1","69"
"3","0","90006","0","0","2","3","0","0","0","0","2","0","1002208","20003","3100103","8","0","2","70"
"2","0","90006","0","0","2","10","0","0","0","0","2","0","1002208","20003","3100102","6","0","4","71"
"1","0","90006","0","0","2","30","0","0","0","0","2","0","1002208","20003","3100101","4","0","11","72"
"4","0","90006","0","0","2","1","0","0","0","0","2","0","1002209","20003","3100104","10","0","1","73"
"3","0","90006","0","0","2","3","0","0","0","0","2","0","1002209","20003","3100103","8","0","2","74"
"2","0","90006","0","0","2","10","0","0","0","0","2","0","1002209","20003","3100102","6","0","4","75"
"1","0","90006","0","0","2","30","0","0","0","0","2","0","1002209","20003","3100101","4","0","11","76"
"4","0","90006","0","0","2","1","0","0","0","0","2","0","1002210","20003","3100104","10","0","1","77"
"3","0","90006","0","0","2","3","0","0","0","0","2","0","1002210","20003","3100103","8","0","2","78"
"2","0","90006","0","0","2","10","0","0","0","0","2","0","1002210","20003","3100102","6","0","4","79"
"1","0","90006","0","0","2","30","0","0","0","0","2","0","1002210","20003","3100101","4","0","11","80"
"5","0","90006","0","0","2","1","0","0","0","0","2","0","1003201","20003","3100104","20","0","1","81"
"4","0","90006","0","0","2","3","0","0","0","0","2","0","1003201","20003","3100103","15","0","2","82"
"3","0","90006","0","0","2","10","0","0","0","0","2","0","1003201","20003","3100102","10","0","4","83"
"1","0","90006","0","0","2","30","0","0","0","0","2","0","1003201","20003","3100101","5","0","11","84"
"5","0","90006","0","0","2","1","0","0","0","0","2","0","1003202","20003","3100104","20","0","1","85"
"4","0","90006","0","0","2","3","0","0","0","0","2","0","1003202","20003","3100103","15","0","2","86"
"3","0","90006","0","0","2","10","0","0","0","0","2","0","1003202","20003","3100102","10","0","4","87"
"1","0","90006","0","0","2","30","0","0","0","0","2","0","1003202","20003","3100101","5","0","11","88"
"5","0","90006","0","0","2","1","0","0","0","0","2","0","1003203","20003","3100104","20","0","1","89"
"4","0","90006","0","0","2","3","0","0","0","0","2","0","1003203","20003","3100103","15","0","2","90"
"3","0","90006","0","0","2","10","0","0","0","0","2","0","1003203","20003","3100102","10","0","4","91"
"1","0","90006","0","0","2","30","0","0","0","0","2","0","1003203","20003","3100101","5","0","11","92"
"5","0","90006","0","0","2","1","0","0","0","0","2","0","1003204","20003","3100104","20","0","1","93"
"4","0","90006","0","0","2","3","0","0","0","0","2","0","1003204","20003","3100103","15","0","2","94"
