2cd1583cd57857f798ee6abfd46a6662188221d1dca1dd054795557c725e7e75,c3d5075f8fb0153b715bd6608887775dec9ae68be1b9b11e3d3c1ea383a412ec,00360e0b7dbdd760d882b2f54b07efa602bdf7657b5d90073e0ea608b11c5cd6,8ca4c3b1e52427c5412e71496e7bffa5cf4f5efc217279dd28a2d5accf8408cb,152a2cae0e8d494a746f9093cc7edab9a6a6676d2e7dd5689d629fdc2e8aa642,deb4d77cd86d886004dbe4fa80e5b237cfcfda3c46c94a79b7440bfe122d0896,e570e3dd2f6a622efe5f5f2530efaa9cfb71a7328e4492966dc0a471e13fec26,2677614679d87af6f6d39cf1d55891960d4d835ad671711eeb37fefe509a7bcb,14ea0c45c8fe35e04661c7755fbfdf87ea622674d4e178ce2f499d22c3d8d9f6,78640507ef1ea184e5bc2c2d4c0bf8f30d2fb6e07811d3fe5378937059a28431,a06ec9c600b99ddd1201ba33f45fb3600899fd5c49fa38e86a1eabf72a74fc13,7689c0d91a4c663d3c3809bde8bd3a5180ded6253b09a4c18e24ec28967d713f,a9a4113a17cfbad175d30c99c8f46d8fa56d9e9844d0922c930dc7b218436ffa,8b242221d965f4a2d0cdb7d01765a19b10b2502bef4ce25b549dc5dd4a9f0307,b680523ab5d66ceeed8b78f418d18da6fa69e7264527933fca85d15111e28872,21f7ec95afbd0258939da05c30768b49e5bb84f43ed4565e4cba0e8fade100e4,79372ddb8b3b65e9eb98d8c197e859e362ffa416305533dd6e180e071407bd6c,7501b1731b18547acc5c0fc7b563244602784cac67a9d9ff199c67c69c30577c,e71a563ef596e676a365ec5e8ae50590c56eca173205389ed7166d0cc1cae410,1338e9617d58257002c244057f63a7c33be35ed07c36e490ec8a8573099ececf,dd9b7033e86dc680345fb9ea659dc619fafefba1b06c1f8cae35a47893c43da1,d7d9cbb51bdabef003efe02b5b53378effb4f23f676ce897b63924ba42596664,33c089fa4887dc8bf0dff38ab5e1b9c9fc373ce6dd77208386a7785e0c3b2229,e95795b61ae191cb1475f255bdeff6ca7b6dd1af59ecf55ae4ed037aeadfd868,24f09078a2c4431301142fd829ae6e855e1f73e491d774e306fb62b549ea694a,b59de3831465fb3c00259f1862d3be6905d45d27f2d2cb5e0f57d322d0cc6f4f
"0.8","0","70001","0","0.8","0","0","377","-379","99010","0.8","92407010","25021","-1","100198","-190","188","0.8","0","0","bgm_MC131","bgm_MC131","100198","0.8","0","0"
"0.8","0","70001","0","0.8","0","0","377","-379","99010","0.8","92407020","25021","-1","100198","-190","188","0.8","0","0","bgm_MC131","bgm_MC131","100198","0.8","0","0"
"0.8","0","70001","0","0.8","0","0","377","-379","99010","0.8","92407030","25021","-1","100198","-190","188","0.8","0","0","bgm_MC131","bgm_MC131","100198","0.8","0","0"
"0.8","0","70001","0","0.8","0","0","377","-379","99010","0.8","92408010","25021","-1","101822","-190","188","0.8","0","0","bgm_MC132","bgm_MC132","101822","0.8","0","0"
"0.8","0","70001","0","0.8","0","0","377","-379","99010","0.8","92408020","25021","-1","101822","-190","188","0.8","0","0","bgm_MC132","bgm_MC132","101822","0.8","0","0"
"0.8","0","70001","0","0.8","0","0","377","-379","99010","0.8","92408030","25021","-1","101822","-190","188","0.8","0","0","bgm_MC132","bgm_MC132","101822","0.8","0","0"
"0.8","0","70003","0","0.8","0","0","377","-379","99010","0.8","92409010","25021","-1","101191","-190","188","0.8","0","0","bgm_MC135","bgm_MC135","101191","0.8","0","0"
"0.8","0","70003","0","0.8","0","0","377","-379","99010","0.8","92409020","25021","-1","101191","-190","188","0.8","0","0","bgm_MC135","bgm_MC135","101191","0.8","0","0"
"0.8","0","70003","0","0.8","0","0","377","-379","99010","0.8","92409030","25021","-1","101191","-190","188","0.8","0","0","bgm_MC135","bgm_MC135","101191","0.8","0","0"
"0.8","0","70004","0","0.8","0","0","377","-379","99010","0.8","92410010","25021","-1","103013","-190","188","0.8","0","0","bgm_MC134","bgm_MC134","103013","0.8","0","0"
"0.8","0","70004","0","0.8","0","0","377","-379","99010","0.8","92410020","25021","-1","103013","-190","188","0.8","0","0","bgm_MC134","bgm_MC134","103013","0.8","0","0"
"0.8","0","70004","0","0.8","0","0","377","-379","99010","0.8","92410030","25021","-1","103013","-190","188","0.8","0","0","bgm_MC134","bgm_MC134","103013","0.8","0","0"
"0.8","0","70005","0","0.8","0","0","377","-379","99010","0.8","92411010","25021","-1","100198","-190","188","0.8","0","0","bgm_MC131","bgm_MC131","100198","0.8","0","0"
