b6747d66dda1c9bbcfcb3ba44ef2a9fd3d5f0cebec4cf3754bbf3218c65459bd,3c35c010bd92ffb607ae6ebe2723ab31da9c612747401bfe1bec7a539b83b89b,2bc9aa995aa87e03e0c0bce62ffaf07c53b502f2e52621068620947c02b652bb,b2b9c4ea08996e2e96b0a4135ae7b441d6fb76138f5ed7166d3783c0485b91e3,5f6897830782e4fb23ab7e8976d12681b52e2c0da8188e9141a6593ebc754e46,6e38b549c80fb345e5647d834c729ac5c51279c8c28f814100e5de4f719c901e,b7e147a4c6d07272d951410c37f34c1a891217f9e1ce941cac0516cb2cd79a33,ab839016abda9df463828ce4564b859482e9fa77bf9c356bfc027b0dd13265a0,9523c1bb798a88b21b5f2f377fda32a97ff564e58c737e0fba72b28a4aa7fb41,bfb2403ac731f4a7edec44cfa56e3f7ca065a49869a28854ed054814d71b05a4,9c1132935a77dd2da0d7e5165e6b3a51b8cad2e60352d3da019a1b98341c0151,2648a26acfd526319003e2d1dd12c51221844ec409838dfdc4465d2eddc7c216,fc2dd712d76543b4b46edac4fb9626f7d178171fb9f769122c1ad2a857c06e74,350824301fd1d45e3ac477b876d8bd425d32ae1f5e5cd87fc43393f1408a8c96,b7723028b6a6c0c4eb3cd059fb338d3c9fb199db9856189b7e9512ec47491470,e37d1ca77ed2c9f2413223965ee13e28a9b70b0416d55cec0f926005309fd777,635ee7817d1a4d0cb6b56be73abb94ef2b9acca405a9bd5a81e0d3fc399d63a3,37bd8594cc40c3f39cfcd0f60a0bcc1d71df640189fe621f55417e77d2ccf451,fc90bcc14e1e806d1758056d1ba382013f02fa2d5db365e95832301cd00a470d,c589c7ae5ceb6907594e1a7ad2dfa549c19edcc212bef6c9d062d7e842765615,f3f107a9990521746100a6d5eb2156d66651559cb32dfeda4c96be6c9031f864
"0","0","0","アイアンブレード","0","0","101011","0","0","0","0","0","0","0","1","0","0","0","0","0","剣"
"0","0","0","キラーペンシル","0","0","101071","0","0","0","0","0","0","0","1","0","0","0","0","0","短剣"
"0","0","0","ウッドグリップ","0","0","101101","0","0","0","0","0","0","0","1","0","0","0","0","0","ナックル"
"0","0","0","狩人の弓","0","0","101131","0","0","0","0","0","0","0","1","0","0","0","0","0","弓"
"0","0","0","鋼の槍","0","0","101161","0","0","0","0","0","0","0","1","0","0","0","0","0","槍"
"0","0","0","片手斧","0","0","101191","0","0","0","0","0","0","0","1","0","0","0","0","0","斧"
"0","0","0","香木の杖","0","0","101251","0","0","0","0","0","0","0","1","0","0","0","0","0","回復杖"
"0","0","0","革のサロペット","0","0","101281","0","0","0","0","0","0","0","1","0","0","0","0","0","軽装鎧"
"0","0","0","旅立ちのローブ","0","0","101371","0","0","0","0","0","0","0","1","0","0","0","0","0","魔法服"
"0","0","0","木の盾","0","0","101401","0","0","0","0","0","0","0","1","0","0","0","0","0","盾"
"0","0","0","革のブーツ","0","0","101431","0","0","0","0","0","0","0","1","0","0","0","0","0","靴"
"0","0","0","おしゃれなベレー","0","0","101521","0","0","0","0","0","0","0","1","0","0","0","0","0","魔法帽子"
"0","0","0","やる気のブレスレット","0","0","101551","0","0","0","0","0","0","0","1","0","0","0","0","0","攻撃アクセサリ"
"0","0","0","御守りペンダント","0","0","101581","0","0","0","0","0","0","0","1","0","0","0","0","0","防御アクセサリ"
"0","0","0","気合のブレスレット","0","0","101611","0","0","0","0","0","0","0","1","0","0","0","0","0","魔法アクセサリ"
"30","13","0","ギアブレード","0","0","102011","0","0","0","0","0","0","0","2","0","0","0","0","0","剣"
"60","27","0","ブルーブラッド","0","0","102013","0","0","0","0","0","0","0","2","0","0","0","0","0","剣"
"0","27","0","オーロラの剣","0","1","102014","0","0","0","0","1","0","0","2","0","0","0","0","0","剣"
"35","30","0","クレセントソード","0","0","102041","0","0","0","0","0","0","0","2","0","0","0","0","0","刀"
"0","13","0","コマンドナイフ","0","0","102071","0","0","0","0","0","0","5","2","0","0","0","0","0","短剣"
"0","27","0","レザーナックル","0","0","102101","0","0","0","0","0","0","10","2","0","0","0","0","0","ナックル"
"0","27","0","クリスタルボウ","0","1","102131","0","0","0","0","0","0","0","2","0","0","0","0","0","弓"
