0e9f412f716bd56745ab8deb7c01fe2647142f490ecc6b3de219ff1bfceacc0d,00f2e9d0be8f00703c4182c1d8d4dfc5491438bf6d8308c7f1f4e62af6bd58f0,92e9f2e88225dd91673ba077b9ff2ba3fcda38ce3059d8509d587f3ddd58afd2,4ad87f26f77938acac398191d9da8270c974879d3dc3200ba4b939787480dc45,3f0d2465fdecd53972ad4f9b23a219842342c7e0bebc2cff6b43164bce8676e9,b05e716e1fc3bb487ef7af4c6edf89bca0bf11809b07197f2ce8b4769e9562da,4d445ee9515e437e8e86e29a5fd34596c34ea02794a84bdc350110b9494270f2,2721e076d4504232e7d5753c66dbda797e3ab897b8def275c7330cec127d1d3b
"101","bgm_M61","2015/12/17 15:00:00","2030/12/17 14:59:59","bgm_M61","11001","1.ジュノー平野","1.ジュノー平野"
"101","bgm_M61_02","2015/12/17 15:00:00","2030/12/17 14:59:59","bgm_M61","11002","2.パラス高原","2.パラス高原"
"101","bgm_M61_03","2015/12/17 15:00:00","2030/12/17 14:59:59","bgm_M61","11003","3.ヘーベ丘陵","3.ヘーベ丘陵"
"101","bgm_M61_04","2015/12/17 15:00:00","2030/12/17 14:59:59","bgm_M61","11004","4.ベスタ渓谷","4.ベスタ渓谷"
"101","bgm_M62_01","2015/12/17 15:00:00","2030/12/17 14:59:59","bgm_M62","11005","5.ケレス森林","5.ケレス森林"
"101","bgm_M62_02","2015/12/17 15:00:00","2030/12/17 14:59:59","bgm_M62","11006","6.フローラ湖畔","6.フローラ湖畔"
"101","bgm_M62_03","2015/12/17 15:00:00","2030/12/17 14:59:59","bgm_M62","11007","7.メティス大瀑布","7.メティス大瀑布"
"101","bgm_M42_02","2015/12/17 15:00:00","2030/12/17 14:59:59","bgm_M42","11008","8.イリス樹海","8.イリス樹海"
"101","bgm_M58","2015/12/17 15:00:00","2030/12/17 14:59:59","bgm_M58","11009","9.フリガ雪原","9.フリガ雪原"
"101","bgm_M101","2015/12/17 15:00:00","2030/12/17 14:59:59","bgm_M101","11010","10.ロレッタ海岸","10.ロレッタ海岸"
"101","bgm_M93","2015/12/17 15:00:00","2030/12/17 14:59:59","bgm_M93","11011","11.ゲヌア砂漠","11.ゲヌア砂漠"
"101","bgm_M94","2015/12/17 15:00:00","2030/12/17 14:59:59","bgm_M94","11012","12.ボノニア砂丘","12.ボノニア砂丘"
"101","bgm_M118","2015/12/17 15:00:00","2030/12/17 14:59:59","bgm_M118","11013","13.ドロテア湿地","13.ドロテア湿地"
"101","bgm_M95","2015/12/17 15:00:00","2030/12/17 14:59:59","bgm_M95","11014","14.ウジェニア熱地","14.ウジェニア熱地"
"101","bgm_M96","2015/12/17 15:00:00","2030/12/17 14:59:59","bgm_M96","11015","15.タリア火山","15.タリア火山"
"101","bgm_M140","2015/12/17 15:00:00","2030/12/17 14:59:59","bgm_M140","11016","16.テミス銀嶺","16.テミス銀嶺"
"101","bgm_M141","2015/12/17 15:00:00","2030/12/17 14:59:59","bgm_M141","11017","17.フィデス氷原","17.フィデス氷原"
"102","bgm_M179","2015/12/17 15:00:00","2030/12/17 14:59:59","bgm_M179","11018","18.ファエトン原野・北部","18.ファエトン\n　　　　　原野・北部"
"102","bgm_M179","2015/12/17 15:00:00","2030/12/17 14:59:59","bgm_M179","11019","19.ファエトン原野・南部","19.ファエトン\n　　　　　原野・南部"
"102","bgm_M180","2015/12/17 15:00:00","2030/12/17 14:59:59","bgm_M180","11020","20.カスタリア樹林・西部","20.カスタリア\n　　　　　樹林・西部"
"102","bgm_M180","2015/12/17 15:00:00","2030/12/17 14:59:59","bgm_M180","11021","21.カスタリア樹林・東部","21.カスタリア\n　　　　　樹林・東部"
