ce26e504fb1dd8f5529dcf9cd9c5b0291e1086bb44b79b20eb4646eb773ebe94,db794794c468c3f5598cdd65da79a7c9a1c7affdc01ea4ba009ea90f19f7dc9b,edd59d9083a0196a33c760c2384f5352c58b68c24bb04463465a3a20c36a39c1,19ede847b58841ffae8b26eea0a42497a0c13a5f63c4cd476a2b451c387d276f,6821020f98974b8ac6475af7e0a14b9f6e0f716eb5de2ed28a5f395fcdc0fe7e,03809dadf88df4b4922edb4449e29418846830d96d5c049a914349c1311c0024,428693d04455c98c7ea107041f0786b4e679d684411fb289c4e2854efa57e21c,41f6c124b75d66ce250df02b1828b8156af7d2349b563d19f0a290cc09a6fe8a,8695b5bc6d8b68bfd1b6b26a83e6529c87edc9a8417681b74501151fac859e93,c4e01abeb88638c8caa386a2868be857205495b0dbdd255a56583b1be8a89057,c54a98ade91a4a47f486d96a3ea3227cd5ad852d79dd2bf2a0799dbc3172ee2a,92b31f8ec76d8db8b484dd62c78b8688774cd545b10ffbacb34fe0492c4a5e66,41971cfbe417e5eeff6a06aef8cfa7dbfa423b969c8e644599899b7dc9b13531,13996db4d7a2c18b3f681c6b9d5ac8593512c627d3e33c459bc69f7db1e7f338
"2018/03/06 05:00:00","1","0","1","103","0","34","0","0","2018/03/13 04:59:59","2000","1","30","-1"
"2018/03/06 05:00:00","1","0","1","103","0","44","0","0","2018/03/13 04:59:59","2000","2","40","-1"
"2018/03/13 05:00:00","1","0","1","104","0","45","0","0","2018/03/20 04:59:59","2000","3","40","-1"
"2018/03/20 05:00:00","1","0","1","101","0","31","0","0","2018/03/26 04:59:59","2000","4","30","-1"
"2018/03/20 05:00:00","1","0","1","101","0","41","0","0","2018/03/26 04:59:59","2000","5","40","-1"
"2018/03/26 05:00:00","1","0","1","102","0","32","0","0","2018/03/31 04:59:59","2000","6","30","-1"
"2018/03/26 05:00:00","1","0","1","102","0","42","0","0","2018/03/31 04:59:59","2000","7","40","-1"
"2018/03/31 05:00:00","1","0","1","103","0","34","0","0","2018/04/10 04:59:59","2000","8","30","-1"
"2018/03/31 05:00:00","1","0","1","103","0","44","0","0","2018/04/10 04:59:59","2000","9","40","-1"
"2018/04/10 05:00:00","1","0","1","104","0","45","0","0","2018/04/20 04:59:59","2000","10","40","-1"
"2018/04/20 05:00:00","1","0","1","101","0","31","0","0","2018/04/25 04:59:59","2000","11","30","-1"
"2018/04/20 05:00:00","1","0","1","101","0","41","0","0","2018/04/25 04:59:59","2000","12","40","-1"
"2018/04/25 05:00:00","1","0","1","102","0","32","0","0","2018/04/30 04:59:59","2000","13","30","-1"
"2018/04/25 05:00:00","1","0","1","102","0","42","0","0","2018/04/30 04:59:59","2000","14","40","-1"
"2018/04/30 05:00:00","1","0","1","103","0","34","0","0","2018/05/11 04:59:59","2000","15","30","-1"
"2018/04/30 05:00:00","1","0","1","103","0","44","0","0","2018/05/11 04:59:59","2000","16","40","-1"
"2018/05/11 05:00:00","1","0","1","104","0","45","0","0","2018/05/22 04:59:59","2000","17","40","-1"
"2018/05/22 05:00:00","1","0","1","101","0","31","0","0","2018/05/28 04:59:59","2000","18","30","-1"
"2018/05/22 05:00:00","1","0","1","101","0","41","0","0","2018/05/28 04:59:59","2000","19","40","-1"
"2018/05/28 05:00:00","1","0","1","102","0","32","0","0","2018/05/31 04:59:59","2000","20","30","-1"
"2018/05/28 05:00:00","1","0","1","102","0","42","0","0","2018/05/31 04:59:59","2000","21","40","-1"
"2018/05/31 05:00:00","1","0","1","103","0","34","0","0","2018/06/10 04:59:59","2000","22","30","-1"
"2018/05/31 05:00:00","1","0","1","103","0","44","0","0","2018/06/10 04:59:59","2000","23","40","-1"
"2018/06/10 05:00:00","1","0","1","104","0","45","0","0","2018/06/20 04:59:59","2000","24","40","-1"
"2018/06/20 05:00:00","1","0","1","101","0","31","0","0","2018/06/25 04:59:59","2000","25","30","-1"
"2018/06/20 05:00:00","1","0","1","101","0","41","0","0","2018/06/25 04:59:59","2000","26","40","-1"
"2018/06/25 05:00:00","1","0","1","102","0","32","0","0","2018/06/30 04:59:59","2000","27","30","-1"
"2018/06/25 05:00:00","1","0","1","102","0","42","0","0","2018/06/30 04:59:59","2000","28","40","-1"
"2018/06/30 05:00:00","1","0","1","103","0","34","0","0","2018/07/10 04:59:59","2000","29","30","-1"
"2018/06/30 05:00:00","1","0","1","103","0","44","0","0","2018/07/10 04:59:59","2000","30","40","-1"
"2018/07/10 05:00:00","1","0","1","104","0","45","0","0","2018/07/20 04:59:59","2000","31","40","-1"
"2018/07/20 05:00:00","1","0","1","101","0","31","0","0","2018/07/25 04:59:59","2000","32","30","-1"
"2018/07/20 05:00:00","1","0","1","101","0","41","0","0","2018/07/25 04:59:59","2000","33","40","-1"
"2018/07/25 05:00:00","1","0","1","102","0","32","0","0","2018/07/31 04:59:59","2000","34","30","-1"
"2018/07/25 05:00:00","1","0","1","102","0","42","0","0","2018/07/31 04:59:59","2000","35","40","-1"
"2018/07/31 05:00:00","1","0","1","103","0","34","0","0","2018/08/10 04:59:59","2000","36","30","-1"
"2018/07/31 05:00:00","1","0","1","103","0","44","0","0","2018/08/10 04:59:59","2000","37","40","-1"
"2018/08/10 05:00:00","1","0","1","104","0","45","0","0","2018/08/21 04:59:59","2000","38","40","-1"
"2018/08/15 05:00:00","1","0","1","103","0","34","0","0","2018/08/21 04:59:59","3000","39","30","-1"
"2018/08/15 05:00:00","1","0","1","103","0","44","0","0","2018/08/21 04:59:59","3000","40","40","-1"
"2018/08/21 05:00:00","1","0","1","101","0","31","0","0","2018/08/25 04:59:59","3000","41","30","-1"
"2018/08/21 05:00:00","1","0","1","101","0","41","0","0","2018/08/25 04:59:59","3000","42","40","-1"
"2018/08/25 05:00:00","1","0","1","102","0","32","0","0","2018/08/31 04:59:59","3000","43","30","-1"
"2018/08/25 05:00:00","1","0","1","102","0","42","0","0","2018/08/31 04:59:59","3000","44","40","-1"
"2018/08/31 05:00:00","1","0","1","103","0","34","0","0","2018/09/10 04:59:59","2000","45","30","-1"
"2018/08/31 05:00:00","1","0","1","103","0","44","0","0","2018/09/10 04:59:59","2000","46","40","-1"
"2018/09/10 05:00:00","1","0","1","104","0","45","0","0","2018/09/20 04:59:59","2000","47","40","-1"
"2018/09/20 05:00:00","1","0","1","101","0","31","0","0","2018/09/25 04:59:59","2000","48","30","-1"
"2018/09/20 05:00:00","1","0","1","101","0","41","0","0","2018/09/25 04:59:59","2000","49","40","-1"
"2018/09/25 05:00:00","1","0","1","102","0","32","0","0","2018/09/30 04:59:59","2000","50","30","-1"
"2018/09/25 05:00:00","1","0","1","102","0","42","0","0","2018/09/30 04:59:59","2000","51","40","-1"
"2018/09/30 05:00:00","1","0","1","103","0","34","0","0","2018/10/10 04:59:59","2000","52","30","-1"
"2018/09/30 05:00:00","1","0","1","103","0","44","0","0","2018/10/10 04:59:59","2000","53","40","-1"
