5bbb09cc4806e0034847e26cacae2c13060a9d42a91ec89b0525bfa15f115bfd,5076fb1c2d22f1efa456490aedccbe7fc15bbe40c7605369649ca52ecd9a752f,9cd109500f1c16c9127c8bc43070d2aa44ae3b7e7ea70ff4255acf3facf2655e,dd3f624cd8e99cbd3f0a18715e5daedde132bdafc2d0efc98fbbb8cd9bcac166,c4bf01da04d4651bc5590e39b28cf9657bc901a6957066099d273f0fa75b116a,4cd6c84cda7d5652f69930af466f34b2454300885a71d9ea5e61b432c7358adf,11f2da4c00b9da3afa03c11efd2f9c3d6f4a664378f8a4aae931db545cbb22cd,30f5151588dbb0bd91071f9241ccc62510a977a40c1773f2529e73e61f991d4d,dbf6c7f5a5191938e6d16e71bedf4b2586e7c48b2fe3341eb2099377eb5742b1,1d527258ed71ab08fdadc80347c6ba46df2761b39b7e9b6f043e22812e0883e1,e0aa90f7721ab19d685dd3a2e533979878fe5326c5329658dc9699ca2271c590,4a59883cf4fcfdaaf71c9acaf5ecfce92fce70e9b8d0642a3146bf835becdca4,49153734831ef526334d9f8e916aa840b5ac7aa5d9854cb811b902fccef8bece
"2024/10/31 12:00:00","130011","0","2","-416.5","1","3001","3001100","100","2030/01/01 14:59:59","ヤマト","2.1","ミッションねえ……\nちょうどいいや\nどこまで片付けられるか\n賭けをしようじゃないか"
"2024/10/31 12:00:00","130011","0","2","-416.5","4","3001","3001101","101","2030/01/01 14:59:59","ヤマト","5.68","他人から言われた任務を\n言われるままにやるなんざ\n性に合わないんだがね……\nま、報酬は貰っとこうか"
"2024/10/31 12:00:00","130011","0","1","-416.5","1","3001","3001102","102","2030/01/01 14:59:59","ヤマト","0","なんだい？　やれンなら\nとっとと済ませちまいな。\nフブキが早くやることやれ\nってボヤいてたよ。"
"2024/10/31 12:00:00","130211","0","1","-416.5","1","3002","3002100","100","2030/01/01 14:59:59","フブキ","0","え～？　ぼくに頼みごと～？\nどうしちゃおっかな～\nちゃんとお願いできたら\n考えてあげよっかな～？"
"2024/10/31 12:00:00","130211","0","1","-416.5","1","3002","3002101","101","2030/01/01 14:59:59","フブキ","0","ほらほらぁ、これが\n欲しいんでしょ～？\nほんと、しょうがないよね～\nザコおに～いさん♡"
"2024/10/31 12:00:00","130211","0","2","-416.5","5","3002","3002102","102","2030/01/01 14:59:59","フブキ","8.53","へえ～、欲しいんだ～？\nぼくのた・い・せ・つ・な・モ・ノ\nあははっ！　なに考えてんの？\nもうへんふしじゃ～んｗ"
"2024/10/31 12:00:00","130211","0","1","-416.5","7","3002","3002103","103","2030/01/01 14:59:59","フブキ","5.67","なになに～？　もしかしてまた\nおねだりするつもりなんだ？\nとか言って、ほんとはぼくに\n会いたいだけだったりして～？"
"2024/10/31 12:00:00","130211","0","1","-416.5","1","3002","3002104","104","2030/01/01 14:59:59","フブキ","0","ザコお兄さんってぇ\n頼み方もワンパなのぉ～？\nもっと必死にならないと\nぼくの心は動かせないよ～？"
"2024/10/31 12:00:00","130211","0","3","-416.5","3","3004","3002300","300","2030/01/01 14:59:59","フブキ","0","あのさーザコお兄さん、\nな～んか調子乗ってない？\nぼくのこと、なんでもくれる\nチョロいやつとか思ってたりー？"
"2024/10/31 12:00:00","130211","0","7","-416.5","7","3005","3002400","301","2030/01/01 14:59:59","フブキ","0","ざんね～ん♪\nうざいお兄さんには、もうな～んにもあげませ～ん♡\nほんとなっさけなーい♪\nばいば～い♡"
"2024/10/31 12:00:00","130211","0","1","-416.5","2","3003","3003200","200","2030/01/01 14:59:59","フブキ","4.4","きゃはは、ほんと必死～♡\nは～、面白かった。\n笑えたからいいよ～\nそれ、恵んだげる～♪"
"2024/10/31 12:00:00","130211","0","7","-416.5","7","3003","3003201","201","2030/01/01 14:59:59","フブキ","0","は～、しょうがないな～♡\nザコお兄さんってば\nほんとよわよわで\n情けないよね～ｗ"
"2024/10/31 12:00:00","130211","0","2","-416.5","1","3003","3003202","202","2030/01/01 14:59:59","フブキ","5.6","お兄さんってば、ぼくがいないと\nほんとザッコザコだよね～\nもっと感謝しろし～♪"
