af466e25433bc1017e4689e15333f6b84b0b626bff0bbda34aa585a8b469ecdc,15f976888106eb11fd5c0a96fa69c0dbb9526914069786cf9cd283c079be2950,43fbff31a074ee57725e15a17e3bd7ca231346913c436096a23a7d92d78732bb,57bb4052adfa3702f83603db0a15e1898261ed8e64682c6162d4a35f825f9b9e,15ce1a34be4b79084c1d80d852982dd4094d3b9f45218fa604308cdb3b385fe2,58a9481f050623d7cc63932a4366bb370b8b887d950bf7cead257fe914476882,f32ae944aca0fbec265d3beab059a265c60e205b5a1c4208cb40890721974cf0,cf1c6092cba96193944b1e2f5f11566f9b6134597ec6def5bb6817b0481c1f9d,4886c58ae69626519b6733d0b2dc3d3b092cc1366fc0042a189cb86083bc9b8b,3da63951ab98512a84a3feec017740ab17c5cec664d3ce7f166bd04a2eb87d63,b16c1776c096003cb7f23251232c8aec7568675b8e031db6179c11d81ab3e3de,46b3f6a6a7f269a63db297df3217837c0ca2645b8d1b953632ea96fcf7f980af,465022f73385c4be0bca0f5001e7f6b57c2477227c2dcc4507dcaafd48f5bc07,7705592fca552a2f1c8e6affcdbb22a04658193d2f6301819f8c35940d38594f,ddcbfb3de8c1daa11b39b858c0a6097a24c17bc6cba3452db909234b30e74bc9,741cdfa122c6cc9cd6f44dc918f57a9d091a4e592cb07054fb23990b18123fd0,77298cf4611308d9275a36f52f8f2760f2f05037f62c80145798b3a1d75c0cb9,22ab87f051177435c2eef84f22b86382d73d9e901d8f002f3b3962c46af743de
"1","0","0","0","0","1","0","0","0","0","0","8","0","0","0","50","91002","10"
"11","0","0","0","0","2","0","0","0","0","0","8","0","0","0","10","91002","100"
"101","0","0","0","0","3","0","0","0","0","0","8","0","0","0","5","91002","200"
"201","0","0","0","0","4","0","0","0","0","0","8","0","0","0","3","91002","500"
"501","0","0","0","0","5","0","0","0","0","0","8","0","0","0","2","91002","1000"
"1001","0","0","0","0","6","0","0","0","0","0","8","0","0","0","2","91002","2000"
"2001","0","0","0","0","7","0","0","0","0","0","8","0","0","0","1","91002","3999"
"4000","0","0","0","0","8","0","0","0","0","0","8","0","0","0","50","91002","4000"
"4100","0","0","0","0","9","0","0","0","0","0","8","0","0","0","50","91002","4100"
"4200","0","0","0","0","10","0","0","0","0","0","8","0","0","0","50","91002","4200"
"4300","0","0","0","0","11","0","0","0","0","0","8","0","0","0","50","91002","4300"
"4400","0","0","0","0","12","0","0","0","0","0","8","0","0","0","50","91002","4400"
"4500","0","0","0","0","13","0","0","0","0","0","8","0","0","0","50","91002","4500"
"4600","0","0","0","0","14","0","0","0","0","0","8","0","0","0","50","91002","4600"
"4700","0","0","0","0","15","0","0","0","0","0","8","0","0","0","50","91002","4700"
"4800","0","0","0","0","16","0","0","0","0","0","8","0","0","0","50","91002","4800"
"4900","0","0","0","0","17","0","0","0","0","0","8","0","0","0","50","91002","4900"
"5000","0","0","0","0","18","0","0","0","0","0","8","0","0","0","50","91002","5000"
"5100","0","0","0","0","19","0","0","0","0","0","8","0","0","0","50","91002","5100"
"5200","0","0","0","0","20","0","0","0","0","0","8","0","0","0","50","91002","5200"
"5300","0","0","0","0","21","0","0","0","0","0","8","0","0","0","50","91002","5300"
"5400","0","0","0","0","22","0","0","0","0","0","8","0","0","0","50","91002","5400"
"5500","0","0","0","0","23","0","0","0","0","0","8","0","0","0","50","91002","5500"
"5600","0","0","0","0","24","0","0","0","0","0","8","0","0","0","50","91002","5600"
"5700","0","0","0","0","25","0","0","0","0","0","8","0","0","0","50","91002","5700"
"5800","0","0","0","0","26","0","0","0","0","0","8","0","0","0","50","91002","5800"
"5900","0","0","0","0","27","0","0","0","0","0","8","0","0","0","50","91002","5900"
"6000","0","0","0","0","28","0","0","0","0","0","8","0","0","0","50","91002","6000"
"6100","0","0","0","0","29","0","0","0","0","0","8","0","0","0","50","91002","6100"
"6200","0","0","0","0","30","0","0","0","0","0","8","0","0","0","50","91002","6200"
"6300","0","0","0","0","31","0","0","0","0","0","8","0","0","0","50","91002","6300"
"6400","0","0","0","0","32","0","0","0","0","0","8","0","0","0","50","91002","6400"
"6500","0","0","0","0","33","0","0","0","0","0","8","0","0","0","50","91002","6500"
"6600","0","0","0","0","34","0","0","0","0","0","8","0","0","0","50","91002","6600"
"6700","0","0","0","0","35","0","0","0","0","0","8","0","0","0","50","91002","6700"
"6800","0","0","0","0","36","0","0","0","0","0","8","0","0","0","50","91002","6800"
"6900","0","0","0","0","37","0","0","0","0","0","8","0","0","0","50","91002","6900"
"7000","0","0","0","0","38","0","0","0","0","0","8","0","0","0","50","91002","7000"
"7100","0","0","0","0","39","0","0","0","0","0","8","0","0","0","50","91002","7100"
"7200","0","0","0","0","40","0","0","0","0","0","8","0","0","0","50","91002","7200"
"7300","0","0","0","0","41","0","0","0","0","0","8","0","0","0","50","91002","7300"
"7400","0","0","0","0","42","0","0","0","0","0","8","0","0","0","50","91002","7400"
"7500","0","0","0","0","43","0","0","0","0","0","8","0","0","0","50","91002","7500"
"7600","0","0","0","0","44","0","0","0","0","0","8","0","0","0","50","91002","7600"
"7700","0","0","0","0","45","0","0","0","0","0","8","0","0","0","50","91002","7700"
"7800","0","0","0","0","46","0","0","0","0","0","8","0","0","0","50","91002","7800"
"7900","0","0","0","0","47","0","0","0","0","0","8","0","0","0","50","91002","7900"
"8000","0","0","0","0","48","0","0","0","0","0","8","0","0","0","50","91002","8000"
"8100","0","0","0","0","49","0","0","0","0","0","8","0","0","0","15","91002","8100"
"8200","0","0","0","0","50","0","0","0","0","0","8","0","0","0","15","91002","8200"
"8300","0","0","0","0","51","0","0","0","0","0","8","0","0","0","15","91002","8300"
"8400","0","0","0","0","52","0","0","0","0","0","8","0","0","0","15","91002","8400"
"8500","0","0","0","0","53","0","0","0","0","0","8","0","0","0","15","91002","8500"
"8600","0","0","0","0","54","0","0","0","0","0","8","0","0","0","15","91002","8600"
"8700","0","0","0","0","55","0","0","0","0","0","8","0","0","0","15","91002","8700"
"8800","0","0","0","0","56","0","0","0","0","0","8","0","0","0","15","91002","8800"
"8900","0","0","0","0","57","0","0","0","0","0","8","0","0","0","15","91002","8900"
"9000","0","0","0","0","58","0","0","0","0","0","8","0","0","0","15","91002","9000"
"9100","0","0","0","0","59","0","0","0","0","0","8","0","0","0","15","91002","9100"
"9200","0","0","0","0","60","0","0","0","0","0","8","0","0","0","15","91002","9200"
"9300","0","0","0","0","61","0","0","0","0","0","8","0","0","0","15","91002","9300"
"9400","0","0","0","0","62","0","0","0","0","0","8","0","0","0","15","91002","9400"
"9500","0","0","0","0","63","0","0","0","0","0","8","0","0","0","15","91002","9500"
"9600","0","0","0","0","64","0","0","0","0","0","8","0","0","0","15","91002","9600"
"9700","0","0","0","0","65","0","0","0","0","0","8","0","0","0","15","91002","9700"
"9800","0","0","0","0","66","0","0","0","0","0","8","0","0","0","15","91002","9800"
"9900","0","0","0","0","67","0","0","0","0","0","8","0","0","0","15","91002","9900"
"10000","0","0","0","0","68","0","0","0","0","0","8","0","0","0","15","91002","10000"
"10100","0","0","0","0","69","0","0","0","0","0","8","0","0","0","15","91002","10100"
"10200","0","0","0","0","70","0","0","0","0","0","8","0","0","0","15","91002","10200"
"10300","0","0","0","0","71","0","0","0","0","0","8","0","0","0","15","91002","10300"
"10400","0","0","0","0","72","0","0","0","0","0","8","0","0","0","15","91002","10400"
"10500","0","0","0","0","73","0","0","0","0","0","8","0","0","0","15","91002","10500"
"10600","0","0","0","0","74","0","0","0","0","0","8","0","0","0","15","91002","10600"
"10700","0","0","0","0","75","0","0","0","0","0","8","0","0","0","15","91002","10700"
"10800","0","0","0","0","76","0","0","0","0","0","8","0","0","0","15","91002","10800"
"10900","0","0","0","0","77","0","0","0","0","0","8","0","0","0","15","91002","10900"
"11000","0","0","0","0","78","0","0","0","0","0","8","0","0","0","15","91002","11000"
"11100","0","0","0","0","79","0","0","0","0","0","8","0","0","0","15","91002","11100"
"11200","0","0","0","0","80","0","0","0","0","0","8","0","0","0","15","91002","11200"
"11300","0","0","0","0","81","0","0","0","0","0","8","0","0","0","15","91002","11300"
"11400","0","0","0","0","82","0","0","0","0","0","8","0","0","0","15","91002","11400"
"11500","0","0","0","0","83","0","0","0","0","0","8","0","0","0","15","91002","11500"
"11600","0","0","0","0","84","0","0","0","0","0","8","0","0","0","15","91002","11600"
"11700","0","0","0","0","85","0","0","0","0","0","8","0","0","0","15","91002","11700"
"11800","0","0","0","0","86","0","0","0","0","0","8","0","0","0","15","91002","11800"
"11900","0","0","0","0","87","0","0","0","0","0","8","0","0","0","15","91002","11900"
"12000","0","0","0","0","88","0","0","0","0","0","8","0","0","0","15","91002","12000"
"12100","0","0","0","0","89","0","0","0","0","0","8","0","0","0","15","91002","12100"
"12200","0","0","0","0","90","0","0","0","0","0","8","0","0","0","15","91002","12200"
"12300","0","0","0","0","91","0","0","0","0","0","8","0","0","0","15","91002","12300"
"12400","0","0","0","0","92","0","0","0","0","0","8","0","0","0","15","91002","12400"
"12500","0","0","0","0","93","0","0","0","0","0","8","0","0","0","15","91002","12500"
"12600","0","0","0","0","94","0","0","0","0","0","8","0","0","0","15","91002","12600"
"12700","0","0","0","0","95","0","0","0","0","0","8","0","0","0","15","91002","12700"
"12800","0","0","0","0","96","0","0","0","0","0","8","0","0","0","15","91002","12800"
"12900","0","0","0","0","97","0","0","0","0","0","8","0","0","0","15","91002","12900"
"13000","0","0","0","0","98","0","0","0","0","0","8","0","0","0","15","91002","13000"
"13100","0","0","0","0","99","0","0","0","0","0","8","0","0","0","15","91002","13100"
"13200","0","0","0","0","100","0","0","0","0","0","8","0","0","0","15","91002","13200"
"13300","0","0","0","0","101","0","0","0","0","0","8","0","0","0","15","91002","13300"
"13400","0","0","0","0","102","0","0","0","0","0","8","0","0","0","15","91002","13400"
