5ff4151858ececb01ae0c8a88d06eff3017b5903f6b9b1b2479aae9969a974cc,85d83cbd00e19614a8b1a06a052ecc903b19db62b9ad149e9de3bc4cd4720fd5,75d3731b1d9adf6aae5ad062994f911392a7e6ff7d8597177f8830fd031f1ccf,906337dab30c6d669311b13fdef53aa4f31d08f713e535163fd30ad62c97563d,3aa1f71ccf4fddd759c189aff6baee8d7cab9934e710b96d71ce1a00a3fee9a4,6984d71b7619dac4959a6d28ecb673b293418a8c1dbd4e99430e882cbea16c33,03e49929f748259260ca72726c4510ea17427b49e818e102ae7c2ac9492e973d,39c07b7ce2b95cdfce9807004aff0390e93080ac97d467cfc52cb219a617fdd3,d25ee4cc2c64aaaa37fe4f25545fd5d8252f902ec5625c168c345ae88a508160,7ae2d2899d5da2acc4815626f2224be4f23d4ab2632bf3226783c56a4290cd24,2778934b07f2d18865c51942674159454ec5335e73fbbbd92a6c80755790ef39
"0","0","517411","1001","2030/12/17 14:59:59","ヒヨリ","1001","209","0","1","2015/04/01 15:00:00"
"0","0","720111","1002","2030/12/17 14:59:59","ユイ","1002","284","0","1","2015/04/01 15:00:00"
"0","0","830111","1003","2030/12/17 14:59:59","レイ","1003","339","0","1","2015/04/01 15:00:00"
"0","0","612411","1004","2030/12/17 14:59:59","ミソギ","1004","255","0","1","2015/04/01 15:00:00"
"0","0","603211","1005","2030/12/17 14:59:59","マツリ","1005","236","0","1","2015/04/01 15:00:00"
"0","0","1011","1006","2030/12/17 14:59:59","アカリ","1006","7","0","1","2015/04/01 15:00:00"
"0","0","617011","1007","2030/12/17 14:59:59","ミヤコ","1007","272","0","1","2015/04/01 15:00:00"
"0","0","721111","1008","2030/12/17 14:59:59","ユキ","1008","295","0","1","2015/04/01 15:00:00"
"0","0","9431","1009","2030/12/17 14:59:59","アンナ","1009","28","0","1","2015/04/01 15:00:00"
"0","0","605411","1010","2030/12/17 14:59:59","マホ","1010","242","0","1","2015/04/01 15:00:00"
"0","0","814411","1011","2030/12/17 14:59:59","リノ","1011","316","0","1","2015/04/01 15:00:00"
"0","0","503211","1012","2030/12/17 14:59:59","ハツネ","1012","204","0","1","2015/04/01 15:00:00"
"0","0","404011","1013","2030/12/17 14:59:59","ナナカ","1013","183","0","1","2015/04/01 15:00:00"
"0","0","102211","1014","2030/12/17 14:59:59","カスミ","1014","65","0","1","2015/04/01 15:00:00"
"0","0","612021","1015","2030/12/17 14:59:59","ミサト","1015","252","0","1","2015/04/01 15:00:00"
"0","0","222211","1016","2030/12/17 14:59:59","スズナ","1016","154","0","1","2015/04/01 15:00:00"
"0","0","100411","1017","2030/12/17 14:59:59","カオリ","1017","62","0","1","2015/04/01 15:00:00"
"0","0","10411","1018","2030/12/17 14:59:59","イオ","1018","31","0","1","2015/04/01 15:00:00"
"0","0","616111","1020","2030/12/17 14:59:59","ミミ","1020","269","0","1","2015/04/01 15:00:00"
"0","0","128211","1021","2030/12/17 14:59:59","クルミ","1021","99","0","1","2015/04/01 15:00:00"
"0","0","748111","1022","2030/12/17 14:59:59","ヨリ","1022","302","0","1","2015/04/01 15:00:00"
"0","0","6411","1023","2030/12/17 14:59:59","アヤネ","1023","18","0","1","2015/04/01 15:00:00"
"0","0","222221","1025","2030/12/17 14:59:59","スズメ","1025","158","0","1","2015/04/01 15:00:00"
"0","0","819411","1026","2030/12/17 14:59:59","リン","1026","325","0","1","2015/04/01 15:00:00"
"0","0","38121","1027","2030/12/17 14:59:59","エリコ","1027","55","0","1","2015/04/01 15:00:00"
"0","0","208311","1028","2030/12/17 14:59:59","サレン","1028","124","0","1","2015/04/01 15:00:00"
"0","0","442411","1029","2030/12/17 14:59:59","ノゾミ","1029","199","0","1","2015/04/01 15:00:00"
"0","0","414411","1030","2030/12/17 14:59:59","ニノン","1030","186","0","1","2015/04/01 15:00:00"
"0","0","214411","1031","2030/12/17 14:59:59","シノブ","1031","147","0","1","2015/04/01 15:00:00"
"0","0","1111","1032","2030/12/17 14:59:59","アキノ","1032","10","0","1","2015/04/01 15:00:00"
"0","0","605111","1033","2030/12/17 14:59:59","マヒル","1033","239","0","1","2015/04/01 15:00:00"
"0","0","721011","1034","2030/12/17 14:59:59","ユカリ","1034","291","0","1","2015/04/01 15:00:00"
"0","0","117411","1036","2030/12/17 14:59:59","キョウカ","1036","83","0","1","2015/04/01 15:00:00"
"0","0","346411","1037","2030/12/17 14:59:59","トモ","1037","179","0","1","2015/04/01 15:00:00"
"0","0","210411","1038","2030/12/17 14:59:59","シオリ","1038","136","0","1","2015/04/01 15:00:00"
"0","0","411","1040","2030/12/17 14:59:59","アオイ","1040","2","0","1","2015/04/01 15:00:00"
"0","0","311011","1042","2030/12/17 14:59:59","チカ","1042","170","0","1","2015/04/01 15:00:00"
"0","0","601411","1043","2030/12/17 14:59:59","マコト","1043","232","0","1","2015/04/01 15:00:00"
"0","0","17111","1044","2030/12/17 14:59:59","イリヤ","1044","39","0","1","2015/04/01 15:00:00"
"0","0","120211","1045","2030/12/17 14:59:59","クウカ","1045","88","0","1","2015/04/01 15:00:00"
"0","0","306011","1046","2030/12/17 14:59:59","タマキ","1046","163","0","1","2015/04/01 15:00:00"
"0","0","217211","1047","2030/12/17 14:59:59","ジュン","1047","151","0","1","2015/04/01 15:00:00"
"0","0","615211","1048","2030/12/17 14:59:59","ミフユ","1048","265","0","1","2015/04/01 15:00:00"
"0","0","212211","1049","2030/12/17 14:59:59","シズル","1049","140","0","1","2015/04/01 15:00:00"
"0","0","612011","1050","2030/12/17 14:59:59","ミサキ","1050","249","0","1","2015/04/01 15:00:00"
"0","0","613211","1051","2030/12/17 14:59:59","ミツキ","1051","262","0","1","2015/04/01 15:00:00"
"0","0","816011","1052","2030/12/17 14:59:59","リマ","1052","320","0","1","2015/04/01 15:00:00"
"0","0","644111","1053","2030/12/17 14:59:59","モニカ","1053","279","0","1","2015/04/01 15:00:00"
"0","0","326211","1054","2030/12/17 14:59:59","ツムギ","1054","174","0","1","2015/04/01 15:00:00"
"0","0","7211","1055","2030/12/17 14:59:59","アユミ","1055","21","0","1","2015/04/01 15:00:00"
"0","0","821011","1056","2030/12/17 14:59:59","ルカ","1056","333","0","1","2015/04/01 15:00:00"
"0","0","210111","1057","2030/12/17 14:59:59","ジータ","1057","129","0","1","2015/04/01 15:00:00"
"0","0","531411","1058","2030/12/17 14:59:59","ペコリーヌ","1058","221","0","1","2015/04/01 15:00:00"
"0","0","143211","1059","2030/12/17 14:59:59","コッコロ","1059","115","0","1","2015/04/01 15:00:00"
"0","0","117011","1060","2030/12/17 14:59:59","キャル","1060","76","0","1","2015/04/01 15:00:00"
"0","0","620111","1061","2030/12/17 14:59:59","ムイミ","1061","275","0","1","2015/04/01 15:00:00"
"0","0","8121","1063","2030/12/17 14:59:59","アリサ","1063","25","0","1","2015/04/01 15:00:00"
"0","0","210311","1064","2030/12/17 14:59:59","シェフィ","1064","131","0","1","2015/04/01 15:00:00"
"0","0","107011","1065","2030/12/17 14:59:59","カヤ","1065","71","0","1","2015/04/01 15:00:00"
"0","0","14411","1066","2030/12/17 14:59:59","イノリ","1066","35","0","1","2015/04/01 15:00:00"
"0","0","546111","1067","2030/12/17 14:59:59","ホマレ","1067","229","0","1","2015/04/01 15:00:00"
"0","0","805111","1068","2030/12/17 14:59:59","ラビリスタ","1068","308","0","1","2015/04/01 15:00:00"
"0","0","100111","1069","2030/12/17 14:59:59","カイザーインサイト","1069","61","0","1","2015/04/01 15:00:00"
"0","0","434311","1070","2030/12/17 14:59:59","ネネカ","1070","192","0","1","2015/04/01 15:00:00"
"0","0","128121","1071","2030/12/17 14:59:59","クリスティーナ","1071","95","0","1","2015/04/01 15:00:00"
"0","0","531415","1075","2030/12/17 14:59:59","ペコリーヌ（サマー）","1075","225","0","1","2015/04/01 15:00:00"
"0","0","143213","1076","2030/12/17 14:59:59","コッコロ（サマー）","1076","117","0","1","2015/04/01 15:00:00"
"0","0","222222","1077","2030/12/17 14:59:59","スズメ（サマー）","1077","159","0","1","2015/04/01 15:00:00"
"0","0","117013","1078","2030/12/17 14:59:59","キャル（サマー）","1078","78","0","1","2015/04/01 15:00:00"
"0","0","306014","1079","2030/12/17 14:59:59","タマキ（サマー）","1079","166","0","1","2015/04/01 15:00:00"
"0","0","615213","1080","2030/12/17 14:59:59","ミフユ（サマー）","1080","267","0","1","2015/04/01 15:00:00"
