b2e0c0408e9b83e963d25f2255016e8015aa3147097dd011b49dc6c4ab425087,f54555a8308fbeb92ee14e5240bb0a1a34ff75caf63134653aa52bbf812d0c3f,854cb32fda372b22a6d46084a7d73ca64cd6058a2146f65a550adb5abb873d89,0775a134a567740d50586c63fc8c75d4c6727b050e943f201a40e182d667a6e9,f746aed4a93c06beacf49387419f68bd803ab651b2278d9f7f1755f551768a45,699818d27d24fcc17c852cdbc7f4c06c8a96c778fa4be419c47eb832aabdaa22,226814adc4b7054ee3139790535fc4a31f230c90fee3530179566233e5fa762e,f08edcbbd6c5c6d226fdb7e99d78144365faf621cbc6df5a164b728c9cb9b81a,aea948e647060d2f881138b87d5caa5a029b03412001eb148859143d0b4d8a70,7a1c93b532b2af09d6b604951fb5a48962db2c4affc9f3d1916aec9d4e2c6385,b39adfa515584dd0e4c9d8f6763d8c9707e3deac825f9cf5338cc18cf91764e8,179be2b806da150a0b5aaf75848e182cfc0711dd7270c0850314c3d0e8991179,668dc6eec7832b23266100a251e20c0e84e31acf9dde04465659372e700f0949,646d4fdfdc7011d19ef4fcb26830ab73283e02933a0b7c3d40843d517c1830f4
"201","0","0","402001","","0","1001","2015/04/01 15:00:00","11001010","0","2030/04/01 14:59:59","101","1","51001001"
"201","0","0","402001","","0","1001","2015/04/01 15:00:00","11002012","0","2030/04/01 14:59:59","101","1","51001002"
"201","0","0","402001","","0","1001","2015/04/01 15:00:00","11003012","0","2030/04/01 14:59:59","101","1","51001003"
"201","0","0","402001","","0","1001","2015/04/01 15:00:00","11004013","0","2030/04/01 14:59:59","101","1","51001004"
"201","0","0","402001","","0","1001","2015/04/01 15:00:00","11005013","0","2030/04/01 14:59:59","101","1","51001005"
"201","0","0","402001","","0","1001","2015/04/01 15:00:00","11006014","0","2030/04/01 14:59:59","101","1","51001006"
"201","0","0","402001","","0","1001","2015/04/01 15:00:00","11007014","0","2030/04/01 14:59:59","101","1","51001007"
"201","0","0","402001","","0","1001","2015/04/01 15:00:00","11008015","0","2030/04/01 14:59:59","101","1","51001008"
"201","0","0","402001","","0","1001","2015/04/01 15:00:00","11009015","0","2030/04/01 14:59:59","101","1","51001009"
"201","0","0","402001","","0","1001","2015/04/01 15:00:00","11010017","0","2030/04/01 14:59:59","101","1","51001010"
"201","0","0","402001","","0","1001","2015/04/01 15:00:00","11011017","0","2030/04/01 14:59:59","101","1","51001011"
"201","0","0","402001","","0","1001","2015/04/01 15:00:00","11012017","0","2030/04/01 14:59:59","101","1","51001012"
"201","0","0","402001","","0","1001","2015/04/01 15:00:00","11013017","0","2030/04/01 14:59:59","101","1","51001013"
"201","0","0","402001","","0","1001","2015/04/01 15:00:00","11014014","0","2030/04/01 14:59:59","101","1","51001014"
"201","0","0","402001","","0","1001","2015/04/01 15:00:00","11015014","0","2030/04/01 14:59:59","101","1","51001015"
"201","0","0","402001","","0","1001","2015/04/01 15:00:00","11016014","0","2030/04/01 14:59:59","101","1","51001016"
"201","0","0","402001","","0","1001","2015/04/01 15:00:00","11017014","0","2030/04/01 14:59:59","101","1","51001017"
"201","0","0","402001","","0","1001","2015/04/01 15:00:00","11018014","0","2030/04/01 14:59:59","101","1","51001018"
"201","0","0","402001","","0","1001","2015/04/01 15:00:00","11019014","0","2030/04/01 14:59:59","101","1","51001019"
"201","0","0","402001","","0","1001","2015/04/01 15:00:00","11020014","0","2030/04/01 14:59:59","101","1","51001020"
"201","0","0","402001","","0","1001","2015/04/01 15:00:00","11021014","0","2030/04/01 14:59:59","101","1","51001021"
