e80344d8cc95e8362ac59ccd290663c35aedce4d65dc1f5a52f46861f5568d94,f604739e7ff6ecc62f249d6f80c563608d193db424fb915b241f92432abf1e4a,9ae5bdd8157dd931d75b769d35de118db760d60cfdcbbb068a4e1aeb4dd7b692,8f929083549b8b46d57836c276ff934ed27ee3c2bb34510a2d45b13528c63179,7b0ad2e04da3b762bf45075ebf4f9cdb6decf185dd792be5626c6f5be1fc9822
"10001","10","100","255","30"
"10002","10","100","110","34"
"10003","10","100","185","37"
"10004","10","101","388","41"
"10005","10","100","603","46"
"10006","10","100","696","51"
"10007","10","100","478","54"
"10008","10","101","240","58"
"10009","10","100","371","62"
"10010","10","100","253","67"
"10011","10","100","408","71"
"10012","10","100","342","75"
"10013","10","101","549","78"
"10014","10","100","696","82"
"10015","10","100","468","87"
"10016","10","100","641","92"
"10017","10","100","701","96"
"10018","10","100","531","101"
"10019","10","100","387","105"
"10020","10","100","315","108"
"10021","10","100","241","112"
"10022","10","100","316","117"
"10023","10","100","741","120"
"10024","10","100","1007","125"
"10025","10","101","730","129"
"10026","10","100","647","133"
"10027","10","100","836","137"
"10028","10","100","1087","140"
"10029","10","100","818","143"
"10030","10","100","558","147"
"10031","10","101","228","152"
"10032","10","100","569","155"
"10033","10","101","724","159"
"10034","10","101","367","162"
"10035","10","100","9","165"
"10036","10","100","101","170"
"10037","10","101","509","173"
"10038","10","100","214","178"
"10039","10","400","511","183"
"10040","10","100","477","188"
"10041","10","100","739","192"
"10042","10","101","485","197"
"10043","10","100","670","202"
"10044","10","100","339","205"
"10045","10","100","193","210"
"10046","10","101","376","215"
"10047","10","100","719","219"
"10048","10","100","1012","224"
"10049","10","100","1199","227"
"10050","10","100","870","232"
"10051","10","100","521","237"
"10052","10","100","632","240"
"10053","10","100","263","244"
"10054","10","101","180","247"
"10055","10","100","295","252"
"10056","10","200","594","255"
"10057","10","100","252","259"
"10058","10","100","623","262"
"10059","10","101","219","265"
"10060","10","100","379","270"
"10061","10","101","218","273"
"10062","10","100","478","277"
"10063","10","100","415","281"
"10064","10","100","700","284"
"10065","10","100","411","289"
"10066","10","100","326","292"
"10067","10","101","763","296"
"10068","10","100","591","300"
"10069","10","300","837","304"
"10070","10","100","432","307"
"10071","10","100","379","310"
"10072","10","101","31","314"
"10073","10","100","216","317"
"10074","10","100","412","321"
"10075","10","101","183","326"
"10076","10","100","57","330"
"10077","10","100","204","335"
"10078","10","100","486","340"
"10079","10","100","858","345"
"10080","10","101","584","349"
"10081","10","100","178","352"
"10082","10","100","448","357"
"10083","10","100","793","361"
"10084","10","101","1102","364"
"10085","10","100","975","369"
"10086","10","100","1132","374"
"10087","10","101","922","379"
"10088","10","100","752","383"
"10089","10","100","457","386"
"10090","10","100","367","391"
"10091","10","101","410","395"
"10092","10","100","93","398"
"10093","10","100","425","402"
"10094","10","100","54","407"
"10095","10","100","255","410"
"10096","10","100","318","414"
"10097","10","101","535","417"
"10098","10","100","467","422"
"10099","10","100","695","425"
"10100","10","100","820","429"
"10101","10","101","676","434"
"10102","10","100","880","439"
"10103","10","100","656","444"
"10104","10","400","849","447"
"10105","10","100","1077","452"
"10106","10","100","1195","456"
"10107","10","101","1053","461"
"10108","10","100","975","464"
"10109","10","300","762","467"
"10110","10","100","1120","471"
"10111","10","101","1062","476"
"10112","10","100","815","481"
"10113","10","100","680","484"
"10114","10","100","626","488"
"10115","10","100","658","492"
"10116","10","100","804","495"
"10117","10","100","645","500"
"10118","10","200","716","503"
"10119","10","100","792","506"
"10120","10","100","891","510"
"10121","10","100","1092","514"
"10122","10","101","1181","519"
"10123","10","100","1102","522"
"10124","10","101","1042","526"
"10125","10","100","846","529"
"10126","10","100","880","532"
"10127","10","101","945","537"
"10128","10","100","892","541"
"10129","10","100","1018","546"
"10130","10","101","866","551"
"10131","10","100","630","554"
"10132","10","101","543","558"
"10133","10","100","320","563"
"10134","10","100","421","566"
"10135","10","101","483","570"
"10136","10","100","600","575"
"10137","10","100","505","580"
"10138","10","100","321","583"
"10139","10","101","268","586"
"10140","10","100","373","590"
"10141","10","100","579","595"
"10142","10","400","386","599"
"10143","10","100","511","604"
"10144","10","100","599","608"
"10145","10","101","639","612"
"10146","10","100","731","615"
"10147","10","300","689","619"
"10148","10","100","478","624"
"10149","10","101","583","628"
"10150","10","100","338","633"
"10151","10","100","142","636"
"10152","10","100","383","640"
"10153","10","100","555","644"
"10154","10","101","510","649"
"10155","10","100","751","653"
"10156","10","100","529","656"
"10157","10","100","491","659"
"10158","10","100","265","662"
"10159","10","100","440","665"
"10160","10","101","236","670"
"10161","10","100","351","674"
"10162","10","101","302","677"
"10163","10","100","150","682"
"10164","10","100","71","686"
"10165","10","101","14","690"
"10166","10","100","211","694"
"10167","10","101","127","698"
"10168","10","100","375","702"
"10169","10","100","497","706"
"10170","10","200","412","710"
"10171","10","100","638","714"
"10172","10","100","835","719"
"10173","10","100","921","722"
"10174","10","101","828","727"
"10175","10","100","882","730"
"10176","10","100","658","735"
"10177","10","101","883","739"
"10178","10","100","1105","743"
"10179","10","100","1186","748"
"10180","10","100","979","752"
"10181","10","400","780","755"
"10182","10","100","644","760"
"10183","10","100","397","764"
"10184","10","100","561","768"
"10185","10","100","530","773"
"10186","10","101","653","778"
"10187","10","100","695","783"
"10188","10","100","531","787"
"10189","10","101","653","793"
"10190","10","100","414","799"
"10191","10","100","190","804"
"10192","10","101","147","809"
"10193","10","100","334","815"
"10194","10","100","270","820"
"10195","10","100","487","825"
"10196","10","101","590","831"
"10197","10","100","637","835"
"10198","10","101","572","840"
"10199","10","100","652","842"
"10200","10","100","746","850"
"11001","11","100","255","30"
"11002","11","100","634","34"
"11003","11","100","539","37"
"11004","11","101","413","41"
"11005","11","100","748","46"
"11006","11","100","608","51"
"11007","11","100","1002","54"
"11008","11","101","802","58"
"11009","11","100","509","62"
"11010","11","100","648","67"
"11011","11","100","305","71"
"11012","11","100","15","75"
"11013","11","101","440","78"
"11014","11","100","476","82"
"11015","11","100","735","87"
"11016","11","100","955","92"
"11017","11","100","1027","96"
"11018","11","100","590","101"
"11019","11","100","249","105"
"11020","11","100","694","108"
"11021","11","100","491","112"
"11022","11","100","174","117"
"11023","11","100","218","120"
"11024","11","100","498","125"
"11025","11","101","928","129"
"11026","11","100","819","133"
"11027","11","100","1136","137"
"11028","11","100","875","140"
"11029","11","100","1010","143"
"11030","11","100","1178","147"
"11031","11","101","785","152"
"11032","11","100","357","155"
"11033","11","101","593","159"
"11034","11","101","382","162"
"11035","11","100","662","165"
"11036","11","100","543","170"
"11037","11","101","916","173"
"11038","11","100","1181","178"
"11039","11","400","771","183"
"11040","11","100","1083","188"
"11041","11","100","1192","192"
"11042","11","101","887","197"
"11043","11","100","628","202"
"11044","11","100","674","205"
"11045","11","100","545","210"
"11046","11","101","411","215"
"11047","11","100","546","219"
"11048","11","100","105","224"
"11049","11","100","178","227"
"11050","11","100","261","232"
"11051","11","100","224","237"
"11052","11","100","354","240"
"11053","11","100","638","244"
"11054","11","101","445","247"
"11055","11","100","697","252"
"11056","11","200","1108","255"
"11057","11","100","695","259"
"11058","11","100","1000","262"
"11059","11","101","768","265"
"11060","11","100","608","270"
"11061","11","101","486","273"
"11062","11","100","595","277"
"11063","11","100","430","281"
"11064","11","100","359","284"
"11065","11","100","474","289"
"11066","11","100","230","292"
"11067","11","101","652","296"
"11068","11","100","424","300"
"11069","11","300","472","304"
"11070","11","100","678","307"
"11071","11","100","946","310"
"11072","11","101","912","314"
"11073","11","100","762","317"
"11074","11","100","1057","321"
"11075","11","101","684","326"
"11076","11","100","770","330"
"11077","11","100","565","335"
"11078","11","100","632","340"
"11079","11","100","1049","345"
"11080","11","101","1089","349"
"11081","11","100","908","352"
"11082","11","100","686","357"
"11083","11","100","537","361"
"11084","11","101","271","364"
"11085","11","100","71","369"
"11086","11","100","463","374"
"11087","11","101","585","379"
"11088","11","100","469","383"
"11089","11","100","113","386"
"11090","11","100","7","391"
"11091","11","101","99","395"
"11092","11","100","363","398"
"11093","11","100","118","402"
"11094","11","100","533","407"
"11095","11","100","376","410"
"11096","11","100","160","414"
"11097","11","101","406","417"
"11098","11","100","163","422"
"11099","11","100","544","425"
"11100","11","100","846","429"
"11101","11","101","397","434"
"11102","11","100","174","439"
"11103","11","100","364","444"
"11104","11","400","730","447"
"11105","11","100","922","452"
"11106","11","100","1024","456"
"11107","11","101","625","461"
"11108","11","100","488","464"
"11109","11","300","555","467"
"11110","11","100","655","471"
"11111","11","101","818","476"
"11112","11","100","602","481"
"11113","11","100","909","484"
"11114","11","100","1185","488"
"11115","11","100","828","492"
"11116","11","100","619","495"
"11117","11","100","567","500"
"11118","11","200","806","503"
"11119","11","100","708","506"
"11120","11","100","1043","510"
"11121","11","100","707","514"
"11122","11","101","992","519"
"11123","11","100","811","522"
"11124","11","101","497","526"
"11125","11","100","166","529"
"11126","11","100","5","532"
"11127","11","101","436","537"
"11128","11","100","658","541"
"11129","11","100","559","546"
"11130","11","101","380","551"
"11131","11","100","153","554"
"11132","11","101","385","558"
"11133","11","100","635","563"
"11134","11","100","339","566"
"11135","11","101","27","570"
"11136","11","100","367","575"
"11137","11","100","143","580"
"11138","11","100","42","583"
"11139","11","101","275","586"
"11140","11","100","712","590"
"11141","11","100","1015","595"
"11142","11","400","620","599"
"11143","11","100","675","604"
"11144","11","100","1033","608"
"11145","11","101","852","612"
"11146","11","100","776","615"
"11147","11","300","546","619"
"11148","11","100","498","624"
"11149","11","101","787","628"
"11150","11","100","562","633"
"11151","11","100","158","636"
"11152","11","100","303","640"
"11153","11","100","204","644"
"11154","11","101","310","649"
"11155","11","100","35","653"
"11156","11","100","210","656"
"11157","11","100","473","659"
"11158","11","100","240","662"
"11159","11","100","123","665"
"11160","11","101","457","670"
"11161","11","100","582","674"
"11162","11","101","764","677"
"11163","11","100","430","682"
"11164","11","100","394","686"
"11165","11","101","546","690"
"11166","11","100","686","694"
"11167","11","101","754","698"
"11168","11","100","323","702"
"11169","11","100","765","706"
"11170","11","200","1034","710"
"11171","11","100","775","714"
"11172","11","100","387","719"
"11173","11","100","584","722"
"11174","11","101","473","727"
"11175","11","100","651","730"
"11176","11","100","772","735"
"11177","11","101","677","739"
"11178","11","100","274","743"
"11179","11","100","567","748"
"11180","11","100","671","752"
"11181","11","400","290","755"
"11182","11","100","511","760"
"11183","11","100","135","764"
"11184","11","100","47","768"
"11185","11","100","139","773"
"11186","11","101","268","778"
"11187","11","100","669","783"
"11188","11","100","589","787"
"11189","11","101","419","793"
"11190","11","100","859","799"
"11191","11","100","1120","804"
"11192","11","101","1054","809"
"11193","11","100","904","815"
"11194","11","100","1153","820"
"11195","11","100","899","825"
"11196","11","101","805","831"
"11197","11","100","546","835"
"11198","11","101","308","840"
"11199","11","100","50","842"
"11200","11","100","483","850"
"12001","12","100","512","30"
"12002","12","100","411","35"
"12003","12","101","536","40"
"12004","12","100","762","43"
"12005","12","100","361","47"
"12006","12","100","725","51"
"12007","12","100","1121","56"
"12008","12","101","805","59"
"12009","12","100","341","63"
"12010","12","100","658","67"
"12011","12","100","351","71"
"12012","12","100","150","75"
"12013","12","101","504","78"
"12014","12","100","978","82"
"12015","12","101","517","87"
"12016","12","100","877","92"
"12017","12","100","650","97"
"12018","12","100","818","102"
"12019","12","100","510","110"
"12020","12","100","549","115"
"12021","12","100","450","120"
"12022","12","100","735","125"
"12023","12","100","929","128"
"12024","12","101","868","131"
"12025","12","100","1060","138"
"12026","12","100","929","142"
"12027","12","101","726","146"
"12028","12","100","674","151"
"12029","12","100","1052","155"
"12030","12","100","1013","160"
"12031","12","100","1095","164"
"12032","12","101","1039","168"
"12033","12","100","579","171"
"12034","12","100","255","174"
"12035","12","100","593","178"
"12036","12","100","947","183"
"12037","12","100","638","186"
"12038","12","100","1037","189"
"12039","12","101","987","192"
"12040","12","100","812","195"
"12041","12","100","685","198"
"12042","12","100","1105","202"
"12043","12","100","750","207"
"12044","12","101","476","212"
"12045","12","100","697","216"
"12046","12","400","366","219"
"12047","12","100","705","223"
"12048","12","100","382","226"
"12049","12","101","269","230"
"12050","12","100","694","235"
"12051","12","100","470","238"
"12052","12","100","764","243"
"12053","12","101","391","248"
"12054","12","100","236","252"
"12055","12","100","142","255"
"12056","12","100","298","258"
"12057","12","300","594","263"
"12058","12","100","916","266"
"12059","12","100","793","271"
"12060","12","100","854","275"
"12061","12","101","681","279"
"12062","12","100","1030","282"
"12063","12","200","550","286"
"12064","12","100","278","289"
"12065","12","100","145","294"
"12066","12","101","65","297"
"12067","12","100","319","300"
"12068","12","101","398","303"
"12069","12","101","438","308"
"12070","12","100","66","312"
"12071","12","100","104","317"
"12072","12","100","520","322"
"12073","12","100","851","326"
"12074","12","101","736","329"
"12075","12","100","1175","334"
"12076","12","100","742","337"
"12077","12","100","978","340"
"12078","12","100","1194","344"
"12079","12","101","1143","349"
"12080","12","100","712","354"
"12081","12","100","1129","357"
"12082","12","101","1088","361"
"12083","12","100","749","364"
"12084","12","100","605","368"
"12085","12","100","773","371"
"12086","12","100","457","376"
"12087","12","101","231","381"
"12088","12","100","595","385"
"12089","12","100","322","389"
"12090","12","100","445","393"
"12091","12","101","130","396"
"12092","12","100","588","399"
"12093","12","100","726","402"
"12094","12","101","314","405"
"12095","12","100","595","410"
"12096","12","200","652","413"
"12097","12","100","757","418"
"12098","12","100","604","423"
"12099","12","101","853","426"
"12100","12","100","1121","429"
"12101","12","100","919","434"
"12102","12","400","840","439"
"12103","12","100","723","443"
"12104","12","100","811","448"
"12105","12","300","769","452"
"12106","12","101","427","457"
"12107","12","100","599","462"
"12108","12","100","228","465"
"12109","12","101","44","469"
"12110","12","100","224","472"
"12111","12","100","25","476"
"12112","12","100","128","481"
"12113","12","101","589","484"
"12114","12","100","961","489"
"12115","12","100","632","493"
"12116","12","100","662","497"
"12117","12","100","316","501"
"12118","12","101","487","509"
"12119","12","100","545","514"
"12120","12","100","929","522"
"12121","12","101","667","525"
"12122","12","100","468","528"
"12123","12","100","341","531"
"12124","12","400","711","534"
"12125","12","100","1007","538"
"12126","12","100","1054","543"
"12127","12","101","703","546"
"12128","12","100","421","551"
"12129","12","100","634","554"
"12130","12","100","1101","557"
"12131","12","101","842","562"
"12132","12","100","1021","567"
"12133","12","100","1103","572"
"12134","12","100","931","575"
"12135","12","100","1062","579"
"12136","12","100","1020","583"
"12137","12","100","1108","586"
"12138","12","100","1052","591"
"12139","12","100","681","596"
"12140","12","101","438","599"
"12141","12","100","471","604"
"12142","12","101","311","607"
"12143","12","100","373","612"
"12144","12","101","771","616"
"12145","12","100","983","619"
"12146","12","100","1098","622"
"12147","12","101","890","625"
"12148","12","100","1032","629"
"12149","12","300","642","632"
"12150","12","100","378","636"
"12151","12","100","90","641"
"12152","12","200","525","646"
"12153","12","100","980","651"
"12154","12","100","1012","654"
"12155","12","101","1177","658"
"12156","12","100","761","663"
"12157","12","101","804","666"
"12158","12","100","1015","670"
"12159","12","100","1095","673"
"12160","12","100","1052","675"
"12161","12","400","868","680"
"12162","12","100","705","683"
"12163","12","100","1023","686"
"12164","12","101","798","690"
"12165","12","100","684","694"
"12166","12","100","870","698"
"12167","12","100","1074","702"
"12168","12","100","999","707"
"12169","12","101","610","711"
"12170","12","100","644","715"
"12171","12","101","783","719"
"12172","12","100","981","724"
"12173","12","100","1188","728"
"12174","12","101","1079","734"
"12175","12","100","658","739"
"12176","12","100","750","742"
"12177","12","100","526","745"
"12178","12","100","636","751"
"12179","12","101","457","757"
"12180","12","100","178","763"
"12181","12","100","369","768"
"12182","12","101","677","772"
