8860d1e873b7f58b202ae1dbd269950338cd87ae8fd08e0cb34071a0be4d0f37,8c3556555d03aff49cd0b8424960b260abfdee79caafbf19b88c12783894e93c,6c623aa7d8bd489c5e2f68d4e6111843de243167617e47a8dd1e5ec2eef2a86d,f30b92ff4d232b33be383946ef1f08e0ef1e4ed194bf4d196c9813338578e9bf,0ef1f10cd04b27c61e91abc90ea6bc892e307dfa7f9ec9407efe2a5e41903b7b,219ac236d737a070b8c2c0a3917eea0d367002a7f2fb9debc4eb3aa652309c04,1bef4d4049eca9f627ffd73573708da736ac5dbea979d1bba323686471358de1,c1583644ab1babc492daaa5f225794420584d0d2c1c0642c962e96bd28bd35fe,65195555f7b76274b1ac9aed2d8f83a903e1bf293c57a465608a8aefd025124a,19775be1ebf335536293aa3834fc8e253fb58193e03818a1d0b95d1759f261cd,166140427d6e9a4e338acb8da125ef322b22d16b20f4d8dc36021b5310d32cb7,2923ec2fc6ee0c6adb48eff7d8243a0f0cd5a723e5b62c9ec523f33a7d6ae2af,856eacebda397b0d3aeed5f22c27178ba4e0eb1abba58149497be55fcd434f59,102ca57420308126f152ae0b300e44001c2a34078e183aeac9d9944fa51edfa6,5ccc5e4a90fb8b2fb67a2316bcb72566a36734c6b29fe163f0ecd6b5c9d52068,c7eb39c499f341f398bdf015f0def580da27bca52a0fbb7c458ef5430e883053,8c2495ca12171b506b2bbaa7648e28900229e8215dcec11108014c5b3ae19674,5215bbdc4fdc144920aa90d0b25b4c84723b66d328f74de81e83863dfd876309,074ce5104098e6553a14083b04a95a591d000d890f6ee7269f76cc5ae0919613,593b58b7092f800a6c7384976a3971b304ff7f151e88059d89c28c1f62fe9270,4ca4e536ca2ce0e84886c8929c508879b965d21d0ebefe9dee5eb125d66ce0b8
"-1","0","0","0","0","0","0","0","0","1","130011","0","0","2","4.7","0","0","0","0","0","1300110"
"-1","0","0","0","0","0.25","0","2.3","0","0","130021","0","0","2","0","0","0","0.25","0","0.25","1300210"
"-1","0","0","0","0","0","0","0","0","0","130031","0","0","2","4.75","0","0","0","5.5","0","1300310"
"-1","0","0","0","0","30","0","0","0","0","130032","0","0","1","500","0","0","0","1000","30","1300320"
"-1","0","0","0","0","0.1","0","0","0","0","130041","0","0","2","3.35","0","0","0","0","0.3","1300410"
"-1","0","0","0","0","0.4","0","0","0","0","130051","0","0","2","0","0","0","0","6.5","0.45","1300510"
"-1","0","0","0","0","0.15","0","3.6","0","0","130061","0","0","2","0","0","0","0","0","0.15","1300610"
"300","0","0.15","0","0","0.15","0","0","0","0","130071","0","0","2","0","0","0","0","11.5","0.45","1300710"
"-1","0","0","0","0","0.15","0","0","0","0","130071","0","0","301","0","0","0","0","11.5","0.65","1300711"
"-1","0","0","0","0","0.2","0","3.15","0","0","130081","0","0","2","0","0","0","0","0","0.2","1300810"
"-1","0","0","0.5","0","0","0","4.5","0","0","130091","0","0","2","0","0","0","0","0","0","1300910"
"-1","0","0","0","0","0.25","0","2.1","0","0","130101","0","0","2","0","0","0","0.25","0","0.3","1301010"
"-1","0","0","0","0","0","0","0","0","1","130111","0","0","2","4.6","0","0","0","0","0","1301110"
"-1","0","0","0","0","0","0","0","0","90","130112","0","0","1","500","0","0","0","0","25","1301120"
"-1","0","0","0.5","0","0","0","4.4","0","0","130121","0","0","2","0","0","0","0","0","0.05","1301210"
"-1","0","0","0.75","0","0","0","4.5","0","0","130131","0","0","2","0","0","0","0","0","0","1301310"
"-1","0","0","0","0","50","0","0","0","0","130132","0","0","1","0","0","0","0","830","50","1301320"
"-1","0","0","0","0","0.2","0","3.5","0","0","130141","0","0","2","0","0","0","0","0","0.15","1301410"
"-1","0","0","0","0","0.35","0","2.55","0","0","130151","0","0","2","0","0","0","0.15","0","0.15","1301510"
