98c9b07bb50c719cf4b498af71864375750271fc935a40f1764dc6fb6d9dccfb,618aef0fa3078f37b174592bd8acdd6a0b4b1ea5e640b48f5727a84d1c53eb07,ab23432f1216e3485ffcb28759e8aa971301fb443a8d867a4fb9d8ebeeaeda83,cb35928946b8d29a62b62039f1d1677a807d3a5fc63a16464e109c902a59a1a0,5c19057853c44983df305788cf0bbd29a9ca4a0ec5c13af4b58321493ac13140,a995ae627099463df4018641dd3b9fae9250d39a11e29b88d099e7145e14735a,33f05acdb8159bbeb860fc6bb8bb1141fc3222e8343742f44debf6ba3dc7b289,75df441269a034aac5420311024bb1ff4fe7378339979ee48d6c8b861b357e52,5e06b49727ed6378b2784164e80b0d0c92973b69af79b7c2e2df8945165c59f3,c7192d135df54077b512d5a3a1c16a3bcdfa5f40cf476216e78e09649063fea4,f655569bd92971d647081f7294a46712155339f309ee04209fc3ba4d865ec8ab,fcb98c4efb8d1e8c52076bad714134fe19e67efcda7a0b5fdd8f83f99654e5f7,0988a13d4321d2e6233dc633e4cb1c2c71ec0a9a649aca93c26602671207671b,cd6e1fd6acfe69335bbcc6809884d49446d52be5beac4d01e827aa2656ba6c21,636e6199ddc874009af921dffaad0d49e904d1279ef0d9d06c20560ebba172b6
"-75","1","？？？","90","1001001","100000","100584","350","0","800100101","-30","100584","2","bgm_M220","bgm_M220"
"-75","1","？？？","90","1001002","100000","100584","350","0","800100102","-30","100584","2","bgm_M220","bgm_M220"
"-75","1","？？？","90","1001003","100000","100584","350","0","800100103","-30","100584","2","bgm_M220","bgm_M220"
"-75","1","？？？","90","1001004","100000","100584","350","0","800100101","-30","100584","2","bgm_M221","bgm_M221"
"-75","1","？？？","90","1001005","100000","100584","350","0","800100102","-30","100584","2","bgm_M221","bgm_M221"
"-75","1","？？？","90","1001006","100000","100584","350","0","800100103","-30","100584","2","bgm_M221","bgm_M221"
"-75","1","？？？","90","1002001","100000","100584","350","0","800100201","-30","100584","2","bgm_M220","bgm_M220"
"-75","1","？？？","90","1002002","100000","100584","350","0","800100202","-30","100584","2","bgm_M220","bgm_M220"
"-75","1","？？？","90","1002003","100000","100584","350","0","800100203","-30","100584","2","bgm_M220","bgm_M220"
"-75","1","？？？","90","1002004","100000","100584","350","0","800100201","-30","100584","2","bgm_M221","bgm_M221"
"-75","1","？？？","90","1002005","100000","100584","350","0","800100202","-30","100584","2","bgm_M221","bgm_M221"
"-75","1","？？？","90","1002006","100000","100584","350","0","800100203","-30","100584","2","bgm_M221","bgm_M221"
