c2ff87cbe3d383d5bec1b0f080b4064af06539cbb2a72169c977aec368eba4ae,ff13decd4c201b75b629222a1fb3090989baf616f60b15539a85bb0b330902a1,4b74aada2c6d1eaf59c550bed185f4ecf2f10cc342aa9654e1b0864d1abfc28c,11626e5e4e9d17fa6d8bcb3339806c3ff4d44eb2931c8e36281927de2ae1965f,59f6c0abb34d8c57330a9d64d4e56ca5095b71435b4d379e07edb9c0f16b7b7f,a35329bfa03ec63aa0b28dfd96803d969021ca9e7d95ec7f3536e640e3fc628f,3b29c94900ea91df48580695dcd0281201142940b58fc87e90d3eae2039b3363,275826ff4d2a0938459a3e55175cc6b91f470d9b91e3562aeb04c605f7d9e389,c63ed99391f90868744e0509c89defde15ed95b77211784ff0e9aa7d90614a01,046ed2e9cf358e11a51fb8b5ad0970790307952dbbc2b9a82b0e047a968d6599,3b216b46ad26023434f76a3335dc74e744072fba6975ac743c382713b13fb33f,47b969b2e746caed001e353c9521f754b87290414b906f9dfd0d787dcd4071ab
"3001","1","2","バトル開始時、味方のＴＰが250アップ","0","0","3001","3","0","TP250アップ","-1","3001"
"3002","1","2","バトル開始時、味方のＴＰが250アップ","0","0","3002","3","0","TP250アップ","-1","3002"
"3003","1","2","バトル開始時、味方のＴＰが250アップ","0","0","3003","3","0","TP250アップ","-1","3003"
"3004","1","2","バトル開始時、味方のＴＰが250アップ","0","0","3004","3","0","TP250アップ","-1","3004"
"3006","3","2","バトル開始時、味方のＴＰが1000アップ","0","0","3006","3","0","TP1000アップ","-1","3006"
"3007","3","2","バトル開始時、味方のＴＰが1000アップ","0","0","3007","3","0","TP1000アップ","-1","3007"
"3001","1","3","バトル開始から90秒間、味方の物理攻撃力がアップ","13125000000000","9006503","30011","3","0","物理攻撃アップ90秒","25200","30011"
"3001","1","3","バトル開始から90秒間、敵の物理防御力がダウン","9000000000000","9006504","30012","3","0","物理防御ダウン90秒","72000","30012"
"3002","1","3","バトル開始から90秒間、味方のＨＰが毎秒回復","9000000000000","9006506","30021","3","0","毎秒ＨＰ回復90秒","39600","30021"
"3002","1","3","バトル開始から90秒間、味方のＴＰが毎秒アップ","4500000000000","9006507","30022","3","0","毎秒ＴＰアップ90秒","72000","30022"
"3003","1","3","バトル開始から15秒間、味方が無敵状態になる","8700000000000","9006509","30031","3","0","無敵15秒","43200","30031"
"3003","1","3","バトル開始から90秒間、敵の魔法攻撃力がダウン","6000000000000","9006510","30032","3","0","魔法攻撃ダウン90秒","72000","30032"
"3004","1","3","バトル開始から15秒間、敵がスタン状態になる","12600000000000","9006512","30041","3","0","スタン15秒","32400","30041"
"3004","1","3","バトル開始から90秒間、敵の物理防御力がダウン","9000000000000","9006513","30042","3","0","物理防御ダウン90秒","43200","30042"
"3005","2","3","バトル開始から90秒間、味方の魔法攻撃力がアップ","38280000000000","9006516","30051","3","0","魔法攻撃アップ90秒","43200","30051"
"3006","3","3","バトル開始から90秒間、味方のＴＰが毎秒アップ","26250000000000","9006519","30061","3","0","毎秒ＴＰアップ90秒","21600","30061"
"3006","3","3","バトル開始から90秒間、敵の魔法防御力がダウン","15000000000000","9006520","30062","3","0","魔法防御ダウン90秒","43200","30062"
"3007","3","3","バトル開始から90秒間、味方の物理攻撃力がアップ","31500000000000","9006522","30071","3","0","物理攻撃アップ90秒","43200","30071"
"3007","3","3","バトル開始から15秒間、味方が無敵状態になる","9000000000000","9006523","30072","3","0","無敵15秒","64800","30072"
"3001","1","1","バトル開始から90秒間、敵の物理攻撃力がダウン","14550000000000","0","300101","3","36000","物理攻撃ダウン90秒","-1","300101"
"3001","1","1","バトル開始から90秒間、敵の物理攻撃力がダウン","13950000000000","0","300102","3","36000","物理攻撃ダウン90秒","-1","300102"
"3001","1","1","バトル開始から90秒間、敵の物理防御力がダウン","13500000000000","0","300103","3","36000","物理防御ダウン90秒","-1","300103"
"3001","1","1","バトル開始から90秒間、敵の物理攻撃力がダウン","13050000000000","0","300104","3","36000","物理攻撃ダウン90秒","-1","300104"
"3001","1","1","バトル開始から90秒間、敵の物理防御力がダウン","12600000000000","0","300105","3","36000","物理防御ダウン90秒","-1","300105"
"3001","1","1","バトル開始から90秒間、敵の魔法防御力がダウン","11550000000000","0","300106","3","36000","魔法防御ダウン90秒","-1","300106"
"3001","1","1","バトル開始から90秒間、敵の物理防御力がダウン","11100000000000","0","300107","3","36000","物理防御ダウン90秒","-1","300107"
"3001","1","1","バトル開始から90秒間、敵の魔法防御力がダウン","10650000000000","0","300108","3","36000","魔法防御ダウン90秒","-1","300108"
"3001","1","1","バトル開始から90秒間、味方のＨＰが毎秒回復","10050000000000","0","300109","3","36000","毎秒ＨＰ回復90秒","-1","300109"
"3001","1","1","バトル開始から90秒間、敵の物理攻撃力がダウン","9600000000000","0","300110","3","36000","物理攻撃ダウン90秒","-1","300110"
"3001","1","1","バトル開始から90秒間、敵の物理攻撃力がダウン","9000000000000","0","300111","3","36000","物理攻撃ダウン90秒","-1","300111"
"3001","1","1","バトル開始から90秒間、敵の物理防御力がダウン","8550000000000","0","300112","3","36000","物理防御ダウン90秒","-1","300112"
"3001","1","1","バトル開始から90秒間、敵の物理攻撃力がダウン","8100000000000","0","300113","3","36000","物理攻撃ダウン90秒","-1","300113"
"3001","1","1","バトル開始から90秒間、敵の物理防御力がダウン","7050000000000","0","300114","3","36000","物理防御ダウン90秒","-1","300114"
"3001","1","1","バトル開始から90秒間、敵の魔法防御力がダウン","6600000000000","0","300115","3","36000","魔法防御ダウン90秒","-1","300115"
"3001","1","1","バトル開始から90秒間、敵の物理防御力がダウン","6150000000000","0","300116","3","36000","物理防御ダウン90秒","-1","300116"
"3001","1","1","バトル開始から90秒間、敵の魔法防御力がダウン","5550000000000","0","300117","3","36000","魔法防御ダウン90秒","-1","300117"
"3001","1","1","バトル開始から90秒間、味方のＨＰが毎秒回復","5100000000000","0","300118","3","36000","毎秒ＨＰ回復90秒","-1","300118"
"3001","1","1","バトル開始から90秒間、敵の物理攻撃力がダウン","4650000000000","0","300119","3","36000","物理攻撃ダウン90秒","-1","300119"
"3001","1","1","バトル開始から90秒間、敵の物理攻撃力がダウン","4050000000000","0","300120","3","36000","物理攻撃ダウン90秒","-1","300120"
"3001","1","1","バトル開始から90秒間、敵の物理防御力がダウン","3600000000000","0","300121","3","36000","物理防御ダウン90秒","-1","300121"
"3001","1","1","バトル開始から90秒間、敵の物理攻撃力がダウン","3150000000000","0","300122","3","36000","物理攻撃ダウン90秒","-1","300122"
"3001","1","1","バトル開始から90秒間、敵の物理防御力がダウン","2700000000000","0","300123","3","36000","物理防御ダウン90秒","-1","300123"
"3001","1","1","バトル開始時、味方のＴＰが150アップ","2100000000000","0","300124","3","36000","TP150アップ","-1","300124"
"3001","1","1","バトル開始から15秒間、味方が無敵状態になる","1650000000000","0","300125","3","36000","無敵15秒","-1","300125"
"3001","1","1","バトル開始から90秒間、敵の物理攻撃力がダウン","1200000000000","0","300126","3","36000","物理攻撃ダウン90秒","-1","300126"
"3001","1","1","バトル開始から90秒間、敵の物理防御力がダウン","600000000000","0","300127","3","36000","物理防御ダウン90秒","-1","300127"
"3001","1","1","バトル開始から90秒間、敵の魔法防御力がダウン","150000000000","0","300128","3","36000","魔法防御ダウン90秒","-1","300128"
"3002","1","1","バトル開始から90秒間、敵の魔法攻撃力がダウン","17460000000000","0","300201","3","36000","魔法攻撃ダウン90秒","-1","300201"
"3002","1","1","バトル開始から90秒間、敵の魔法攻撃力がダウン","16740000000000","0","300202","3","36000","魔法攻撃ダウン90秒","-1","300202"
"3002","1","1","バトル開始から90秒間、敵の物理防御力がダウン","16200000000000","0","300203","3","36000","物理防御ダウン90秒","-1","300203"
"3002","1","1","バトル開始から90秒間、敵の魔法防御力がダウン","15660000000000","0","300204","3","36000","魔法防御ダウン90秒","-1","300204"
"3002","1","1","バトル開始から90秒間、味方の物理攻撃力がアップ","15120000000000","0","300205","3","36000","物理攻撃アップ90秒","-1","300205"
"3002","1","1","バトル開始から90秒間、味方の魔法攻撃力がアップ","14400000000000","0","300206","3","36000","魔法攻撃アップ90秒","-1","300206"
"3002","1","1","バトル開始から90秒間、敵の魔法攻撃力がダウン","13320000000000","0","300207","3","36000","魔法攻撃ダウン90秒","-1","300207"
"3002","1","1","バトル開始から90秒間、味方の物理攻撃力がアップ","12780000000000","0","300208","3","36000","物理攻撃アップ90秒","-1","300208"
"3002","1","1","バトル開始から90秒間、味方の魔法攻撃力がアップ","12060000000000","0","300209","3","36000","魔法攻撃アップ90秒","-1","300209"
"3002","1","1","バトル開始から90秒間、敵の魔法攻撃力がダウン","11520000000000","0","300210","3","36000","魔法攻撃ダウン90秒","-1","300210"
"3002","1","1","バトル開始から90秒間、敵の魔法攻撃力がダウン","10800000000000","0","300211","3","36000","魔法攻撃ダウン90秒","-1","300211"
"3002","1","1","バトル開始から90秒間、敵の物理防御力がダウン","10260000000000","0","300212","3","36000","物理防御ダウン90秒","-1","300212"
"3002","1","1","バトル開始から90秒間、敵の魔法防御力がダウン","9720000000000","0","300213","3","36000","魔法防御ダウン90秒","-1","300213"
"3002","1","1","バトル開始から90秒間、味方の物理攻撃力がアップ","9180000000000","0","300214","3","36000","物理攻撃アップ90秒","-1","300214"
"3002","1","1","バトル開始から90秒間、味方の魔法攻撃力がアップ","8460000000000","0","300215","3","36000","魔法攻撃アップ90秒","-1","300215"
"3002","1","1","バトル開始から90秒間、敵の魔法攻撃力がダウン","7380000000000","0","300216","3","36000","魔法攻撃ダウン90秒","-1","300216"
"3002","1","1","バトル開始から90秒間、味方の物理攻撃力がアップ","6660000000000","0","300217","3","36000","物理攻撃アップ90秒","-1","300217"
"3002","1","1","バトル開始から90秒間、味方の魔法攻撃力がアップ","6120000000000","0","300218","3","36000","魔法攻撃アップ90秒","-1","300218"
"3002","1","1","バトル開始から90秒間、敵の魔法攻撃力がダウン","5580000000000","0","300219","3","36000","魔法攻撃ダウン90秒","-1","300219"
"3002","1","1","バトル開始から90秒間、敵の魔法攻撃力がダウン","4860000000000","0","300220","3","36000","魔法攻撃ダウン90秒","-1","300220"
"3002","1","1","バトル開始から90秒間、敵の物理防御力がダウン","4320000000000","0","300221","3","36000","物理防御ダウン90秒","-1","300221"
"3002","1","1","バトル開始から90秒間、敵の魔法防御力がダウン","3780000000000","0","300222","3","36000","魔法防御ダウン90秒","-1","300222"
"3002","1","1","バトル開始から90秒間、敵の魔法攻撃力がダウン","3240000000000","0","300223","3","36000","魔法攻撃ダウン90秒","-1","300223"
"3002","1","1","バトル開始時、味方のＴＰが150アップ","2520000000000","0","300224","3","36000","TP150アップ","-1","300224"
"3002","1","1","バトル開始から15秒間、味方が無敵状態になる","1980000000000","0","300225","3","36000","無敵15秒","-1","300225"
"3002","1","1","バトル開始から90秒間、敵の物理防御力がダウン","1440000000000","0","300226","3","36000","物理防御ダウン90秒","-1","300226"
"3002","1","1","バトル開始から90秒間、敵の魔法防御力がダウン","720000000000","0","300227","3","36000","魔法防御ダウン90秒","-1","300227"
"3002","1","1","バトル開始から90秒間、敵の魔法攻撃力がダウン","180000000000","0","300228","3","36000","魔法攻撃ダウン90秒","-1","300228"
"3003","1","1","バトル開始から90秒間、敵の物理攻撃力がダウン","14550000000000","0","300301","3","36000","物理攻撃ダウン90秒","-1","300301"
"3003","1","1","バトル開始から90秒間、敵の魔法攻撃力がダウン","13950000000000","0","300302","3","36000","魔法攻撃ダウン90秒","-1","300302"
"3003","1","1","バトル開始から90秒間、敵の魔法攻撃力がダウン","13050000000000","0","300303","3","36000","魔法攻撃ダウン90秒","-1","300303"
"3003","1","1","バトル開始から90秒間、味方の物理攻撃力がアップ","12600000000000","0","300304","3","36000","物理攻撃アップ90秒","-1","300304"
"3003","1","1","バトル開始から90秒間、味方の魔法攻撃力がアップ","12000000000000","0","300305","3","36000","魔法攻撃アップ90秒","-1","300305"
"3003","1","1","バトル開始から90秒間、敵の物理攻撃力がダウン","11550000000000","0","300306","3","36000","物理攻撃ダウン90秒","-1","300306"
"3003","1","1","バトル開始から90秒間、敵の魔法攻撃力がダウン","11100000000000","0","300307","3","36000","魔法攻撃ダウン90秒","-1","300307"
"3003","1","1","バトル開始から90秒間、味方のＨＰが毎秒回復","10650000000000","0","300308","3","36000","毎秒ＨＰ回復90秒","-1","300308"
"3003","1","1","バトル開始から90秒間、味方のＴＰが毎秒アップ","10050000000000","0","300309","3","36000","毎秒ＴＰアップ90秒","-1","300309"
"3003","1","1","バトル開始から90秒間、敵の物理攻撃力がダウン","9600000000000","0","300310","3","36000","物理攻撃ダウン90秒","-1","300310"
"3003","1","1","バトル開始から90秒間、敵の魔法攻撃力がダウン","9000000000000","0","300311","3","36000","魔法攻撃ダウン90秒","-1","300311"
"3003","1","1","バトル開始から90秒間、敵の魔法攻撃力がダウン","8100000000000","0","300312","3","36000","魔法攻撃ダウン90秒","-1","300312"
"3003","1","1","バトル開始から90秒間、味方の物理攻撃力がアップ","7650000000000","0","300313","3","36000","物理攻撃アップ90秒","-1","300313"
"3003","1","1","バトル開始から90秒間、味方の魔法攻撃力がアップ","7050000000000","0","300314","3","36000","魔法攻撃アップ90秒","-1","300314"
"3003","1","1","バトル開始から90秒間、敵の物理攻撃力がダウン","6600000000000","0","300315","3","36000","物理攻撃ダウン90秒","-1","300315"
"3003","1","1","バトル開始から90秒間、敵の魔法攻撃力がダウン","6150000000000","0","300316","3","36000","魔法攻撃ダウン90秒","-1","300316"
"3003","1","1","バトル開始から90秒間、味方のＨＰが毎秒回復","5550000000000","0","300317","3","36000","毎秒ＨＰ回復90秒","-1","300317"
"3003","1","1","バトル開始から90秒間、味方のＴＰが毎秒アップ","5100000000000","0","300318","3","36000","毎秒ＴＰアップ90秒","-1","300318"
"3003","1","1","バトル開始から90秒間、敵の物理攻撃力がダウン","4650000000000","0","300319","3","36000","物理攻撃ダウン90秒","-1","300319"
"3003","1","1","バトル開始から90秒間、敵の魔法攻撃力がダウン","4050000000000","0","300320","3","36000","魔法攻撃ダウン90秒","-1","300320"
"3003","1","1","バトル開始から90秒間、敵の物理攻撃力がダウン","3600000000000","0","300321","3","36000","物理攻撃ダウン90秒","-1","300321"
"3003","1","1","バトル開始から90秒間、敵の魔法攻撃力がダウン","3150000000000","0","300322","3","36000","魔法攻撃ダウン90秒","-1","300322"
"3003","1","1","バトル開始から90秒間、味方の物理攻撃力がアップ","2700000000000","0","300323","3","36000","物理攻撃アップ90秒","-1","300323"
"3003","1","1","バトル開始時、味方のＴＰが150アップ","2100000000000","0","300324","3","36000","TP150アップ","-1","300324"
"3003","1","1","バトル開始から90秒間、敵の物理攻撃力がダウン","1650000000000","0","300325","3","36000","物理攻撃ダウン90秒","-1","300325"
"3003","1","1","バトル開始から90秒間、敵の魔法攻撃力がダウン","1200000000000","0","300326","3","36000","魔法攻撃ダウン90秒","-1","300326"
"3003","1","1","バトル開始から90秒間、味方のＨＰが毎秒回復","600000000000","0","300327","3","36000","毎秒ＨＰ回復90秒","-1","300327"
"3003","1","1","バトル開始から90秒間、味方のＴＰが毎秒アップ","150000000000","0","300328","3","36000","毎秒ＴＰアップ90秒","-1","300328"
"3004","1","1","バトル開始から90秒間、敵の物理防御力がダウン","17460000000000","0","300401","3","36000","物理防御ダウン90秒","-1","300401"
"3004","1","1","バトル開始から90秒間、敵の物理防御力がダウン","16740000000000","0","300402","3","36000","物理防御ダウン90秒","-1","300402"
"3004","1","1","バトル開始から90秒間、味方の物理攻撃力がアップ","16200000000000","0","300403","3","36000","物理攻撃アップ90秒","-1","300403"
"3004","1","1","バトル開始から90秒間、味方の魔法攻撃力がアップ","15660000000000","0","300404","3","36000","魔法攻撃アップ90秒","-1","300404"
"3004","1","1","バトル開始から90秒間、敵の物理防御力がダウン","15120000000000","0","300405","3","36000","物理防御ダウン90秒","-1","300405"
"3004","1","1","バトル開始から90秒間、味方の物理攻撃力がアップ","13860000000000","0","300406","3","36000","物理攻撃アップ90秒","-1","300406"
"3004","1","1","バトル開始から90秒間、味方の魔法攻撃力がアップ","13320000000000","0","300407","3","36000","魔法攻撃アップ90秒","-1","300407"
"3004","1","1","バトル開始から90秒間、敵の物理防御力がダウン","12780000000000","0","300408","3","36000","物理防御ダウン90秒","-1","300408"
"3004","1","1","バトル開始から90秒間、敵の物理防御力がダウン","12060000000000","0","300409","3","36000","物理防御ダウン90秒","-1","300409"
"3004","1","1","バトル開始から90秒間、敵の物理防御力がダウン","11520000000000","0","300410","3","36000","物理防御ダウン90秒","-1","300410"
"3004","1","1","バトル開始から90秒間、敵の物理防御力がダウン","10800000000000","0","300411","3","36000","物理防御ダウン90秒","-1","300411"
"3004","1","1","バトル開始から90秒間、味方の物理攻撃力がアップ","10260000000000","0","300412","3","36000","物理攻撃アップ90秒","-1","300412"
"3004","1","1","バトル開始から90秒間、味方の魔法攻撃力がアップ","9720000000000","0","300413","3","36000","魔法攻撃アップ90秒","-1","300413"
"3004","1","1","バトル開始から90秒間、敵の物理防御力がダウン","9180000000000","0","300414","3","36000","物理防御ダウン90秒","-1","300414"
"3004","1","1","バトル開始から90秒間、味方の物理攻撃力がアップ","7920000000000","0","300415","3","36000","物理攻撃アップ90秒","-1","300415"
"3004","1","1","バトル開始から90秒間、味方の魔法攻撃力がアップ","7380000000000","0","300416","3","36000","魔法攻撃アップ90秒","-1","300416"
"3004","1","1","バトル開始から90秒間、敵の物理防御力がダウン","6660000000000","0","300417","3","36000","物理防御ダウン90秒","-1","300417"
"3004","1","1","バトル開始から90秒間、敵の物理防御力がダウン","6120000000000","0","300418","3","36000","物理防御ダウン90秒","-1","300418"
