f99488287b84922fc803e1a6ee016e1af6f1310f2ebf40742f51980822ffa2f3,7e913e03c030e4cdb160a8894bc4387252ede02af5a079f22e78deca3b106f5f,e1e4aade6dce305b70633b01f5d36f7df85c6c21fc476f18717b7451b2d98ff9,4abff981ed1fbbfbf6d0aa99255636aa32aa37be1b05b8b87f9839ea73dcb57a,6c25f358b7ecd615f267604602d4198171ceda9367ba0f8949c1a6285a9c7a8e,2f7a51cb113673b6777d1743156f375bc49a86d04ba3f86e94d9dd6c378c1608,f060c7ac9f56db73e5c81b9dfb6a668ddc0ff30aa91ddda20351191856aa9d5e,98d2ab673296b29a08a19e5810f1847ff220c043aca401286f2caf1d8d7069ff,cff501688e9f3d508fd7a7a40ffbc66e29835e7e10b546868a3c0eac1e5e7d01,34f0b6c583f32f7c04393e46a10ae9e9ed9a5e1c60b164b2d5689b11e5062a1b,7c5f014323e257131d92273d5648fc68bc4f86f4cc0965ed4f3d3edd4e824440,82b009a22ec6a8a75a85c0efae946ce9d090985c2dcf5e73d4d0343f518e29b3,7ee638949b07c55dd0a7d25b39380c9d3c81ab0e52911dbf25a3a47a7892c1c0,f02beb7cfd7085d70c96f17c5523e4d8175ab27e677cbdf33d2818308086c37e,5e5a137d129084c857a0f792983d7679909bf81f60b96a331d72695fcdfe8b59
"1","0","7001","-363","1","106001","7","2015/12/17 15:00:00","0","キャル","0","2030/12/17 14:59:59","0","1","たまには\n協力するのもいいんじゃない？\nあたしも手を貸してあげる"
"1","0","7002","-363","1","105901","7","2015/12/17 15:00:00","0","コッコロ","0","2030/12/17 14:59:59","0","1","多くの方と協力して\n戦えるようです\n主さまなら、さぞ\nご活躍なさることでしょう"
"1","0","7003","-363","1","105801","7","2015/12/17 15:00:00","0","ペコリーヌ","0","2030/12/17 14:59:59","0","1","たくさんの人と一緒に\n協力バトルです！\nがんばりましょう☆"
"1","0","10001","-363","1","105801","10","2015/12/17 15:00:00","0","ペコリーヌ","0","2030/12/17 14:59:59","0","1","ジュエルを食べ物…\nいえ、貴重品と交換できます！"
"1","0","10002","-363","1","106001","10","2015/12/17 15:00:00","0","キャル","0","2030/12/17 14:59:59","0","1","ジュエルはよく考えて\n使うことね\n無駄遣い厳禁！"
"1","0","10003","-363","1","105901","10","2015/12/17 15:00:00","0","コッコロ","0","2030/12/17 14:59:59","0","1","主さまのジュエルで\n貴重な品々を購入できます\nですが、無駄遣いは\n『めっ』でございますよ"
"1","0","10004","-363","2","106401","10","2015/12/17 15:00:00","0","シェフィ","0","2030/12/17 14:59:59","2104010","1","ジュエルがあれば\n貴重品と交換できるみたい\n大事に使いましょうね"
"1","0","12001","-416.5","1","105801","12","2015/12/17 15:00:00","0","ペコリーヌ","0","2030/12/17 14:59:59","0","1","特定の条件を達成すると\n報酬がもらえますよ！\nがんばりましょう♪　"
"1","0","13001","-363","1","106001","13","2015/12/17 15:00:00","0","キャル","0","2030/12/17 14:59:59","0","1","思い出が詰まってるって\nいろいろあったけど\n振り返るのもいいんじゃない？"
"1","0","13002","-363","1","105901","13","2015/12/17 15:00:00","0","コッコロ","0","2030/12/17 14:59:59","0","1","主さまとの楽しい日々…\nこちらで何度でも\n思い返しましょう♪"
"1","0","13003","-363","2","106401","13","2015/12/17 15:00:00","0","シェフィ","0","2030/12/17 14:59:59","2104010","1","みんなとの大切な思い出が\nたくさん詰まってるのね\n一緒に振り返って、\n心に刻みたいわ"
"1","0","13004","-363","1","105801","13","2015/12/17 15:00:00","0","ペコリーヌ","0","2030/12/17 14:59:59","0","1","女の子との思い出が\nたくさん見られますよ！\nヒューヒュー♪\nモテモテですねー☆"
"1","0","14001","-363","1","105901","14","2015/12/17 15:00:00","0","コッコロ","0","2030/12/17 14:59:59","0","1","育成に必要なアイテムが\n獲得できるクエストです\nわたくし、主さまのために、\n強くなりますよ"
"1","0","14002","-363","2","106401","14","2015/12/17 15:00:00","0","シェフィ","0","2030/12/17 14:59:59","2104010","1","このクエストを攻略すると、\nアイテムが手に入るらしいわ。\nもっと強くなるために、\n一生懸命がんばるわね！"
"1","0","14003","-363","1","105801","14","2015/12/17 15:00:00","0","ペコリーヌ","0","2030/12/17 14:59:59","0","1","このクエストを攻略すれば、\nアイテムがもらえますよ\nたくさん集めて、どんどん\n強くなっちゃいましょう！"
"1","0","14004","-363","1","106001","14","2015/12/17 15:00:00","0","キャル","0","2030/12/17 14:59:59","0","1","クエストを攻略すると、\nアイテムが手に入るんだって\nもらえるものは、\nもらっておきましょ！"
"1","0","15001","-470","1","105901","15","2015/12/17 15:00:00","0","コッコロ","0","2030/12/17 14:59:59","0","1","主さま、旅の準備を整えて\nより充実した冒険をいたし\nましょう"
"1","0","16001","-363","2","106401","16","2015/12/17 15:00:00","0","シェフィ","0","2030/12/17 14:59:59","2104010","1","ねぇ…クランに加入してみない？\n一人も楽しいけど、みんなと\n一緒も賑やかでいいと思うの"
"1","0","16002","-363","1","105801","16","2015/12/17 15:00:00","0","ペコリーヌ","0","2030/12/17 14:59:59","0","1","クランに加入してみませんか？\nみんなといっしょに冒険した方が、\n楽しいですよ！"
"1","0","16003","-363","1","106001","16","2015/12/17 15:00:00","0","キャル","0","2030/12/17 14:59:59","0","1","クランに入れるらしいわよ\nせっかくだから入ってみたら？\nけっこう楽しいみたいよ♪"
"1","0","16004","-363","1","105901","16","2015/12/17 15:00:00","0","コッコロ","0","2030/12/17 14:59:59","0","1","こちらでクランに加入できます\n素敵なクランがたくさんあって、\n目移りしてしまいますね"
"1","0","17002","-363","1","105901","17","2015/12/17 15:00:00","0","コッコロ","0","2030/12/17 14:59:59","0","1"," こちらではクランバトルに\n 参加された仲間のみなさんの\n 活躍を振り返ることができます"
"1","0","17004","-363","1","106001","25","2015/12/17 15:00:00","0","キャル","0","2030/12/17 14:59:59","0","1","模擬戦の戦績もアンタが\n気に入ったものがあれば\n記録しておけるのね"
"1","0","17005","-363","1","105901","25","2015/12/17 15:00:00","0","コッコロ","0","2030/12/17 14:59:59","0","1","主さま、今回のクランバトルでの\nご活躍が記録されています\nバトルの参考にいたしましょう"
"1","0","17006","-363","2","106401","25","2015/12/17 15:00:00","0","シェフィ","0","2030/12/17 14:59:59","2104010","1","今回のクランバトルの調子は\nどうかしら？\n戦績を見れば、次のバトルに\n活かせるかもしれないわ"
"1","0","17007","-363","1","105801","25","2015/12/17 15:00:00","0","ペコリーヌ","0","2030/12/17 14:59:59","0","1","今回のクランバトルでの戦績を\nおさらいできますよ！\n私にも見せてください☆"
"1","0","18001","-363","1","190801","18","2015/12/17 15:00:00","0","カリン","0","2030/12/17 14:59:59","0","1","ようこそ！\nこちらでは、\nギルドハウスで流れる音楽の\n変更や購入が出来ますよ"
"2","0","18002","-363","1","190801","18","2015/12/17 15:00:00","0","カリン","0","2030/12/17 14:59:59","0","1","ＢＧＭの変更や購入は、こちらから\nできますよ\n素敵な音楽を、たくさんご用意\nいたしました！"
"3","0","19001","-470","1","190801","19","2015/12/17 15:00:00","0","カリン","0","2030/12/17 14:59:59","0","1","ギルドハウスの\nＢＧＭを変更できますよ\nあなたの好きな曲、\n私にも聴かせてくださいね"
"4","0","19002","-470","1","190801","19","2015/12/17 15:00:00","0","カリン","0","2030/12/17 14:59:59","0","1","こちらでは、ＢＧＭの変更が\nできますよ\nどんな曲に変更しますか？\nふふふ、私も楽しみです♪"
"5","0","20001","-470","1","190801","20","2015/12/17 15:00:00","0","カリン","0","2030/12/17 14:59:59","0","1","こちらでは、ＢＧＭを購入\nすることができますよ\n試聴することもできるので、\nじっくり選んでくださいね"
"6","0","20002","-470","1","190801","20","2015/12/17 15:00:00","0","カリン","0","2030/12/17 14:59:59","0","1","いらっしゃいませ！\nＢＧＭの購入はこちらです\n素敵な曲がたくさんあって、\n目移りしちゃいますね"
"1","0","21001","-363","1","106001","21","2015/12/17 15:00:00","0","キャル","0","2030/12/17 14:59:59","0","1","ここで手に入れたアイテムで\n専用装備を作成できるみたいね\nアイテムが集まったら\nさっそく作ってみましょ！"
"1","0","21002","-363","1","105901","21","2015/12/17 15:00:00","0","コッコロ","0","2030/12/17 14:59:59","0","1","攻略すると珍しいアイテムが\n手に入りますよ\nこのアイテムで専用装備を\n作成できるようです"
"1","0","21003","-363","2","106401","21","2015/12/17 15:00:00","0","シェフィ","0","2030/12/17 14:59:59","2104010","1","専用装備が欲しいなら\nこのクエストに挑戦するといいわ\n集めた素材でもっともっと\n強くなりましょう"
"1","0","21004","-363","1","105801","21","2015/12/17 15:00:00","0","ペコリーヌ","0","2030/12/17 14:59:59","0","1","専用装備の作成に必要な\nアイテムを獲得できますよ\nたくさん集めてどんどん\n強くなりましょう！"
"1","0","22001","-430","1","190801","22","2015/12/17 15:00:00","0","カリン","0","2030/12/17 14:59:59","0","1","投票はこちらです\nあなたが応援したい女の子に\n思いを込めた一票を\nお願いします！"
"2","0","22002","-430","1","190801","22","2015/12/17 15:00:00","0","カリン","0","2030/12/17 14:59:59","0","1","ようこそ！\nあなたが思いを寄せるのは\nどの女の子ですか？\n応援してあげてくださいね！"
"3","0","23001","-430","1","190801","23","2015/12/17 15:00:00","0","カリン","0","2030/12/17 14:59:59","0","1","たくさんの投票、\nありがとうございました\n結果発表を楽しみに\n待っていてくださいね！"
"4","0","23002","-430","1","190801","23","2015/12/17 15:00:00","0","カリン","0","2030/12/17 14:59:59","0","1","ただ今、人気投票の\n集計中です\n結果が出るまでもう少しだけ\nお待ちくださいね"
"1","8","24001","-385","1","109001","24","2019/01/31 12:00:00","10011","エリコ（バレンタイン）","4.08","2030/12/17 14:59:59","0","2","あなた様が手伝ってくださった\nチョコレートケーキ\n美味しくないはずがありませんわ"
"2","8","24002","-385","1","109001","24","2019/01/31 12:00:00","10011","エリコ（バレンタイン）","5","2030/12/17 14:59:59","0","2","このような失敗、あなた様が\nするはずありません\nもう一度挑戦してみましょう"
"3","8","24003","-385","1","109001","24","2019/01/31 12:00:00","10011","エリコ（バレンタイン）","10.11","2030/12/17 14:59:59","0","2","あなた様のために\n作っているケーキを\nあなた様に手伝っていただく……\nことになるなんて……クスクス"
"4","8","24004","-385","1","109001","24","2019/01/31 12:00:00","10011","エリコ（バレンタイン）","4","2030/12/17 14:59:59","0","2","あまり気に病む必要はありませんわ\nこれからは私がたっぷりと\n時間をかけて教えて差し上げますから"
"5","8","24005","-385","1","109001","24","2019/01/31 12:00:00","10011","エリコ（バレンタイン）","6","2030/12/17 14:59:59","0","2","今回は調子が悪かった……のですか？\nあなた様が手伝ってくれたものなら\nわたしはどんなものでも……クスクス"
"6","0","24006","0","1","109002","24","2019/01/31 12:00:00","10011","エリコ（バレンタイン）","0","2030/12/17 14:59:59","0","1","あなた様が手がけた\nチョコレートケーキは\n私にとっての宝物……\n侮辱する者は生かしておきませんわ"
"7","0","24007","0","1","109002","24","2019/01/31 12:00:00","10011","エリコ（バレンタイン）","0","2030/12/17 14:59:59","0","1","とても素晴らしい出来栄えですわ！\nあなた様にふさわしい\nチョコレートケーキができました"
"8","0","24008","0","1","109002","24","2019/01/31 12:00:00","10011","エリコ（バレンタイン）","0","2030/12/17 14:59:59","0","1","私を手伝ってくれたあなた様は\nすでに私の虜……\n甘い世界に誘って差し上げますわ"
"9","0","24009","0","1","109002","24","2019/01/31 12:00:00","10011","エリコ（バレンタイン）","0","2030/12/17 14:59:59","0","1","あなた様の愛情\nしかと受け止めました\nこれが……私たちの初めての\n共同作業ですわね……クスクス"
"10","0","24010","0","1","109002","24","2019/01/31 12:00:00","10011","エリコ（バレンタイン）","0","2030/12/17 14:59:59","0","1","これは世界一の\nチョコレートケーキですわ\nだって、あなた様が腕によりをかけて\n作ってくださったんですもの"
"1","8","24011","-385","1","109101","24","2019/01/31 12:00:00","10011","シズル（バレンタイン）","2.12","2030/12/17 14:59:59","0","2","上手にできなくて残念だった？\nでも、弟くんの気持ちが嬉しいな\nいつだってお姉ちゃんは\nそばにいるからね♪"
"2","8","24012","-385","5","109101","24","2019/01/31 12:00:00","10011","シズル（バレンタイン）","4.19","2030/12/17 14:59:59","0","2","うーん、弟くんには珍しく\n緊張しちゃったのかな？\nもう一度チャレンジしてみる？"
"3","8","24013","-385","2","109101","24","2019/01/31 12:00:00","10011","シズル（バレンタイン）","2.3","2030/12/17 14:59:59","0","4","お姉ちゃんのお手伝い、\nよくできました！\nあー、\nまだつまみ食いしちゃダメだぞ！"
"4","0","24014","0","1","109102","24","2019/01/31 12:00:00","10011","シズル（バレンタイン）","0","2030/12/17 14:59:59","0","1","見てみて！\nスポンジに綺麗な焼き目がついてるよ\nさっすが弟くんだね！"
"5","8","24015","-385","5","109101","24","2019/01/31 12:00:00","10011","シズル（バレンタイン）","5.23","2030/12/17 14:59:59","0","2","まぁまぁ、落ち込まないで\n見た目は……個性的だけど、\n味は絶対美味しいはずだから！"
"6","0","24016","0","1","109102","24","2019/01/31 12:00:00","10011","シズル（バレンタイン）","0","2030/12/17 14:59:59","0","1","弟くんみたいな\n可愛いケーキができたよ！\n早く食べてみたいでしょ♪"
"7","8","24017","-385","1","109101","24","2019/01/31 12:00:00","10011","シズル（バレンタイン）","5.01","2030/12/17 14:59:59","0","2","あれれ？　弟くん、指に\nチョコレートがくっついてるよ？\nお姉ちゃんが舐めてあげるね、\nはぁむ！"
"8","0","24018","0","1","109102","24","2019/01/31 12:00:00","10011","シズル（バレンタイン）","0","2030/12/17 14:59:59","0","1","なかなか上手にできたんじゃない？\nでも弟くんはまだまだできる子！\nお姉ちゃん、信じてるからね"
"9","0","24019","0","1","109102","24","2019/01/31 12:00:00","10011","シズル（バレンタイン）","0","2030/12/17 14:59:59","0","1","わぁ～、\nとっても美味しそうにできたね！\n弟くん手慣れてたから\nお姉ちゃん安心して任せられちゃった！"
"10","0","24020","0","1","109102","24","2019/01/31 12:00:00","10011","シズル（バレンタイン）","0","2030/12/17 14:59:59","0","1","や～ん、弟くんが手伝ってくれた\nチョコレートケーキ！\nすっごく美味しそうにできたね♪"
"1","0","26001","-363","2","106401","26","2015/12/17 15:00:00","0","シェフィ","0","2030/12/17 14:59:59","2104010","1","ここから先は神聖な場所みたい\nどんなお宝が眠っているのか、\n今から探索するのが楽しみね♪"
"1","0","26002","-363","1","105801","26","2015/12/17 15:00:00","0","ペコリーヌ","0","2030/12/17 14:59:59","0","1","ここから先は神聖な場所\nみたいです！\nどんなお宝が手に入るか\n楽しみですね！"
"1","0","26003","-363","1","106001","26","2015/12/17 15:00:00","0","キャル","0","2030/12/17 14:59:59","0","1","この先は神聖な場所みたい。\n手に入るお宝も並じゃないけど\n気を付けていかないと\n痛い目にあうわよ"
"1","0","26004","-363","1","105901","26","2015/12/17 15:00:00","0","コッコロ","0","2030/12/17 14:59:59","0","1","ここから先は神聖な場所\nでございます。\n気を引き締めてお宝の\n調査探索に参りましょう"
"1","0","27001","-363","2","106401","27","2015/12/17 15:00:00","0","シェフィ","0","2030/12/17 14:59:59","2104010","1","ここにさらなる力を得るための\nアイテムが眠っている…って\nみんな言ってるわ。ふふっ、\nそれじゃあ挑戦してみましょうか"
"1","0","27002","-363","1","105801","27","2015/12/17 15:00:00","0","ペコリーヌ","0","2030/12/17 14:59:59","0","1","ここにさらなる力を得るための\nアイテムが眠っているみたい\nです！　どこから挑戦するか\n迷っちゃいますね！"
"1","0","27003","-363","1","106001","27","2015/12/17 15:00:00","0","キャル","0","2030/12/17 14:59:59","0","1","ここにさらなる力を得るための\nアイテムが眠っているみたい！\nどんどん挑戦して\n強くなっちゃいましょ！"
"1","0","27004","-363","1","105901","27","2015/12/17 15:00:00","0","コッコロ","0","2030/12/17 14:59:59","0","1","こちらにさらなる力を得る\nためのアイテムが眠っている\nようです。主さま、どこから\n挑戦いたしましょう。"
"1","0","28001","-363","1","190801","28","2019/09/24 15:00:00","0","カリン","0","2030/12/17 14:59:59","0","1","ようこそ！\n皆さんの素敵な出会いを\nギルド管理協会が\nお手伝いします！"
"2","0","28002","-363","1","190801","28","2019/09/24 15:00:00","0","カリン","0","2030/12/17 14:59:59","0","1","ギルド管理協会です\nフレンドに関しては\nこちらでご確認ください"
"3","0","29001","-409","1","190801","29","2019/09/24 15:00:00","0","カリン","0","2030/12/17 14:59:59","0","1","こちらがフレンドの\n皆さんです\n素敵な関係を\n築いてくださいね！"
"4","0","29002","-409","1","190801","29","2019/09/24 15:00:00","0","カリン","0","2030/12/17 14:59:59","0","1","こちらの一覧で\nフレンドのプロフィールを\n確認できますよ"
"5","0","30001","-409","1","190801","30","2019/09/24 15:00:00","0","カリン","0","2030/12/17 14:59:59","0","1","フレンド管理は\nこちらになります\n新しいフレンドとの出会いを\n楽しんでくださいね！"
