1ab2464e2949320aae6a45135e15dbf697444834107a95b28117bd493fd03165,8c5163f885552e2b139a9ae1fc63e93717865db487577dcffa126987d55e2e9c,4b8fd33fcebea71cd18b804ca6ac83e8aa5a04a0f7a262285d3014f6b45c980f,80da27332913076210d6c6c6d5ffa30f8f526168bc2c5a4729382528150da22d,647aa112c386c255f3ef1a1856950f73050cf35118b5473c0dad49c1057af853,f18d5888080f9e19f1c2600034e22ea5f25741ef8ade636c4f0d6102fe2458e7,860c2f18f5ecad190eb4fb01c674ccfffdf1979c7a3bc487866156bb6a0efa5e,2e1ca109c9706fcaf40d45c1012ebc0307c920710c674a23da04b310ff9a67b4,c06b6bc30f751adf3e3b5612b718525c2f361a32d0ad9f80a08bb7a8db3120c6,d26d2fe4917233d87e0e55a4e2633e0987b3af7dba87ab19b40813a8c60f5a35,bb7cc1359766e945fd79555f9d29dea0d6f98c20ab86688f70c4fe753351eff8,327a6717f659143869b65d1a8a0772355dc9359bb7762e788a9e15874df0d11e,764eb1c6fb87f5bf0a84d70c3e4fe9f15106c3c2b0be6c33ff2f8f519f9ec84f,a8d2731ad467436b849c0ea58c2f223c75d0e9bbba05564b667b56570b3e7852,ecc060e55511f90f69d365b4350900e7eb69a4df1419ab906e3a89db7edff863,8366a06ad4bf512ac53806b73a12562a7df19b4793e16f809bd0a091064dfb14,5ae14c09d9eed76741b2437c9c6cd1ca5fe3fe10e1681225b58a180409a6a52a,eacdeb7031083fd86cea3bacd9d16b418478af7a88f0019cd26365355c00ce14,25342b175ca736b41c8b124c69ac8a900109aee3ef3e4a16b2caa366e183459d,ebf31de2b6108fc88f9b70e868b00e3040aa7b03992ce17c12a90226353fead6,344bb25df892dac85e04a069e87465d69772df62357e7da77ff8c775ad0b181d,3fc3c1ab1d53355e32314fc3e0489bbfb52b8d972428bd3b77507a7ad6d15f66,fbee3d07ce1be02824b339a1dac72aae3a92069257483f500c3bd037be0b8b7c,2710be6cf32f51a687ccc3098c6b3e32a696f52768b68b9abc53239182674101,469e4672e208c992bfc66a6a0e3e390d2da2e1578343933987db971609811276
"-50","1","0.8","0","-100","250","770330101","0","0","0","bgm_MC008","0","0","bgm_MC008","103121","1.2","0","-300","0","103123","0","0","ボスバトルマス","0.8","0"
"-50","1","0.8","0","-100","250","770330102","0","0","0","bgm_MC008","0","0","bgm_MC008","103121","1.2","0","-300","0","103123","0","0","ボスバトルマス","0.8","0"
"-150","0.95","1","0","-100","50","770330201","300","0","0","bgm_MC008","0","0","bgm_MC008","103121","1","0","-350","0","103123","1","0","ボスバトルマス","1","0"
"-150","0.95","1","0","-100","50","770330202","300","0","0","bgm_MC008","0","0","bgm_MC008","103121","1","0","-350","0","103123","1","0","ボスバトルマス","1","0"
"-200","1.2","0.8","0","-100","100","770330301","360","20","0","bgm_MC008","0","25","bgm_MC008","103121","1.4","0","-400","0","103123","0.8","0","ボスバトルマス","1","0"
"-200","1.2","0.8","0","-100","100","770330302","360","20","0","bgm_MC008","0","25","bgm_MC008","103121","1.4","0","-400","0","103123","0.8","0","ボスバトルマス","1","0"
"-200","0.8","0.8","0","-100","0","770330401","200","0","1","bgm_MC008","400","0","bgm_MC008","103121","1","0","-400","0","103123","1","0","ボスバトルマス","1","0"
"-200","0.8","0.8","0","-100","0","770330402","200","0","1","bgm_MC008","400","0","bgm_MC008","103121","1","0","-400","0","103123","1","0","ボスバトルマス","1","0"
"-250","0.7","0.8","0","-100","-100","770330501","50","5","1.05","bgm_MC008","350","-5","bgm_MC008","103121","0.8","0","-400","0","103123","0.8","0","ボスバトルマス","0.8","0"
"-250","0.7","0.8","0","-100","-100","770330502","50","5","1.05","bgm_MC008","350","-5","bgm_MC008","103121","0.8","0","-400","0","103123","0.8","0","ボスバトルマス","0.8","0"
"-50","1","0.8","0","-100","250","770330601","0","0","0","bgm_MC008","0","0","bgm_MC008","103121","1.2","0","-300","0","103123","0","0","ボスバトルマス","0.8","0"
"-150","0.95","1","0","-100","50","770330701","300","0","0","bgm_MC008","0","0","bgm_MC008","103121","1","0","-350","0","103123","1","0","ボスバトルマス","1","0"
"-200","1.2","0.8","0","-100","100","770330801","360","20","0","bgm_MC008","0","25","bgm_MC008","103121","1.4","0","-400","0","103123","0.8","0","ボスバトルマス","1","0"
"-200","0.8","0.8","0","-100","0","770330901","200","0","1","bgm_MC008","400","0","bgm_MC008","103121","1","0","-400","0","103123","1","0","ボスバトルマス","1","0"
"-250","0.7","0.8","0","-100","-100","770331001","50","5","1.05","bgm_MC008","350","-5","bgm_MC008","103121","0.8","0","-400","0","103123","0.8","0","ボスバトルマス","0.8","0"
"-50","1","0.8","0","-100","250","770331101","0","0","0","bgm_MC008","0","0","bgm_MC008","103121","1.2","0","-300","0","103123","0","0","ボスバトルマス","0.8","0"
"-150","0.95","1","0","-100","50","770331201","300","0","0","bgm_MC008","0","0","bgm_MC008","103121","1","0","-350","0","103123","1","0","ボスバトルマス","1","0"
"-200","1.2","0.8","0","-100","100","770331301","360","20","0","bgm_MC008","0","25","bgm_MC008","103121","1.4","0","-400","0","103123","0.8","0","ボスバトルマス","1","0"
"-200","0.8","0.8","0","-100","0","770331401","200","0","1","bgm_MC008","400","0","bgm_MC008","103121","1","0","-400","0","103123","1","0","ボスバトルマス","1","0"
"-250","0.7","0.8","0","-100","-100","770331501","50","5","1.05","bgm_MC008","350","-5","bgm_MC008","103121","0.8","0","-400","0","103123","0.8","0","ボスバトルマス","0.8","0"
"-50","1","0.8","0","-100","250","770331601","0","0","0","bgm_MC008","0","0","bgm_MC008","103121","1.2","0","-300","0","103123","0","0","ボスバトルマス","0.8","0"
"-150","0.95","1","0","-100","50","770331701","300","0","0","bgm_MC008","0","0","bgm_MC008","103121","1","0","-350","0","103123","1","0","ボスバトルマス","1","0"
"-200","1.2","0.8","0","-100","100","770331801","360","20","0","bgm_MC008","0","25","bgm_MC008","103121","1.4","0","-400","0","103123","0.8","0","ボスバトルマス","1","0"
"-200","0.8","0.8","0","-100","0","770331901","200","0","1","bgm_MC008","400","0","bgm_MC008","103121","1","0","-400","0","103123","1","0","ボスバトルマス","1","0"
"-250","0.7","0.8","0","-100","-100","770332001","50","5","1.05","bgm_MC008","350","-5","bgm_MC008","103121","0.8","0","-400","0","103123","0.8","0","ボスバトルマス","0.8","0"
"0","1","0","0","-100","0","770530101","0","15","0","bgm_MC008","0","15","bgm_MC008","103121","0","0","0","0","103123","0","0","ボスバトルマス","1.3","0"
"-250","1","0.8","0","-100","-100","770530201","50","17","1.4","bgm_MC008","360","5","bgm_MC008","103121","0.8","0","-400","0","103123","0.8","0","ボスバトルマス","0.8","0"
"0","0.9","0","-20","-100","0","770530301","0","-25","0","bgm_MC008","0","-18","bgm_MC008","103121","0","0","0","0","103123","0","0","ボスバトルマス","1.2","0"
"0","1","0","0","-100","0","770530401","0","0","0","bgm_MC008","0","0","bgm_MC008","103121","0","0","0","0","103123","0","0","ボスバトルマス","1.35","0"
"0","1","0","-20","-100","0","770530501","0","0","0","bgm_MC008","0","-25","bgm_MC008","103121","0","0","0","0","103123","0","0","ボスバトルマス","1.05","0"
"0","1","0","0","-100","0","770530601","0","15","0","bgm_MC008","0","15","bgm_MC008","103121","0","0","0","0","103123","0","0","ボスバトルマス","1.3","0"
"-250","1","0.8","0","-100","-100","770530701","50","17","1.4","bgm_MC008","360","5","bgm_MC008","103121","0.8","0","-400","0","103123","0.8","0","ボスバトルマス","0.8","0"
"0","0.9","0","-20","-100","0","770530801","0","-25","0","bgm_MC008","0","-18","bgm_MC008","103121","0","0","0","0","103123","0","0","ボスバトルマス","1.2","0"
"0","1","0","0","-100","0","770530901","0","0","0","bgm_MC008","0","0","bgm_MC008","103121","0","0","0","0","103123","0","0","ボスバトルマス","1.35","0"
"0","1","0","-20","-100","0","770531001","0","0","0","bgm_MC008","0","-25","bgm_MC008","103121","0","0","0","0","103123","0","0","ボスバトルマス","1.05","0"
"0","1","0","0","-100","0","770531101","0","15","0","bgm_MC008","0","15","bgm_MC008","103121","0","0","0","0","103123","0","0","ボスバトルマス","1.3","0"
"-250","1","0.8","0","-100","-100","770531201","50","17","1.4","bgm_MC008","360","5","bgm_MC008","103121","0.8","0","-400","0","103123","0.8","0","ボスバトルマス","0.8","0"
"0","0.9","0","-20","-100","0","770531301","0","-25","0","bgm_MC008","0","-18","bgm_MC008","103121","0","0","0","0","103123","0","0","ボスバトルマス","1.2","0"
"0","1","0","0","-100","0","770531401","0","0","0","bgm_MC008","0","0","bgm_MC008","103121","0","0","0","0","103123","0","0","ボスバトルマス","1.35","0"
"0","1","0","-20","-100","0","770531501","0","0","0","bgm_MC008","0","-25","bgm_MC008","103121","0","0","0","0","103123","0","0","ボスバトルマス","1.05","0"
"0","1","0","0","-100","0","770531601","0","15","0","bgm_MC008","0","15","bgm_MC008","103121","0","0","0","0","103123","0","0","ボスバトルマス","1.3","0"
"-250","1","0.8","0","-100","-100","770531701","50","17","1.4","bgm_MC008","360","5","bgm_MC008","103121","0.8","0","-400","0","103123","0.8","0","ボスバトルマス","0.8","0"
"0","0.9","0","-20","-100","0","770531801","0","-25","0","bgm_MC008","0","-18","bgm_MC008","103121","0","0","0","0","103123","0","0","ボスバトルマス","1.2","0"
"0","1","0","0","-100","0","770531901","0","0","0","bgm_MC008","0","0","bgm_MC008","103121","0","0","0","0","103123","0","0","ボスバトルマス","1.35","0"
"0","1","0","-20","-100","0","770532001","0","0","0","bgm_MC008","0","-25","bgm_MC008","103121","0","0","0","0","103123","0","0","ボスバトルマス","1.05","0"
