44fab6ce1f5fb421290233edb0fe15aa4e79fb03b9efbbf1bbe3f2f53df69c49,688473c44877df6e48e424fd16f03bb0b351283c57db65a60139b7d1abda04ea,59bb77fc682b0b1892e74964e4efed97c646333769d5f1c4dc402a7f92f47428,6a039c6d5525cd7d09f28b4a74e328f67d511ea474c679c0b7ae5fc695f66512,13133d66934cea83ca0df5c5898216ea7182c69c2aeb5b061e91486cf66aa992,1b2bbee05b3706173af126b627d284d37c6b5605bea9130ae1250a93f99229a8,fce03137502f11ddbf2b9a207c0ab71ae2906199974b8a19519030f4b194b73d,b69c316fdec37e35bac1c501760e4823bdeec48b88266d9568b40827e9540fbd,42d368a57425925d5d5bd38626b1d0aafb7852fe8b9dc3db817252aa47c67651,9a53fd9953c062b92c813470344270728a94deb213b9533472ba06199d8e979d,e8f1644692ad7a3c31549ef1445b4f09e170ae53b8d28ffb07451bc2eab4b364,057f21a80873650015566046dcf07bceae695e7d9b5001cf787d03a554510e25,3ec8ff13fc0202f175cd88165ca79c4e7ee98e55d663541b43c5848325e78f0f,1be308a81bcc3f080f1cdefe43c40c61e992598d8c9b1b309c31ed3c7fac2dd0,bce43a87172f60712ade38fa14c85228faeab5d5540f8a88cdf93c006acd12ae,93a63b1fad8224e6812c8bf606bf1218984ad8ef8aa65f5b1a91905a76593521
"0","0","4","0","1","0","0","1","0","4","0","0","0","101011","101281","110010011"
"0","0","4","0","1","0","0","1","0","4","0","0","0","101251","101521","110010021"
"0","0","4","0","1","0","0","1","0","4","0","0","0","101161","101431","110010031"
"0","0","4","0","1","0","0","1","0","4","0","0","0","101371","101551","110010041"
"0","0","4","0","1","0","0","1","0","4","0","0","0","101161","101611","110010051"
"0","0","4","0","1","0","0","1","0","4","0","0","0","101071","101401","110010061"
"0","0","4","0","1","0","0","1","0","4","0","0","0","101251","101581","110010071"
"0","0","4","0","1","0","0","1","0","4","0","0","0","101281","101611","110010081"
"0","0","4","0","1","0","0","1","0","4","0","0","0","101131","101551","110010091"
"0","0","4","0","1","0","0","1","0","4","0","0","0","101011","101611","110010101"
"0","0","4","0","1","0","0","1","0","4","0","0","0","101191","101011","110020011"
"0","0","4","0","1","0","0","1","0","4","0","0","0","101251","101371","110020021"
"0","0","4","0","1","0","0","1","0","4","0","0","0","101401","101551","110020031"
"0","0","4","0","1","0","0","1","0","4","0","0","0","101521","101611","110020041"
"0","0","4","0","1","0","0","1","0","4","0","0","0","101281","101581","110020051"
"0","0","4","0","1","0","0","1","0","4","0","0","0","101251","101611","110020061"
"0","0","4","0","1","0","0","1","0","4","0","0","0","101071","101431","110020071"
"0","0","4","0","1","0","0","1","0","4","0","0","0","101131","101581","110020081"
"0","0","4","0","1","0","0","1","0","4","0","0","0","102163","122371","110020091"
"0","0","4","0","1","0","0","1","0","4","0","0","0","102013","102581","110020101"
"0","0","4","0","1","0","0","1","0","4","0","0","0","102252","102551","110020111"
"0","0","4","0","1","0","0","1","0","4","0","0","0","102222","102612","110020121"
"0","0","4","0","1","0","0","1","0","4","0","0","0","122493","102551","110030011"
"0","0","4","0","1","0","0","1","0","4","0","0","0","122491","102612","110030021"
"0","0","4","0","1","0","0","1","0","4","0","0","0","102163","102252","110030031"
"0","0","4","0","1","0","0","1","0","4","0","0","0","102222","102192","110030041"
"0","0","4","0","1","0","0","1","0","4","0","0","0","102013","102131","110030051"
"0","0","4","0","1","0","0","1","0","4","0","0","0","102014","102101","110030061"
"0","0","4","0","1","0","0","1","0","4","0","0","0","102041","122282","110030071"
"0","0","4","0","1","0","0","1","0","4","0","0","0","122312","122342","110030081"
"0","0","4","0","1","0","0","1","0","4","0","0","0","122372","122401","110030091"
"0","0","4","0","1","0","0","1","0","4","0","0","0","122432","122521","110030101"
"0","0","4","0","1","0","0","1","0","4","0","0","0","102552","102582","110030111"
"0","0","4","0","1","0","0","1","0","4","0","0","0","122614","122613","110030121"
"0","0","4","0","1","0","0","1","0","4","0","0","0","102101","102252","110040011"
"0","0","4","0","1","0","0","1","0","4","0","0","0","102014","102192","110040021"
"0","0","4","0","1","0","0","1","0","4","0","0","0","113071","102013","110040031"
"0","0","4","0","1","0","0","1","0","4","0","0","0","113011","102163","110040041"
"0","0","4","0","1","0","0","1","0","4","0","0","0","123161","123251","110040051"
"0","0","4","0","1","0","0","1","0","4","0","0","0","113221","113191","110040061"
"0","0","4","0","1","0","0","1","0","4","0","0","0","123281","102552","110040071"
"0","0","4","0","1","0","0","1","0","4","0","0","0","123311","102582","110040081"
"0","0","4","0","1","0","0","1","0","4","0","0","0","123341","122614","110040091"
"0","0","4","0","1","0","0","1","0","4","0","0","0","113431","113521","110040101"
"0","0","4","0","1","0","0","1","0","4","0","0","0","113551","113581","110040111"
"0","0","4","0","1","0","0","1","0","4","0","0","0","113611","123612","110040121"
"0","0","4","0","1","0","0","1","0","4","0","0","0","123192","113252","110040131"
"0","0","4","0","1","0","0","1","0","4","0","0","0","123161","113191","110050011"
"0","0","4","0","1","0","0","1","0","4","0","0","0","113221","113071","110050021"
"0","0","4","0","1","0","0","1","0","4","0","0","0","123192","123251","110050031"
"0","0","4","0","1","0","0","1","0","4","0","0","0","113012","113101","110050041"
"0","0","4","0","1","0","0","1","0","4","0","0","0","113162","113252","110050051"
"0","0","4","0","1","0","0","1","0","4","0","0","0","123041","113131","110050061"
"0","0","4","0","1","0","0","1","0","4","0","0","0","113342","113522","110050071"
