03c1ee62137beea7b4cb5d3782cb2e11d5856cbc0dae526108fd456c9d4e8055,9ed7a0b80369631602874352a4592afb770b355b1836786936e5b81ad92b2ecf,6d6f1ec2a7685bf8bb1290b37f00dfdbb0d39a316858039c36c1d5043c356f9b,bd9ef699d5540591a705874865f02e92ccfc56d7d6ad792ecb37a011ca53a915,1ee3540a36497dc0450c9deae3b17c3e950247d2f367fb8e7fa29092cb41762b,a5dfd8f4482fcdd90e1d43d3a46779da666293ada236e5959b5c374491a642d6,5c4f10390875494a3a4e9683d05d1c03188b0dd1d6812fc33435c21d9b7edb80,1720c8d5a7199f28dffefc73c727cdaab6a20893e1d90f16aa0e75ff52316b65,49360f2fe404d1bdf62ca3c70f047d8a4c02823258a52e3d37db40c47ffeccce,c34b15a10d712bb556516b288940c4c7a737bd32abce2eb1598457a87de0c50a
"25101","5000000","3","0","0","0","0","2","101","111"
"25101","5000000","3","0","0","0","0","2","201","211"
"25101","5500000","2","0","0","0","0","2","301","311"
"25101","5500000","2","0","0","0","0","2","401","411"
"25101","6000000","3","0","0","0","0","2","501","511"
"25101","6000000","2","0","0","0","0","2","601","611"
"25101","6500000","2","0","0","0","0","2","701","711"
"25101","6500000","2","0","0","0","0","2","801","811"
"25101","7000000","3","0","0","0","0","2","901","911"
"25101","7000000","2","0","0","0","0","2","1001","1011"
"25101","7500000","2","0","0","0","1112","2","1101","1111"
"25101","7500000","2","0","0","0","1212","2","1201","1211"
"25101","8000000","3","0","0","0","0","2","1301","1311"
"25101","8000000","2","0","0","0","0","2","1401","1411"
"25101","8500000","2","0","0","0","0","2","1501","1511"
"25101","8500000","2","0","0","0","0","2","1601","1611"
"25101","9000000","3","0","0","0","0","2","1701","1711"
"25101","9000000","2","0","0","0","1812","2","1801","1811"
"25101","9500000","2","0","0","0","0","2","1901","1911"
"25101","9500000","2","0","0","0","0","2","2001","2011"
"25101","10000000","3","0","0","0","0","2","2101","2111"
"25101","10000000","2","0","0","0","0","2","2201","2211"
"25101","10500000","2","0","0","0","0","2","2301","2311"
"25101","10500000","2","0","0","0","0","2","2401","2411"
"25101","11000000","3","0","0","0","0","2","2501","2511"
"25101","11000000","2","0","0","0","2612","2","2601","2611"
"25101","11500000","2","0","0","0","2712","2","2701","2711"
"25101","11500000","2","0","0","0","2812","2","2801","2811"
"25101","12000000","3","0","0","0","0","2","2901","2911"
"25101","12000000","2","0","0","0","3012","2","3001","3011"
"25101","12500000","2","0","0","0","0","2","3101","3111"
"25101","12500000","2","0","0","0","0","2","3201","3211"
"25101","13000000","3","0","0","0","0","2","3301","3311"
"25101","13000000","3","0","0","0","0","2","3401","3411"
"25101","13500000","3","0","0","0","0","2","3501","3511"
"25101","13500000","3","0","0","0","0","2","3601","3611"
"25101","13500000","3","0","0","0","0","2","3701","3711"
"25101","14000000","3","0","0","0","3812","2","3801","3811"
"25101","14000000","3","0","0","0","0","2","3901","3911"
"25101","14000000","3","0","0","0","0","2","4001","4011"
"25101","14500000","3","0","0","0","0","2","4101","4111"
"25101","14500000","3","0","0","0","4212","2","4201","4211"
"25101","14500000","3","0","0","0","0","2","4301","4311"
"25101","15000000","3","0","0","0","0","2","4401","4411"
"25101","15000000","3","0","0","0","0","2","4501","4511"
"25101","15000000","3","0","0","0","0","2","4601","4611"
"25101","15500000","3","0","0","0","0","2","4701","4711"
"25101","15500000","3","0","0","0","0","2","4801","4811"
"25101","15500000","3","0","0","0","0","2","4901","4911"
"25101","16000000","3","0","0","0","0","2","5001","5011"
"25101","16000000","3","0","0","0","0","2","5101","5111"
"25101","16000000","3","0","0","0","0","2","5201","5211"
"25101","16500000","3","0","0","0","0","2","5301","5311"
"25101","16500000","3","0","0","0","5412","2","5401","5411"
"25101","16500000","3","0","0","0","0","2","5501","5511"
"25101","17000000","3","0","0","0","0","2","5601","5611"
"25101","17000000","3","0","0","0","0","2","5701","5711"
"25101","17000000","3","0","0","0","0","2","5801","5811"
"25101","17500000","3","0","0","0","0","2","5901","5911"
"25101","17500000","3","0","0","0","0","2","6001","6011"
"25101","17500000","3","0","0","0","0","2","6101","6111"
"25101","18000000","3","0","0","0","6212","2","6201","6211"
"25101","18000000","3","0","0","0","0","2","6301","6311"
"25101","18000000","3","0","0","0","0","2","6401","6411"
"25101","18500000","3","0","0","0","0","2","6501","6511"
"25101","18500000","3","0","0","0","0","2","6601","6611"
"25101","18500000","3","0","0","0","6712","2","6701","6711"
"25101","18500000","3","0","0","0","0","2","6801","6811"
"25101","19000000","3","0","0","0","0","2","6901","6911"
"25101","19000000","3","0","0","0","0","2","7001","7011"
"25101","19000000","3","0","0","0","0","2","7101","7111"
"25101","19000000","3","0","0","0","0","2","7201","7211"
"25101","19500000","3","0","0","0","0","2","7301","7311"
"25101","19500000","3","0","0","0","0","2","7401","7411"
"25101","19500000","3","0","0","0","0","2","7501","7511"
"25101","19500000","3","0","0","0","7612","2","7601","7611"
"25101","20000000","3","0","0","0","0","2","7701","7711"
"25101","20000000","3","0","0","0","0","2","7801","7811"
"25101","20000000","3","0","0","0","0","2","7901","7911"
"25101","20000000","3","0","0","0","0","2","8001","8011"
"25101","20000000","3","0","0","0","8112","2","8101","8111"
"25101","20000000","3","0","0","0","0","2","8201","8211"
"25101","20000000","3","0","0","0","8312","2","8301","8311"
"25101","20000000","3","0","0","0","0","2","8401","8411"
"25101","20000000","3","0","0","0","0","2","8501","8511"
"25101","20000000","3","0","0","0","0","2","8601","8611"
"25101","20000000","3","0","0","0","0","2","8701","8711"
"25101","20000000","3","0","0","0","0","2","8801","8811"
"25101","20000000","3","0","0","0","0","2","8901","8911"
"25101","20000000","3","0","0","0","0","2","9001","9011"
"25101","20000000","3","0","0","0","0","2","9101","9111"
"25101","20000000","3","0","0","0","9212","2","9201","9211"
"25101","20000000","3","0","0","0","0","2","9301","9311"
"25101","20000000","3","0","0","0","0","2","9401","9411"
"25101","20000000","3","0","0","0","0","2","9501","9511"
"25101","20000000","3","0","0","0","0","2","9601","9611"
"25101","20000000","3","0","0","0","0","2","9701","9711"
