97fae45385b497048e77b2b473374f4c605a6b618e730cb1b08577c9827e246c,c62f7d4ff6f397945a554a94f5edcba1724f187e648a1d54bc65e0b4deb0d77d
"1","0"
"2","53235"
"3","106470"
"4","159705"
"5","212940"
"6","266175"
"7","319410"
"8","372645"
"9","425880"
"10","479115"
"11","532350"
"12","585585"
"13","638820"
"14","692055"
"15","745290"
"16","798525"
"17","851760"
"18","904995"
"19","958230"
"20","1011465"
"21","1064700"
"22","1117935"
"23","1171170"
"24","1224405"
"25","1277640"
"26","1330875"
"27","1384110"
"28","1437345"
"29","1490580"
"30","1543815"
"31","1597050"
"32","1650285"
"33","1703520"
"34","1756755"
"35","1809990"
"36","1863225"
"37","1916460"
"38","1969695"
"39","2022930"
"40","2076165"
"41","2129400"
"42","2182635"
"43","2235870"
"44","2289105"
"45","2342340"
"46","2395575"
"47","2448810"
"48","2502045"
"49","2555280"
"50","2608515"
"51","2661750"
"52","2714985"
"53","2768220"
"54","2821455"
"55","2874690"
"56","2927925"
"57","2981160"
"58","3034395"
"59","3087630"
"60","3140865"
"61","3194100"
"62","3247335"
"63","3300570"
"64","3353805"
"65","3407040"
"66","3460275"
"67","3513510"
"68","3566745"
"69","3619980"
"70","3673215"
"71","3726450"
"72","3779685"
"73","3832920"
"74","3886155"
"75","3939390"
"76","3992625"
"77","4045860"
"78","4099095"
"79","4152330"
"80","4205565"
"81","4258800"
"82","4312035"
"83","4365270"
"84","4418505"
"85","4471740"
"86","4524975"
"87","4578210"
"88","4631445"
"89","4684680"
"90","4737915"
"91","4791150"
"92","4844385"
"93","4897620"
"94","4950855"
"95","5004090"
"96","5057325"
"97","5110560"
"98","5163795"
"99","5217030"
"100","5270265"
"101","5323500"
"102","5376735"
"103","5429970"
"104","5483205"
"105","5536440"
"106","5589675"
"107","5642910"
"108","5696145"
"109","5749380"
"110","5802615"
"111","5855850"
"112","5909085"
"113","5962320"
"114","6015555"
"115","6068790"
"116","6122025"
"117","6175260"
"118","6228495"
"119","6281730"
"120","6334965"
"121","6388200"
"122","6441435"
"123","6494670"
"124","6547905"
"125","6601140"
"126","6654376"
"127","6707612"
"128","6760848"
"129","6814084"
"130","6867320"
"131","6920556"
"132","6973792"
"133","7027028"
"134","7080264"
"135","7133500"
"136","7186736"
"137","7239972"
"138","7293208"
"139","7346444"
"140","7399680"
"141","7452916"
"142","7506152"
"143","7559388"
"144","7612624"
"145","7665860"
"146","7719096"
"147","7772332"
"148","7825568"
"149","7878804"
"150","7932040"
"151","7985276"
"152","8038512"
"153","8091748"
"154","8144984"
"155","8198220"
"156","8251456"
"157","8304692"
"158","8357928"
"159","8411164"
"160","8464400"
"161","8517636"
"162","8570872"
"163","8624108"
"164","8677344"
"165","8730580"
"166","8783816"
"167","8837052"
"168","8890288"
"169","8943524"
"170","8996760"
"171","9049996"
"172","9103232"
"173","9156468"
"174","9209704"
"175","9262940"
"176","9316176"
"177","9369412"
"178","9422648"
"179","9475884"
"180","9529120"
"181","9582356"
"182","9635592"
"183","9688828"
"184","9742064"
"185","9795300"
"186","9848536"
"187","9901772"
"188","9955008"
"189","10008244"
"190","10061480"
"191","10114716"
"192","10167952"
"193","10221188"
"194","10274424"
"195","10327660"
"196","10380896"
"197","10434132"
"198","10487368"
"199","10540604"
"200","10593840"
"201","10647076"
"202","10758152"
"203","10869733"
"204","10981819"
"205","11094410"
"206","11207506"
"207","11321107"
"208","11435213"
"209","11549824"
"210","11664940"
"211","11780561"
"212","11896687"
"213","12013318"
"214","12130454"
"215","12248095"
"216","12366241"
"217","12484892"
"218","12604043"
"219","12723694"
"220","12843845"
"221","12964496"
"222","13085647"
"223","13207298"
"224","13329449"
"225","13452100"
"226","13575251"
"227","13698902"
"228","13823053"
"229","13947704"
"230","14072855"
"231","14198506"
"232","14324657"
"233","14451308"
"234","14578459"
"235","14706110"
"236","14834261"
"237","14962912"
"238","15092063"
"239","15221714"
"240","15351865"
"241","15482516"
"242","15613667"
"243","15745318"
"244","15877469"
"245","16010120"
"246","16143271"
"247","16276922"
"248","16411073"
"249","16545724"
"250","16680875"
"251","16816526"
"252","16952653"
"253","17089254"
"254","17226329"
"255","17363878"
"256","17501901"
"257","17640399"
"258","17779373"
"259","17918823"
"260","18058749"
"261","18199151"
"262","18340029"
"263","18481383"
"264","18623213"
"265","18765519"
"266","18908301"
"267","19051559"
"268","19195293"
"269","19339503"
"270","19484189"
"271","19629351"
"272","19774989"
"273","19921103"
"274","20067693"
"275","20214759"
"276","20362301"
"277","20510319"
"278","20658813"
"279","20807783"
"280","20957229"
"281","21107151"
"282","21257549"
"283","21408423"
"284","21559773"
"285","21711599"
"286","21863901"
"287","22016679"
"288","22169933"
"289","22323663"
"290","22477868"
"291","22632549"
"292","22787706"
"293","22943339"
"294","23099448"
"295","23256032"
"296","23413091"
"297","23570627"
"298","23728639"
"299","23887127"
"300","24023280"
"301","24159904"
