7b3a6b28bfad7b0e1a5170d89bf6401796972fdec20408975e09e4dd34b80fd9,d90909743d3460ca57e37220b41e2be4b1e949e8d88b67107cb932812b292d77,ddd7f08dac9c2067be60cf6cc28c930b55258533827e78819acdf6d6b335a393,ab3deb86fe13707454cd54e73558238aa8f639075aeaa0ffefd67a9d5a96573d,2d6f7eec4d363766bc6036630af261e4a400741c01eb2898cfb557bc1a4d31fd,c5546aef863c5d6d7c51b359956d4c8dc0c55a0ba62b37060061434b4b80bb1c,37b8a8607c4a9e0df6826b54b027638901bc4a037c576d275931c8f7e86e8cd7,ed2c611250fbad932d9527e3e1f08e7e95e64363e51bb9d3a1a6ceafbb70ca97,6e5a52e7d17dd4a11543e2ccda6ee785734e0dbfc8e415eb64a73fd1ee86128d,e67b582816ba777d4f3fb7fb227c5fb9b520b36885f3205aa08ad4252c02da02,f61c267b07c2e8e61d530696a2df3a12cfc0253dcc5f713061c034f7645c6c12,8f62db23c25057897e94b14386e696f94f80196264a82df63acfb8a5ab764387,0862ec61aecded087b6de63acc58afbce5758a959ddbd633512cf8fdf08aad37,45963712320f5ef46ae7bfd7870e73b9e8cf475d3a1b8e4a2a7bb7834a8fad30,7c3f2f69ad1f4863f9b8f50145e21180657bd11a10be52c40345e97eaa5baea6
"200010","11002012","0","雲海の山脈","10","400","400","195","1","31001","45","4003001","雲をつらぬく山脈","501010001","4003002"
"200020","11005013","0","密林の大樹","10","300","300","-110","1","31002","30","4003003","深い森の奥に存在する1本の大樹","501010002","4003004"
"200030","11007014","0","断崖の遺跡","10","200","200","-570","1","31003","-190","4003005","断崖絶壁で発見された遺跡","501010003","4003006"
"200040","11011017","0","蒼海の孤塔","10","100","100","750","1","31004","-30","4003007","大海原にそびえる謎の巨塔","501010004","4003008"
"200050","11014014","0","毒瘴の闇稜","10","100","100","465","1","31005","20","4003009","瘴気渦巻く常闇の孤峰","501010005","4003010"
"200060","11026014","0","緑竜の骸嶺","10","100","100","360","1","31006","90","4003011","厳峰に佇む竜の寝床","501010006","4003012"
"200070","11035014","0","天上の浮城","10","100","100","130","1","31007","90","4003013","天空の番人が静かに眠る聖城","501010007","4003014"
"200080","11047014","0","砂瀑の底都","10","100","100","-50","1","31008","120","4003017","砂の大瀑布が落ちゆく果ての都","501010008","4003018"
"200090","11057014","0","紺碧の王砦","10","100","100","-360","1","31009","70","4003019","紺碧の底に君臨する海王の城砦","501010009","4003020"
"0","11062014","0","四彩の霊峰","10","100","0","0","1","31010","0","4003021","四季彩りし霊狐の仙境","501010010","4003022"
"0","0","31006","スペシャルダンジョン","10","100","100","0","1","32001","0","4003015","期間限定ダンジョンの踏破に挑戦","0","4003016"
"0","0","31006","スペシャルダンジョン","10","100","100","0","1","32002","0","0","期間限定ダンジョンの踏破に挑戦","0","0"
"0","0","31006","スペシャルダンジョン","10","100","100","0","1","32003","0","0","期間限定ダンジョンの踏破に挑戦","0","0"
"0","0","31006","スペシャルダンジョン","10","100","100","0","1","32004","0","0","期間限定ダンジョンの踏破に挑戦","0","0"
"0","0","31006","スペシャルダンジョン","10","100","100","0","1","32005","0","0","期間限定ダンジョンの踏破に挑戦","0","0"
"0","0","31006","スペシャルダンジョン","10","100","100","0","1","32006","0","0","期間限定ダンジョンの踏破に挑戦","0","0"
"0","0","31006","スペシャルダンジョン","10","100","100","0","1","32007","0","0","期間限定ダンジョンの踏破に挑戦","0","0"
"0","0","31006","スペシャルダンジョン","10","100","100","0","1","32008","0","0","期間限定ダンジョンの踏破に挑戦","0","0"
"0","0","31006","スペシャルダンジョン","10","100","100","0","1","32009","0","0","期間限定ダンジョンの踏破に挑戦","0","0"
"0","0","31006","スペシャルダンジョン","10","100","100","0","1","32010","0","0","期間限定ダンジョンの踏破に挑戦","0","0"
"0","0","31006","スペシャルダンジョン","10","100","100","0","1","32011","0","0","期間限定ダンジョンの踏破に挑戦","0","0"
"0","0","31006","スペシャルダンジョン","10","100","100","0","1","32012","0","0","期間限定ダンジョンの踏破に挑戦","0","0"
"0","0","31006","スペシャルダンジョン","10","100","100","0","1","32013","0","0","期間限定ダンジョンの踏破に挑戦","0","0"
"0","0","31006","スペシャルダンジョン","10","100","100","0","1","32014","0","0","期間限定ダンジョンの踏破に挑戦","0","0"
"0","0","31006","スペシャルダンジョン","10","100","100","0","1","32015","0","0","期間限定ダンジョンの踏破に挑戦","0","0"
"0","0","31006","スペシャルダンジョン","10","100","100","0","1","32016","0","0","期間限定ダンジョンの踏破に挑戦","0","0"
"0","0","31006","スペシャルダンジョン","10","100","100","0","1","32017","0","0","期間限定ダンジョンの踏破に挑戦","0","0"
