7e3d68899e5c6d273fbf49bfd9633b1c3f23cc8a053c2fe6d3162e883f5a3f09,a4a7af534b28673cf925c394a3376a21cb9f9ca97b918d7c3fad3b634686b60e,33bc1f7b0088df4adb24ca7e824760f6302611c3972d7cd4599d2450e6df1f63,7d2d23b2d7de1120a37b437cb8f35b8b0e25a922db8f105c1123371de2176228,ea0aad256cdbb17b84fda568f02ae9352874b60d88bb93a0fc93f90fd04f1b4b,8088e8b780125c7cfdf47d0c2db11d551bf07cb55a024fcb5222402f72f52d95,2a073c4388b9e768ad498b50ef8582d359cac08340d73d4da724fd360ef9fe0f,8f1d68f242ededc0b44be8ba13f52f9e4dd482f9af2edf827f487021c21128c5,661356a1e0a48f34ad6b0392a86993b154f5f3df6a36c27de9892d52cbd4c4b2,956541c673b28f2de8f5cc328198e1b754280239aaa56b403805657bf697054c,8de6aab1846904c0901c0760cc4d18ad5ae4103e50e0a9ee70e00898e61365ae,b0288e1b70c333ab954dedbef8c7be157a4771bfadf18bd3d4d6099edb66d16a,49f908c5773f7cd34804a6a484121a691274afe233d513cc8b1f92aa385f09d9,bdf38386f8a408035a4d83dbbee140299ad0f75b27eba8226cbe3c03d96d73de,8a52ff140285cda60fae25945cee0688d5201a6b6e53d0a286fa41eee0a96b01,13fff5a7e664b29ae8f01ab5ffbf40bb92d167d706f5665ffbdc46b65d3af6b9,cc804980bb54ba0fcc9aff96aa97dcf84df22a77eadc10715c786f3f7bf82d36,2d0cac2d04dae4604ea33fdf2e541f016248d47d96239daa586a711de3193e49,e94c94fd8dfeaa75ce0c107bb63f4d1ee320be959dc23b4d90ac11c0b9d7ebd7,357c857eb00df1ad7343713e29a74e5befc9cc692140fbaa20813c9f53db62a3,3e326c42e3f9397e5e0b5bd5e931427569a7da509d2a9cd23ab9604e598dfe0b,e4743e284dee8d848503053b6751d21183dabdc87df31186dd9033374f11815e,c3138fc2fed74f03e226b5fec825fb0d785aea74767f3a62d5691330c5b5bb85,add0dd458cb75b5fc1db05bbbec3b04ff8ab51fde150835832e140e843705f7e,70d1e647f7b5dd1fdf9fdc1219b199c1bd58025b647b00e7fbe10617e3020db7,0efef0ae3f67d5c018f30135d122b1d757f0f872316e0aff36890f74f7777bff,cbfd721af719bb4a71259b495c123c32c9aad1fe3936ac485397a033d4c4da0b,3f417cceb32d5c9dc657af5fb44279604dd2280942901249481b39d109a09d35,9ab7f8683c5da397a99cc3e405c8859bfb94f944e509df7d81dca30f1418269f
"100091","0","0","0","0","0.4","0","94002","bgm_M06","0","1.2","0","0","bgm_M06","0","100091","0","99002","0","40001","1","1","0","90","31001001","0","31001","3100101","0"
"100092","0","0","0","0","0.4","0","94002","bgm_M06","0","1.2","0","0","bgm_M06","0","100092","0","99002","0","40001","2","1","0","90","31001002","0","31001","3100101","0"
"100101","0","99002","0","0","0.6","100","94002","bgm_M06","0","1.2","0","0","bgm_M06","0","100101","0","90002","0","40004","3","1","0","90","31001003","0","31001","3100102","0"
"100102","0","0","0","0","0.65","0","94002","bgm_M06","0","1.2","0","0","bgm_M06","0","100102","0","99002","0","40001","4","1","0","90","31001004","0","31001","3100103","0"
"100102","0","0","0","0","0.7","0","94002","bgm_M06","0","1.2","0","0","bgm_M06","0","100102","0","99002","0","40001","5","1","0","90","31001005","0","31001","3100103","0"
"100102","0","99002","0","90005","0.75","100","94002","bgm_M06","0","1.2","0","0","bgm_M06","0","100102","0","90002","0","40004","6","1","0","90","31001006","0","31001","3100104","0"
"100722","0","99002","0","0","1","100","94002","bgm_M63","0","1.2","0","0","bgm_M63","0","100722","0","90002","0","40004","7","3","0","90","31001007","501010011","31001","3100105","0"
"100251","0","0","0","0","0.4","0","94002","bgm_M06","0","1.2","0","0","bgm_M06","0","100251","0","99002","0","40001","1","1","0","90","31002001","0","31002","3100201","0"
"100252","0","0","0","0","0.4","0","94002","bgm_M06","0","1.2","0","0","bgm_M06","0","100252","0","99002","0","40001","2","1","0","90","31002002","0","31002","3100201","0"
"100253","0","99002","0","0","0.6","200","94002","bgm_M06","0","1.2","0","0","bgm_M06","0","100253","0","90002","0","40004","3","1","0","90","31002003","0","31002","3100202","0"
"100254","0","0","0","0","0.65","0","94002","bgm_M06","0","1.2","0","0","bgm_M06","0","100254","0","99002","0","40001","4","1","0","90","31002004","0","31002","3100203","0"
"100255","0","0","0","0","0.7","0","94002","bgm_M06","0","1.2","0","0","bgm_M06","0","100255","0","99002","0","40001","5","1","0","90","31002005","0","31002","3100203","0"
"100256","0","99002","0","0","0.75","200","94002","bgm_M06","0","1.2","0","0","bgm_M06","0","100256","0","90002","0","40004","6","1","0","90","31002006","0","31002","3100204","0"
"100257","0","0","0","0","0.8","0","94002","bgm_M06","0","1.2","0","0","bgm_M06","0","100257","0","99002","0","40001","7","1","0","90","31002007","0","31002","3100205","0"
"100258","0","0","0","0","0.8","0","94002","bgm_M06","0","1.2","0","0","bgm_M06","0","100258","0","99002","0","40001","8","1","0","90","31002008","0","31002","3100205","0"
"100259","0","99002","0","90005","0.8","200","94002","bgm_M06","0","1.2","0","0","bgm_M06","0","100259","0","90002","0","40004","9","1","0","90","31002009","0","31002","3100206","0"
"100261","0","99002","0","0","1","200","94002","bgm_M63","0","1.2","0","0","bgm_M63","0","100261","0","90002","0","40004","10","3","0","90","31002010","501010021","31002","3100207","0"
"100291","0","0","0","0","0.4","0","94002","bgm_M06","0","1.2","0","0","bgm_M06","-50","100291","0","99002","0","40001","1","1","0","90","31003001","0","31003","3100301","0"
"100292","0","0","0","0","0.4","0","94002","bgm_M06","0","1.2","0","0","bgm_M06","-50","100292","0","99002","0","40001","2","1","0","90","31003002","0","31003","3100302","0"
"100293","0","99002","0","0","0.6","300","94002","bgm_M06","0","1.2","0","0","bgm_M06","-50","100293","0","90002","0","40004","3","1","0","90","31003003","0","31003","3100302","0"
"100291","0","0","0","0","0.65","0","94002","bgm_M06","0","1.2","0","0","bgm_M06","-50","100291","0","99002","0","40001","4","1","0","90","31003004","0","31003","3100303","0"
"100292","0","99002","0","0","0.75","300","94002","bgm_M06","0","1.2","0","0","bgm_M06","-50","100292","0","90002","0","40004","5","1","0","90","31003005","0","31003","3100303","0"
"100294","0","0","0","0","0.75","0","94002","bgm_M06","0","1.2","0","0","bgm_M06","-50","100294","0","99002","0","40001","6","1","0","90","31003006","0","31003","3100304","0"
"100295","0","99002","0","0","0.8","300","94002","bgm_M06","0","1.2","0","0","bgm_M06","-50","100295","0","90002","0","40004","7","1","0","90","31003007","0","31003","3100304","0"
"100296","0","0","0","0","0.85","0","94002","bgm_M06","0","1.2","0","0","bgm_M06","-50","100296","0","99002","0","40001","8","1","0","90","31003008","0","31003","3100305","0"
"100297","0","99002","0","90005","0.85","300","94002","bgm_M06","0","1.2","0","0","bgm_M06","-50","100297","0","90002","0","40004","9","1","0","90","31003009","0","31003","3100307","0"
"100313","0","99002","0","0","1","300","94002","bgm_M63","0","1.2","0","0","bgm_M63","-50","100313","0","90002","0","40004","10","3","0","90","31003010","501010031","31003","3100306","0"
"100271","0","99002","0","0","0.7","400","94002","bgm_M06","0","1.2","0","0","bgm_M06","-50","100271","0","90002","0","40004","1","1","0","90","31004001","0","31004","3100401","0"
"100273","0","99002","0","0","0.85","400","94002","bgm_M06","0","1.2","0","0","bgm_M06","-50","100273","0","90002","0","40004","2","1","0","90","31004002","0","31004","3100401","0"
"100274","0","99002","0","0","0.9","400","94002","bgm_M06","0","1.2","0","0","bgm_M06","-50","100274","0","90002","0","40004","3","1","0","90","31004003","0","31004","3100401","0"
"100277","0","99002","0","90005","1","400","94002","bgm_M06","0","1.2","0","0","bgm_M06","-50","100277","0","90002","0","40004","4","1","0","90","31004004","0","31004","3100403","0"
"100283","0","99002","0","0","1","400","94002","bgm_M63","0","1.2","0","0","bgm_M63","-50","100283","0","90002","0","40004","5","3","0","90","31004005","501010041","31004","3100402","0"
"101601","0","99002","0","140001","0.7","500","94002","bgm_M06","0","1.2","0","0","bgm_M06","-50","101601","0","90002","0","40004","1","1","0","90","31005001","0","31005","3100501","0"
"101601","0","99002","0","140001","0.85","500","94002","bgm_M06","0","1.2","0","0","bgm_M06","-50","101601","0","90002","0","40004","2","1","0","90","31005002","0","31005","3100501","0"
"101602","0","99002","0","140001","0.9","600","94002","bgm_M06","0","1.2","0","0","bgm_M06","-50","101602","0","90002","0","40004","3","1","0","90","31005003","0","31005","3100501","0"
"101602","0","99002","0","140001","1","600","94002","bgm_M06","0","1.2","0","0","bgm_M06","-50","101602","0","90002","0","40004","4","1","90005","90","31005004","0","31005","3100502","0"
"101611","0","99002","0","140001","1","300","94002","bgm_M63","0","1.6","0","0","bgm_M63","-50","101611","0","90002","0","40004","5","3","0","90","31005005","501010051","31005","3100503","0"
"102171","0","20000","0","140001","0.7","600","90002","bgm_M06","0","1.2","0","0","bgm_M06","-50","102171","0","99002","0","40004","1","1","25001","90","31006001","0","31006","3100601","94002"
"102172","0","20000","0","140001","0.85","600","90002","bgm_M06","0","1.2","0","0","bgm_M06","-50","102172","0","99002","0","40004","2","1","25001","90","31006002","0","31006","3100601","94002"
"102173","0","20000","0","140001","0.9","800","90002","bgm_M06","0","1.2","0","0","bgm_M06","-50","102173","0","99002","0","40004","3","1","25001","90","31006003","0","31006","3100601","94002"
"102172","0","20000","0","140001","1","800","90002","bgm_M06","0","1.2","0","0","bgm_M06","-50","102172","0","99002","0","40004","4","1","25001","90","31006004","0","31006","3100602","90005"
"102174","0","20000","0","140001","1","400","90002","bgm_M63","0","1.3","0","0","bgm_M63","-50","102174","0","99002","0","40004","5","3","25001","90","31006005","501010061","31006","3100603","94002"
"102741","0","20000","0","140001","0.7","700","90002","bgm_M06","0","1.2","0","0","bgm_M06","-50","102741","0","99002","0","40004","1","1","25001","90","31007001","0","31007","3100701","94002"
"102742","0","20000","0","140001","0.85","700","90002","bgm_M06","0","1.2","0","0","bgm_M06","-50","102742","0","99002","0","40004","2","1","25001","90","31007002","0","31007","3100701","94002"
"102743","0","20000","0","140001","0.9","1000","90002","bgm_M06","0","1.2","0","0","bgm_M06","-50","102743","0","99002","0","40004","3","1","25001","90","31007003","0","31007","3100701","94002"
"102742","0","20000","0","140001","1","1000","90002","bgm_M06","0","1.2","0","0","bgm_M06","-50","102742","0","99002","0","40004","4","1","25001","90","31007004","0","31007","3100702","90005"
"102751","1","20000","1","140001","1","500","90002","bgm_M63","0","0.5","5.1","0","bgm_M63","-50","102751","0","99002","0","40004","5","3","25001","90","31007005","501010071","31007","3100703","94002"
"103002","0","20000","0","140001","0.7","800","90002","bgm_M06","0","1.2","0","0","bgm_M06","-50","103002","0","99002","0","40004","1","1","25001","90","31008001","0","31008","3100801","94002"
"103002","0","20000","0","140001","0.85","800","90002","bgm_M06","0","1.2","0","0","bgm_M06","-50","103002","0","99002","0","40004","2","1","25001","90","31008002","0","31008","3100801","94002"
"103002","0","20000","0","140001","0.9","1200","90002","bgm_M06","0","1.2","0","0","bgm_M06","-50","103002","0","99002","0","40004","3","1","25001","90","31008003","0","31008","3100801","94002"
"103002","0","20000","0","140001","1","1200","90002","bgm_M06","0","1.2","0","0","bgm_M06","-50","103002","0","99002","0","40004","4","1","25001","90","31008004","0","31008","3100802","90005"
"103001","1","20000","1","140001","1","600","90002","bgm_M63","0","1.3","2.9","0","bgm_M63","-50","103001","0","99002","0","40004","5","4","25001","90","31008005","0","31008","3100803","94002"
"103222","0","20000","0","140001","0.7","900","90002","bgm_M06","0","1.2","0","0","bgm_M06","-50","103222","0","99002","0","40004","1","1","25001","90","31009001","0","31009","3100901","94002"
