ccf131ae6752fdbe3b7cb58c814187f565b8f242736a22cac9826c51f6fe1b49,cb5a0ddf46a3503a830c974eb1d688b0e446c15e21fd24ab78740a0160a0cf61,9f9f1a210afebfcbd8280ed844196db889dce287574d21e5749f0d638d12c7a1,6f6a13060f8895ff343ec55b964de47defaa6b02eb8e06a01b04776173c3749c,5d31599bfa80ce8ee11b9d3b431831d26500fcdd81028439aaf880488901de8b,79dd2797e63b2f914360f8f6e7fdfcb3f457e73b28c6ee9876ef83a516ac0d47,b8b6e79f7a7ed898e02625412054b6f161ba789c28dab39248cc40c90390772b,0ba399456645a1cd81c08c97ff952ca45dda2a9c1985f0e5be1b70577fe3fa91,e7a1f6e539f78886cb0161f60cc2ef8e90a5b8d9babcc1d7000d30def433c1cb,e564b0841b045c25db5f58a14d42bc32290a6629f72444e6156054cbadc9a051,82700d9c795274430bf2a72751dc8573275ee50a73dd311e0015a35b27881864,d79d7b87975503f98223c4af0e3bfb3e3c0713bc9277e15c32ebfc7bb1cd151d,6d58e7cb00d6527b2e37acb744d5c4cdb50680eca275954efe1a112a81ac8f25,e5b5bbb64b0f2c82aff1e54c009dd0866a8edc419968bc096d8898941b731530,84c63e0dd9b8bc6e57098e4ad3cf8634a35ed3c02b9f5d876206770342e28309,1629476d60c5f65420a306d8bb0ae2f67e1dd672152c199ab43f4ea4f865ceee,87f7fdd10ba2079c9df44afe1ab08246a4e1505e814486f74c665c70b1f6c644,d906e8629e686256dc47e6b13f61710484fef728129d9cee2558a529c2e301d1
"1","10","0","0","0","0","1","0","0","0","8","0","0","0","500","91002","0","0"
"2","100","0","0","0","0","11","0","0","0","8","0","0","0","50","91002","0","0"
"3","200","0","0","0","0","101","0","0","0","8","0","0","0","30","91002","0","0"
"4","500","0","0","0","0","201","0","0","0","8","0","0","0","10","91002","0","0"
"5","1000","0","0","0","0","501","0","0","0","8","0","0","0","5","91002","0","0"
"6","2000","0","0","0","0","1001","0","0","0","8","0","0","0","3","91002","0","0"
"7","4000","0","0","0","0","2001","0","0","0","8","0","0","0","2","91002","0","0"
"8","7999","0","0","0","0","4001","0","0","0","8","0","0","0","1","91002","0","0"
"9","8000","0","0","0","0","8000","0","0","0","8","0","0","0","30","91002","0","0"
"10","8100","0","0","0","0","8100","0","0","0","8","0","0","0","30","91002","0","0"
"11","8200","0","0","0","0","8200","0","0","0","8","0","0","0","30","91002","0","0"
"12","8300","0","0","0","0","8300","0","0","0","8","0","0","0","30","91002","0","0"
"13","8400","0","0","0","0","8400","0","0","0","8","0","0","0","30","91002","0","0"
"14","8500","0","0","0","0","8500","0","0","0","8","0","0","0","30","91002","0","0"
"15","8600","0","0","0","0","8600","0","0","0","8","0","0","0","30","91002","0","0"
"16","8700","0","0","0","0","8700","0","0","0","8","0","0","0","30","91002","0","0"
"17","8800","0","0","0","0","8800","0","0","0","8","0","0","0","30","91002","0","0"
"18","8900","0","0","0","0","8900","0","0","0","8","0","0","0","30","91002","0","0"
"19","9000","0","0","0","0","9000","0","0","0","8","0","0","0","30","91002","0","0"
"20","9100","0","0","0","0","9100","0","0","0","8","0","0","0","30","91002","0","0"
"21","9200","0","0","0","0","9200","0","0","0","8","0","0","0","30","91002","0","0"
"22","9300","0","0","0","0","9300","0","0","0","8","0","0","0","30","91002","0","0"
"23","9400","0","0","0","0","9400","0","0","0","8","0","0","0","30","91002","0","0"
"24","9500","0","0","0","0","9500","0","0","0","8","0","0","0","30","91002","0","0"
"25","9600","0","0","0","0","9600","0","0","0","8","0","0","0","30","91002","0","0"
"26","9700","0","0","0","0","9700","0","0","0","8","0","0","0","30","91002","0","0"
"27","9800","0","0","0","0","9800","0","0","0","8","0","0","0","30","91002","0","0"
"28","9900","0","0","0","0","9900","0","0","0","8","0","0","0","30","91002","0","0"
"29","10000","0","0","0","0","10000","0","0","0","8","0","0","0","30","91002","0","0"
"30","10100","0","0","0","0","10100","0","0","0","8","0","0","0","30","91002","0","0"
"31","10200","0","0","0","0","10200","0","0","0","8","0","0","0","30","91002","0","0"
"32","10300","0","0","0","0","10300","0","0","0","8","0","0","0","30","91002","0","0"
"33","10400","0","0","0","0","10400","0","0","0","8","0","0","0","30","91002","0","0"
"34","10500","0","0","0","0","10500","0","0","0","8","0","0","0","30","91002","0","0"
"35","10600","0","0","0","0","10600","0","0","0","8","0","0","0","30","91002","0","0"
"36","10700","0","0","0","0","10700","0","0","0","8","0","0","0","30","91002","0","0"
"37","10800","0","0","0","0","10800","0","0","0","8","0","0","0","30","91002","0","0"
"38","10900","0","0","0","0","10900","0","0","0","8","0","0","0","30","91002","0","0"
"39","11000","0","0","0","0","11000","0","0","0","8","0","0","0","30","91002","0","0"
"40","11100","0","0","0","0","11100","0","0","0","8","0","0","0","30","91002","0","0"
"41","11200","0","0","0","0","11200","0","0","0","8","0","0","0","30","91002","0","0"
"42","11300","0","0","0","0","11300","0","0","0","8","0","0","0","30","91002","0","0"
"43","11400","0","0","0","0","11400","0","0","0","8","0","0","0","30","91002","0","0"
"44","11500","0","0","0","0","11500","0","0","0","8","0","0","0","30","91002","0","0"
"45","11600","0","0","0","0","11600","0","0","0","8","0","0","0","30","91002","0","0"
"46","11700","0","0","0","0","11700","0","0","0","8","0","0","0","30","91002","0","0"
"47","11800","0","0","0","0","11800","0","0","0","8","0","0","0","30","91002","0","0"
"48","11900","0","0","0","0","11900","0","0","0","8","0","0","0","30","91002","0","0"
"49","12000","0","0","0","0","12000","0","0","0","8","0","0","0","30","91002","0","0"
"50","12100","0","0","0","0","12100","0","0","0","8","0","0","0","30","91002","0","0"
"51","12200","0","0","0","0","12200","0","0","0","8","0","0","0","30","91002","0","0"
"52","12300","0","0","0","0","12300","0","0","0","8","0","0","0","30","91002","0","0"
"53","12400","0","0","0","0","12400","0","0","0","8","0","0","0","30","91002","0","0"
