f71eb9ffc3be46b304fba1587afa213c24921456eca2599c1739133cd8c03911,5d8597a8f1913de23967db79a5c7c6a6df965378473cf4d2e01f54d70eae7673,a65b6a94d6da79a16305b48e5aa91b70f6f44621e54334904cef997213d9fe5b,019390787d39a959a4f9b113c17018c845bb1bcc8c1f88b2a2ca24af5b5f551f,45e003a2deb4494ba9940e5e4f9cc4a80e5e12c3c3b725a7d1c648c408c1d6ba,b1ef48bae0e22537eb1d1e96fd35507df8fc81b0eaaa4d654747b463be8055de,255ac7e9228dd6eaefe3abb7fdc945d8ed5b16d2a1761f9a00bcf76e905f9147
"0","ギルド管理協会です！どんなお仲間をお探しですか？","11012","2","2","1101","11011"
"0","ギルド管理協会です！どんなお仲間をお探しですか？","11022","2","2","1102","11021"
"0","ギルド管理協会です！どんなお仲間をお探しですか？","11032","2","2","1103","11031"
"0","ギルド管理協会です！どんなお仲間をお探しですか？","11042","2","2","1104","11041"
"0","魔物たちが集まる闘技場を見つけた！","11052","4","4","1105","11051"
"11071","不思議な石板を発見！どうする？","11072","7","7","1107","11073"
"0","ダンジョンで迷った！どっちに進む？","11081","8","8","1108","11082"
"0","魔物たちが集まる闘技場を見つけた！","11092","4","4","1109","11091"
"11103","じゃんけん……ぽん！","11102","3","3","1110","11101"
"0","箱の中から声が聞こえる……","11112","10","10","1111","11111"
"0","イベント会場に魔物が現れた！","11122","11","11","1112","11121"
"0","魔物たちが集まる闘技場を見つけた！","11132","4","4","1113","11131"
"0","魔物たちが集まる闘技場を見つけた！","11172","4","4","1117","11171"
"0","魔物たちが集まる闘技場を見つけた！","11182","4","4","1118","11181"
"0","魔物たちが集まる闘技場を見つけた！","11192","4","4","1119","11191"
"0","魔物たちが集まる闘技場を見つけた！","11202","4","4","1120","11201"
"0","魔物たちが集まる闘技場を見つけた！","11212","4","4","1121","11211"
"0","魔物たちが集まる闘技場を見つけた！","11222","4","4","1122","11221"
"0","魔物たちが集まる闘技場を見つけた！","11232","4","4","1123","11231"
"0","魔物たちが集まる闘技場を見つけた！","11242","4","4","1124","11241"
"0","魔物たちが集まる闘技場を見つけた！","11252","4","4","1125","11251"
"0","魔物たちが集まる闘技場を見つけた！","11262","4","4","1126","11261"
"0","魔物たちが集まる闘技場を見つけた！","11272","4","4","1127","11271"
"0","魔物たちが集まる闘技場を見つけた！","11282","4","4","1128","11281"
"0","魔物たちが集まる闘技場を見つけた！","11292","4","4","1129","11291"
"0","魔物たちが集まる闘技場を見つけた！","11302","4","4","1130","11301"
"0","魔物たちが集まる闘技場を見つけた！","11312","4","4","1131","11311"
"0","魔物たちが集まる闘技場を見つけた！","11322","4","4","1132","11321"
"0","魔物たちが集まる闘技場を見つけた！","11332","4","4","1133","11331"
"0","魔物たちが集まる闘技場を見つけた！","11342","4","4","1134","11341"
"0","魔物たちが集まる闘技場を見つけた！","11352","4","4","1135","11351"
"0","魔物たちが集まる闘技場を見つけた！","11362","4","4","1136","11361"
"0","魔物たちが集まる闘技場を見つけた！","11372","4","4","1137","11371"
"0","釣りスポットを発見！","0","5","5","1314","13141"
"0","絶好のピクニック日和だ！","0","9","9","1315","13151"
"0","スロットマシンだ！挑戦する？","0","6","6","1316","13161"
"0","ラッキー！もう一回釣れるぞ！","0","5","5","2314","23141"
"0","料理ができた！でも、まだ材料はあるぞ！","23151","9","9","2315","23152"
"0","もう一勝負だ！","23161","6","6","2316","23162"
"0","ラストもう一回！","0","5","5","3314","33141"
"0","完璧！でも、まだまだ材料はあるぞ！","33151","9","9","3315","33152"
"0","ラスト一発！","33161","6","6","3316","33162"
