584db8ae88f8b865201aea431050757e64c83300ae5a269e4fe5fed19a151b1f,350f82f0591d7681ae566eb9479923d2f5b7ac5d63826bbd7a1640c5de028f9d,b91493544b8fa046169e377b7b6fd5c829b91fa271143028bd9e61d3443f65f2,259933f89e8b4079d6ccda35dc8207c4da398698c284aba7e06d3790067f8dd4,78301e9e39a8a5a83305d4f747c967ad7617cc1c9a13eb822991c9f5b9ac6afa,c48652d74c3b3bf85bf9fa63e782491009ab9b6bf9f1f2492d80344aca73b7c1,0d5ef589a8695d76ed817737ccefa9602f3f8ff3d86203044421821fcfe3471d,0f6d32edbea68583be3b3e2bc65614f0fe185202831939a3555cea6215d5b1d5,061520ad56490831e60f82588ff17b9553914420de1f45afb2be24d683c082d3,f2c0468faade9ecd5a35e7c286d25c9dfcd60dab91d4d055e7fd14077ecb1701,005c8797906f2208b1d76080f84a54566e6eec054faf7742768fcec599de0a32,3bc70c9f2d726c7d99eb7864bdacbaab7a303c6ffbf50709d62d3d29a26c5bde,05774796abb0ef7d847e26575a23ced94975232fa6be4ac2222d288732fc28be,89d52689863ccc5ab80aa9933278a5d14f8df395a2ef7c7f866cc4b5b92820fe,0ed1ee4ca74e3a6820fb717102ecb6166b68f57391c95ee345f53ceb41fa59a1,177144a0d50ba1c1cfa47500bd2db4c9cf6371535e868242c47de75679021ea9,021848a05533637d6a5d974b6945f4c2c5b44f0233771bb3589863485398b275,eef7b6ab72e2fa44e8aaf8f834de77976ebd84f323234365145cd469ca6d58a5,bf159361bba6f69926a8d63e9f43b7a98f57b811b68e41b5e86050e91a410547,0493f6ae3f4995d087669737bd6749be075fdaeb283ad15d53bd1b9e369132ad,d3b0dee96a62ee21633b8f539d6873c2b3138af9853da12c39d93e778d78a82b,2836da4763bb586f70632d8969f1db51491f2fe8426a133fcf653ac3e80f6e1d,d517fc5bd94547f5a0ff62acc6e1ca1843f472fb811c9f62e8b3c5da53e19c81,5871faa9fffd9fcf8941ea70cabe7190a2d081f3665ef9cdfdb7b623343f232b,8a613fa1a739931fa4aec5113e555da8077154bf6e6d59035cfa0c48d4c15136,19b398dd10db622b217cc17961a8185b95a1bfc5dd2493869f6f2e65afb03699
"81001001","1","100198","bgm_MC131","bgm_MC131","-379","0","0.8","-190","0","0.8","-1","0","0.8","188","0","0.8","377","0","0.8","100198","0","0","0","1","1"
"81001002","1","100198","bgm_MC131","bgm_MC131","-379","0","0.8","-190","0","0.8","-1","0","0.8","188","0","0.8","377","0","0.8","100198","0","0","0","1","1"
"81001003","1","100198","bgm_MC131","bgm_MC131","-379","0","0.8","-190","0","0.8","-1","0","0.8","188","0","0.8","377","0","0.8","100198","0","0","0","1","1"
"81001004","1","100198","bgm_MC131","bgm_MC131","-379","0","0.8","-190","0","0.8","-1","0","0.8","188","0","0.8","377","0","0.8","100198","0","0","0","1","1"
"81001005","1","100198","bgm_MC131","bgm_MC131","-379","0","0.8","-190","0","0.8","-1","0","0.8","188","0","0.8","377","0","0.8","100198","0","0","0","1","1"
"81001006","2","100198","bgm_MC131","bgm_MC131","-379","0","0.8","-190","0","0.8","-1","0","0.8","188","0","0.8","377","0","0.8","100198","0","0","0","1","1"
"81001007","1","100198","bgm_MC131","bgm_MC131","-379","0","0.8","-190","0","0.8","-1","0","0.8","188","0","0.8","377","0","0.8","100198","0","0","0","1","1"
"81001008","1","100198","bgm_MC131","bgm_MC131","-379","0","0.8","-190","0","0.8","-1","0","0.8","188","0","0.8","377","0","0.8","100198","0","0","0","1","1"
"81001009","1","100198","bgm_MC131","bgm_MC131","-379","0","0.8","-190","0","0.8","-1","0","0.8","188","0","0.8","377","0","0.8","100198","0","0","0","1","1"
"81001010","3","100198","bgm_MC131","bgm_MC131","0","-10","0.9","0","0","0","0","0","0","0","0","0","0","0","0","100198","0","-20","60","1","1"
"81001011","1","100198","bgm_MC131","bgm_MC131","-379","0","0.8","-190","0","0.8","-1","0","0.8","188","0","0.8","377","0","0.8","100198","0","0","0","1","1"
"81001012","1","100198","bgm_MC131","bgm_MC131","-379","0","0.8","-190","0","0.8","-1","0","0.8","188","0","0.8","377","0","0.8","100198","0","0","0","1","1"
"81001013","2","100198","bgm_MC131","bgm_MC131","-379","0","0.8","-190","0","0.8","-1","0","0.8","188","0","0.8","377","0","0.8","100198","0","0","0","1","1"
"81001014","1","100198","bgm_MC131","bgm_MC131","-379","0","0.8","-190","0","0.8","-1","0","0.8","188","0","0.8","377","0","0.8","100198","0","0","0","1","1"
"81001015","1","100198","bgm_MC131","bgm_MC131","-379","0","0.8","-190","0","0.8","-1","0","0.8","188","0","0.8","377","0","0.8","100198","0","0","0","1","1"
"81001016","2","100198","bgm_MC131","bgm_MC131","-379","0","0.8","-190","0","0.8","-1","0","0.8","188","0","0.8","377","0","0.8","100198","0","0","0","1","1"
"81001017","1","100198","bgm_MC131","bgm_MC131","-379","0","0.8","-190","0","0.8","-1","0","0.8","188","0","0.8","377","0","0.8","100198","0","0","0","1","1"
"81001018","1","100198","bgm_MC131","bgm_MC131","-379","0","0.8","-190","0","0.8","-1","0","0.8","188","0","0.8","377","0","0.8","100198","0","0","0","1","1"
"81001019","1","100198","bgm_MC131","bgm_MC131","-379","0","0.8","-190","0","0.8","-1","0","0.8","188","0","0.8","377","0","0.8","100198","0","0","0","1","1"
"81001020","3","100198","bgm_MC131","bgm_MC131","0","-20","0.8","0","0","0","0","0","0","0","0","0","0","0","0","100198","0","0","50","0.9","0.9"
"81001021","1","100198","bgm_MC131","bgm_MC131","-379","0","0.8","-190","0","0.8","-1","0","0.8","188","0","0.8","377","0","0.8","100198","0","0","0","1","1"
"81001022","1","100198","bgm_MC131","bgm_MC131","-379","0","0.8","-190","0","0.8","-1","0","0.8","188","0","0.8","377","0","0.8","100198","0","0","0","1","1"
"81001023","2","100198","bgm_MC131","bgm_MC131","-379","0","0.8","-190","0","0.8","-1","0","0.8","188","0","0.8","377","0","0.8","100198","0","0","0","1","1"
"81001024","1","100198","bgm_MC131","bgm_MC131","-379","0","0.8","-190","0","0.8","-1","0","0.8","188","0","0.8","377","0","0.8","100198","0","0","0","1","1"
"81001025","1","100198","bgm_MC131","bgm_MC131","-379","0","0.8","-190","0","0.8","-1","0","0.8","188","0","0.8","377","0","0.8","100198","0","0","0","1","1"
"81001026","2","100198","bgm_MC131","bgm_MC131","-379","0","0.8","-190","0","0.8","-1","0","0.8","188","0","0.8","377","0","0.8","100198","0","0","0","1","1"
"81001027","1","100198","bgm_MC131","bgm_MC131","-379","0","0.8","-190","0","0.8","-1","0","0.8","188","0","0.8","377","0","0.8","100198","0","0","0","1","1"
"81001028","1","100198","bgm_MC131","bgm_MC131","-379","0","0.8","-190","0","0.8","-1","0","0.8","188","0","0.8","377","0","0.8","100198","0","0","0","1","1"
"81001029","1","100198","bgm_MC131","bgm_MC131","-379","0","0.8","-190","0","0.8","-1","0","0.8","188","0","0.8","377","0","0.8","100198","0","0","0","1","1"
"81001030","3","100198","bgm_MC131","bgm_MC131","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","100198","0","0","60","1","1"
"81001031","1","100198","bgm_MC131","bgm_MC131","-379","0","0.8","-190","0","0.8","-1","0","0.8","188","0","0.8","377","0","0.8","100198","0","0","0","1","1"
"81001032","1","100198","bgm_MC131","bgm_MC131","-379","0","0.8","-190","0","0.8","-1","0","0.8","188","0","0.8","377","0","0.8","100198","0","0","0","1","1"
"81001033","2","100198","bgm_MC131","bgm_MC131","-379","0","0.8","-190","0","0.8","-1","0","0.8","188","0","0.8","377","0","0.8","100198","0","0","0","1","1"
"81001034","1","100198","bgm_MC131","bgm_MC131","-379","0","0.8","-190","0","0.8","-1","0","0.8","188","0","0.8","377","0","0.8","100198","0","0","0","1","1"
"81001035","1","100198","bgm_MC131","bgm_MC131","-379","0","0.8","-190","0","0.8","-1","0","0.8","188","0","0.8","377","0","0.8","100198","0","0","0","1","1"
"81001036","2","100198","bgm_MC131","bgm_MC131","-379","0","0.8","-190","0","0.8","-1","0","0.8","188","0","0.8","377","0","0.8","100198","0","0","0","1","1"
"81001037","1","100198","bgm_MC131","bgm_MC131","-379","0","0.8","-190","0","0.8","-1","0","0.8","188","0","0.8","377","0","0.8","100198","0","0","0","1","1"
"81001038","1","100198","bgm_MC131","bgm_MC131","-379","0","0.8","-190","0","0.8","-1","0","0.8","188","0","0.8","377","0","0.8","100198","0","0","0","1","1"
"81001039","1","100198","bgm_MC131","bgm_MC131","-379","0","0.8","-190","0","0.8","-1","0","0.8","188","0","0.8","377","0","0.8","100198","0","0","0","1","1"
"81001040","3","100198","bgm_MC131","bgm_MC131","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","100198","0","0","60","0.9","0.9"
"81001041","1","100198","bgm_MC131","bgm_MC131","-379","0","0.8","-190","0","0.8","-1","0","0.8","188","0","0.8","377","0","0.8","100198","0","0","0","1","1"
"81001042","1","100198","bgm_MC131","bgm_MC131","-379","0","0.8","-190","0","0.8","-1","0","0.8","188","0","0.8","377","0","0.8","100198","0","0","0","1","1"
"81001043","2","100198","bgm_MC131","bgm_MC131","-379","0","0.8","-190","0","0.8","-1","0","0.8","188","0","0.8","377","0","0.8","100198","0","0","0","1","1"
"81001044","1","100198","bgm_MC131","bgm_MC131","-379","0","0.8","-190","0","0.8","-1","0","0.8","188","0","0.8","377","0","0.8","100198","0","0","0","1","1"
"81001045","1","100198","bgm_MC131","bgm_MC131","-379","0","0.8","-190","0","0.8","-1","0","0.8","188","0","0.8","377","0","0.8","100198","0","0","0","1","1"
"81001046","2","100198","bgm_MC131","bgm_MC131","-379","0","0.8","-190","0","0.8","-1","0","0.8","188","0","0.8","377","0","0.8","100198","0","0","0","1","1"
