5c92c3d2e0702199861db4ba7d31ca75ae08a74217a3a882a406389c03339323,0edaf64debdb842dcd52ab58e83a858e189f18739fa73e04fdb4f99ce910eb89,1c00c9715346f2d0c860b49f12fb7331210c6df614907bb330bbbe642804ac8e,95f40066ca1451895d4f1dcf46a7b42cad5d5f2d6b4c691d61e4da9122bd0113,a487986e12581cfa7be87f488f2e7519fe7b728fbd5d048eacdcd2aab5ffafad,63c1cb989e628b7af3b1706397b007a1ad3b83e161f0811e3f6792a7bc31772e,be65756e3b6bf61dbb9379c3c8611720dd27b6bbb6bcb14fa282182a975dc6db,acf256b46b21dc5d800f1f40756e25945e706f6ef8139c5441b31491cceb23d4,8d4d2bc6dd53164056abe777a61b997302af9585bb43bef0db4fef0ff1cd30ab,734f0204d9e610b514e65f1c438ff61faee80d614e5cf7c63196c80178b29c5c,9f56dc3e46fa2f4d8cf013bf92372afde65950afd4204f546873e5ae6517b30b,21aea0379a49ad4f50e4752880d4776bf83250303384a9a787e7619eb0e18479,b405386ad10fb1a7e4d6005175c36df29c56ab6426ca2205db1be71a71d1b84b,92c8d30fbc0ecfe6313b3855361200465968fc27646863b1b1cd25675108ce39,1ec7a33d7405d4e608d3f353f3bc53b130a6f2f55b1425dec06d43fb53b38ae2
"0","540","112","1","113","100","0","0","2816","2022/02/15 5:00:00","0","0","1","111","11"
"0","493","212","2","213","100","0","0","2816","2022/02/16 5:00:00","0","0","1","211","21"
"0","458","312","3","313","100","0","0","2816","2022/02/17 5:00:00","0","0","1","311","31"
"0","420","412","4","413","100","0","0","2816","2022/02/18 5:00:00","0","0","1","411","41"
"0","380","512","5","513","100","0","0","2816","2022/02/19 5:00:00","0","0","1","511","51"
"0","340","612","6","613","100","0","0","2816","2022/02/20 5:00:00","0","0","1","611","61"
"0","430","712","7","713","100","0","1","2816","2022/02/21 5:00:00","0","0","1","711","71"
"0","402","812","8","813","100","0","1","2816","2022/02/22 5:00:00","0","0","1","811","81"
"0","302","912","9","913","100","0","1","2816","2022/02/23 5:00:00","0","0","1","911","91"
"0","264","1012","10","1013","100","0","1","2816","2022/02/24 5:00:00","0","0","1","1011","101"
"0","225","1112","11","1113","100","0","1","2816","2022/02/25 5:00:00","0","0","1","1111","111"
"0","328","1212","12","1213","100","0","1","2816","2022/02/26 5:00:00","0","0","1","1211","121"
"0","280","1312","13","1313","100","0","1","2816","2022/02/27 5:00:00","0","0","1","1311","131"
"0","269","1412","14","1413","100","0","1","2816","2022/02/28 5:00:00","0","0","1","1411","141"
"0","180","1512","15","1513","100","0","1","2816","2022/03/01 5:00:00","0","0","1","1511","151"
"0","138","1612","16","1613","100","0","1","2816","2022/03/02 5:00:00","0","0","1","1611","161"
"0","97","1712","17","1713","100","0","1","2816","2022/03/03 5:00:00","0","0","1","1711","171"
"0","56","1812","18","1813","100","0","1","2816","2022/03/04 5:00:00","0","0","1","1811","181"
"0","150","1912","19","1913","100","0","1","2816","2022/03/05 5:00:00","0","0","1","1911","191"
"0","100","2012","20","2013","100","0","1","2816","2022/03/06 5:00:00","0","0","1","2011","201"
"0","15","2112","21","2113","100","0","1","2816","2022/03/07 5:00:00","0","0","1","2111","211"
"0","-25","2212","22","2213","100","0","1","2816","2022/03/08 5:00:00","0","0","1","2211","221"
"0","-66","2312","23","2313","100","0","1","2816","2022/03/09 5:00:00","0","0","1","2311","231"
"0","-107","2412","24","2413","100","0","1","2816","2022/03/10 5:00:00","0","0","1","2411","241"
"0","-149","2512","25","2513","100","0","1","2816","2022/03/11 5:00:00","0","0","1","2511","251"
"0","-188","2612","26","2613","100","0","1","2816","2022/03/12 5:00:00","0","0","1","2611","261"
"0","-96","2712","27","2713","100","0","1","2816","2022/03/13 5:00:00","0","0","1","2711","271"
"0","-133","2812","28","2813","100","0","1","2816","2022/03/14 5:00:00","0","0","1","2811","281"
"0","-174","2912","29","2913","100","0","1","2816","2022/03/15 5:00:00","0","0","1","2911","291"
"0","-230","3012","30","3013","100","0","1","2816","2022/03/16 5:00:00","0","0","1","3011","301"
"0","-272","3112","31","3113","100","0","1","2816","2022/03/17 5:00:00","0","0","1","3111","311"
"0","-313","3212","32","3213","100","0","1","2816","2022/03/18 5:00:00","0","0","1","3211","321"
"0","-240","3312","33","3313","100","0","1","2816","2022/03/19 5:00:00","0","0","1","3311","331"
"0","-260","3412","34","3413","100","0","1","2816","2022/03/20 5:00:00","0","0","1","3411","341"
"0","-280","3512","35","3513","100","0","1","2816","2022/03/21 5:00:00","0","0","1","3511","351"
"0","-354","3612","36","3613","100","0","1","2816","2022/03/22 5:00:00","0","0","1","3611","361"
"0","-395","3712","37","3713","100","0","1","2816","2022/03/23 5:00:00","0","0","1","3711","371"
"0","-436","3812","38","3813","100","0","1","2816","2022/03/24 5:00:00","0","0","1","3811","381"
"0","-477","3912","39","3913","100","0","1","2816","2022/03/25 5:00:00","0","0","1","3911","391"
"0","-400","4012","40","4013","100","0","1","2816","2022/03/26 5:00:00","0","0","1","4011","401"
"0","-438","4112","41","4113","100","0","1","2816","2022/03/27 5:00:00","0","0","1","4111","411"
"0","0","4212","42","4213","100","0","1","2816","2022/03/28 5:00:00","0","0","1","4211","421"
"0","371","4312","43","4313","200","0","2","2816","2022/03/29 5:00:00","0","0","2","4311","431"
"0","343","4412","44","4413","200","0","2","2816","2022/03/30 5:00:00","0","0","2","4411","441"
"0","260","4512","45","4513","200","105801","2","2816","2022/03/31 5:00:00","9105803","0","2","4511","451"
"0","313","4612","46","4613","200","0","2","2816","2022/04/01 5:00:00","0","0","2","4611","461"
"0","285","4712","47","4713","200","0","2","2816","2022/04/02 5:00:00","0","0","2","4711","471"
"0","260","4812","48","4813","200","102001","2","2816","2022/04/03 5:00:00","9102003","0","2","4811","481"
"0","257","4912","49","4913","200","0","2","2816","2022/04/04 5:00:00","0","0","2","4911","491"
"0","173","5012","50","5013","200","100201","2","2816","2022/04/05 5:00:00","9100203","0","2","5011","501"
"0","227","5112","51","5113","200","0","2","2816","2022/04/06 5:00:00","0","0","2","5111","511"
"0","57","5212","52","5213","200","105501","2","2816","2022/04/07 5:00:00","9105503","0","2","5211","521"
"0","197","5312","53","5313","200","0","2","2816","2022/04/08 5:00:00","0","0","2","5311","531"
"0","169","5412","54","5413","200","0","2","2816","2022/04/09 5:00:00","0","0","2","5411","541"
"0","-55","5512","55","5513","200","101601","2","2816","2022/04/10 5:00:00","9101603","0","2","5511","551"
"0","141","5612","56","5613","200","0","2","2816","2022/04/11 5:00:00","0","0","2","5611","561"
