58482d3e9e7b51c2c2ddf633adb3c96ee17437aead21f9e5e67f84b12c3d8b85,32494b1a682e8e008da080ae3b49330b599c2ad93a48a7caba635494e49eb624,ef5b9638b21e4eb016e397a3e2768bb84815b7a938d98bb8b93db1c6f17ba614,5aac3bfeffac29cde9e2eec287a539eab00a36002e7c13dec00fa38de3f018ef,d1d0d27047d2de5e54cd279068acaebbca11a7a2e64a4809e610b815c2944ce8,6dbf11133177f05bd928c7deb2760c1df618c97f480f8d7fd2791ec2526eb6e3,3758382ca20bfcf6f1a5f1b3e28ee25fa879871652eba9f2776d823690fb8b65,2301452833c77683ce04e54506450edfaebe0e7082c24de331f87911a9e0fe69,a1bf103141971f02a67c063b5b856dc5a2da9970dbabc47803bf1ef055cef64e,928b849d70f8b4fe83846f63caf0419c6d276d90adb09e20ed43010b055c5588
"25021","500000","0","2","0","0","220","111","0","101"
"25021","500000","0","2","0","0","220","121","0","102"
"25021","500000","0","2","0","0","220","131","0","103"
"25021","500000","0","2","0","0","220","141","0","104"
"25021","500000","0","2","0","0","220","151","0","105"
"25021","500000","0","2","0","0","220","211","0","201"
"25021","500000","0","2","0","0","220","221","0","202"
"25021","500000","0","2","0","0","220","231","0","203"
"25021","500000","0","2","0","0","220","241","0","204"
"25021","500000","0","2","0","0","220","251","0","205"
"25021","500000","0","2","0","0","220","311","0","301"
"25021","500000","0","2","0","0","220","321","0","302"
"25021","500000","0","2","0","0","220","331","0","303"
"25021","500000","0","2","0","0","220","341","0","304"
"25021","500000","0","2","0","0","220","351","0","305"
"25021","500000","0","2","0","0","220","411","0","401"
"25021","500000","0","2","0","0","220","421","0","402"
"25021","500000","0","2","0","0","220","431","0","403"
"25021","500000","0","2","0","0","220","441","0","404"
"25021","500000","0","2","0","0","220","451","0","405"
"25021","500000","0","2","0","0","220","511","0","501"
"25021","500000","0","2","0","0","220","521","0","502"
"25021","500000","0","2","0","0","220","531","0","503"
"25021","500000","0","2","0","0","220","541","0","504"
"25021","500000","0","2","0","0","220","551","0","505"
"25021","500000","0","2","0","0","220","611","0","601"
"25021","500000","0","2","0","0","220","621","0","602"
"25021","500000","0","2","0","0","220","631","0","603"
"25021","500000","0","2","0","0","220","641","0","604"
"25021","500000","0","2","0","0","220","651","0","605"
"25021","500000","0","2","0","0","220","711","0","701"
"25021","500000","0","2","0","0","220","721","0","702"
"25021","500000","0","2","0","0","220","731","0","703"
"25021","500000","0","2","0","0","220","741","0","704"
"25021","500000","0","2","0","0","220","751","0","705"
"25021","500000","0","2","0","0","1100","811","0","801"
"25021","500000","0","2","0","0","220","911","0","901"
"25021","500000","0","2","0","0","220","921","0","902"
"25021","500000","0","2","0","0","220","931","0","903"
"25021","500000","0","2","0","0","220","941","0","904"
"25021","500000","0","2","0","0","220","951","0","905"
"25021","500000","0","2","0","0","1100","1011","0","1001"
"25021","500000","0","2","0","0","220","1111","0","1101"
"25021","500000","0","2","0","0","220","1121","0","1102"
"25021","500000","0","2","0","0","220","1131","0","1103"
"25021","500000","0","2","0","0","220","1141","0","1104"
"25021","500000","0","2","0","0","220","1151","0","1105"
"25021","500000","0","2","0","0","220","1211","0","1201"
"25021","500000","0","2","0","0","220","1221","0","1202"
"25021","500000","0","2","0","0","220","1231","0","1203"
"25021","500000","0","2","0","0","220","1241","0","1204"
"25021","500000","0","2","0","0","220","1251","0","1205"
"25021","500000","0","2","0","0","220","1311","0","1301"
"25021","500000","0","2","0","0","220","1321","0","1302"
"25021","500000","0","2","0","0","220","1331","0","1303"
"25021","500000","0","2","0","0","220","1341","0","1304"
"25021","500000","0","2","0","0","220","1351","0","1305"
"25021","500000","0","2","0","0","220","1411","0","1401"
"25021","500000","0","2","0","0","220","1421","0","1402"
"25021","500000","0","2","0","0","220","1431","0","1403"
"25021","500000","0","2","0","0","220","1441","0","1404"
"25021","500000","0","2","0","0","220","1451","0","1405"
"25021","500000","0","2","0","0","220","1511","0","1501"
"25021","500000","0","2","0","0","220","1521","0","1502"
"25021","500000","0","2","0","0","220","1531","0","1503"
"25021","500000","0","2","0","0","220","1541","0","1504"
"25021","500000","0","2","0","0","220","1551","0","1505"
"25021","500000","0","2","0","0","1100","1611","0","1601"
"25021","500000","0","2","0","0","1100","1711","0","1701"
"25021","500000","0","2","0","0","220","1811","0","1801"
"25021","500000","0","2","0","0","220","1821","0","1802"
"25021","500000","0","2","0","0","220","1831","0","1803"
"25021","500000","0","2","0","0","220","1841","0","1804"
