930736a67ca6fd8815c9d73d8d1d1d9f1f33ec05449f24e8772bbcb15c754c9a,19b3b0e57c5e450e942f4f9e8a67448ceb7ca6dc787e52ba6b8c22b985238fdc,5ac7e191724143ce98d77a8cee12ad3add8b7fa325bd1b49a8f69f54d7b13bc2,f9863c5fe15109741344e3a9c9ef660b38ab4a594edbc81ba4dc253f824c0b12,509eaa1c1c4ecc8162f3e65116e127c7a847b7b048f6375c169478491ee8c3dc,72509e0fb0a618fe7d23c6d3a022b03c1bbb5adfcab114ea2fe795eb5db53084,03381fe71d6a0415e743e013cca2ebf83bf1d51987500afe3db333c826ddfb5e,4c543087a85d7de4dc5bddf60b040b0aa909262303b76921d7711fd6e7589f54,9467704f531f933b61f56d4d9b49b06621dbff4a1cf8bcdda1a867bbbb6a41fb,eef683c2639f4407401817b386660d412e435315b51f1791804d7f95975804e0,6b58ac09396460f95a38efa03a83b646f28b777e8c8be518b5cfbc91e747eb2f,b7f06bb38807e8651b06f6e40798615ed9a65a76e1d32b0dc0ecf3bb9d7c04ac,bad1f452742fbb4bd41d4bfa33aa812b9923878a1479e67ceee5bb0a8679db63,b96bc5d2fa7bdd9f78f8a60b3ca206ffed6c39f0019203e27805e09722ee5575,595769d342e651a7e8c54a2d507df0e5359d49e9f40dd15a17221155735a9f1d,6547299a8f826b15724440e877cf29a484fcefeb9ee3a62792423f7320ed2f74,61dda8aa57ebb5ab60daa77e68c262d435edf6f4498f6b013373d1bf9bb067e1,be31d32e2f6c767c442d9a0624073f3d3db56f0688545a097b5be12f105743f5
"1","1","10","8","91002","50","0","0","0","0","0","0","0","0","0","0","0","0"
"2","11","100","8","91002","10","0","0","0","0","0","0","0","0","0","0","0","0"
"3","101","200","8","91002","5","0","0","0","0","0","0","0","0","0","0","0","0"
"4","201","500","8","91002","3","0","0","0","0","0","0","0","0","0","0","0","0"
"5","501","1000","8","91002","2","0","0","0","0","0","0","0","0","0","0","0","0"
"6","1001","2000","8","91002","2","0","0","0","0","0","0","0","0","0","0","0","0"
"7","2001","3999","8","91002","1","0","0","0","0","0","0","0","0","0","0","0","0"
"8","4000","4000","8","91002","50","0","0","0","0","0","0","0","0","0","0","0","0"
"9","4100","4100","8","91002","50","0","0","0","0","0","0","0","0","0","0","0","0"
"10","4200","4200","8","91002","50","0","0","0","0","0","0","0","0","0","0","0","0"
"11","4300","4300","8","91002","50","0","0","0","0","0","0","0","0","0","0","0","0"
"12","4400","4400","8","91002","50","0","0","0","0","0","0","0","0","0","0","0","0"
"13","4500","4500","8","91002","50","0","0","0","0","0","0","0","0","0","0","0","0"
"14","4600","4600","8","91002","50","0","0","0","0","0","0","0","0","0","0","0","0"
"15","4700","4700","8","91002","50","0","0","0","0","0","0","0","0","0","0","0","0"
"16","4800","4800","8","91002","50","0","0","0","0","0","0","0","0","0","0","0","0"
"17","4900","4900","8","91002","50","0","0","0","0","0","0","0","0","0","0","0","0"
"18","5000","5000","8","91002","50","0","0","0","0","0","0","0","0","0","0","0","0"
"19","5100","5100","8","91002","50","0","0","0","0","0","0","0","0","0","0","0","0"
"20","5200","5200","8","91002","50","0","0","0","0","0","0","0","0","0","0","0","0"
"21","5300","5300","8","91002","50","0","0","0","0","0","0","0","0","0","0","0","0"
"22","5400","5400","8","91002","50","0","0","0","0","0","0","0","0","0","0","0","0"
"23","5500","5500","8","91002","50","0","0","0","0","0","0","0","0","0","0","0","0"
"24","5600","5600","8","91002","50","0","0","0","0","0","0","0","0","0","0","0","0"
"25","5700","5700","8","91002","50","0","0","0","0","0","0","0","0","0","0","0","0"
"26","5800","5800","8","91002","50","0","0","0","0","0","0","0","0","0","0","0","0"
"27","5900","5900","8","91002","50","0","0","0","0","0","0","0","0","0","0","0","0"
"28","6000","6000","8","91002","50","0","0","0","0","0","0","0","0","0","0","0","0"
"29","6100","6100","8","91002","50","0","0","0","0","0","0","0","0","0","0","0","0"
"30","6200","6200","8","91002","50","0","0","0","0","0","0","0","0","0","0","0","0"
"31","6300","6300","8","91002","50","0","0","0","0","0","0","0","0","0","0","0","0"
"32","6400","6400","8","91002","50","0","0","0","0","0","0","0","0","0","0","0","0"
"33","6500","6500","8","91002","50","0","0","0","0","0","0","0","0","0","0","0","0"
"34","6600","6600","8","91002","50","0","0","0","0","0","0","0","0","0","0","0","0"
"35","6700","6700","8","91002","50","0","0","0","0","0","0","0","0","0","0","0","0"
"36","6800","6800","8","91002","50","0","0","0","0","0","0","0","0","0","0","0","0"
"37","6900","6900","8","91002","50","0","0","0","0","0","0","0","0","0","0","0","0"
"38","7000","7000","8","91002","50","0","0","0","0","0","0","0","0","0","0","0","0"
"39","7100","7100","8","91002","50","0","0","0","0","0","0","0","0","0","0","0","0"
"40","7200","7200","8","91002","50","0","0","0","0","0","0","0","0","0","0","0","0"
"41","7300","7300","8","91002","50","0","0","0","0","0","0","0","0","0","0","0","0"
"42","7400","7400","8","91002","50","0","0","0","0","0","0","0","0","0","0","0","0"
"43","7500","7500","8","91002","50","0","0","0","0","0","0","0","0","0","0","0","0"
"44","7600","7600","8","91002","50","0","0","0","0","0","0","0","0","0","0","0","0"
"45","7700","7700","8","91002","50","0","0","0","0","0","0","0","0","0","0","0","0"
"46","7800","7800","8","91002","50","0","0","0","0","0","0","0","0","0","0","0","0"
"47","7900","7900","8","91002","50","0","0","0","0","0","0","0","0","0","0","0","0"
"48","8000","8000","8","91002","50","0","0","0","0","0","0","0","0","0","0","0","0"
"49","8100","8100","8","91002","15","0","0","0","0","0","0","0","0","0","0","0","0"
"50","8200","8200","8","91002","15","0","0","0","0","0","0","0","0","0","0","0","0"
"51","8300","8300","8","91002","15","0","0","0","0","0","0","0","0","0","0","0","0"
"52","8400","8400","8","91002","15","0","0","0","0","0","0","0","0","0","0","0","0"
"53","8500","8500","8","91002","15","0","0","0","0","0","0","0","0","0","0","0","0"
