d7d4f35efd7924c2694d3cba0cc333ec3ea458be044daee13edb86ec94193729,bde4b2024eb96f496481b4c64b94e38129b4fe6942809c4fc62fcc6a367f98f2,32130b4721134419f535174fefe1dd66189ffe5b94ebf611f7a906505547fb9b,990203b6e4f5054a5cd2d41cd46062b98a21a43aed36e0c2a773791fe7bf7e5e,c60fbb1b4e2d17bc860b4e944f07625f6d73ad53e11e59b3800ada1f38dbf112,da389bbb6bbacd0421618fe62b1b8c15c210e43511013af43cb6132ecdc36873,f2426ee5ae71a591dadeebddb8c923e47fb87fc8ee7ec01fcb73b8774d985e75,f30f55a5434c6eba05b751cc8c3e6c1468fe99ecaedd1ce7cf62067d6f1af3a0,10a7dff58ffaa390e33eac8a60714e02fcd2c759f7f5d7c2aa57e73f320a5b66,381e17860653754da80e66fb87e943dd2396ca219f20021369eca0120eecca22,d268783b94bf6e613c1eb3391b21feb8b0b72181e66742036ee0eb25d205e521,7ef349ca31a87901405d47c99578239edd897fa598a4bc3f7ef80b9ca64cff6c,875af667cb88257caf288282cd582d845de221a06e90a03f1f966161d420ac19,fad1d23e977e5836258abcf58e0539d41dad2624dc8dda4bf142c3cdfa33ea05,3a69faeb22c2f68278b27fe1c90c5fc445f5502fb0528e53cbf5b6249e2be8e2,aca12028af3822beeb7564b986076a08cafe81fa5b821746d7c58b88289be084
"0","80000","0","0","0","0","0","0","0","26202","275000001","0","0","0","0","2"
"0","85000","0","0","0","0","0","0","0","26202","275000002","0","0","0","0","2"
"0","90000","0","0","0","0","0","0","0","26202","275000003","0","0","0","0","2"
"0","95000","0","0","0","0","0","0","0","26202","275000004","0","0","0","0","2"
"0","100000","0","0","0","0","0","0","0","26202","275000005","0","0","0","0","2"
"0","105000","0","0","0","0","0","0","0","26202","275000006","0","0","0","0","2"
"0","110000","0","0","0","0","0","0","0","26202","275000007","0","0","0","0","2"
"0","115000","0","0","0","0","0","0","0","26202","275000008","0","0","0","0","2"
"0","120000","0","0","0","0","0","0","0","26202","275000009","0","0","0","0","2"
"0","125000","0","0","0","0","0","0","0","26202","275000010","0","0","0","0","2"
"0","130000","0","0","0","0","0","0","0","26202","275000011","0","0","0","0","2"
"0","135000","0","0","0","0","0","0","0","26202","275000012","0","0","0","0","2"
"0","50000","4109501","90013","0","400","1","0","0","26202","276010001","0","0","2","18","2"
"0","50000","0","90013","0","425","0","0","0","26202","276010002","0","0","2","0","2"
"0","50000","0","90013","0","450","0","0","0","26202","276010003","0","0","2","0","2"
"0","100000","0","90013","0","475","0","0","0","26202","276010004","0","0","2","0","2"
"0","100000","26203","90013","0","500","1","0","0","26202","276010005","0","0","2","2","2"
"0","150000","4110501","90013","0","525","1","0","0","26202","276010006","0","0","2","18","2"
"0","150000","0","90013","0","550","0","0","0","26202","276010007","0","0","2","0","2"
"0","200000","0","90013","0","575","0","0","0","26202","276010008","0","0","2","0","2"
"0","200000","0","90013","0","600","0","0","0","26202","276010009","0","0","2","0","2"
"0","200000","26203","90013","0","625","1","0","0","26202","276010010","0","0","2","2","2"
"0","50000","4101501","90013","0","400","1","0","0","26202","276020001","0","0","2","18","2"
"0","50000","0","90013","0","425","0","0","0","26202","276020002","0","0","2","0","2"
"0","50000","0","90013","0","450","0","0","0","26202","276020003","0","0","2","0","2"
"0","100000","0","90013","0","475","0","0","0","26202","276020004","0","0","2","0","2"
"0","100000","26203","90013","0","500","1","0","0","26202","276020005","0","0","2","2","2"
"0","150000","4102501","90013","0","525","1","0","0","26202","276020006","0","0","2","18","2"
"0","150000","0","90013","0","550","0","0","0","26202","276020007","0","0","2","0","2"
"0","200000","0","90013","0","575","0","0","0","26202","276020008","0","0","2","0","2"
"0","200000","0","90013","0","600","0","0","0","26202","276020009","0","0","2","0","2"
"0","200000","26203","90013","0","625","1","0","0","26202","276020010","0","0","2","2","2"
"0","50000","4201501","90013","0","400","1","0","0","26202","276030001","0","0","2","18","2"
"0","50000","0","90013","0","425","0","0","0","26202","276030002","0","0","2","0","2"
"0","50000","0","90013","0","450","0","0","0","26202","276030003","0","0","2","0","2"
"0","100000","0","90013","0","475","0","0","0","26202","276030004","0","0","2","0","2"
"0","100000","26203","90013","0","500","1","0","0","26202","276030005","0","0","2","2","2"
"0","150000","4203501","90013","0","525","1","0","0","26202","276030006","0","0","2","18","2"
"0","150000","0","90013","0","550","0","0","0","26202","276030007","0","0","2","0","2"
"0","200000","0","90013","0","575","0","0","0","26202","276030008","0","0","2","0","2"
"0","200000","0","90013","0","600","0","0","0","26202","276030009","0","0","2","0","2"
"0","200000","26203","90013","0","625","1","0","0","26202","276030010","0","0","2","2","2"
"0","50000","4301601","90013","0","400","1","0","0","26202","276040001","0","0","2","18","2"
"0","50000","0","90013","0","425","0","0","0","26202","276040002","0","0","2","0","2"
"0","50000","0","90013","0","450","0","0","0","26202","276040003","0","0","2","0","2"
"0","100000","0","90013","0","475","0","0","0","26202","276040004","0","0","2","0","2"
"0","100000","26203","90013","0","500","1","0","0","26202","276040005","0","0","2","2","2"
