e8731c6314debea6b56f60003cf00b59e5c069f3a7acd817c469aacc84ed6418,11da0b396736bd3aa89938532762d18fede4b84b87ed68858492019abb0d9144,cbbd75976b35d4bd207da6d61f307fb2482736a3172778184ff5c442a9cabc65,c4a68b8a59890badd4b9847c14ae2c5ae3fcced41f36fae50e8d434a303aeef9,79cf82f123d98a7e2f94190410aca295ca2a124f30e02e823d6aa3b17387ce3c,f11e37865e86fabc54f7e0a9e6f0fba167a1ddec02e95b18d8e377e2742f9e13,151b6138e7a563f2439bcdc422836f06a8148464991774cc4452baa75f985347,4dafbb68c711c8521ae340cfa5997ca7c35310e5f23df482abf31f89f5a071df
"0","0","1005","2","1005","1005","バトル開始時、味方のＴＰが250アップ","ＴＰ250アップ"
"0","0","1006","2","1006","1006","バトル開始時、味方のＴＰが250アップ","ＴＰ250アップ"
"0","0","1007","2","1007","1007","バトル開始時、味方のＴＰが250アップ","ＴＰ250アップ"
"0","0","1008","2","1008","1008","バトル開始時、味方のＴＰが250アップ","ＴＰ250アップ"
"27160000000000","36000","100501","1","100501","1005","バトル開始から90秒間、敵の物理攻撃力がダウン","物理攻撃ダウン90秒"
"26040000000000","36000","100502","1","100502","1005","バトル開始から90秒間、敵の物理攻撃力がダウン","物理攻撃ダウン90秒"
"25200000000000","36000","100503","1","100503","1005","バトル開始から90秒間、敵の物理防御力がダウン","物理防御ダウン90秒"
"24360000000000","36000","100504","1","100504","1005","バトル開始から90秒間、敵の魔法防御力がダウン","魔法防御ダウン90秒"
"23520000000000","36000","100505","1","100505","1005","バトル開始から90秒間、敵の物理攻撃力がダウン","物理攻撃ダウン90秒"
"22400000000000","36000","100506","1","100506","1005","バトル開始から90秒間、敵の物理攻撃力がダウン","物理攻撃ダウン90秒"
"21560000000000","36000","100507","1","100507","1005","バトル開始から90秒間、敵の物理防御力がダウン","物理防御ダウン90秒"
"20720000000000","36000","100508","1","100508","1005","バトル開始から90秒間、敵の魔法防御力がダウン","魔法防御ダウン90秒"
"19600000000000","36000","100509","1","100509","1005","バトル開始から90秒間、敵の物理攻撃力がダウン","物理攻撃ダウン90秒"
"18760000000000","36000","100510","1","100510","1005","バトル開始から90秒間、敵の物理攻撃力がダウン","物理攻撃ダウン90秒"
"17920000000000","36000","100511","1","100511","1005","バトル開始から90秒間、敵の物理攻撃力がダウン","物理攻撃ダウン90秒"
"16800000000000","36000","100512","1","100512","1005","バトル開始から90秒間、敵の物理攻撃力がダウン","物理攻撃ダウン90秒"
"15960000000000","36000","100513","1","100513","1005","バトル開始から90秒間、敵の物理防御力がダウン","物理防御ダウン90秒"
"15120000000000","36000","100514","1","100514","1005","バトル開始から90秒間、敵の魔法防御力がダウン","魔法防御ダウン90秒"
"14280000000000","36000","100515","1","100515","1005","バトル開始から90秒間、敵の物理攻撃力がダウン","物理攻撃ダウン90秒"
"13160000000000","36000","100516","1","100516","1005","バトル開始から90秒間、敵の物理攻撃力がダウン","物理攻撃ダウン90秒"
"12320000000000","36000","100517","1","100517","1005","バトル開始から90秒間、敵の物理防御力がダウン","物理防御ダウン90秒"
"11480000000000","36000","100518","1","100518","1005","バトル開始から90秒間、敵の魔法防御力がダウン","魔法防御ダウン90秒"
"10360000000000","36000","100519","1","100519","1005","バトル開始から90秒間、敵の物理攻撃力がダウン","物理攻撃ダウン90秒"
"9520000000000","36000","100520","1","100520","1005","バトル開始から90秒間、敵の物理攻撃力がダウン","物理攻撃ダウン90秒"
"8680000000000","36000","100521","1","100521","1005","バトル開始から90秒間、敵の物理攻撃力がダウン","物理攻撃ダウン90秒"
"7560000000000","36000","100522","1","100522","1005","バトル開始から90秒間、敵の物理攻撃力がダウン","物理攻撃ダウン90秒"
"6720000000000","36000","100523","1","100523","1005","バトル開始から90秒間、敵の物理防御力がダウン","物理防御ダウン90秒"
"5880000000000","36000","100524","1","100524","1005","バトル開始から90秒間、敵の魔法防御力がダウン","魔法防御ダウン90秒"
"5040000000000","36000","100525","1","100525","1005","バトル開始から90秒間、敵の物理攻撃力がダウン","物理攻撃ダウン90秒"
"3920000000000","36000","100526","1","100526","1005","バトル開始時、味方のＴＰが150アップ","ＴＰ150アップ"
"3080000000000","36000","100527","1","100527","1005","バトル開始から10秒間、味方が無敵状態になる","無敵10秒"
"2240000000000","36000","100528","1","100528","1005","バトル開始から90秒間、敵の物理攻撃力がダウン","物理攻撃ダウン90秒"
"1120000000000","36000","100529","1","100529","1005","バトル開始から90秒間、敵の物理防御力がダウン","物理防御ダウン90秒"
"280000000000","36000","100530","1","100530","1005","バトル開始から90秒間、敵の魔法防御力がダウン","魔法防御ダウン90秒"
"43650000000000","36000","100601","1","100601","1006","バトル開始から90秒間、味方の魔法攻撃力がアップ","魔法攻撃アップ90秒"
"41850000000000","36000","100602","1","100602","1006","バトル開始から90秒間、味方の物理攻撃力がアップ","物理攻撃アップ90秒"
"40500000000000","36000","100603","1","100603","1006","バトル開始から90秒間、敵の物理防御力がダウン","物理防御ダウン90秒"
"39150000000000","36000","100604","1","100604","1006","バトル開始から90秒間、敵の魔法防御力がダウン","魔法防御ダウン90秒"
"37800000000000","36000","100605","1","100605","1006","バトル開始から90秒間、味方の魔法攻撃力がアップ","魔法攻撃アップ90秒"
"36000000000000","36000","100606","1","100606","1006","バトル開始から90秒間、味方の物理攻撃力がアップ","物理攻撃アップ90秒"
"34650000000000","36000","100607","1","100607","1006","バトル開始から90秒間、味方のＨＰが毎秒回復","毎秒ＨＰ回復90秒"
"33300000000000","36000","100608","1","100608","1006","バトル開始から90秒間、味方の物理攻撃力がアップ","物理攻撃アップ90秒"
"31500000000000","36000","100609","1","100609","1006","バトル開始から90秒間、味方の物理攻撃力がアップ","物理攻撃アップ90秒"
"30150000000000","36000","100610","1","100610","1006","バトル開始から90秒間、敵の魔法防御力がダウン","魔法防御ダウン90秒"
"28800000000000","36000","100611","1","100611","1006","バトル開始から90秒間、味方の魔法攻撃力がアップ","魔法攻撃アップ90秒"
"27000000000000","36000","100612","1","100612","1006","バトル開始から90秒間、味方の物理攻撃力がアップ","物理攻撃アップ90秒"
"25650000000000","36000","100613","1","100613","1006","バトル開始から90秒間、敵の物理防御力がダウン","物理防御ダウン90秒"
"24300000000000","36000","100614","1","100614","1006","バトル開始から90秒間、敵の魔法防御力がダウン","魔法防御ダウン90秒"
"22950000000000","36000","100615","1","100615","1006","バトル開始から90秒間、味方の魔法攻撃力がアップ","魔法攻撃アップ90秒"
"21150000000000","36000","100616","1","100616","1006","バトル開始から90秒間、味方の物理攻撃力がアップ","物理攻撃アップ90秒"
"19800000000000","36000","100617","1","100617","1006","バトル開始から90秒間、味方のＨＰが毎秒回復","毎秒ＨＰ回復90秒"
"18450000000000","36000","100618","1","100618","1006","バトル開始から90秒間、味方の物理攻撃力がアップ","物理攻撃アップ90秒"
"16650000000000","36000","100619","1","100619","1006","バトル開始から90秒間、味方の物理攻撃力がアップ","物理攻撃アップ90秒"
"15300000000000","36000","100620","1","100620","1006","バトル開始から90秒間、敵の魔法防御力がダウン","魔法防御ダウン90秒"
"13950000000000","36000","100621","1","100621","1006","バトル開始から90秒間、敵の物理防御力がダウン","物理防御ダウン90秒"
"12150000000000","36000","100622","1","100622","1006","バトル開始から90秒間、味方の魔法攻撃力がアップ","魔法攻撃アップ90秒"
"10800000000000","36000","100623","1","100623","1006","バトル開始から90秒間、味方の物理攻撃力がアップ","物理攻撃アップ90秒"
"9450000000000","36000","100624","1","100624","1006","バトル開始から90秒間、味方のＨＰが毎秒回復","毎秒ＨＰ回復90秒"
"8100000000000","36000","100625","1","100625","1006","バトル開始から90秒間、敵の魔法防御力がダウン","魔法防御ダウン90秒"
"6300000000000","36000","100626","1","100626","1006","バトル開始時、味方のＴＰが150アップ","ＴＰ150アップ"
"4950000000000","36000","100627","1","100627","1006","バトル開始から10秒間、味方が無敵状態になる","無敵10秒"
"3600000000000","36000","100628","1","100628","1006","バトル開始から90秒間、味方の魔法攻撃力がアップ","魔法攻撃アップ90秒"
"1800000000000","36000","100629","1","100629","1006","バトル開始から90秒間、味方の物理攻撃力がアップ","物理攻撃アップ90秒"
"450000000000","36000","100630","1","100630","1006","バトル開始から90秒間、敵の魔法防御力がダウン","魔法防御ダウン90秒"
"27160000000000","36000","100701","1","100701","1007","バトル開始から90秒間、味方のＴＰが毎秒アップ","毎秒ＴＰアップ90秒"
"26040000000000","36000","100702","1","100702","1007","バトル開始時、味方のＴＰが50アップ","ＴＰ50アップ"
"25200000000000","36000","100703","1","100703","1007","バトル開始から10秒間、敵が火傷状態になる","火傷ダメージ10秒"
"24360000000000","36000","100704","1","100704","1007","バトル開始から90秒間、敵の物理防御力がダウン","物理防御ダウン90秒"
"23520000000000","36000","100705","1","100705","1007","バトル開始から90秒間、敵の物理防御力がダウン","物理防御ダウン90秒"
"22400000000000","36000","100706","1","100706","1007","バトル開始から90秒間、味方の物理攻撃力がアップ","物理攻撃アップ90秒"
"21560000000000","36000","100707","1","100707","1007","バトル開始から90秒間、味方の魔法攻撃力がアップ","魔法攻撃アップ90秒"
"20720000000000","36000","100708","1","100708","1007","バトル開始から10秒間、敵が火傷状態になる","火傷ダメージ10秒"
"19600000000000","36000","100709","1","100709","1007","バトル開始から90秒間、敵の物理防御力がダウン","物理防御ダウン90秒"
"18760000000000","36000","100710","1","100710","1007","バトル開始から90秒間、味方の物理攻撃力がアップ","物理攻撃アップ90秒"
"17920000000000","36000","100711","1","100711","1007","バトル開始から90秒間、味方のＴＰが毎秒アップ","毎秒ＴＰアップ90秒"
"16800000000000","36000","100712","1","100712","1007","バトル開始から10秒間、敵が火傷状態になる","火傷ダメージ10秒"
"15960000000000","36000","100713","1","100713","1007","バトル開始から90秒間、敵の物理防御力がダウン","物理防御ダウン90秒"
"15120000000000","36000","100714","1","100714","1007","バトル開始から90秒間、敵の魔法防御力がダウン","魔法防御ダウン90秒"
"14280000000000","36000","100715","1","100715","1007","バトル開始から90秒間、味方の魔法攻撃力がアップ","魔法攻撃アップ90秒"
"13160000000000","36000","100716","1","100716","1007","バトル開始から90秒間、味方の物理攻撃力がアップ","物理攻撃アップ90秒"
"12320000000000","36000","100717","1","100717","1007","バトル開始時、味方のＴＰが100アップ","ＴＰ100アップ"
"11480000000000","36000","100718","1","100718","1007","バトル開始から90秒間、敵の物理防御力がダウン","物理防御ダウン90秒"
"10360000000000","36000","100719","1","100719","1007","バトル開始から90秒間、敵の魔法防御力がダウン","魔法防御ダウン90秒"
"9520000000000","36000","100720","1","100720","1007","バトル開始から90秒間、味方の物理攻撃力がアップ","物理攻撃アップ90秒"
"8680000000000","36000","100721","1","100721","1007","バトル開始から90秒間、味方のＴＰが毎秒アップ","毎秒ＴＰアップ90秒"
"7560000000000","36000","100722","1","100722","1007","バトル開始時、味方のＴＰが150アップ","ＴＰ150アップ"
"6720000000000","36000","100723","1","100723","1007","バトル開始から10秒間、敵が火傷状態になる","火傷ダメージ10秒"
"5880000000000","36000","100724","1","100724","1007","バトル開始から90秒間、敵の物理防御力がダウン","物理防御ダウン90秒"
"5040000000000","36000","100725","1","100725","1007","バトル開始から90秒間、敵の魔法防御力がダウン","魔法防御ダウン90秒"
"3920000000000","36000","100726","1","100726","1007","バトル開始時、味方のＴＰが150アップ","ＴＰ150アップ"
