ca153ad2b2f409b1f148dd6902ba91b9ebdc08bb0ce1677070582d2bbb9f577c,ad0092d652547a58a4e074f025dff2b878dda97d478027092cd51499b627d11a,bef511d442fa04f586c2045f426d35930bfd575e038ef6f95f2e895a4b0868be,472b27af1bfd8a140c644d649ef038548d1fccedce3b896803aecda0d1227844,bab0f0a6513b08be0fd10ceed0c4d5bc0a526fca76122b942b0dbcd6e01e4416,926acae62d5fd0148133c867f417dddde0666801168e984efa0436561e10094f,59dbe580fa517c7e3e90e6991a375d24a843b5f8aa7cc2acc77434a5f4dd0c50,4d44fb1d75be7d23ea117e1d71ea5ed0bd617512183434b8ad67bd08a02cefed,638208fffa8e1d69c03243d1b5136c6cd14ff4754a14a454d0a75c9bcd92fa9a,8fd6638e271344cf28b6794f53d5ad0a46128f40f87a7c3def3e6d9efbac631e,04baa586c9b95b311c46097ac81831a27526a1405b9f66ccffe349a24813c7eb,3e30509f8f04b7a6ea58ffda1307e95b9e00cbeebb64a270e4c7df913649e775,88bc423b0ad30f88b9ebddf29737126c665c4363b1db2a20bb9a84bfa95fd251,74d4949834eccdf1940cc8bdf34f6a33af465b7cb7d8e2276611ccb8d33ceacc,628fafa9e487b7bff91e76d73616087c2165c9cd0a5be464e18cc6a159fb8fc1,87700d4fadaa9e5e438110994f67ef70d9d66f2e56543972469b513fce8e1986
"40","2","0","0","2","22002","91002","0","0","40","8","1","0","0","90006","1001101"
"50","2","0","0","2","22002","91002","0","0","60","8","2","0","0","90006","1001102"
"60","2","0","0","2","22002","91002","0","0","80","8","3","0","0","90006","1001103"
"80","2","0","0","2","22002","91002","0","0","100","8","4","0","0","90006","1001104"
"150","2","0","0","2","22003","91002","0","0","200","8","2","0","0","90006","1001105"
"1","2","0","0","0","0","90006","0","0","20","2","0","0","0","22002","1001106"
"1","2","0","0","0","0","90006","0","0","20","2","0","0","0","22002","1001107"
"1","2","0","0","0","0","90006","0","0","20","2","0","0","0","22002","1001108"
"1","2","0","0","0","0","90006","0","0","20","2","0","0","0","22002","1001109"
"1","2","0","0","0","0","90006","0","0","20","2","0","0","0","22003","1001110"
"40","2","0","0","2","22002","91002","0","0","40","8","1","0","0","90006","1002101"
"50","2","0","0","2","22002","91002","0","0","60","8","2","0","0","90006","1002102"
"60","2","0","0","2","22002","91002","0","0","80","8","3","0","0","90006","1002103"
"80","2","0","0","2","22002","91002","0","0","100","8","4","0","0","90006","1002104"
"150","2","0","0","2","22003","91002","0","0","200","8","2","0","0","90006","1002105"
"1","2","0","0","0","0","90006","0","0","40","2","0","0","0","22002","1002106"
"1","2","0","0","0","0","90006","0","0","40","2","0","0","0","22002","1002107"
"1","2","0","0","0","0","90006","0","0","40","2","0","0","0","22002","1002108"
"1","2","0","0","0","0","90006","0","0","40","2","0","0","0","22002","1002109"
"1","2","0","0","0","0","90006","0","0","40","2","0","0","0","22003","1002110"
"40","2","0","0","2","22002","91002","0","0","40","8","1","0","0","90006","1003101"
"50","2","0","0","2","22002","91002","0","0","60","8","2","0","0","90006","1003102"
"60","2","0","0","2","22002","91002","0","0","80","8","3","0","0","90006","1003103"
"80","2","0","0","2","22002","91002","0","0","100","8","4","0","0","90006","1003104"
"150","2","0","0","2","22003","91002","0","0","200","8","2","0","0","90006","1003105"
"1","2","0","0","0","0","90006","0","0","40","2","0","0","0","22002","1003106"
"1","2","0","0","0","0","90006","0","0","40","2","0","0","0","22002","1003107"
"1","2","0","0","0","0","90006","0","0","40","2","0","0","0","22002","1003108"
"1","2","0","0","0","0","90006","0","0","40","2","0","0","0","22002","1003109"
"1","2","0","0","0","0","90006","0","0","40","2","0","0","0","22003","1003110"
"20","2","0","0","2","0","91002","0","0","40","8","0","0","0","90006","1004101"
"30","2","0","0","2","0","91002","0","0","50","8","0","0","0","90006","1004102"
"40","2","0","0","2","0","91002","0","0","75","8","0","0","0","90006","1004103"
"50","2","0","0","2","0","91002","0","0","100","8","0","0","0","90006","1004104"
"100","2","0","0","2","31018","91002","0","0","150","8","2","0","0","90006","1004105"
"20","2","0","0","2","0","91002","0","0","20","8","0","0","0","90006","1004106"
"30","2","0","0","2","0","91002","0","0","25","8","0","0","0","90006","1004107"
"40","2","0","0","2","0","91002","0","0","30","8","0","0","0","90006","1004108"
"50","2","0","0","2","0","91002","0","0","40","8","0","0","0","90006","1004109"
"100","2","0","0","2","31018","91002","0","0","80","8","1","0","0","90006","1004110"
"30","2","0","0","2","0","91002","0","0","20","8","0","0","0","90006","1004111"
"40","2","0","0","2","0","91002","0","0","25","8","0","0","0","90006","1004112"
"50","2","0","0","2","0","91002","0","0","30","8","0","0","0","90006","1004113"
"60","2","0","0","2","0","91002","0","0","40","8","0","0","0","90006","1004114"
"100","2","0","0","2","31018","91002","0","0","80","8","1","0","0","90006","1004115"
"0","0","0","0","0","0","94002","0","0","25000","12","0","0","0","0","1004116"
"20","2","0","0","2","0","91002","0","0","40","8","0","0","0","90006","1005101"
"30","2","0","0","2","0","91002","0","0","50","8","0","0","0","90006","1005102"
"40","2","0","0","2","0","91002","0","0","75","8","0","0","0","90006","1005103"
"50","2","0","0","2","0","91002","0","0","100","8","0","0","0","90006","1005104"
"100","2","0","0","2","31042","91002","0","0","150","8","2","0","0","90006","1005105"
"20","2","0","0","2","0","91002","0","0","20","8","0","0","0","90006","1005106"
"30","2","0","0","2","0","91002","0","0","25","8","0","0","0","90006","1005107"
"40","2","0","0","2","0","91002","0","0","30","8","0","0","0","90006","1005108"
"50","2","0","0","2","0","91002","0","0","40","8","0","0","0","90006","1005109"
"100","2","0","0","2","31042","91002","0","0","80","8","1","0","0","90006","1005110"
"30","2","0","0","2","0","91002","0","0","20","8","0","0","0","90006","1005111"
"40","2","0","0","2","0","91002","0","0","25","8","0","0","0","90006","1005112"
"50","2","0","0","2","0","91002","0","0","30","8","0","0","0","90006","1005113"
"60","2","0","0","2","0","91002","0","0","40","8","0","0","0","90006","1005114"
"100","2","0","0","2","31042","91002","0","0","80","8","1","0","0","90006","1005115"
"0","0","0","0","0","0","94002","0","0","25000","12","0","0","0","0","1005116"
"20","2","0","0","2","0","91002","0","0","40","8","0","0","0","90006","1006101"
"30","2","0","0","2","0","91002","0","0","50","8","0","0","0","90006","1006102"
"40","2","0","0","2","0","91002","0","0","75","8","0","0","0","90006","1006103"
"50","2","0","0","2","0","91002","0","0","100","8","0","0","0","90006","1006104"
"100","2","0","0","2","31025","91002","0","0","150","8","2","0","0","90006","1006105"
"20","2","0","0","2","0","91002","0","0","20","8","0","0","0","90006","1006106"
"30","2","0","0","2","0","91002","0","0","25","8","0","0","0","90006","1006107"
"40","2","0","0","2","0","91002","0","0","30","8","0","0","0","90006","1006108"
"50","2","0","0","2","0","91002","0","0","40","8","0","0","0","90006","1006109"
"100","2","0","0","2","31025","91002","0","0","80","8","1","0","0","90006","1006110"
"30","2","0","0","2","0","91002","0","0","20","8","0","0","0","90006","1006111"
"40","2","0","0","2","0","91002","0","0","25","8","0","0","0","90006","1006112"
"50","2","0","0","2","0","91002","0","0","30","8","0","0","0","90006","1006113"
"60","2","0","0","2","0","91002","0","0","40","8","0","0","0","90006","1006114"
"100","2","0","0","2","31025","91002","0","0","80","8","1","0","0","90006","1006115"
"0","0","0","0","0","0","94002","0","0","25000","12","0","0","0","0","1006116"
"20","2","0","0","2","0","91002","0","0","40","8","0","0","0","90006","1007101"
"30","2","0","0","2","0","91002","0","0","50","8","0","0","0","90006","1007102"
"40","2","0","0","2","0","91002","0","0","75","8","0","0","0","90006","1007103"
"50","2","0","0","2","0","91002","0","0","100","8","0","0","0","90006","1007104"
"100","2","0","0","2","31018","91002","0","0","150","8","2","0","0","90006","1007105"
"20","2","0","0","2","0","91002","0","0","20","8","0","0","0","90006","1007106"
"30","2","0","0","2","0","91002","0","0","25","8","0","0","0","90006","1007107"
"40","2","0","0","2","0","91002","0","0","30","8","0","0","0","90006","1007108"
"50","2","0","0","2","0","91002","0","0","40","8","0","0","0","90006","1007109"
"100","2","0","0","2","31018","91002","0","0","80","8","1","0","0","90006","1007110"
"30","2","0","0","2","0","91002","0","0","20","8","0","0","0","90006","1007111"
"40","2","0","0","2","0","91002","0","0","25","8","0","0","0","90006","1007112"
"50","2","0","0","2","0","91002","0","0","30","8","0","0","0","90006","1007113"
"60","2","0","0","2","0","91002","0","0","40","8","0","0","0","90006","1007114"
"100","2","0","0","2","31018","91002","0","0","80","8","1","0","0","90006","1007115"
"0","0","0","0","0","0","94002","0","0","25000","12","0","0","0","0","1007116"
"20","2","0","0","2","0","91002","0","0","40","8","0","0","0","90006","1008101"
"30","2","0","0","2","0","91002","0","0","50","8","0","0","0","90006","1008102"
"40","2","0","0","2","0","91002","0","0","75","8","0","0","0","90006","1008103"
"50","2","0","0","2","0","91002","0","0","100","8","0","0","0","90006","1008104"
"100","2","0","0","2","31042","91002","0","0","150","8","2","0","0","90006","1008105"
"20","2","0","0","2","0","91002","0","0","20","8","0","0","0","90006","1008106"
"30","2","0","0","2","0","91002","0","0","25","8","0","0","0","90006","1008107"
"40","2","0","0","2","0","91002","0","0","30","8","0","0","0","90006","1008108"
"50","2","0","0","2","0","91002","0","0","40","8","0","0","0","90006","1008109"
"100","2","0","0","2","31042","91002","0","0","80","8","1","0","0","90006","1008110"
"30","2","0","0","2","0","91002","0","0","20","8","0","0","0","90006","1008111"
"40","2","0","0","2","0","91002","0","0","25","8","0","0","0","90006","1008112"
"50","2","0","0","2","0","91002","0","0","30","8","0","0","0","90006","1008113"
"60","2","0","0","2","0","91002","0","0","40","8","0","0","0","90006","1008114"
"100","2","0","0","2","31042","91002","0","0","80","8","1","0","0","90006","1008115"
"0","0","0","0","0","0","94002","0","0","25000","12","0","0","0","0","1008116"
"20","2","0","0","2","0","91002","0","0","40","8","0","0","0","90006","1009101"
"30","2","0","0","2","0","91002","0","0","50","8","0","0","0","90006","1009102"
"40","2","0","0","2","0","91002","0","0","75","8","0","0","0","90006","1009103"
"50","2","0","0","2","0","91002","0","0","100","8","0","0","0","90006","1009104"
"100","2","0","0","2","31043","91002","0","0","150","8","2","0","0","90006","1009105"
"20","2","0","0","2","0","91002","0","0","20","8","0","0","0","90006","1009106"
"30","2","0","0","2","0","91002","0","0","25","8","0","0","0","90006","1009107"
"40","2","0","0","2","0","91002","0","0","30","8","0","0","0","90006","1009108"
"50","2","0","0","2","0","91002","0","0","40","8","0","0","0","90006","1009109"
"100","2","0","0","2","31043","91002","0","0","80","8","1","0","0","90006","1009110"
"30","2","0","0","2","0","91002","0","0","20","8","0","0","0","90006","1009111"
"40","2","0","0","2","0","91002","0","0","25","8","0","0","0","90006","1009112"
"50","2","0","0","2","0","91002","0","0","30","8","0","0","0","90006","1009113"
"60","2","0","0","2","0","91002","0","0","40","8","0","0","0","90006","1009114"
"100","2","0","0","2","31043","91002","0","0","80","8","1","0","0","90006","1009115"
"0","0","0","0","0","0","94002","0","0","25000","12","0","0","0","0","1009116"
"20","2","0","0","2","0","91002","0","0","40","8","0","0","0","90006","1010101"
"30","2","0","0","2","0","91002","0","0","50","8","0","0","0","90006","1010102"
"40","2","0","0","2","0","91002","0","0","75","8","0","0","0","90006","1010103"
"50","2","0","0","2","0","91002","0","0","100","8","0","0","0","90006","1010104"
"100","2","0","0","2","31022","91002","0","0","150","8","2","0","0","90006","1010105"
"20","2","0","0","2","0","91002","0","0","20","8","0","0","0","90006","1010106"
"30","2","0","0","2","0","91002","0","0","25","8","0","0","0","90006","1010107"
"40","2","0","0","2","0","91002","0","0","30","8","0","0","0","90006","1010108"
"50","2","0","0","2","0","91002","0","0","40","8","0","0","0","90006","1010109"
"100","2","0","0","2","31022","91002","0","0","80","8","1","0","0","90006","1010110"
"30","2","0","0","2","0","91002","0","0","20","8","0","0","0","90006","1010111"
"40","2","0","0","2","0","91002","0","0","25","8","0","0","0","90006","1010112"
"50","2","0","0","2","0","91002","0","0","30","8","0","0","0","90006","1010113"
"60","2","0","0","2","0","91002","0","0","40","8","0","0","0","90006","1010114"
"100","2","0","0","2","31022","91002","0","0","80","8","1","0","0","90006","1010115"
"0","0","0","0","0","0","94002","0","0","25000","12","0","0","0","0","1010116"
"20","2","0","0","2","0","91002","0","0","40","8","0","0","0","90006","1011101"
"30","2","0","0","2","0","91002","0","0","50","8","0","0","0","90006","1011102"
"40","2","0","0","2","0","91002","0","0","75","8","0","0","0","90006","1011103"
"50","2","0","0","2","0","91002","0","0","100","8","0","0","0","90006","1011104"
"100","2","0","0","2","31025","91002","0","0","150","8","2","0","0","90006","1011105"
"20","2","0","0","2","0","91002","0","0","20","8","0","0","0","90006","1011106"
"30","2","0","0","2","0","91002","0","0","25","8","0","0","0","90006","1011107"
"40","2","0","0","2","0","91002","0","0","30","8","0","0","0","90006","1011108"
"50","2","0","0","2","0","91002","0","0","40","8","0","0","0","90006","1011109"
"100","2","0","0","2","31025","91002","0","0","80","8","1","0","0","90006","1011110"
"30","2","0","0","2","0","91002","0","0","20","8","0","0","0","90006","1011111"
"40","2","0","0","2","0","91002","0","0","25","8","0","0","0","90006","1011112"
"50","2","0","0","2","0","91002","0","0","30","8","0","0","0","90006","1011113"
"60","2","0","0","2","0","91002","0","0","40","8","0","0","0","90006","1011114"
"100","2","0","0","2","31025","91002","0","0","80","8","1","0","0","90006","1011115"
"0","0","0","0","0","0","94002","0","0","25000","12","0","0","0","0","1011116"
"20","2","0","0","2","0","91002","0","0","40","8","0","0","0","90006","1012101"
"30","2","0","0","2","0","91002","0","0","50","8","0","0","0","90006","1012102"
"40","2","0","0","2","0","91002","0","0","75","8","0","0","0","90006","1012103"
"50","2","0","0","2","0","91002","0","0","100","8","0","0","0","90006","1012104"
"100","2","0","0","2","31018","91002","0","0","150","8","2","0","0","90006","1012105"
"20","2","0","0","2","0","91002","0","0","20","8","0","0","0","90006","1012106"
"30","2","0","0","2","0","91002","0","0","25","8","0","0","0","90006","1012107"
"40","2","0","0","2","0","91002","0","0","30","8","0","0","0","90006","1012108"
"50","2","0","0","2","0","91002","0","0","40","8","0","0","0","90006","1012109"
"100","2","0","0","2","31018","91002","0","0","80","8","1","0","0","90006","1012110"
"30","2","0","0","2","0","91002","0","0","20","8","0","0","0","90006","1012111"
"40","2","0","0","2","0","91002","0","0","25","8","0","0","0","90006","1012112"
"50","2","0","0","2","0","91002","0","0","30","8","0","0","0","90006","1012113"
"60","2","0","0","2","0","91002","0","0","40","8","0","0","0","90006","1012114"
"100","2","0","0","2","31018","91002","0","0","80","8","1","0","0","90006","1012115"
"0","0","0","0","0","0","94002","0","0","25000","12","0","0","0","0","1012116"
"20","2","0","0","2","0","91002","0","0","40","8","0","0","0","90006","1013101"
"30","2","0","0","2","0","91002","0","0","50","8","0","0","0","90006","1013102"
"40","2","0","0","2","0","91002","0","0","75","8","0","0","0","90006","1013103"
"50","2","0","0","2","0","91002","0","0","100","8","0","0","0","90006","1013104"
"100","2","0","0","2","31042","91002","0","0","150","8","2","0","0","90006","1013105"
"20","2","0","0","2","0","91002","0","0","20","8","0","0","0","90006","1013106"
"30","2","0","0","2","0","91002","0","0","25","8","0","0","0","90006","1013107"
"40","2","0","0","2","0","91002","0","0","30","8","0","0","0","90006","1013108"
"50","2","0","0","2","0","91002","0","0","40","8","0","0","0","90006","1013109"
