91f134cf6baeea67ddd7183188f53e0053194560d26984f2e4ceb2ad54c1aabb,b001ecc21d275bf38cf77a2399e6a7d584c4b0e6dafd6ba907003551363497a1,6887e5b1b2aeb9e31a1403444c83e276ef7fce6a68df175ad7458767ac8fdf4a,9c562942366c19de36520fba9c9aa0df41c79d998c06e2677aae14b223be7188,b2547027a777fb8363b9dd250509674ac80be67a5dd6e91b6cbed1b165c42c9e,68090350bc1084fae0120972c2e161280eeca2655d9dc3a4b86e3a35b79610bb,883a53ba5614efe022cec1a0802855f67aea04f221c8436c70bae3bcf2f8ce28,d641cfdf33476bb9606dfc90a64d939f9427412a589a07b1eb8dc5a49f7ee1cb,2b1b2220d1c5823d64d921efb68bb6432d52a415db011da28f3c1099f22b0d2a,b27ed7e52983b7d9d708e2cacf37f1014bba608dd15caaf437eebb3386e79733
"3","0","0","25101","111","2","0","101","0","5000000"
"3","0","0","25101","211","2","0","201","0","5000000"
"2","0","0","25101","311","2","0","301","0","5500000"
"2","0","0","25101","411","2","0","401","0","5500000"
"3","0","0","25101","511","2","0","501","0","6000000"
"2","0","0","25101","611","2","0","601","0","6000000"
"2","0","0","25101","711","2","0","701","0","6500000"
"2","0","0","25101","811","2","0","801","0","6500000"
"3","0","0","25101","911","2","0","901","0","7000000"
"2","0","0","25101","1011","2","0","1001","0","7000000"
"2","1112","0","25101","1111","2","0","1101","0","7500000"
"2","1212","0","25101","1211","2","0","1201","0","7500000"
"3","0","0","25101","1311","2","0","1301","0","8000000"
"2","0","0","25101","1411","2","0","1401","0","8000000"
"2","0","0","25101","1511","2","0","1501","0","8500000"
"2","0","0","25101","1611","2","0","1601","0","8500000"
"3","0","0","25101","1711","2","0","1701","0","9000000"
"2","1812","0","25101","1811","2","0","1801","0","9000000"
"2","0","0","25101","1911","2","0","1901","0","9500000"
"2","0","0","25101","2011","2","0","2001","0","9500000"
"3","0","0","25101","2111","2","0","2101","0","10000000"
"2","0","0","25101","2211","2","0","2201","0","10000000"
"2","0","0","25101","2311","2","0","2301","0","10500000"
"2","0","0","25101","2411","2","0","2401","0","10500000"
"3","0","0","25101","2511","2","0","2501","0","11000000"
"2","2612","0","25101","2611","2","0","2601","0","11000000"
"2","2712","0","25101","2711","2","0","2701","0","11500000"
"2","2812","0","25101","2811","2","0","2801","0","11500000"
"3","0","0","25101","2911","2","0","2901","0","12000000"
"2","3012","0","25101","3011","2","0","3001","0","12000000"
