29423209204004b712fee8dff2a557f35113f978559cd2f9afe8ea64c91ec139,c1b7049708306a71a1d8f5e79c1bcc9fb9378746f00f0a902d29b14bb0ad5af2,dced7e5434636f85afb1f27bdc2dbd38d0ea843e6f8e4b29708a8a2c37733c44,5c5e574b327e5bb2f4cae4103ebbffe76a19db1bfbb4178d8cc509d7140b54e7,4b73f899420b29b34e934c1e4d9d81085811cfb646b033f053820eaacf3bbc9b,835021f5d43f31e71d8be8dd7def8c815b68bb3dda9bb45b0bb48616234fa33c,772e118cdd52a4d59d8ac4bf9f65071e6695b62f24e0301dae38862d24230d5e,fd2a36ab0f52ea1f37d2311ae13a312a6d0aabcf46ada8273de6dc7256a1219e
"0","106101","0","2019/02/28 11:59:59","1","3","2019/02/15 23:00:00","27"
"0","101401","0","2019/03/19 14:59:59","2","3","2019/02/28 12:00:00","28"
"0","105501","0","2019/03/26 14:59:59","3","1","2019/03/19 15:00:00","29"
"0","106301","0","2019/03/26 14:59:59","4","3","2019/03/19 15:00:00","29"
"0","101501","0","2019/03/26 14:59:59","5","2","2019/03/19 15:00:00","29"
"0","103601","0","2019/03/31 11:59:59","6","3","2019/03/26 15:00:00","30"
"0","104901","0","2019/03/31 11:59:59","7","3","2019/03/26 15:00:00","30"
"0","104401","0","2019/03/31 11:59:59","8","3","2019/03/26 15:00:00","30"
"0","100701","0","2019/03/31 11:59:59","9","2","2019/03/26 15:00:00","30"
"0","104601","0","2019/03/31 11:59:59","10","2","2019/03/26 15:00:00","30"
"0","102701","0","2019/03/31 11:59:59","11","2","2019/03/26 15:00:00","30"
"0","100301","0","2019/03/31 11:59:59","12","1","2019/03/26 15:00:00","30"
"0","103401","0","2019/03/31 11:59:59","13","1","2019/03/26 15:00:00","30"
"0","100101","0","2019/03/31 11:59:59","14","1","2019/03/26 15:00:00","30"
"0","109201","0","2019/04/19 14:59:59","15","3","2019/03/31 12:00:00","31"
"0","109401","0","2019/04/30 11:59:59","16","3","2019/04/19 15:00:00","32"
"0","109501","0","2019/05/07 14:59:59","17","3","2019/04/30 12:00:00","33"
"0","107101","0","2019/05/07 14:59:59","18","3","2019/04/30 12:00:00","33"
"0","109501","0","2019/05/14 14:59:59","19","3","2019/05/07 15:00:00","34"
"0","103601","0","2019/05/17 14:59:59","20","3","2019/05/14 15:00:00","35"
"0","102001","0","2019/05/17 14:59:59","21","2","2019/05/14 15:00:00","35"
"0","100401","0","2019/05/17 14:59:59","22","1","2019/05/14 15:00:00","35"
"0","109601","0","2019/05/31 11:59:59","23","3","2019/05/17 15:00:00","36"
"0","109701","0","2019/06/15 11:59:59","24","3","2019/05/31 12:00:00","37"
"0","104401","0","2019/06/18 14:59:59","25","3","2019/06/15 12:00:00","38"
"0","101001","0","2019/06/18 14:59:59","26","3","2019/06/15 12:00:00","38"
"0","101701","0","2019/06/18 14:59:59","27","2","2019/06/15 12:00:00","38"
"0","109901","0","2019/06/30 11:59:59","28","3","2019/06/18 15:00:00","39"
"0","110001","0","2019/07/13 11:59:59","29","3","2019/06/30 12:00:00","40"
"0","107501","0","2019/07/18 14:59:59","30","3","2019/07/13 12:00:00","41"
