8d9e1723f72b8402a476aad6a86a2af336c4801c9a244ca943e204c34178d384,e8b467ef3ff5bfa8241fb1137fe0f1de7575d198cdc852b0614b162e7a738f77,e7d43b445003f90ea5dbbd6822af115e3da6d4e798e63de127e76d9576572ac3,e4b203d5db4db69db746523938b0567d3b2b48f34559bd72dd3b84d4f4ecdf97,9c01b262011be55759c32007754e652307955f0c330c96c0e0a6dfe15657b5d0,4ebcf10d0a3d4b46d6c04e871c87217a581893161c770a0aea27b68c79adc516
"10","1","2","500","1","10"
"10","1","3","500","1","20"
"10","1","4","500","1","30"
"10","1","5","500","1","40"
"10","1","6","500","1","50"
"10","1","7","500","1","60"
"10","1","8","500","1","70"
"10","1","9","500","1","80"
"10","1","10","500","1","90"
"15","1","11","500","1","105"
"15","1","12","500","1","120"
"15","1","13","500","1","135"
"15","1","14","500","1","150"
"15","1","15","500","1","165"
"15","1","16","500","1","180"
"15","1","17","500","1","195"
"15","1","18","500","1","210"
"15","1","19","500","1","225"
"15","1","20","500","1","240"
"25","1","21","500","1","265"
"25","1","22","500","1","290"
"25","1","23","500","1","315"
"25","1","24","500","1","340"
"25","1","25","500","1","365"
"25","1","26","500","1","390"
"25","1","27","500","1","415"
"25","1","28","500","1","440"
"25","1","29","500","1","465"
"25","1","30","500","1","490"
"40","1","31","500","2","530"
"40","1","32","500","2","570"
"40","1","33","500","2","610"
"40","1","34","500","2","650"
"40","1","35","500","2","690"
"40","1","36","500","2","730"
"40","1","37","500","2","770"
"40","1","38","500","2","810"
"40","1","39","500","2","850"
"40","1","40","500","2","890"
"50","1","41","500","2","940"
"50","1","42","500","2","990"
"50","1","43","500","2","1040"
"50","1","44","500","2","1090"
"50","1","45","500","2","1140"
"50","1","46","500","2","1190"
"50","1","47","500","2","1240"
"50","1","48","500","2","1290"
"50","1","49","500","2","1340"
"50","1","50","500","2","1390"
"60","1","51","500","3","1450"
"60","1","52","500","3","1510"
"60","1","53","500","3","1570"
"60","1","54","500","3","1630"
"60","1","55","500","3","1690"
"60","1","56","500","3","1750"
"60","1","57","500","3","1810"
"60","1","58","500","3","1870"
"60","1","59","500","3","1930"
"60","1","60","500","3","1990"
"75","1","61","600","3","2065"
"75","1","62","600","3","2140"
"75","1","63","600","3","2215"
"75","1","64","600","3","2290"
"75","1","65","600","3","2365"
"75","1","66","600","3","2440"
"75","1","67","600","3","2515"
"75","1","68","600","3","2590"
"75","1","69","600","3","2665"
"75","1","70","600","3","2740"
"100","1","71","600","4","2840"
"100","1","72","600","4","2940"
"100","1","73","600","4","3040"
"100","1","74","600","4","3140"
"100","1","75","600","4","3240"
"100","1","76","600","4","3340"
"100","1","77","600","4","3440"
"100","1","78","600","4","3540"
"100","1","79","600","4","3640"
"100","1","80","600","4","3740"
"125","1","81","600","4","3865"
"125","1","82","600","4","3990"
"125","1","83","600","4","4115"
"125","1","84","600","4","4240"
"125","1","85","600","4","4365"
"125","1","86","600","4","4490"
"125","1","87","600","4","4615"
"125","1","88","600","4","4740"
"125","1","89","600","4","4865"
"125","1","90","600","4","4990"
"150","1","91","600","5","5140"
"150","1","92","600","5","5290"
"150","1","93","600","5","5440"
"150","1","94","600","5","5590"
"150","1","95","600","5","5740"
"150","1","96","600","5","5890"
"150","1","97","600","5","6040"
"150","1","98","600","5","6190"
"150","1","99","600","5","6340"
"150","1","100","600","5","6490"
"175","1","101","600","5","6665"
"175","1","102","600","5","6840"
"175","1","103","600","5","7015"
"175","1","104","600","5","7190"
"175","1","105","600","5","7365"
"175","1","106","600","5","7540"
"175","1","107","600","5","7715"
"175","1","108","600","5","7890"
"175","1","109","600","5","8065"
"175","1","110","600","5","8240"
"200","1","111","600","6","8440"
"200","1","112","600","6","8640"
"200","1","113","600","6","8840"
"200","1","114","600","6","9040"
"200","1","115","600","6","9240"
"200","1","116","600","6","9440"
"200","1","117","600","6","9640"
"200","1","118","600","6","9840"
"200","1","119","600","6","10040"
"200","1","120","600","6","10240"
"225","1","121","600","6","10465"
"225","1","122","600","6","10690"
"225","1","123","600","6","10915"
"225","1","124","600","6","11140"
"225","1","125","600","6","11365"
"225","1","126","600","6","11590"
"225","1","127","600","6","11815"
"225","1","128","600","6","12040"
"225","1","129","600","6","12265"
"225","1","130","600","6","12490"
"250","1","131","600","7","12740"
"250","1","132","600","7","12990"
"250","1","133","600","7","13240"
"250","1","134","600","7","13490"
"250","1","135","600","7","13740"
"250","1","136","600","7","13990"
"250","1","137","600","7","14240"
"250","1","138","600","7","14490"
"250","1","139","600","7","14740"
"250","1","140","600","7","14990"
"250","1","141","600","8","15240"
"250","1","142","600","8","15490"
"250","1","143","600","8","15740"
"250","1","144","600","8","15990"
"250","1","145","600","8","16240"
"250","1","146","600","8","16490"
"250","1","147","600","8","16740"
"250","1","148","600","8","16990"
"250","1","149","600","8","17240"
"250","1","150","600","8","17490"
"250","1","151","600","9","17740"
"250","1","152","600","9","17990"
"250","1","153","600","9","18240"
"250","1","154","600","9","18490"
"250","1","155","600","9","18740"
"250","1","156","600","9","18990"
"250","1","157","600","9","19240"
"250","1","158","600","9","19490"
"250","1","159","600","9","19740"
"250","1","160","600","9","19990"
"250","1","161","600","10","20240"
"250","1","162","600","10","20490"
"250","1","163","600","10","20740"
"250","1","164","600","10","20990"
"250","1","165","600","10","21240"
"250","1","166","600","10","21490"
"250","1","167","600","10","21740"
"250","1","168","600","10","21990"
"250","1","169","600","10","22240"
"250","1","170","600","10","22490"
"250","1","171","600","11","22740"
"250","1","172","600","11","22990"
"250","1","173","600","11","23240"
"250","1","174","600","11","23490"
"250","1","175","600","11","23740"
"250","1","176","600","11","23990"
"250","1","177","600","11","24240"
"250","1","178","600","11","24490"
"250","1","179","600","11","24740"
"250","1","180","600","11","24990"
"250","1","181","600","12","25240"
"250","1","182","600","12","25490"
"250","1","183","600","12","25740"
"250","1","184","600","12","25990"
"250","1","185","600","12","26240"
"250","1","186","600","12","26490"
"250","1","187","600","12","26740"
"250","1","188","600","12","26990"
"250","1","189","600","12","27240"
"250","1","190","600","12","27490"
"250","1","191","600","13","27740"
"250","1","192","600","13","27990"
"250","1","193","600","13","28240"
"250","1","194","600","13","28490"
"250","1","195","600","13","28740"
"250","1","196","600","13","28990"
"250","1","197","600","13","29240"
"250","1","198","600","13","29490"
"250","1","199","600","13","29740"
"250","1","200","600","13","29990"
"250","1","201","600","14","30240"
"250","1","202","600","14","30490"
"250","1","203","600","14","30740"
"250","1","204","600","14","30990"
"250","1","205","600","14","31240"
"250","1","206","600","14","31490"
"250","1","207","600","14","31740"
"250","1","208","600","14","31990"
"250","1","209","600","14","32240"
"250","1","210","600","14","32490"
"250","1","211","680","15","32740"
"250","1","212","680","15","32990"
"250","1","213","680","15","33240"
"250","1","214","680","15","33490"
"250","1","215","680","15","33740"
"250","1","216","680","15","33990"
"250","1","217","680","15","34240"
"250","1","218","680","15","34490"
"250","1","219","680","15","34740"
"250","1","220","680","15","34990"
"250","1","221","680","16","35240"
"250","1","222","680","16","35490"
"250","1","223","680","16","35740"
"250","1","224","680","16","35990"
"250","1","225","680","16","36240"
"250","1","226","680","16","36490"
"250","1","227","680","16","36740"
"250","1","228","680","16","36990"
"250","1","229","680","16","37240"
"250","1","230","680","16","37490"
"250","1","231","680","17","37740"
"250","1","232","680","17","37990"
"250","1","233","680","17","38240"
"250","1","234","680","17","38490"
"250","1","235","680","17","38740"
"250","1","236","680","17","38990"
"250","1","237","680","17","39240"
"250","1","238","680","17","39490"
"250","1","239","680","17","39740"
"250","1","240","680","17","39990"
"250","1","241","680","18","40240"
"250","1","242","680","18","40490"
"250","1","243","680","18","40740"
"250","1","244","680","18","40990"
"250","1","245","680","18","41240"
"250","1","246","680","18","41490"
"250","1","247","680","18","41740"
"250","1","248","680","18","41990"
"250","1","249","680","18","42240"
"250","1","250","680","18","42490"
"250","1","251","680","19","42740"
"250","1","252","680","19","42990"
"250","1","253","680","19","43240"
"250","1","254","680","19","43490"
"250","1","255","680","19","43740"
"250","1","256","680","19","43990"
"250","1","257","680","19","44240"
"250","1","258","680","19","44490"
"250","1","259","680","19","44740"
"250","1","260","680","19","44990"
"250","1","261","680","20","45240"
"250","1","262","680","20","45490"
"250","1","263","680","20","45740"
"250","1","264","680","20","45990"
"250","1","265","680","20","46240"
"250","1","266","680","20","46490"
"250","1","267","680","20","46740"
"250","1","268","680","20","46990"
"250","1","269","680","20","47240"
"250","1","270","680","20","47490"
"250","1","271","680","21","47740"
"250","1","272","680","21","47990"
"250","1","273","680","21","48240"
"250","1","274","680","21","48490"
"250","1","275","680","21","48740"
"250","1","276","680","21","48990"
"250","1","277","680","21","49240"
"250","1","278","680","21","49490"
"250","1","279","680","21","49740"
"250","1","280","680","21","49990"
"250","1","281","680","22","50240"
"250","1","282","680","22","50490"
"250","1","283","680","22","50740"
"250","1","284","680","22","50990"
"250","1","285","680","22","51240"
"250","1","286","680","22","51490"
"250","1","287","680","22","51740"
"250","1","288","680","22","51990"
"250","1","289","680","22","52240"
"250","1","290","680","22","52490"
"250","1","291","680","23","52740"
"250","1","292","680","23","52990"
"250","1","293","680","23","53240"
"250","1","294","680","23","53490"
"250","1","295","680","23","53740"
"250","1","296","680","23","53990"
"250","1","297","680","23","54240"
"250","1","298","680","23","54490"
"250","1","299","680","23","54740"
"250","1","300","680","23","54990"
"250","1","301","680","24","55240"
"250","1","302","680","24","55490"
"250","1","303","680","24","55740"
"250","1","304","680","24","55990"
"250","1","305","680","24","56240"
"250","1","306","680","24","56490"
"250","1","307","680","24","56740"
"250","1","308","680","24","56990"
"250","1","309","680","24","57240"
"250","1","310","680","24","57490"
"250","1","311","680","25","57740"
"250","1","312","680","25","57990"
"250","1","313","680","25","58240"
"250","1","314","680","25","58490"
"250","1","315","680","25","58740"
"250","1","316","680","25","58990"
"250","1","317","680","25","59240"
"250","1","318","680","25","59490"
"250","1","319","680","25","59740"
"250","1","320","680","25","59990"
"250","1","321","680","26","60240"
"250","1","322","680","26","60490"
"250","1","323","680","26","60740"
"250","1","324","680","26","60990"
"250","1","325","680","26","61240"
"250","1","326","680","26","61490"
"250","1","327","680","26","61740"
"250","1","328","680","26","61990"
