771a91cc7868bc53eba3d9d5b19e332fb8a7f9110f939043cad88a48736a1a10,b62602e65cc0671804fe470604d4f5cf62843adc06a9823430f10f9ad06554ab,92c6c31b02e309292699f2d5c30749258a65bd6f650f3f5f687b38cd9347c935,b8bd0bb1ef15b9231b0566ba2c63de4c64ff94a739cb693c89d61d16f7cb2c70,915e19784d67adf081d697de2c7b3803f5069492c28a18edb6ca79d32d7bf184,07abafbb93ea1bc06cf39d8171bab2d80111e8bfbfbb62d7ccfcdf7e7ef4980b,81fad17829493db6dd39b9dce61fa54d1092bfdd08868d91fcf5adf75bd155f9,0ccb2a9e1273f9340790c6dddc47170d87d3d5f8786b6734f070efc0334535a4,21ba5de8cd8b04c485e00216e4d444cd4110936ab917a2b39e4cc8fb1fe9fe76,fddacbab97ba44037e923bb15da62dfb9ef113da569fb2b69f7ecfe44a6eb4a7,b5d2e6c8463b7c72a6f2af2666e12d69c6f0a7749ea5c99488d78e8133fdaf9c,3762e8bc1eb59f0a65375893703d22119b19512cd93dfe5b21b900b8c3adcf5c,c3445a8360002b8399b1ef6e6aeffbd0e6b9908ca306ea5ba8238a7a7852d6a0,4feb54fe126b04d15eccc123f83c56f389f8d38f15f5f03c30f987075a0e6ed8,c3f1ba91e0153b7209fbd04ed3ee0765fa77062d3135095dc9ffa2b13cb7d1a8,2301f360fe963a21bb998ccea65241132ac9b79230c11d3558ba9b93eb8342ca,37aec2d0e50708e8a6c8550fd0bf42bab9f1d89df744eb11c0b8c9d1827274c8,1eec0b5132e323cd08b5777e83b65b2acf97fd55b8dae28e1828da51706f3356,1256934bde7f0e983986d29d7a7b071ee6412aa32a944130739a5b99abd85f8b,4745be5f73a879d320127aa04a6048ba4fea07d3a0d9200e2c10a5d6e462ba15,f83d0d8b7b308a49689345e980dcb48d6c5b34976f1a293b3fb6cbaedf9ea545,64f909c7744a1c3a5f5d17324294e0c85c29eea698114f39e2cee8fead277365,75634d74e56d57cba8effce3f8ae47d0094444217a924d152aa6d3e4a063b866,ba465df7a744ec5051fbda53469646de1bdf3c9a19cd3b94218ce2e019fff381,57996e89e7beb481aa859356d585026785524094cceeca0524377cbb3dc50323,bb3215191cc89222134dedabf1a35c3d0b435fcd01074c6ea8253a39f7261a57,0bf2a12fcfdc6d99d01d96228762d927ee7780296790905dbaa3ddb0e788cac6,f153386227337e78ddbd1aa1c525f484cbb5ff5a8c633d5ac9e0ff81ff885d65,123e6d3a4126ded049106bf203adb2465b15be1a96e5c959c1d546ef415df9ce,5570046ae93ec2032aa9681d19c1506df1f41cd444100304cb80eeec2be37aec,6917540e4cb5154ddb8c6c5ff7c5cc4b4fe4c0721bb5b23cbcfa075060da2bcc,ebb8b4a38119df4e088b154752293631957eaee81b5488f6a5cfd41b5bc23e13,d861957374f92d379b8db210394ad5e34cb5b88684be877c3f84ac6127c05946,3ecbbec35492ac936169dc3211ee76c144cdba50abf6371fb318368f2400ab0f,2affefa670155f7bf9c41956a0d1847564386dc54cdbdb7b598ada58a2ea0c60,d6edd87eedc0f11cc4a1ca11ac2ef5ea627d8c5dc534ccfd487d6c8bcebb74a8,5daf9c21a231f42f48445e4fc5ac7910628d1aa37e0960bf6efbd52c8840a821,92d30b966c194cd1445b656d5ff583e93ed54faa3e3ce6a907768abc8b84ebb5,b4f3c56b3217bc954b63f04727e9b4dad503c23db504405dc98f0f9029767740,dbb8c76dbb4ad210048a214bf5802f543e96ab0d2bcdcc7635f220a65d1c8a5d,3b8f6b5a596091c0a5b12de6c0c5b21a30408e9cd16d05cbfc57eb189e558948,9d20068a5e43ce427ed7bd22ad2936cd51315becfe8da36c028f36dfced53370,c420a8c04a6d6a4fc41ab75322ce21618f017ba33d31f218abbee15fa83b0176,96f4588633bc6fbf64a12c5dd7891025a7bb86d0de6af2672be242b887e077b8
"0","0","0","1","黒の王ジャバウォック","50","0","50","100","0","1","0","50","316800","100","300000008","0","0","0","100","0","50","0","0","100","50","6500000","0","50","10","0","0","0","50","0","100","100","50","803100201","50","0","0","50","0"
"100","0","0","1","部位A","100","0","100","1000","0","1","0","400","316800","100","300000008","0","0","0","100","0","100","0","0","1000","100","600000","0","50","50","0","0","0","100","0","100","100","100","803100202","100","0","0","400","0"
"100","0","0","1","部位B","100","0","100","1000","0","1","0","200","316800","100","300000008","0","0","0","100","0","100","0","0","1000","100","400000","0","50","50","0","0","0","100","0","100","100","100","803100203","100","0","0","200","0"
"100","0","0","1","部位C","100","0","100","1000","0","1","0","100","316800","100","300000008","0","0","0","100","0","100","0","0","1000","100","200000","0","50","50","0","0","0","100","0","100","100","100","803100204","100","0","0","100","0"
"0","0","0","1","黒の王ジャバウォック","300","0","300","5000","0","1","0","200","316800","200","300000008","0","0","0","200","0","300","0","0","5000","300","13000000","0","50","30","0","0","0","300","0","200","300","300","803100205","300","0","0","200","0"
"100","0","0","1","部位A","100","0","100","1000","0","1","0","800","316800","100","300000008","0","0","0","100","0","100","0","0","1000","100","1200000","0","50","50","0","0","0","100","0","100","100","100","803100206","100","0","0","800","0"
"100","0","0","1","部位B","100","0","100","1000","0","1","0","400","316800","100","300000008","0","0","0","100","0","100","0","0","1000","100","800000","0","50","50","0","0","0","100","0","100","100","100","803100207","100","0","0","400","0"
"100","0","0","1","部位C","100","0","100","1000","0","1","0","200","316800","100","300000008","0","0","0","100","0","100","0","0","1000","100","400000","0","50","50","0","0","0","100","0","100","100","100","803100208","100","0","0","200","0"
"50","0","0","1","黒の王ジャバウォック","500","0","500","15000","0","1","0","300","316800","300","300000008","0","0","0","300","0","500","0","0","15000","500","20000000","0","50","50","0","0","0","500","0","300","500","500","803100209","500","0","0","300","0"
"100","0","0","1","部位A","100","0","100","1000","0","1","0","1600","316800","100","300000008","0","0","0","100","0","100","0","0","1000","100","2400000","0","50","50","0","0","0","100","0","100","100","100","803100210","100","0","0","900","0"
"100","0","0","1","部位B","100","0","100","1000","0","1","0","800","316800","100","300000008","0","0","0","100","0","100","0","0","1000","100","1600000","0","50","50","0","0","0","100","0","100","100","100","803100211","100","0","0","600","0"
"100","0","0","1","部位C","100","0","100","1000","0","1","0","400","316800","100","300000008","0","0","0","100","0","100","0","0","1000","100","800000","0","50","50","0","0","0","100","0","100","100","100","803100212","100","0","0","300","0"
"50","0","0","1","暴走のイノセントボウ","50","0","50","100","0","1","0","50","316900","0","300000008","0","0","0","50","0","50","0","0","100","50","8000000","0","50","10","0","0","0","50","0","50","140","50","803100213","50","0","0","50","0"
"300","0","0","1","暴走のイノセントボウ","300","0","300","1500","0","1","0","200","316900","0","300000008","0","0","0","300","0","300","0","0","1500","300","16000000","0","50","30","0","0","0","300","0","300","340","300","803100214","300","0","0","200","0"
"500","0","0","1","暴走のイノセントボウ","500","0","500","3000","0","1","0","300","316900","25","300000008","0","0","0","500","0","500","0","0","3000","500","24000000","0","50","50","0","0","0","500","0","500","540","500","803100215","500","0","0","250","0"
"50","0","0","1","ファントムバロン","50","0","50","500","0","1","0","0","317000","0","300000008","0","0","0","50","0","50","0","0","500","50","6500000","0","50","10","0","0","0","50","0","50","120","50","803100216","50","0","0","0","0"
"300","0","0","1","ファントムバロン","300","0","300","5000","0","1","0","100","317000","0","300000008","0","0","0","300","0","300","0","0","5000","300","13000000","0","50","30","0","0","0","300","0","300","320","300","803100217","300","0","0","100","0"
"500","0","0","1","ファントムバロン","500","0","500","10000","0","1","0","400","317000","50","300000008","0","0","0","500","0","500","0","0","10000","500","20000000","0","50","50","0","0","0","500","0","500","520","500","803100218","500","0","0","300","0"
