65fe6cbe15f9bfb1f54bd1f18ae0ec9fed93e86a7f2c5cef73cae32157b3080d,fa854553443e6e36e805c7b93e88dbdca9629e1cfc612e82b2b636c13b89a3c5,db655bd6741b23c90c72b93ab3460392ca92a2f0a0e8275e4beec54e3a3e4c51,3d1a948157dd9af460f7062677d9ea954da28c2d3702b94bbd48eda376075fd7,db9f60de1d9d93b9b8ef4c40e5f13aaacabaff37d5bc07a83ceda4d610554ef7,dde947b5aca2cbe5ade06f6f31252e5e52e3fa3d7561eecfe6603d9cd1d223e5,003d2079ecc76bbceadd17a78b97766c0beb4f3f10559f4d92a92ef75c79a48b,3c528883b4a48aadfad6df96c4d7b745cfa5c7511247c619917bdcf195265d08,341685e379ae07dd0a16760ce3332e3dcf1bede4d49a0e0405f2168990e1cb4b,dcd0c32613a266c0428d012804cdc3c1c02c907a1973fdb3459ab116cd8fa17a,e460768ff65f7177fec3a59bf149ab3866564b6be5bc13646bdcfbc20f6bc6a6
"91002","8","25021","25013","1","283001001","8","10","2","2","31"
"91002","8","25021","25013","2","283001002","8","10","2","2","31"
"91002","8","25021","25013","3","283001003","8","10","2","2","32"
"91002","8","25021","25013","4","283001004","8","10","2","2","32"
"91002","8","25021","25013","5","283001005","8","10","2","2","33"
"91002","8","25021","25013","6","283001006","9","10","2","2","33"
"91002","8","25021","25013","7","283001007","9","10","2","2","34"
"91002","8","25021","25013","8","283001008","9","10","2","2","35"
"91002","8","25021","25013","9","283001009","9","10","2","2","35"
"91002","8","25021","25013","10","283001010","10","30","2","2","37"
"91002","8","25021","25013","11","283001011","10","10","2","2","41"
"91002","8","25021","25013","12","283001012","11","10","2","2","43"
"91002","8","25021","25013","13","283001013","11","10","2","2","46"
"91002","8","25021","25013","14","283001014","12","10","2","2","48"
"91002","8","25021","25013","15","283001015","12","10","2","2","50"
"91002","8","25021","25013","16","283001016","13","10","2","2","53"
"91002","8","25021","25013","17","283001017","14","10","2","2","55"
"91002","8","25021","25013","18","283001018","14","10","2","2","58"
"91002","8","25021","25013","19","283001019","15","10","2","2","60"
"91002","8","25021","25013","20","283001020","15","30","2","2","62"
"91002","8","25021","25013","21","283001021","16","10","2","2","68"
"91002","8","25021","25013","22","283001022","16","10","2","2","70"
"91002","8","25021","25013","23","283001023","16","10","2","2","72"
"91002","8","25021","25013","24","283001024","17","10","2","2","75"
"91002","8","25021","25013","25","283001025","18","10","2","2","77"
"91002","8","25021","25013","26","283001026","18","10","2","2","79"
"91002","8","25021","25013","27","283001027","19","10","2","2","82"
"91002","8","25021","25013","28","283001028","19","10","2","2","84"
"91002","8","25021","25013","29","283001029","19","10","2","2","86"
"91002","8","25021","25013","30","283001030","20","30","2","2","89"
"91002","8","25021","25013","31","283001031","20","10","2","2","94"
"91002","8","25021","25013","32","283001032","21","10","2","2","96"
"91002","8","25021","25013","33","283001033","21","10","2","2","99"
"91002","8","25021","25013","34","283001034","22","10","2","2","101"
"91002","8","25021","25013","35","283001035","22","10","2","2","103"
"91002","8","25021","25013","36","283001036","23","10","2","2","106"
"91002","8","25021","25013","37","283001037","23","10","2","2","108"
"91002","8","25021","25013","38","283001038","24","10","2","2","111"
"91002","8","25021","25013","39","283001039","25","10","2","2","113"
"91002","8","25021","25013","40","283001040","25","30","2","2","115"
"91002","8","25021","25013","41","283001041","26","10","2","2","121"
"91002","8","25021","25013","42","283001042","27","10","2","2","123"
"91002","8","25021","25013","43","283001043","28","10","2","2","125"
"91002","8","25021","25013","44","283001044","28","10","2","2","128"
"91002","8","25021","25013","45","283001045","29","10","2","2","130"
"91002","8","25021","25013","46","283001046","30","10","2","2","132"
"91002","8","25021","25013","47","283001047","30","10","2","2","135"
"91002","8","25021","25013","48","283001048","31","10","2","2","137"
"91002","8","25021","25013","49","283001049","31","10","2","2","139"
"91002","8","25021","25013","50","283001050","31","30","2","2","142"
"91002","8","25021","25013","51","283001051","32","10","2","2","144"
"91002","8","25021","25013","52","283001052","32","10","2","2","146"
