603f78102b9174db277ee59b0b332a955d02bb9925031ae7b70432c506e1a739,62a15e5e03ca3b08600370c79008e5270f4beb3820aafc9465498c4b21ca5ef6,de9cbb8dbfbc6a5193a18dbfe700017997b0d173723deebbabd3c7a0837ab88a,811f870a686f01fea50401d8e706a1e7115bd582a03bd591b81e98e300ad567a,d19358a318064c050b3ba21cf10e0dc7761dadc239c14857366ee843dbe8c44f,31eab143211e8c09ac514edd0f793a1b22f91035be728888e46fa95744fe984d,9a19289e84f94d5074c33df9c779786a57e23b09dd94e848f04513a1ea17d9db,c883af84bd372d403a2d12e382e725c7e2e235952ef19f8e4b96a24dbc2f052a,d98eeb85fe9a08ff204e1618d36bd4787a2d01db66ab89d994722442e3dd27c9,74fd8565255990ea1a17678126824bf45c236cfa46d056dd8688118ae79e4ec9,c860bde5815167974806653cd0107d64da42ed37b2416590d96d1ba004bf195d,21f7009c22120be83bb42e59b9ea29bf830dbbcf0872f8e9c7ff9d2ecd6a47b0,e615c9e10a6a40f8db2869b8fb28e0430c81357874e1ac229a9a0c6b2976daf2,e405bac24879294904e8227828665148f18ec08b54fd4139ffa9c68f97216581
"2018/03/06 05:00:00","0","-1","34","0","103","2018/03/13 04:59:59","30","1","0","2000","0","1","1"
"2018/03/06 05:00:00","0","-1","44","0","103","2018/03/13 04:59:59","40","1","0","2000","0","2","1"
"2018/03/13 05:00:00","0","-1","45","0","104","2018/03/20 04:59:59","40","1","0","2000","0","3","1"
"2018/03/20 05:00:00","0","-1","31","0","101","2018/03/26 04:59:59","30","1","0","2000","0","4","1"
"2018/03/20 05:00:00","0","-1","41","0","101","2018/03/26 04:59:59","40","1","0","2000","0","5","1"
"2018/03/26 05:00:00","0","-1","32","0","102","2018/03/31 04:59:59","30","1","0","2000","0","6","1"
"2018/03/26 05:00:00","0","-1","42","0","102","2018/03/31 04:59:59","40","1","0","2000","0","7","1"
"2018/03/31 05:00:00","0","-1","34","0","103","2018/04/10 04:59:59","30","1","0","2000","0","8","1"
"2018/03/31 05:00:00","0","-1","44","0","103","2018/04/10 04:59:59","40","1","0","2000","0","9","1"
"2018/04/10 05:00:00","0","-1","45","0","104","2018/04/20 04:59:59","40","1","0","2000","0","10","1"
"2018/04/20 05:00:00","0","-1","31","0","101","2018/04/25 04:59:59","30","1","0","2000","0","11","1"
"2018/04/20 05:00:00","0","-1","41","0","101","2018/04/25 04:59:59","40","1","0","2000","0","12","1"
"2018/04/25 05:00:00","0","-1","32","0","102","2018/04/30 04:59:59","30","1","0","2000","0","13","1"
"2018/04/25 05:00:00","0","-1","42","0","102","2018/04/30 04:59:59","40","1","0","2000","0","14","1"
"2018/04/30 05:00:00","0","-1","34","0","103","2018/05/11 04:59:59","30","1","0","2000","0","15","1"
"2018/04/30 05:00:00","0","-1","44","0","103","2018/05/11 04:59:59","40","1","0","2000","0","16","1"
"2018/05/11 05:00:00","0","-1","45","0","104","2018/05/22 04:59:59","40","1","0","2000","0","17","1"
"2018/05/22 05:00:00","0","-1","31","0","101","2018/05/28 04:59:59","30","1","0","2000","0","18","1"
"2018/05/22 05:00:00","0","-1","41","0","101","2018/05/28 04:59:59","40","1","0","2000","0","19","1"
"2018/05/28 05:00:00","0","-1","32","0","102","2018/05/31 04:59:59","30","1","0","2000","0","20","1"
"2018/05/28 05:00:00","0","-1","42","0","102","2018/05/31 04:59:59","40","1","0","2000","0","21","1"
"2018/05/31 05:00:00","0","-1","34","0","103","2018/06/10 04:59:59","30","1","0","2000","0","22","1"
"2018/05/31 05:00:00","0","-1","44","0","103","2018/06/10 04:59:59","40","1","0","2000","0","23","1"
"2018/06/10 05:00:00","0","-1","45","0","104","2018/06/20 04:59:59","40","1","0","2000","0","24","1"
"2018/06/20 05:00:00","0","-1","31","0","101","2018/06/25 04:59:59","30","1","0","2000","0","25","1"
"2018/06/20 05:00:00","0","-1","41","0","101","2018/06/25 04:59:59","40","1","0","2000","0","26","1"
"2018/06/25 05:00:00","0","-1","32","0","102","2018/06/30 04:59:59","30","1","0","2000","0","27","1"
"2018/06/25 05:00:00","0","-1","42","0","102","2018/06/30 04:59:59","40","1","0","2000","0","28","1"
"2018/06/30 05:00:00","0","-1","34","0","103","2018/07/10 04:59:59","30","1","0","2000","0","29","1"
"2018/06/30 05:00:00","0","-1","44","0","103","2018/07/10 04:59:59","40","1","0","2000","0","30","1"
"2018/07/10 05:00:00","0","-1","45","0","104","2018/07/20 04:59:59","40","1","0","2000","0","31","1"
"2018/07/20 05:00:00","0","-1","31","0","101","2018/07/25 04:59:59","30","1","0","2000","0","32","1"
"2018/07/20 05:00:00","0","-1","41","0","101","2018/07/25 04:59:59","40","1","0","2000","0","33","1"
"2018/07/25 05:00:00","0","-1","32","0","102","2018/07/31 04:59:59","30","1","0","2000","0","34","1"
"2018/07/25 05:00:00","0","-1","42","0","102","2018/07/31 04:59:59","40","1","0","2000","0","35","1"
"2018/07/31 05:00:00","0","-1","34","0","103","2018/08/10 04:59:59","30","1","0","2000","0","36","1"
"2018/07/31 05:00:00","0","-1","44","0","103","2018/08/10 04:59:59","40","1","0","2000","0","37","1"
