1df7cce060019fb80756444ac00f1a29d782e89d4eada2ed6b09365f26012f90,e6aecbd65337298e4717af302e9e8c26f810834ab0bb4c8df1a823704145885a,bf44f69be1e2954fa9dd89fca86973bc12d7e4481b8470410012d392624d60a6,557460569cd5e39a34dd22a9637418198a514430729cd81cff3c1def3221ca13,687f393e8a2197eb64e4b8ba2b0c9cc1899f791c527fe7e1dfb9de37957a82e8,90630af4431740a0cb3bf229cd3ed409be52f0312789dd5399a92c823f7a2bc7,0fe3c9a06589b4838be4cfab5a7d501996ac3a74f36da7ba4bbb548fc3bdf620,a44a51a778bd63fdacef0096a254db92a4a3273e78f87e97407ef8ff173a789f,83da05b6defc446a28642ae5de97a2a7d0a7ef95b214949a5111c767aec0fbaf,f3baf817efd0ee80c23f90314b5bd0e20db31472960b183862d01bf7e24211d3,9712d58de1caf8de756ea8aed3ca60309fa490f6b7e5567f7c2c43b35f99cd0d,0f0679d5bd346b01638eaa173dfd3967691c59d17692472dd9b8b2edf93f9aa7,5131ab3f4082bdb3f91751efbb3205c7982881ecbd0985b00f4af20443029067,5e37753e0fad6b09cdd480509d42f8be8d4c6b9da72563cbb1b0f72ae93111ac,b7bf82bc47c437b78f850a46865dcc75e205876da4dbb9d4ad5c094091f2927f
"7001","-363","106001","0","7","1","0","1","1","2015/12/17 15:00:00","キャル","2030/12/17 14:59:59","0","0","たまには\n協力するのもいいんじゃない？\nあたしも手を貸してあげる"
"7002","-363","105901","0","7","1","0","1","1","2015/12/17 15:00:00","コッコロ","2030/12/17 14:59:59","0","0","多くの方と協力して\n戦えるようです\n主さまなら、さぞ\nご活躍なさることでしょう"
"7003","-363","105801","0","7","1","0","1","1","2015/12/17 15:00:00","ペコリーヌ","2030/12/17 14:59:59","0","0","たくさんの人と一緒に\n協力バトルです！\nがんばりましょう☆"
"10001","-363","105801","0","10","1","0","1","1","2015/12/17 15:00:00","ペコリーヌ","2030/12/17 14:59:59","0","0","ジュエルを食べ物…\nいえ、貴重品と交換できます！"
"10002","-363","106001","0","10","1","0","1","1","2015/12/17 15:00:00","キャル","2030/12/17 14:59:59","0","0","ジュエルはよく考えて\n使うことね\n無駄遣い厳禁！"
"10003","-363","105901","0","10","1","0","1","1","2015/12/17 15:00:00","コッコロ","2030/12/17 14:59:59","0","0","主さまのジュエルで\n貴重な品々を購入できます\nですが、無駄遣いは\n『めっ』でございますよ"
"10004","-363","106401","2104010","10","1","0","1","2","2015/12/17 15:00:00","シェフィ","2030/12/17 14:59:59","0","0","ジュエルがあれば\n貴重品と交換できるみたい\n大事に使いましょうね"
"12001","-416.5","105801","0","12","1","0","1","1","2015/12/17 15:00:00","ペコリーヌ","2030/12/17 14:59:59","0","0","特定の条件を達成すると\n報酬がもらえますよ！\nがんばりましょう♪　"
"13001","-363","106001","0","13","1","0","1","1","2015/12/17 15:00:00","キャル","2030/12/17 14:59:59","0","0","思い出が詰まってるって\nいろいろあったけど\n振り返るのもいいんじゃない？"
"13002","-363","105901","0","13","1","0","1","1","2015/12/17 15:00:00","コッコロ","2030/12/17 14:59:59","0","0","主さまとの楽しい日々…\nこちらで何度でも\n思い返しましょう♪"
"13003","-363","106401","2104010","13","1","0","1","2","2015/12/17 15:00:00","シェフィ","2030/12/17 14:59:59","0","0","みんなとの大切な思い出が\nたくさん詰まってるのね\n一緒に振り返って、\n心に刻みたいわ"
"13004","-363","105801","0","13","1","0","1","1","2015/12/17 15:00:00","ペコリーヌ","2030/12/17 14:59:59","0","0","女の子との思い出が\nたくさん見られますよ！\nヒューヒュー♪\nモテモテですねー☆"
"14001","-363","105901","0","14","1","0","1","1","2015/12/17 15:00:00","コッコロ","2030/12/17 14:59:59","0","0","育成に必要なアイテムが\n獲得できるクエストです\nわたくし、主さまのために、\n強くなりますよ"
"14002","-363","106401","2104010","14","1","0","1","2","2015/12/17 15:00:00","シェフィ","2030/12/17 14:59:59","0","0","このクエストを攻略すると、\nアイテムが手に入るらしいわ。\nもっと強くなるために、\n一生懸命がんばるわね！"
"14003","-363","105801","0","14","1","0","1","1","2015/12/17 15:00:00","ペコリーヌ","2030/12/17 14:59:59","0","0","このクエストを攻略すれば、\nアイテムがもらえますよ\nたくさん集めて、どんどん\n強くなっちゃいましょう！"
"14004","-363","106001","0","14","1","0","1","1","2015/12/17 15:00:00","キャル","2030/12/17 14:59:59","0","0","クエストを攻略すると、\nアイテムが手に入るんだって\nもらえるものは、\nもらっておきましょ！"
"15001","-470","105901","0","15","1","0","1","1","2015/12/17 15:00:00","コッコロ","2030/12/17 14:59:59","0","0","主さま、旅の準備を整えて\nより充実した冒険をいたし\nましょう"
"16001","-363","106401","2104010","16","1","0","1","2","2015/12/17 15:00:00","シェフィ","2030/12/17 14:59:59","0","0","ねぇ…クランに加入してみない？\n一人も楽しいけど、みんなと\n一緒も賑やかでいいと思うの"
"16002","-363","105801","0","16","1","0","1","1","2015/12/17 15:00:00","ペコリーヌ","2030/12/17 14:59:59","0","0","クランに加入してみませんか？\nみんなといっしょに冒険した方が、\n楽しいですよ！"
"16003","-363","106001","0","16","1","0","1","1","2015/12/17 15:00:00","キャル","2030/12/17 14:59:59","0","0","クランに入れるらしいわよ\nせっかくだから入ってみたら？\nけっこう楽しいみたいよ♪"
"16004","-363","105901","0","16","1","0","1","1","2015/12/17 15:00:00","コッコロ","2030/12/17 14:59:59","0","0","こちらでクランに加入できます\n素敵なクランがたくさんあって、\n目移りしてしまいますね"
"17002","-363","105901","0","17","1","0","1","1","2015/12/17 15:00:00","コッコロ","2030/12/17 14:59:59","0","0"," こちらではクランバトルに\n 参加された仲間のみなさんの\n 活躍を振り返ることができます"
"17004","-363","106001","0","25","1","0","1","1","2015/12/17 15:00:00","キャル","2030/12/17 14:59:59","0","0","模擬戦の戦績もアンタが\n気に入ったものがあれば\n記録しておけるのね"
"17005","-363","105901","0","25","1","0","1","1","2015/12/17 15:00:00","コッコロ","2030/12/17 14:59:59","0","0","主さま、今回のクランバトルでの\nご活躍が記録されています\nバトルの参考にいたしましょう"
"17006","-363","106401","2104010","25","1","0","1","2","2015/12/17 15:00:00","シェフィ","2030/12/17 14:59:59","0","0","今回のクランバトルの調子は\nどうかしら？\n戦績を見れば、次のバトルに\n活かせるかもしれないわ"
"17007","-363","105801","0","25","1","0","1","1","2015/12/17 15:00:00","ペコリーヌ","2030/12/17 14:59:59","0","0","今回のクランバトルでの戦績を\nおさらいできますよ！\n私にも見せてください☆"
"18001","-363","190801","0","18","1","0","1","1","2015/12/17 15:00:00","カリン","2030/12/17 14:59:59","0","0","ようこそ！\nこちらでは、\nギルドハウスで流れる音楽の\n変更や購入が出来ますよ"
"18002","-363","190801","0","18","1","0","2","1","2015/12/17 15:00:00","カリン","2030/12/17 14:59:59","0","0","ＢＧＭの変更や購入は、こちらから\nできますよ\n素敵な音楽を、たくさんご用意\nいたしました！"
"19001","-470","190801","0","19","1","0","3","1","2015/12/17 15:00:00","カリン","2030/12/17 14:59:59","0","0","ギルドハウスの\nＢＧＭを変更できますよ\nあなたの好きな曲、\n私にも聴かせてくださいね"
"19002","-470","190801","0","19","1","0","4","1","2015/12/17 15:00:00","カリン","2030/12/17 14:59:59","0","0","こちらでは、ＢＧＭの変更が\nできますよ\nどんな曲に変更しますか？\nふふふ、私も楽しみです♪"
"20001","-470","190801","0","20","1","0","5","1","2015/12/17 15:00:00","カリン","2030/12/17 14:59:59","0","0","こちらでは、ＢＧＭを購入\nすることができますよ\n試聴することもできるので、\nじっくり選んでくださいね"
"20002","-470","190801","0","20","1","0","6","1","2015/12/17 15:00:00","カリン","2030/12/17 14:59:59","0","0","いらっしゃいませ！\nＢＧＭの購入はこちらです\n素敵な曲がたくさんあって、\n目移りしちゃいますね"
"21001","-363","106001","0","21","1","0","1","1","2015/12/17 15:00:00","キャル","2030/12/17 14:59:59","0","0","ここで手に入れたアイテムで\n専用装備を作成できるみたいね\nアイテムが集まったら\nさっそく作ってみましょ！"
"21002","-363","105901","0","21","1","0","1","1","2015/12/17 15:00:00","コッコロ","2030/12/17 14:59:59","0","0","攻略すると珍しいアイテムが\n手に入りますよ\nこのアイテムで専用装備を\n作成できるようです"
"21003","-363","106401","2104010","21","1","0","1","2","2015/12/17 15:00:00","シェフィ","2030/12/17 14:59:59","0","0","専用装備が欲しいなら\nこのクエストに挑戦するといいわ\n集めた素材でもっともっと\n強くなりましょう"
"21004","-363","105801","0","21","1","0","1","1","2015/12/17 15:00:00","ペコリーヌ","2030/12/17 14:59:59","0","0","専用装備の作成に必要な\nアイテムを獲得できますよ\nたくさん集めてどんどん\n強くなりましょう！"
"22001","-430","190801","0","22","1","0","1","1","2015/12/17 15:00:00","カリン","2030/12/17 14:59:59","0","0","投票はこちらです\nあなたが応援したい女の子に\n思いを込めた一票を\nお願いします！"
"22002","-430","190801","0","22","1","0","2","1","2015/12/17 15:00:00","カリン","2030/12/17 14:59:59","0","0","ようこそ！\nあなたが思いを寄せるのは\nどの女の子ですか？\n応援してあげてくださいね！"
"23001","-430","190801","0","23","1","0","3","1","2015/12/17 15:00:00","カリン","2030/12/17 14:59:59","0","0","たくさんの投票、\nありがとうございました\n結果発表を楽しみに\n待っていてくださいね！"
"23002","-430","190801","0","23","1","0","4","1","2015/12/17 15:00:00","カリン","2030/12/17 14:59:59","0","0","ただ今、人気投票の\n集計中です\n結果が出るまでもう少しだけ\nお待ちくださいね"
"24001","-385","109001","0","24","2","10011","1","1","2019/01/31 12:00:00","エリコ（バレンタイン）","2030/12/17 14:59:59","8","4.08","あなた様が手伝ってくださった\nチョコレートケーキ\n美味しくないはずがありませんわ"
"24002","-385","109001","0","24","2","10011","2","1","2019/01/31 12:00:00","エリコ（バレンタイン）","2030/12/17 14:59:59","8","5","このような失敗、あなた様が\nするはずありません\nもう一度挑戦してみましょう"
"24003","-385","109001","0","24","2","10011","3","1","2019/01/31 12:00:00","エリコ（バレンタイン）","2030/12/17 14:59:59","8","10.11","あなた様のために\n作っているケーキを\nあなた様に手伝っていただく……\nことになるなんて……クスクス"
"24004","-385","109001","0","24","2","10011","4","1","2019/01/31 12:00:00","エリコ（バレンタイン）","2030/12/17 14:59:59","8","4","あまり気に病む必要はありませんわ\nこれからは私がたっぷりと\n時間をかけて教えて差し上げますから"
"24005","-385","109001","0","24","2","10011","5","1","2019/01/31 12:00:00","エリコ（バレンタイン）","2030/12/17 14:59:59","8","6","今回は調子が悪かった……のですか？\nあなた様が手伝ってくれたものなら\nわたしはどんなものでも……クスクス"
"24006","0","109002","0","24","1","10011","6","1","2019/01/31 12:00:00","エリコ（バレンタイン）","2030/12/17 14:59:59","0","0","あなた様が手がけた\nチョコレートケーキは\n私にとっての宝物……\n侮辱する者は生かしておきませんわ"
"24007","0","109002","0","24","1","10011","7","1","2019/01/31 12:00:00","エリコ（バレンタイン）","2030/12/17 14:59:59","0","0","とても素晴らしい出来栄えですわ！\nあなた様にふさわしい\nチョコレートケーキができました"
"24008","0","109002","0","24","1","10011","8","1","2019/01/31 12:00:00","エリコ（バレンタイン）","2030/12/17 14:59:59","0","0","私を手伝ってくれたあなた様は\nすでに私の虜……\n甘い世界に誘って差し上げますわ"
