214ef8891c0cb9205600323665ca9e7470ca89091e620b9082cbca482fe2bf15,aa8d6ad7e5c9a201a7b001e21723646f9c74dde818396e8df9631948ca89127b,33cc5062894a4fee94e07a538775b66b9d64f6c1d8ba695cad29f3823ebcfcec,ed05c9e043a8dc6e85480ef65a16615b168865192d3b65f54e55920de36e3597,e8a350ba1af1f4d0c320df6e3b7d4321c19d1fe2c14a5bacd815691a07b0eddc,43017d4d11f7b64263dd30388f8db3fdd14d3537e927204ee65d1747756ec74a,e65e8d96e0f7d62f126e86ae75dca3a0cd5e03a39975ea23298341b8a08ae8e6,3135d11496a3216c9e542ea4ff7d163248b925b291bfc729d461b40c32c974cd,3f78aeb5227227cc9deed07380116845cf7cdec5d12b1b8de4cf623ee4a54ff9,a9d178864168159b23902e9decba112fba5531c8c22e9122520d07479fcdc82c,951cbccecd6db96d5bac27e8b28b3a4adcc5007c849fd3bcd0a56be9c5447a34
"0","2016/09/01 15:00:00","10","2023/02/16 4:59:59","0","0","0","2","スタートダッシュログインキャンペーン","530100","20000"
"0","2023/02/16 5:00:00","10","2099/01/01 23:59:00","0","0","0","2","スタートダッシュログインキャンペーン","530100","20001"
"0","2016/04/01 15:00:00","15","2099/01/01 23:59:00","0","0","0","3","ログインボーナス","0","30000"
"0","2016/09/01 15:00:00","1","2017/01/01 23:59:00","0","0","0","4","CM放映記念ログインボーナス第1弾","0","40000"
"0","2018/08/15 5:00:00","10","2018/09/01 4:59:59","0","0","1","4","Half Anniversary ログインキャンペーン","500160","40001"
"0","2018/12/09 5:00:00","10","2018/12/22 4:59:59","0","0","2","4","グラブルコラボログインボーナス","40003","40003"
"0","2019/01/20 5:00:00","10","2019/01/31 4:59:59","0","0","3","4","マナリアフレンズ放送応援ログインキャンペーン","40004","40004"
"0","2019/03/28 5:00:00","10","2019/04/25 4:59:59","0","0","2","4","Shadowverseコラボログインボーナス","40005","40005"
"0","2020/04/06 5:00:00","10","2020/04/16 4:59:59","0","0","3","4","アニメ放送記念 スタンプログインキャンペーン","40006","40006"
"0","2020/11/10 5:00:00","10","2020/11/22 4:59:59","0","0","2","4","復刻Re:ゼロコラボ開催記念 スタンプログインキャンペーン","40007","40007"
"0","2020/12/01 5:00:00","10","2020/12/14 4:59:59","0","0","3","4","ドラガリアロスト 応援ログインキャンペーン","40008","40008"
"0","2021/03/08 5:00:00","10","2021/03/25 4:59:59","0","0","2","4","復刻デレステコラボ開催記念 スタンプログインキャンペーン","40009","40009"
"0","2022/01/11 5:00:00","10","2022/04/07 4:59:59","0","0","3","4","アニメ放送記念 スタンプログインキャンペーン","40010","40010"
"0","2023/02/13 5:00:00","6","2023/02/19 4:59:59","0","0","3","4","メインストーリー第3部開始記念ログインキャンペーン","531200","40011"
"0","2023/09/27 5:00:00","8","2023/10/30 4:59:59","0","0","3","4","TANITAコラボログインキャンペーン","40012","40012"
"0","2024/02/14 5:00:00","1","2024/03/01 4:59:59","0","0","3","4","2024年バレンタイン記念プレゼント","40013","40013"
"0","2024/08/14 5:00:00","2","2024/09/11 4:59:59","0","0","2","4","銀だこハイボール酒場コラボログインキャンペーン","40014","40014"
"0","2024/08/10 5:00:00","5","2099/01/01 23:59:00","0","0","3","4","カムバックログインボーナス","40015","40015"
"0","2019/01/01 5:00:00","7","2019/01/11 4:59:59","1","0","0","6","謹賀新年 お正月ログインボーナス","500553","60000"
"0","2020/01/01 5:00:00","7","2020/01/11 4:59:59","1","0","0","6","謹賀新年 お正月ログインボーナス","500553","60001"
"0","2021/01/01 5:00:00","7","2021/01/11 4:59:59","1","0","0","6","謹賀新年 お正月ログインボーナス","500553","60002"
"0","2022/01/01 5:00:00","7","2022/01/11 4:59:59","1","0","0","6","謹賀新年 お正月ログインボーナス","500553","60003"
"0","2023/01/01 5:00:00","7","2023/01/11 4:59:59","1","0","0","6","謹賀新年 お正月ログインボーナス","500553","60004"
"0","2024/01/01 5:00:00","7","2024/01/11 4:59:59","1","0","0","6","謹賀新年 お正月ログインボーナス","500553","60005"
"0","2025/01/01 5:00:00","5","2025/01/11 4:59:59","1","0","0","6","謹賀新年 お正月ログインボーナス","500553","60006"
"0","2018/12/24 5:00:00","2","2018/12/26 4:59:59","0","1","0","7","クリスマスログインボーナス","500160","70000"
"0","2019/01/01 5:00:00","3","2019/01/04 4:59:59","0","2","0","7","あけおめログインボーナス","500160","70001"
"0","2019/12/24 5:00:00","2","2019/12/26 4:59:59","0","1","0","7","クリスマスログインボーナス","500160","70002"
"0","2020/01/01 5:00:00","3","2020/01/04 4:59:59","0","2","0","7","三が日特別ログインボーナス","500160","70003"
"0","2020/12/24 5:00:00","2","2020/12/26 4:59:59","0","1","0","7","クリスマスログインボーナス","500160","70004"
"0","2021/01/01 5:00:00","3","2021/01/04 4:59:59","0","2","0","7","三が日特別ログインボーナス","500160","70005"
"0","2021/12/24 5:00:00","2","2021/12/26 4:59:59","0","1","0","7","クリスマスログインボーナス","500160","70006"
"0","2022/01/01 5:00:00","3","2022/01/04 4:59:59","0","2","0","7","三が日特別ログインボーナス","500160","70007"
"0","2022/12/24 5:00:00","2","2022/12/26 4:59:59","0","1","0","7","クリスマスログインボーナス","500160","70008"
"0","2023/01/01 5:00:00","1","2023/01/04 4:59:59","0","2","0","7","元日特別ログインボーナス","500160","70009"
"0","2023/12/24 5:00:00","1","2023/12/25 4:59:59","0","1","0","7","クリスマスログインボーナス","500160","70010"
"0","2024/01/01 5:00:00","1","2024/01/04 4:59:59","0","2","0","7","元日特別ログインボーナス","500160","70011"
"0","2023/12/25 5:00:00","1","2023/12/26 4:59:59","0","1","0","7","クリスマスログインボーナス","500160","70012"
"0","2025/01/01 5:00:00","1","2025/01/04 4:59:59","0","2","0","7","元日特別ログインボーナス","500160","70013"
"0","2024/12/24 5:00:00","1","2024/12/25 4:59:59","0","1","0","7","クリスマスログインボーナス","500160","70014"
"0","2024/12/25 5:00:00","1","2024/12/26 4:59:59","0","1","0","7","クリスマスログインボーナス","500160","70015"
"0","2025/03/31 12:00:00","1","2025/04/23 4:59:59","0","1","0","7","『AIだ！勇気だ！ギガンティックローチェ』MV閲覧","500160","70016"
"1","2019/01/31 5:00:00","15","2019/02/15 4:59:59","0","0","0","8","1st Anniversary カウントダウンログインボーナス","0","80001"
"0","2020/01/31 5:00:00","15","2020/02/15 4:59:59","0","0","4","4","2nd Anniversary カウントダウンログインボーナス","80002","80002"
"1","2020/08/01 5:00:00","15","2020/08/16 4:59:59","0","0","0","8","2.5 Year Anniversary カウントダウンログインボーナス","0","80003"
"1","2021/01/30 5:00:00","17","2021/02/16 4:59:59","0","1","0","10","3rd Anniversary カウントダウンログインボーナス","0","80004"
"1","2021/08/01 5:00:00","15","2021/08/16 4:59:59","0","0","0","8","3.5 Year Anniversary カウントダウンログインボーナス","0","80005"
"1","2022/01/30 5:00:00","17","2022/02/16 4:59:59","0","1","0","10","4th Anniversary カウントダウンログインボーナス","0","80006"
"1","2022/08/01 5:00:00","15","2022/08/16 4:59:59","0","1","0","10","4.5 Year Anniversary カウントダウンログインボーナス","0","80007"
"1","2023/01/31 5:00:00","16","2023/02/16 4:59:59","0","1","0","10","5th Anniversary カウントダウンログインボーナス","0","80008"
"1","2023/08/01 5:00:00","15","2023/08/16 4:59:59","0","1","0","10","5.5 Year Anniversary カウントダウンログインボーナス","0","80009"
"1","2024/01/31 5:00:00","16","2024/02/16 4:59:59","0","1","0","10","6th Anniversary カウントダウンログインボーナス","0","80010"
"1","2024/08/01 5:00:00","15","2024/08/16 4:59:59","0","1","0","10","6.5 Year Anniversary カウントダウンログインボーナス","0","80011"
"1","2025/02/08 5:00:00","8","2025/02/16 4:59:59","0","1","0","10","7th Year Anniversary カウントダウンログインボーナス","0","80012"
