67160fcd75aadf04a29d2d83bdd8e1679dea51483ae731c666f12f84b79c9e3a,9bb083f6143ce450368f2e596a7a7b1b5db24ed98dbf5e63b6708684e62a69e7,cfc22e1c2039c651cdbbb66fbd4c015576f0eebc8588dd458e75b10654d62637,9a3bf0126b9d9f32088e935d202cfb032357e63be76ba8ec8aaf6131334a8493,92abdf91a74eff80b75412e8a52aeaf2e6f61fc1cb2b78638e71e00dbdf47866,9a3fdeab20eb39eb5e6bce0d1edcd9552ddd02d93960bcb31e1c1ca303df14f3,2f6f9164b25b818a0e4c5f5c3d1c3b047d9989d1a78194a6b4d092c9adb1ec2e,7b39ffd0aecd6136f6341d5b30da91debb6dce0bec041b0a19c1da6cb5cf566c,815d75b2f7c525733caa97ecad33c3727db36ef0f843409ff4213bd303033e93,a15bc49a3f456ec26907cab60171146cb3c97caf37976e8c31ab279635d00aa7,aade2833f15aa231ca375528c960190a16ccfbf31e39bfe0a0e7d71923b68422,979d46f39766f0a92a4f9438d8cc07359ab62ad87bbd9021bafee48013b8dcbf,6740a4f3ef24480b67c314deef90f8b949bb99f7e1371c98e50643defd77b295,df76639dde07ec3f263ff1cec0ae7f1f67cc8ccc5535a7cc5b5a2f54b7231735,32584d07aa40f47b406715e3d19a97980258e6a56e8b78979a99393a49be7aa7,5830d87d1ae032c3a6b21bd97d3fe6f329af8b916f4136f2e8e0895833b2d915,e22cc3fc44345c7452f3025617e18abe97dc8d7814ac0dd10a533c1173917f15,0c53b2ae12ab3912047954a6f38378170505832d2f89c6916eb40a8eba4c5bb7,c10a43f069165e4d25ea9ce4be8364937cd53da96723608856e334132a4476d1
"92407","abyss_reward_icon_masterpieces_piece","240701","1000","25014","25021","0","0","10","0","1000000000","25102","2","200","2","2","2","25015","1000"
"92407","abyss_reward_icon_astralshard","240702","1000","25012","25011","0","0","300","0","2000000000","25021","2","1000","2","2","2","25013","1000"
"92407","abyss_reward_icon_masterpieces_piece","240703","1000","25014","25021","0","0","10","0","3000000000","25102","2","500","2","2","2","25015","1000"
"92407","abyss_reward_icon_astralshard","240704","1000","25012","25011","0","0","500","0","4000000000","25021","2","1000","2","2","2","25013","1000"
"92407","abyss_reward_icon_masterpieces_piece","240705","1000","25014","25021","0","0","10","0","5000000000","25102","2","1000","2","2","2","25015","1000"
"92407","abyss_reward_icon_astralshard","240706","1000","25012","25011","0","0","1000","0","6000000000","25021","2","1000","2","2","2","25013","1000"
"92407","abyss_reward_icon_masterpieces_piece","240707","3000","25014","25021","0","0","10","0","7000000000","25102","2","1000","2","2","2","25015","3000"
"92407","abyss_reward_icon_astralshard","240708","3000","25012","25011","0","0","1000","0","8000000000","25021","2","3000","2","2","2","25013","3000"
"92407","abyss_reward_icon_masterpieces_piece","240709","3000","25014","25021","0","0","10","0","9000000000","25102","2","1000","2","2","2","25015","3000"
"92407","abyss_reward_icon_masterpieces_piece","240710","3000","25011","25021","0","0","10","0","10000000000","25102","2","1000","2","2","2","25012","3000"
"92407","abyss_reward_icon_masterpieces_piece","240711","3000","25013","25021","0","0","10","0","12000000000","25102","2","1000","2","2","2","25015","3000"
"92407","abyss_reward_icon_astralshard","240712","3000","25012","25011","0","0","1000","0","16000000000","25021","2","3000","2","2","2","25014","3000"
"92407","abyss_reward_icon_astralshard","240713","3000","25014","25013","0","0","1000","0","20000000000","25021","2","3000","2","2","2","25015","3000"
"92407","abyss_reward_icon_astralshard","240714","3000","25012","25011","0","0","1000","0","25000000000","25021","2","3000","2","2","2","25013","3000"
"92407","abyss_reward_icon_hiseki","240715","0","0","0","0","0","10","0","30000000000","90005","0","0","2","0","0","0","0"
"92407","abyss_reward_icon_hiseki","240716","0","0","0","0","0","20","0","35000000000","90005","0","0","2","0","0","0","0"
"92407","abyss_reward_icon_hiseki","240717","0","0","0","0","0","30","0","40000000000","90005","0","0","2","0","0","0","0"
"92407","abyss_reward_icon_hiseki","240718","0","0","0","0","0","50","0","50000000000","90005","0","0","2","0","0","0","0"
"92408","abyss_reward_icon_masterpieces_piece","240801","1000","25014","25021","0","0","10","0","1000000000","25102","2","200","2","2","2","25015","1000"
"92408","abyss_reward_icon_astralshard","240802","1000","25012","25011","0","0","300","0","2000000000","25021","2","1000","2","2","2","25013","1000"
"92408","abyss_reward_icon_masterpieces_piece","240803","1000","25014","25021","0","0","10","0","3000000000","25102","2","500","2","2","2","25015","1000"
"92408","abyss_reward_icon_astralshard","240804","1000","25012","25011","0","0","500","0","4000000000","25021","2","1000","2","2","2","25013","1000"
"92408","abyss_reward_icon_masterpieces_piece","240805","1000","25014","25021","0","0","10","0","5000000000","25102","2","1000","2","2","2","25015","1000"
"92408","abyss_reward_icon_astralshard","240806","1000","25012","25011","0","0","1000","0","6000000000","25021","2","1000","2","2","2","25013","1000"
"92408","abyss_reward_icon_masterpieces_piece","240807","3000","25014","25021","0","0","10","0","7000000000","25102","2","1000","2","2","2","25015","3000"
"92408","abyss_reward_icon_astralshard","240808","3000","25012","25011","0","0","1000","0","8000000000","25021","2","3000","2","2","2","25013","3000"
