ab279d67bad74eae226e75b9c688f9e6a600619d688b674bf95e7d2b82e15017,8a54820d58a780eaeab39dd31777b4f50eb043446e748f56d9dd1ee173437d38,50e4c64192b6898acc96a939c6e2207d32bd308df985d959f6245771fe92dd56,471057ad93a280365ee02b411394bfd55fb99ef4de65bdfd3a75baf44a94ed96,def7908f28cb79bb0336cf04ead48bc65790d3c5bbc24457c86d65b91faec4cd,780c019681d114277e64f0cb40700771d7eaed1b28e476fb82ebcba99bae27ef,9c9dd7a5d786d1edee848760a24264f6db2660650a11f7d99853f4d6d61a072b,50fac114ee0f54a6e46f25333c575f6de5c247d62b4ad096fc4f766bfed9cfc8,a3517d28adc702e013e073821d393f807adb14a88958ad561bc8ff042913a481,8d05e4e0f3bb4774cc08c488d49b184eb6931a9ab6d196448348fb0507c14e79,5f3c84b2d726cbd381c1958431591c2788bb90fc00aeebd70e586597cd7d6866
"0","10003","10005","10002","0","0","10001","0","0","0","50067"
"0","10003","10005","10002","0","0","10001","10006","0","0","50079"
"0","10003","10005","10002","0","0","10001","10006","10007","0","50084"
"10008","10003","10005","10002","0","0","10001","10006","10007","0","50094"
"10008","10003","10005","10002","10009","0","10001","10006","10007","0","50108"
"10008","10003","10005","10002","10009","0","10001","10006","10007","0","50116"
"10008","10003","10005","10002","10009","0","10001","10006","10007","10010","50119"
"10008","10003","10005","10002","10009","0","10001","10006","10007","10010","50129"
"10008","10003","10005","10002","10009","10011","10001","10006","10007","10010","50140"
"10009","10005","10006","10003","10010","10012","10002","10007","10008","10011","50151"
"0","10011","10012","10010","0","0","10009","10013","0","0","50162"
"0","10012","10013","10011","0","0","10010","10014","0","0","50172"
"0","10013","10014","10012","0","0","10011","10015","0","0","50183"
"0","10015","10007","10014","0","0","10013","10005","0","0","50190"
"0","10014","10015","10013","0","0","10012","10016","0","0","50195"
"0","10016","10003","10015","0","0","10014","10002","0","0","50200"
"0","10015","10016","10014","0","0","10013","10017","0","0","50217"
"0","10017","10010","10016","0","0","10015","10009","0","0","50231"
"0","10016","10017","10015","0","0","10014","10018","0","0","50237"
"0","0","0","0","0","0","10019","0","0","0","50248"
"0","0","0","0","0","0","10011","0","0","0","50261"
"0","0","0","0","0","0","10020","0","0","0","50267"
"0","0","0","0","0","0","10021","0","0","0","50278"
"0","0","0","0","0","0","10006","0","0","0","50291"
"0","0","0","0","0","0","10022","0","0","0","50298"
"0","0","0","0","0","0","10023","0","0","0","50309"
"0","0","0","0","0","0","10024","0","0","0","50321"
"0","0","0","0","0","0","10025","0","0","0","50331"
"0","0","0","0","0","0","10026","0","0","0","50341"
"0","0","0","0","0","0","10027","0","0","0","50354"
"0","0","0","0","0","0","10028","0","0","0","50365"
"0","0","0","0","0","0","10029","0","0","0","50375"
"0","0","0","0","0","0","10030","0","0","0","50383"
