39afe09a559a8c3b1636357ccbf5437e23fb3f215645440de0eb58e3d5c030b9,2a57a37281406f660eade3ec3a5483c0bc7d1a09802ace2e3c1c1c50409fbe81,c47c12f4ae2616f47306d7a89617aa8bd7c78e60630d1498749a75cae2190da8,4f4fcb843944e60c5ab0667f6cafd11000a2084cb92740fd93967bbbe8c0724e,851c138e6ca49bd152fdcac121bab6a904106703e6b594e31efa581050a9cf61,e80ae92effac2a2a913a5104962af311c8a160f200997afbf552087da4386773,4d2f7da05921e069762029ff71982bb5469d3a56eab050d607936073cefe90fa,37edfd2a9d55734b104e205af3b50f5e79c74964383db65e637eeca978af0c62,8f06b55cefa38b74531fc8140cfb3e62178aee5cd468f3ecbff9308307434049,eee99c605c3b89dfc7b94a78ebff9d70593c9a004f262721dac4b93ceca9d9c2
"0","2018/02/28 14:59:59","0","302","0","0","0","1","2018/01/01 15:00:00","10000"
"0","2018/03/15 14:59:59","0","302","0","1","0","1","2018/02/28 15:00:00","10001"
"0","2018/03/31 14:59:59","0","302","0","1","0","1","2018/03/15 15:00:00","10002"
"0","2018/04/16 14:59:59","0","302","0","1","0","1","2018/03/31 15:00:00","10003"
"0","2018/04/30 11:59:59","0","302","0","1","0","1","2018/04/16 15:00:00","10004"
"0","2018/05/15 14:59:59","0","302","0","1","0","1","2018/04/30 12:00:00","10005"
"0","2018/05/31 11:59:59","0","302","0","1","0","1","2018/05/15 15:00:00","10006"
"0","2018/06/15 14:59:59","0","302","0","1","0","1","2018/05/31 12:00:00","10007"
"0","2018/06/30 11:59:59","0","302","0","1","0","1","2018/06/15 15:00:00","10008"
"0","2018/07/17 14:59:59","0","302","0","1","0","1","2018/06/30 12:00:00","10009"
"0","2018/07/31 11:59:59","0","302","0","1","0","1","2018/07/17 15:00:00","10010"
"0","2018/08/21 14:59:59","0","302","0","1","0","1","2018/07/31 12:00:00","10011"
"0","2018/08/31 11:59:59","0","302","0","1","0","1","2018/08/21 15:00:00","10012"
"0","2018/09/18 14:59:59","0","302","0","1","0","1","2018/08/31 12:00:00","10013"
"0","2018/09/30 11:59:59","0","302","0","1","0","1","2018/09/18 15:00:00","10014"
"0","2018/10/18 14:59:59","0","302","0","1","0","1","2018/09/30 12:00:00","10015"
"0","2018/10/31 11:59:59","0","302","0","1","0","1","2018/10/18 15:00:00","10016"
"0","2018/11/19 14:59:59","0","302","0","1","0","1","2018/11/03 19:00:00","10017"
"0","2018/11/30 11:59:59","0","302","0","1","0","1","2018/11/19 15:00:00","10018"
"0","2018/12/19 14:59:59","0","302","0","1","0","1","2018/11/30 12:00:00","10019"
"0","2018/12/31 11:59:59","0","302","0","1","0","1","2018/12/19 15:00:00","10020"
"0","2019/01/18 14:59:59","0","302","0","1","0","1","2019/01/03 19:00:00","10021"
"0","2019/01/31 11:59:59","0","302","0","1","0","1","2019/01/18 15:00:00","10022"
"0","2019/02/15 22:59:59","0","302","0","1","0","1","2019/01/31 12:00:00","10023"
"0","2019/03/19 14:59:59","0","302","0","1","0","1","2019/02/28 12:00:00","10024"
"0","2019/03/26 14:59:59","0","302","0","1","0","1","2019/03/19 15:00:00","10025"
"0","2019/03/31 11:59:59","0","302","0","1","0","1","2019/03/26 15:00:00","10026"
"0","2019/04/19 14:59:59","0","302","0","1","0","1","2019/03/31 12:00:00","10027"
"0","2019/04/30 11:59:59","0","302","0","1","0","1","2019/04/19 15:00:00","10028"
"0","2019/05/14 14:59:59","0","302","0","1","0","1","2019/05/07 15:00:00","10029"
"0","2019/05/17 14:59:59","0","302","0","1","0","1","2019/05/14 15:00:00","10030"
"0","2019/05/31 11:59:59","0","302","0","1","0","1","2019/05/17 15:00:00","10031"
"0","2019/06/15 11:59:59","0","302","0","1","0","1","2019/05/31 12:00:00","10032"
"0","2019/06/18 14:59:59","0","302","0","1","0","1","2019/06/15 12:00:00","10033"
"0","2019/06/30 11:59:59","0","302","0","1","0","1","2019/06/18 15:00:00","10034"
"0","2019/07/13 11:59:59","0","302","0","1","0","1","2019/06/30 12:00:00","10035"
"0","2020/07/31 11:59:59","90001","302","0","1","0","1","2020/07/27 12:00:00","10036"
"0","2019/07/31 11:59:59","0","302","0","1","0","1","2019/07/18 15:00:00","10037"
"0","2019/08/10 11:59:59","0","302","0","1","0","1","2019/07/31 12:00:00","10038"
"0","2020/08/31 11:59:59","90002","302","0","1","0","1","2020/08/26 12:00:00","10039"
"0","2019/08/26 11:59:59","0","302","0","1","0","1","2019/08/15 15:00:00","10040"
"0","2019/08/31 11:59:59","0","302","0","1","0","1","2019/08/26 12:00:00","10041"
"0","2019/09/12 11:59:59","0","302","0","1","0","1","2019/09/03 21:00:00","10042"
"0","2019/09/16 14:59:59","90003","302","0","1","0","1","2019/09/12 12:00:00","10043"
"0","2019/09/29 11:59:59","0","302","0","1","0","1","2019/09/16 15:00:00","10044"
"0","2019/10/11 11:59:59","0","302","0","1","0","1","2019/09/30 12:00:00","10045"
"0","2019/10/16 14:59:59","90004","302","0","1","0","1","2019/10/11 12:00:00","10046"
